frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
224,9.291667,0,none,right,none,left,617.776,244.641,-0.015960,0.718674,0.000000,hand_floor_from_anchor_floor_candidates
225,9.333333,0,none,right,none,left,610.000,241.936,-0.009962,0.729990,0.000000,hand_floor_from_anchor_floor_candidates
226,9.375000,0,none,left,none,right,696.109,240.024,-0.005168,0.612607,0.000000,hand_floor_from_anchor_floor_candidates
227,9.416667,0,none,left,none,right,688.593,236.610,0.000747,0.645267,0.000000,hand_floor_from_anchor_floor_candidates
228,9.458333,0,none,left,none,right,682.371,232.523,-0.009702,0.655636,0.000000,hand_floor_from_anchor_floor_candidates
229,9.500000,0,none,left,none,right,675.591,227.100,0.002692,0.672998,0.000000,hand_floor_from_anchor_floor_candidates
230,9.541667,0,none,left,none,right,669.943,222.332,0.008139,0.659075,0.000000,hand_floor_from_anchor_floor_candidates
231,9.583333,0,none,left,none,right,664.894,218.929,0.000552,0.641945,0.000000,hand_floor_from_anchor_floor_candidates
232,9.625000,0,none,left,none,right,660.639,217.029,-0.009206,0.616962,0.000000,hand_floor_from_anchor_floor_candidates
233,9.666667,0,none,left,none,right,657.289,217.693,0.004720,0.605119,0.000000,hand_floor_from_anchor_floor_candidates
234,9.708333,0,none,left,none,right,655.494,219.756,-0.011664,0.601948,0.000000,hand_floor_from_anchor_floor_candidates
235,9.750000,0,none,left,none,right,654.697,223.360,-0.006092,0.600720,0.000000,hand_floor_from_anchor_floor_candidates
236,9.791667,0,none,left,none,right,653.682,227.686,0.022650,0.617000,0.000000,hand_floor_from_anchor_floor_candidates
237,9.833333,0,none,left,none,right,654.094,231.588,0.047707,0.607900,0.000000,hand_floor_from_anchor_floor_candidates
238,9.875000,0,none,left,none,right,654.178,234.309,0.029593,0.602988,0.000000,hand_floor_from_anchor_floor_candidates
239,9.916667,0,none,left,none,right,656.343,233.716,0.020417,0.561817,0.000000,hand_floor_from_anchor_floor_candidates
240,9.958333,0,none,left,none,right,658.470,230.178,0.037588,0.501531,0.000000,hand_floor_from_anchor_floor_candidates
