frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale,handle_phase_rad,handle_phase_deg,vlm_visibility,source,m45_pose_source,m45_rotation_smooth_start,m45_rotation_smooth_end,m45_static_frame,m45_yaw_input,m45_pitch_input,m45_roll_input
230,9.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
231,9.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
232,9.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
233,9.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
234,9.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
235,9.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
236,9.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
237,9.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
238,9.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
239,9.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
240,9.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554377,-31.7635,visible,m18_body_pose_plus_m17_handle_phase,table_static_release,60,70,160,,,
