frame,time,ball_center_x,ball_center_y,source
60,1.966667,736.776,428.165,cotracker_center_fallback
61,2.000000,739.852,391.241,cotracker_center_fallback
62,2.033333,739.156,357.469,cotracker_center_fallback
63,2.066667,740.762,331.639,cotracker_center_fallback
64,2.100000,740.644,331.136,cotracker_center_fallback
65,2.133333,739.000,322.000,cotracker_box_center
66,2.166667,741.410,300.780,cotracker_center_fallback
67,2.200000,742.876,289.768,cotracker_center_fallback
68,2.233333,743.253,290.267,cotracker_center_fallback
69,2.266667,743.808,287.364,cotracker_center_fallback
70,2.300000,744.791,289.624,cotracker_center_fallback
71,2.333333,744.361,293.179,cotracker_center_fallback
72,2.366667,746.498,302.977,cotracker_center_fallback
73,2.400000,748.150,319.512,cotracker_center_fallback
74,2.433333,748.607,320.629,cotracker_center_fallback
75,2.466667,749.805,337.679,cotracker_center_fallback
76,2.500000,750.508,360.670,cotracker_center_fallback
77,2.533333,750.450,390.604,cotracker_center_fallback
78,2.566667,752.857,421.011,cotracker_center_fallback
79,2.600000,753.021,422.541,cotracker_center_fallback
80,2.633333,752.208,458.373,cotracker_center_fallback
81,2.666667,749.915,496.014,cotracker_center_fallback
82,2.700000,749.826,541.187,cotracker_center_fallback
83,2.733333,749.961,543.330,cotracker_center_fallback
84,2.766667,750.221,592.473,cotracker_center_fallback
85,2.800000,750.415,646.871,cotracker_center_fallback
86,2.833333,749.690,705.028,cotracker_center_fallback
87,2.866667,749.134,732.573,cotracker_center_fallback
88,2.900000,749.427,700.441,cotracker_center_fallback
89,2.933333,749.669,698.530,cotracker_center_fallback
90,2.966667,747.153,676.864,cotracker_center_fallback
91,3.000000,743.886,652.106,cotracker_center_fallback
92,3.033333,743.780,633.705,cotracker_center_fallback
93,3.066667,742.111,622.901,cotracker_center_fallback
94,3.100000,741.809,622.113,cotracker_center_fallback
95,3.133333,741.106,619.174,cotracker_center_fallback
96,3.166667,742.166,620.595,cotracker_center_fallback
97,3.200000,740.500,626.500,cotracker_box_center
98,3.233333,740.854,626.938,cotracker_box_center
99,3.266667,741.964,629.445,cotracker_lr_center
100,3.300000,742.128,646.028,cotracker_center_fallback
101,3.333333,743.449,672.964,cotracker_center_fallback
102,3.366667,743.445,701.887,cotracker_center_fallback
103,3.400000,742.455,728.398,cotracker_center_fallback
104,3.433333,742.280,729.242,cotracker_center_fallback
105,3.466667,740.928,702.666,cotracker_center_fallback
106,3.500000,738.009,676.460,cotracker_center_fallback
107,3.533333,735.443,651.343,cotracker_center_fallback
108,3.566667,732.526,635.496,cotracker_center_fallback
109,3.600000,731.823,633.213,cotracker_center_fallback
110,3.633333,741.261,618.901,cotracker_tb_center
111,3.666667,732.957,615.410,cotracker_center_fallback
112,3.700000,730.039,610.972,cotracker_center_fallback
113,3.733333,729.350,610.753,cotracker_center_fallback
114,3.766667,727.646,612.999,cotracker_center_fallback
115,3.800000,727.010,620.145,cotracker_center_fallback
116,3.833333,724.708,624.816,cotracker_center_fallback
117,3.866667,723.738,628.195,cotracker_center_fallback
118,3.900000,722.984,640.907,cotracker_center_fallback
119,3.933333,722.371,646.447,cotracker_center_fallback
120,3.966667,718.847,667.274,cotracker_center_fallback
121,4.000000,715.966,694.234,cotracker_center_fallback
122,4.033333,713.618,724.342,cotracker_center_fallback
123,4.066667,706.600,760.939,cotracker_center_fallback
124,4.100000,706.793,759.274,cotracker_center_fallback
125,4.133333,705.451,757.179,cotracker_center_fallback
126,4.166667,716.100,715.052,cotracker_center_fallback
127,4.200000,716.550,692.902,cotracker_center_fallback
128,4.233333,715.326,692.329,cotracker_center_fallback
129,4.266667,715.000,668.000,cotracker_box_center
130,4.300000,714.837,658.477,cotracker_lr_center
131,4.333333,718.751,617.959,cotracker_center_fallback
132,4.366667,721.952,599.175,cotracker_center_fallback
133,4.400000,723.888,590.364,cotracker_center_fallback
134,4.433333,725.767,590.790,cotracker_center_fallback
135,4.466667,729.747,590.347,cotracker_center_fallback
136,4.500000,733.629,594.130,cotracker_center_fallback
137,4.533333,737.060,604.624,cotracker_center_fallback
138,4.566667,743.387,625.487,cotracker_center_fallback
139,4.600000,742.841,625.163,cotracker_center_fallback
140,4.633333,744.982,642.215,cotracker_center_fallback
141,4.666667,747.264,667.901,cotracker_center_fallback
142,4.700000,749.004,698.536,cotracker_center_fallback
143,4.733333,749.511,699.356,cotracker_center_fallback
144,4.766667,751.924,729.204,cotracker_center_fallback
145,4.800000,753.686,761.492,cotracker_center_fallback
146,4.833333,755.143,780.037,cotracker_center_fallback
147,4.866667,753.875,750.301,cotracker_center_fallback
148,4.900000,753.510,712.851,cotracker_center_fallback
149,4.933333,753.461,712.037,cotracker_center_fallback
150,4.966667,752.091,678.255,cotracker_center_fallback
151,5.000000,752.724,651.585,cotracker_center_fallback
152,5.033333,755.175,629.991,cotracker_center_fallback
153,5.066667,757.770,611.264,cotracker_center_fallback
154,5.100000,757.240,610.539,cotracker_center_fallback
155,5.133333,756.568,598.808,cotracker_center_fallback
156,5.166667,755.352,591.199,cotracker_center_fallback
157,5.200000,754.315,589.790,cotracker_center_fallback
158,5.233333,753.606,589.922,cotracker_center_fallback
159,5.266667,751.829,595.874,cotracker_center_fallback
160,5.300000,749.534,607.548,cotracker_center_fallback
161,5.333333,750.500,632.000,cotracker_box_center
162,5.366667,751.018,654.664,cotracker_center_fallback
163,5.400000,748.146,679.530,cotracker_center_fallback
164,5.433333,749.181,682.052,cotracker_center_fallback
165,5.466667,748.423,715.327,cotracker_center_fallback
166,5.500000,749.528,669.230,cotracker_tb_center
167,5.533333,752.590,656.863,cotracker_tb_center
168,5.566667,760.438,699.424,cotracker_center_fallback
169,5.600000,759.869,697.172,cotracker_center_fallback
170,5.633333,769.046,672.944,cotracker_center_fallback
171,5.666667,778.949,651.506,cotracker_center_fallback
172,5.700000,784.414,634.461,cotracker_center_fallback
173,5.733333,785.408,632.492,cotracker_center_fallback
174,5.766667,792.965,627.293,cotracker_center_fallback
175,5.800000,797.064,623.894,cotracker_center_fallback
176,5.833333,802.222,628.819,cotracker_center_fallback
177,5.866667,802.294,630.595,cotracker_center_fallback
178,5.900000,804.180,582.952,cotracker_center_fallback
179,5.933333,802.523,580.622,cotracker_center_fallback
180,5.966667,801.308,534.414,cotracker_center_fallback
181,6.000000,797.713,492.265,cotracker_center_fallback
182,6.033333,800.545,460.251,cotracker_center_fallback
183,6.066667,801.964,433.316,cotracker_center_fallback
184,6.100000,801.104,431.168,cotracker_center_fallback
185,6.133333,801.718,407.630,cotracker_center_fallback
186,6.166667,801.909,391.285,cotracker_center_fallback
187,6.200000,803.110,382.486,cotracker_center_fallback
188,6.233333,802.856,382.435,cotracker_center_fallback
189,6.266667,802.779,377.221,cotracker_center_fallback
190,6.300000,801.911,375.271,cotracker_center_fallback
191,6.333333,797.452,383.394,cotracker_center_fallback
192,6.366667,798.039,398.964,cotracker_center_fallback
193,6.400000,798.500,418.000,cotracker_box_center
194,6.433333,799.049,418.829,cotracker_box_center
195,6.466667,798.681,419.284,cotracker_box_center
196,6.500000,799.737,445.212,cotracker_box_center
197,6.533333,798.971,473.306,cotracker_lr_center
198,6.566667,798.123,507.557,cotracker_lr_center
199,6.600000,799.458,511.446,cotracker_center_fallback
200,6.633333,800.494,550.610,cotracker_center_fallback
201,6.666667,802.959,598.128,cotracker_center_fallback
202,6.700000,801.366,653.906,cotracker_center_fallback
203,6.733333,801.108,656.231,cotracker_center_fallback
204,6.766667,802.345,716.156,cotracker_center_fallback
205,6.800000,798.974,787.071,cotracker_center_fallback
206,6.833333,799.446,851.837,cotracker_center_fallback
207,6.866667,795.254,835.365,cotracker_center_fallback
208,6.900000,790.518,811.945,cotracker_center_fallback
209,6.933333,789.276,810.296,cotracker_center_fallback
210,6.966667,783.525,794.014,cotracker_center_fallback
211,7.000000,777.987,782.366,cotracker_center_fallback
212,7.033333,772.487,781.925,cotracker_center_fallback
213,7.066667,768.855,786.784,cotracker_center_fallback
214,7.100000,768.695,787.088,cotracker_center_fallback
215,7.133333,763.735,796.499,cotracker_center_fallback
216,7.166667,754.862,815.727,cotracker_center_fallback
217,7.200000,749.694,836.900,cotracker_center_fallback
218,7.233333,748.831,837.478,cotracker_center_fallback
219,7.266667,746.055,841.202,cotracker_center_fallback
220,7.300000,741.512,834.237,cotracker_center_fallback
221,7.333333,736.294,828.672,cotracker_center_fallback
222,7.366667,731.797,829.019,cotracker_center_fallback
223,7.400000,731.099,836.888,cotracker_lr_center
224,7.433333,726.803,836.245,cotracker_center_fallback
225,7.466667,725.000,840.500,cotracker_box_center
226,7.500000,721.923,834.859,cotracker_center_fallback
227,7.533333,716.513,826.975,cotracker_center_fallback
228,7.566667,712.378,824.370,cotracker_center_fallback
229,7.600000,710.676,824.004,cotracker_center_fallback
230,7.633333,707.797,826.982,cotracker_center_fallback
231,7.666667,704.931,827.456,cotracker_center_fallback
232,7.700000,700.418,826.578,cotracker_center_fallback
233,7.733333,697.936,826.718,cotracker_center_fallback
234,7.766667,693.762,826.932,cotracker_center_fallback
235,7.800000,690.052,826.591,cotracker_center_fallback
236,7.833333,686.759,826.815,cotracker_center_fallback
237,7.866667,684.009,826.715,cotracker_center_fallback
238,7.900000,681.671,827.746,cotracker_center_fallback
239,7.933333,680.592,828.435,cotracker_center_fallback
240,7.966667,677.822,830.083,cotracker_center_fallback
241,8.000000,675.379,831.352,cotracker_center_fallback
242,8.033333,672.428,831.805,cotracker_center_fallback
