frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
24,0.958333,chair,820.098,498.158,tracking,1,820.098,498.158,,1,819.599,498.332,24107.5,721.000,384.000,901.000,629.000,180.000,245.000,127.148,224.992,176.228,0.734694,0.320557,0,,,,,,,,,,,,0.000000,0.320557,0.320557,,,,,,,,,,,,
25,1.000000,chair,819.302,497.303,tracking,1,819.302,497.303,,1,818.854,497.475,24010.5,721.000,383.000,900.000,629.000,179.000,246.000,126.941,225.177,173.968,0.727642,0.320264,0,,,,,,,,,,,,0.000000,0.320264,0.320264,,,,,,,,,,,,
26,1.041667,chair,818.432,495.612,tracking,1,818.432,495.612,,1,818.051,496.012,23987.0,720.000,382.000,900.000,628.000,180.000,246.000,126.568,227.670,171.120,0.731707,0.317265,0,,,,,,,,,,,,0.000000,0.317265,0.317265,,,,,,,,,,,,
27,1.083333,chair,817.212,491.105,tracking,1,817.212,491.105,,1,817.258,492.417,23463.0,720.000,380.000,900.000,624.000,180.000,244.000,125.536,226.518,165.512,0.737705,0.336125,0,,,,,,,,,,,,0.000000,0.336125,0.336125,,,,,,,,,,,,
28,1.125000,chair,817.551,488.495,tracking,1,817.551,488.495,,1,817.397,489.783,23651.5,719.000,376.000,902.000,621.000,183.000,245.000,125.196,224.678,171.097,0.746939,0.338052,0,,,,,,,,,,,,0.000000,0.338052,0.338052,,,,,,,,,,,,
29,1.166667,chair,817.577,485.342,tracking,1,817.577,485.342,,1,814.001,484.328,21888.5,720.000,374.000,904.000,618.000,184.000,244.000,125.993,222.407,163.964,0.754098,0.219838,0,,,,,,,,,,,,0.000000,0.219838,0.219838,,,,,,,,,,,,
30,1.208333,chair,817.699,481.255,tracking,1,817.699,481.255,,1,814.258,480.460,21828.5,720.000,371.000,906.000,615.000,186.000,244.000,125.469,226.859,161.175,0.762295,0.226042,0,,,,,,,,,,,,0.000000,0.226042,0.226042,,,,,,,,,,,,
31,1.250000,chair,818.830,477.407,tracking,1,818.830,477.407,,1,815.102,476.493,21852.5,721.000,366.000,907.000,610.000,186.000,244.000,125.925,224.841,162.655,0.762295,0.225530,0,,,,,,,,,,,,0.000000,0.225530,0.225530,,,,,,,,,,,,
32,1.291667,chair,819.324,473.509,tracking,1,819.324,473.509,,1,815.597,472.165,21761.0,721.000,363.000,908.000,606.000,187.000,243.000,125.916,224.897,163.799,0.769547,0.213591,0,,,,,,,,,,,,0.000000,0.213591,0.213591,,,,,,,,,,,,
33,1.333333,chair,819.829,468.656,tracking,1,819.829,468.656,,1,815.839,466.915,21411.0,721.000,358.000,908.000,600.000,187.000,242.000,124.935,226.776,166.193,0.772727,0.215587,0,,,,,,,,,,,,0.000000,0.215587,0.215587,,,,,,,,,,,,
34,1.375000,chair,819.913,463.297,tracking,1,819.913,463.297,,1,815.890,461.458,21401.5,721.000,352.000,907.000,593.000,186.000,241.000,126.142,223.768,164.500,0.771784,0.212973,0,,,,,,,,,,,,0.000000,0.212973,0.212973,,,,,,,,,,,,
35,1.416667,chair,820.139,457.534,tracking,1,820.139,457.534,,1,819.581,458.091,23387.5,721.000,347.000,905.000,588.000,184.000,241.000,126.145,221.911,169.978,0.763485,0.330621,0,,,,,,,,,,,,0.000000,0.330621,0.330621,,,,,,,,,,,,
36,1.458333,chair,818.979,450.005,tracking,1,818.979,450.005,,1,814.649,448.775,21515.0,720.000,341.000,902.000,579.000,182.000,238.000,126.023,225.197,162.100,0.764706,0.212108,0,,,,,,,,,,,,0.000000,0.212108,0.212108,,,,,,,,,,,,
37,1.500000,chair,817.763,444.134,tracking,1,817.763,444.134,,1,817.171,445.273,23422.0,718.000,335.000,899.000,572.000,181.000,237.000,125.606,217.423,171.843,0.763713,0.337925,0,,,,,,,,,,,,0.000000,0.337925,0.337925,,,,,,,,,,,,
38,1.541667,chair,815.845,437.489,tracking,1,815.845,437.489,,1,815.428,438.867,23237.5,716.000,329.000,895.000,563.000,179.000,234.000,125.926,216.014,173.752,0.764957,0.338832,0,,,,,,,,,,,,0.000000,0.338832,0.338832,,,,,,,,,,,,
39,1.583333,chair,814.333,431.135,tracking,1,814.333,431.135,,1,813.711,432.266,23480.0,715.000,322.000,892.000,555.000,177.000,233.000,127.121,217.235,176.325,0.759657,0.338410,0,,,,,,,,,,,,0.000000,0.338410,0.338410,,,,,,,,,,,,
40,1.625000,chair,812.100,424.066,tracking,1,812.100,424.066,,1,811.643,425.273,23365.0,711.000,316.000,887.000,547.000,176.000,231.000,127.346,222.225,171.632,0.761905,0.337350,0,,,,,,,,,,,,0.000000,0.337350,0.337350,,,,,,,,,,,,
41,1.666667,chair,810.047,416.575,tracking,1,810.047,416.575,,1,809.632,417.655,23225.5,708.000,305.000,882.000,540.000,174.000,235.000,126.297,219.734,175.408,0.740426,0.331963,0,,,,,,,,,,,,0.000000,0.331963,0.331963,,,,,,,,,,,,
42,1.708333,chair,807.999,409.435,tracking,1,807.999,409.435,,1,807.411,410.560,23077.5,704.000,302.000,878.000,530.000,174.000,228.000,126.593,219.949,176.300,0.763158,0.324859,0,,,,,,,,,,,,0.000000,0.324859,0.324859,,,,,,,,,,,,
43,1.750000,chair,806.143,402.326,tracking,1,806.143,402.326,,1,805.523,403.596,23253.5,700.000,294.000,874.000,523.000,174.000,229.000,127.347,222.336,175.972,0.759825,0.335464,0,,,,,,,,,,,,0.000000,0.335464,0.335464,,,,,,,,,,,,
44,1.791667,chair,804.318,395.623,tracking,1,804.318,395.623,,1,803.605,396.826,23220.5,697.000,288.000,873.000,515.000,176.000,227.000,127.584,221.054,170.365,0.775330,0.336676,0,,,,,,,,,,,,0.000000,0.336676,0.336676,,,,,,,,,,,,
45,1.833333,chair,802.504,389.206,tracking,1,802.504,389.206,,1,801.818,390.441,23050.0,692.000,281.000,873.000,507.000,181.000,226.000,126.743,223.271,173.906,0.800885,0.329326,0,,,,,,,,,,,,0.000000,0.329326,0.329326,,,,,,,,,,,,
46,1.875000,chair,801.423,381.981,tracking,1,801.423,381.981,,1,800.491,383.597,23376.0,690.000,271.000,873.000,501.000,183.000,230.000,128.403,226.547,173.573,0.795652,0.334329,0,,,,,,,,,,,,0.000000,0.334329,0.334329,,,,,,,,,,,,
47,1.916667,chair,799.821,376.196,tracking,1,799.821,376.196,,1,799.040,377.803,23364.5,688.000,265.000,874.000,496.000,186.000,231.000,128.387,225.541,173.249,0.805195,0.324705,0,,,,,,,,,,,,0.000000,0.324705,0.324705,,,,,,,,,,,,
48,1.958333,chair,797.478,365.561,tracking,1,797.478,365.561,,1,796.735,367.098,23287.0,683.000,254.000,871.000,486.000,188.000,232.000,128.941,226.455,171.587,0.810345,0.327484,0,,,,,,,,,,,,0.000000,0.327484,0.327484,,,,,,,,,,,,
49,2.000000,chair,796.891,359.666,tracking,1,796.891,359.666,,1,792.208,357.173,20813.5,682.000,251.000,869.000,482.000,187.000,231.000,132.293,224.542,163.668,0.809524,0.191097,0,,,,,,,,,,,,0.000000,0.191097,0.191097,,,,,,,,,,,,
50,2.041667,chair,796.806,359.336,tracking,1,796.806,359.336,,1,792.150,356.923,20919.5,682.000,251.000,869.000,482.000,187.000,231.000,132.378,226.211,162.657,0.809524,0.193116,0,,,,,,,,,,,,0.000000,0.193116,0.193116,,,,,,,,,,,,
51,2.083333,chair,795.405,357.214,tracking,1,795.405,357.214,,1,794.638,359.041,23014.5,681.000,251.000,868.000,479.000,187.000,228.000,129.556,222.804,172.706,0.820175,0.323486,0,,,,,,,,,,,,0.000000,0.323486,0.323486,,,,,,,,,,,,
52,2.125000,chair,794.613,353.325,tracking,1,794.613,353.325,,1,793.835,355.554,23384.0,680.000,241.000,868.000,476.000,188.000,235.000,130.134,225.263,179.173,0.800000,0.325985,0,,,,,,,,,,,,0.000000,0.325985,0.325985,,,,,,,,,,,,
53,2.166667,chair,793.192,353.385,tracking,1,793.192,353.385,,1,792.706,354.992,22924.0,680.000,247.000,864.000,474.000,184.000,227.000,129.324,220.559,175.866,0.810573,0.321348,0,,,,,,,,,,,,0.000000,0.321348,0.321348,,,,,,,,,,,,
54,2.208333,chair,792.641,351.517,tracking,1,792.641,351.517,,1,792.102,353.441,23217.5,679.000,239.000,864.000,472.000,185.000,233.000,128.967,227.743,172.395,0.793991,0.320425,0,,,,,,,,,,,,0.000000,0.320425,0.320425,,,,,,,,,,,,
55,2.250000,chair,791.581,352.618,tracking,1,791.581,352.618,,1,791.221,353.985,22799.5,680.000,246.000,861.000,472.000,181.000,226.000,128.752,218.842,177.694,0.800885,0.317082,0,,,,,,,,,,,,0.000000,0.317082,0.317082,,,,,,,,,,,,
56,2.291667,chair,791.131,351.490,tracking,1,791.131,351.490,,1,790.672,353.533,23189.0,680.000,237.000,861.000,472.000,181.000,235.000,128.234,225.409,176.773,0.770213,0.318761,0,,,,,,,,,,,,0.000000,0.318761,0.318761,,,,,,,,,,,,
57,2.333333,chair,790.013,352.991,tracking,1,790.013,352.991,,1,789.625,354.744,22876.5,681.000,244.000,858.000,471.000,177.000,227.000,128.105,224.603,173.684,0.779736,0.319360,0,,,,,,,,,,,,0.000000,0.319360,0.319360,,,,,,,,,,,,
58,2.375000,chair,789.384,352.774,tracking,1,789.384,352.774,,1,788.864,355.219,23204.5,681.000,237.000,857.000,472.000,176.000,235.000,127.935,226.865,173.294,0.748936,0.322481,0,,,,,,,,,,,,0.000000,0.322481,0.322481,,,,,,,,,,,,
59,2.416667,chair,788.213,354.994,tracking,1,788.213,354.994,,1,787.800,357.090,22926.5,681.000,247.000,854.000,474.000,173.000,227.000,127.922,221.569,174.739,0.762115,0.322968,0,,,,,,,,,,,,0.000000,0.322968,0.322968,,,,,,,,,,,,
60,2.458333,chair,787.115,355.027,tracking,1,787.115,355.027,,1,786.500,357.611,23162.5,681.000,238.000,854.000,477.000,173.000,239.000,128.229,230.220,164.641,0.723849,0.315551,0,,,,,,,,,,,,0.000000,0.315551,0.315551,,,,,,,,,,,,
61,2.500000,chair,785.253,357.764,tracking,1,785.253,357.764,,1,784.682,359.872,22790.5,681.000,246.000,854.000,480.000,173.000,234.000,127.670,225.672,173.763,0.739316,0.312413,0,,,,,,,,,,,,0.000000,0.312413,0.312413,,,,,,,,,,,,
62,2.541667,chair,783.535,358.105,tracking,1,783.535,358.105,,1,782.735,360.567,22990.0,681.000,241.000,853.000,482.000,172.000,241.000,127.909,227.783,168.420,0.713693,0.311613,0,,,,,,,,,,,,0.000000,0.311613,0.311613,,,,,,,,,,,,
63,2.583333,chair,781.400,359.205,tracking,1,781.400,359.205,,1,780.399,361.941,23005.5,680.000,242.000,851.000,485.000,171.000,243.000,127.988,228.267,165.454,0.703704,0.308037,0,,,,,,,,,,,,0.000000,0.308037,0.308037,,,,,,,,,,,,
64,2.625000,chair,777.948,360.452,tracking,1,777.948,360.452,,1,777.197,363.268,22875.5,677.000,243.000,849.000,487.000,172.000,244.000,128.296,227.756,162.575,0.704918,0.301212,0,,,,,,,,,,,,0.000000,0.301212,0.301212,,,,,,,,,,,,
65,2.666667,chair,774.074,361.663,tracking,1,774.074,361.663,,1,773.547,364.671,22566.5,675.000,243.000,846.000,489.000,171.000,246.000,128.425,226.124,166.560,0.695122,0.291726,0,,,,,,,,,,,,0.000000,0.291726,0.291726,,,,,,,,,,,,
66,2.708333,chair,770.083,362.672,tracking,1,770.083,362.672,,1,769.714,365.747,22182.5,672.000,245.000,843.000,491.000,171.000,246.000,127.694,223.042,169.904,0.695122,0.283614,0,,,,,,,,,,,,0.000000,0.283614,0.283614,,,,,,,,,,,,
67,2.750000,chair,766.482,362.690,tracking,1,766.482,362.690,,1,765.966,366.127,22262.0,667.000,245.000,839.000,491.000,172.000,246.000,128.142,222.936,166.756,0.699187,0.283233,0,,,,,,,,,,,,0.000000,0.283233,0.283233,,,,,,,,,,,,
68,2.791667,chair,762.616,363.563,tracking,1,762.616,363.563,,1,761.839,366.752,22122.5,663.000,245.000,836.000,492.000,173.000,247.000,128.336,223.239,165.080,0.700405,0.277495,0,,,,,,,,,,,,0.000000,0.277495,0.277495,,,,,,,,,,,,
69,2.833333,chair,758.001,364.038,tracking,1,758.001,364.038,,1,757.201,367.117,21881.0,659.000,245.000,831.000,492.000,172.000,247.000,128.383,223.995,162.178,0.696356,0.267179,0,,,,,,,,,,,,0.000000,0.267179,0.267179,,,,,,,,,,,,
70,2.875000,chair,752.951,364.467,tracking,1,752.951,364.467,,1,752.347,367.473,21591.5,655.000,245.000,826.000,492.000,171.000,247.000,128.067,223.072,164.636,0.692308,0.265863,0,,,,,,,,,,,,0.000000,0.265863,0.265863,,,,,,,,,,,,
71,2.916667,chair,748.377,364.194,tracking,1,748.377,364.194,,1,747.690,367.380,21350.0,650.000,245.000,821.000,492.000,171.000,247.000,128.255,224.807,167.046,0.692308,0.256733,0,,,,,,,,,,,,0.000000,0.256733,0.256733,,,,,,,,,,,,
72,2.958333,chair,743.546,364.113,tracking,1,743.546,364.113,,1,742.880,367.661,21012.5,646.000,245.000,816.000,492.000,170.000,247.000,128.139,221.217,164.464,0.688259,0.247686,0,,,,,,,,,,,,0.000000,0.247686,0.247686,,,,,,,,,,,,
73,3.000000,chair,733.087,365.510,tracking,1,733.087,365.510,,1,732.741,368.361,20278.5,637.000,246.000,804.000,491.000,167.000,245.000,127.587,224.683,163.873,0.681633,0.239512,0,,,,,,,,,,,,0.000000,0.239512,0.239512,,,,,,,,,,,,
74,3.041667,chair,728.084,366.718,tracking,1,728.084,366.718,,1,725.796,375.322,18170.5,632.000,247.000,798.000,492.000,166.000,245.000,127.428,215.854,164.535,0.677551,0.153242,0,,,,,,,,,,,,0.000000,0.153242,0.153242,,,,,,,,,,,,
75,3.083333,chair,724.112,366.953,tracking,1,724.112,366.953,,1,723.507,369.388,20066.0,628.000,247.000,793.000,492.000,165.000,245.000,127.599,223.600,163.897,0.673469,0.235753,0,,,,,,,,,,,,0.000000,0.235753,0.235753,,,,,,,,,,,,
76,3.125000,chair,719.652,367.395,tracking,1,719.652,367.395,,1,719.039,369.865,19840.0,624.000,248.000,788.000,491.000,164.000,243.000,127.186,224.208,163.266,0.674897,0.231521,0,,,,,,,,,,,,0.000000,0.231521,0.231521,,,,,,,,,,,,
77,3.166667,chair,715.510,368.411,tracking,1,715.510,368.411,,1,714.947,370.736,19612.5,621.000,248.000,783.000,491.000,162.000,243.000,127.303,221.435,163.637,0.666667,0.225631,0,,,,,,,,,,,,0.000000,0.225631,0.225631,,,,,,,,,,,,
78,3.208333,chair,711.661,369.692,tracking,1,711.661,369.692,,1,710.965,371.621,19537.0,617.000,249.000,779.000,492.000,162.000,243.000,127.452,225.389,163.153,0.666667,0.226238,0,,,,,,,,,,,,0.000000,0.226238,0.226238,,,,,,,,,,,,
79,3.250000,chair,707.323,370.732,tracking,1,707.323,370.732,,1,706.769,372.424,19361.0,613.000,250.000,775.000,493.000,162.000,243.000,127.288,222.350,159.075,0.666667,0.226956,0,,,,,,,,,,,,0.000000,0.226956,0.226956,,,,,,,,,,,,
80,3.291667,chair,702.764,371.675,tracking,1,702.764,371.675,,1,702.356,373.408,18918.0,609.000,251.000,771.000,494.000,162.000,243.000,127.348,228.109,160.474,0.666667,0.215006,0,,,,,,,,,,,,0.000000,0.215006,0.215006,,,,,,,,,,,,
81,3.333333,chair,698.315,373.082,tracking,1,698.315,373.082,,1,697.906,374.929,18976.5,604.000,252.000,768.000,495.000,164.000,243.000,127.439,226.916,161.704,0.674897,0.216794,0,,,,,,,,,,,,0.000000,0.216794,0.216794,,,,,,,,,,,,
82,3.375000,chair,693.639,373.743,tracking,1,693.639,373.743,,1,693.318,375.576,18693.5,600.000,253.000,762.000,496.000,162.000,243.000,126.992,222.857,161.132,0.666667,0.215058,0,,,,,,,,,,,,0.000000,0.215058,0.215058,,,,,,,,,,,,
83,3.416667,chair,689.271,374.264,tracking,1,689.271,374.264,,1,688.624,376.152,19024.5,595.000,253.000,758.000,497.000,163.000,244.000,127.513,224.351,160.636,0.668033,0.220551,0,,,,,,,,,,,,0.000000,0.220551,0.220551,,,,,,,,,,,,
84,3.458333,chair,684.306,374.892,tracking,1,684.306,374.892,,1,683.695,376.782,19211.0,590.000,254.000,753.000,499.000,163.000,245.000,127.958,226.785,157.261,0.665306,0.218194,0,,,,,,,,,,,,0.000000,0.218194,0.218194,,,,,,,,,,,,
85,3.500000,chair,678.627,375.983,tracking,1,678.627,375.983,,1,678.031,378.017,19143.5,584.000,255.000,748.000,500.000,164.000,245.000,127.748,225.992,157.743,0.669388,0.218357,0,,,,,,,,,,,,0.000000,0.218357,0.218357,,,,,,,,,,,,
86,3.541667,chair,673.524,376.078,tracking,1,673.524,376.078,,1,672.756,378.347,19191.0,579.000,256.000,742.000,501.000,163.000,245.000,128.362,225.492,158.735,0.665306,0.213272,0,,,,,,,,,,,,0.000000,0.213272,0.213272,,,,,,,,,,,,
87,3.583333,chair,667.458,376.811,tracking,1,667.458,376.811,,1,666.775,378.878,19287.0,572.000,257.000,737.000,501.000,165.000,244.000,127.953,221.832,161.842,0.676230,0.218427,0,,,,,,,,,,,,0.000000,0.218427,0.218427,,,,,,,,,,,,
88,3.625000,chair,661.509,377.687,tracking,1,661.509,377.687,,1,660.919,379.589,19241.0,567.000,257.000,732.000,502.000,165.000,245.000,128.408,225.263,159.764,0.673469,0.224322,0,,,,,,,,,,,,0.000000,0.224322,0.224322,,,,,,,,,,,,
89,3.666667,chair,655.880,377.208,tracking,1,655.880,377.208,,1,655.283,379.455,19536.0,561.000,257.000,726.000,502.000,165.000,245.000,128.866,223.261,164.640,0.673469,0.222500,0,,,,,,,,,,,,0.000000,0.222500,0.222500,,,,,,,,,,,,
90,3.708333,chair,650.262,376.501,tracking,1,650.262,376.501,,1,649.457,378.940,19663.0,555.000,257.000,720.000,502.000,165.000,245.000,128.922,224.800,162.994,0.673469,0.226887,0,,,,,,,,,,,,0.000000,0.226887,0.226887,,,,,,,,,,,,
91,3.750000,chair,644.214,376.548,tracking,1,644.214,376.548,,1,643.502,379.130,19701.0,549.000,257.000,713.000,503.000,164.000,246.000,129.231,223.586,158.614,0.666667,0.227027,0,,,,,,,,,,,,0.000000,0.227027,0.227027,,,,,,,,,,,,
92,3.791667,chair,638.347,376.768,tracking,1,638.347,376.768,,1,637.580,379.469,19869.0,542.000,258.000,708.000,503.000,166.000,245.000,129.206,222.776,161.009,0.677551,0.229843,0,,,,,,,,,,,,0.000000,0.229843,0.229843,,,,,,,,,,,,
93,3.833333,chair,632.397,376.711,tracking,1,632.397,376.711,,1,631.642,379.617,20143.5,536.000,258.000,704.000,504.000,168.000,246.000,129.372,223.272,169.326,0.682927,0.234488,0,,,,,,,,,,,,0.000000,0.234488,0.234488,,,,,,,,,,,,
94,3.875000,chair,626.264,377.421,tracking,1,626.264,377.421,,1,625.500,380.255,20255.0,530.000,258.000,697.000,505.000,167.000,247.000,129.917,223.788,161.452,0.676113,0.234244,0,,,,,,,,,,,,0.000000,0.234244,0.234244,,,,,,,,,,,,
95,3.916667,chair,620.383,377.833,tracking,1,620.383,377.833,,1,619.641,380.928,20404.0,524.000,259.000,692.000,506.000,168.000,247.000,129.539,223.330,164.115,0.680162,0.239472,0,,,,,,,,,,,,0.000000,0.239472,0.239472,,,,,,,,,,,,
96,3.958333,chair,614.675,378.098,tracking,1,614.675,378.098,,1,613.883,381.510,20458.5,518.000,260.000,687.000,507.000,169.000,247.000,130.674,220.814,163.461,0.684211,0.232444,0,,,,,,,,,,,,0.000000,0.232444,0.232444,,,,,,,,,,,,
97,4.000000,chair,609.295,378.938,tracking,1,609.295,378.938,,1,608.314,382.422,20695.0,512.000,262.000,681.000,508.000,169.000,246.000,131.242,222.882,165.605,0.686992,0.240702,0,,,,,,,,,,,,0.000000,0.240702,0.240702,,,,,,,,,,,,
98,4.041667,chair,604.016,380.334,tracking,1,604.016,380.334,,1,602.979,383.762,20866.5,506.000,263.000,675.000,510.000,169.000,247.000,131.540,221.168,162.610,0.684211,0.246197,0,,,,,,,,,,,,0.000000,0.246197,0.246197,,,,,,,,,,,,
99,4.083333,chair,598.667,381.773,tracking,1,598.667,381.773,,1,597.531,385.203,20923.0,501.000,264.000,670.000,511.000,169.000,247.000,131.671,225.344,164.145,0.684211,0.240727,0,,,,,,,,,,,,0.000000,0.240727,0.240727,,,,,,,,,,,,
