frame,time,contact_id,human_part,human_side,object_part,contact_observed,contact_persistent,anchor_update_allowed,pose_anchor_allowed,stable_local_x,stable_local_y,stable_local_z,stable_local_s,observed_local_x,observed_local_y,observed_local_z,observed_local_s,contact_confidence,anchor_action,source
34,1.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004492,inactive,hand_floor_from_anchor_floor_candidates
35,1.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005407,inactive,hand_floor_from_anchor_floor_candidates
36,1.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007140,inactive,hand_floor_from_anchor_floor_candidates
37,1.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006344,inactive,hand_floor_from_anchor_floor_candidates
38,1.541667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.004574,update,hand_floor_from_anchor_floor_candidates
39,1.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006180,inactive,hand_floor_from_anchor_floor_candidates
40,1.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006541,inactive,hand_floor_from_anchor_floor_candidates
41,1.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007121,inactive,hand_floor_from_anchor_floor_candidates
42,1.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008309,inactive,hand_floor_from_anchor_floor_candidates
43,1.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.011626,inactive,hand_floor_from_anchor_floor_candidates
44,1.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.018490,inactive,hand_floor_from_anchor_floor_candidates
45,1.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.035086,inactive,hand_floor_from_anchor_floor_candidates
46,1.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.073776,inactive,hand_floor_from_anchor_floor_candidates
47,1.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.090805,inactive,hand_floor_from_anchor_floor_candidates
48,1.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.129312,inactive,hand_floor_from_anchor_floor_candidates
49,2.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.114070,inactive,hand_floor_from_anchor_floor_candidates
50,2.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.072790,inactive,hand_floor_from_anchor_floor_candidates
51,2.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.039355,inactive,hand_floor_from_anchor_floor_candidates
52,2.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.019783,inactive,hand_floor_from_anchor_floor_candidates
53,2.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.010524,inactive,hand_floor_from_anchor_floor_candidates
54,2.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007967,inactive,hand_floor_from_anchor_floor_candidates
55,2.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007415,inactive,hand_floor_from_anchor_floor_candidates
56,2.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006705,inactive,hand_floor_from_anchor_floor_candidates
57,2.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006352,inactive,hand_floor_from_anchor_floor_candidates
58,2.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006250,inactive,hand_floor_from_anchor_floor_candidates
59,2.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006163,inactive,hand_floor_from_anchor_floor_candidates
60,2.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005945,inactive,hand_floor_from_anchor_floor_candidates
61,2.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005722,inactive,hand_floor_from_anchor_floor_candidates
62,2.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005210,inactive,hand_floor_from_anchor_floor_candidates
63,2.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004670,inactive,hand_floor_from_anchor_floor_candidates
64,2.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004317,inactive,hand_floor_from_anchor_floor_candidates
65,2.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004485,inactive,hand_floor_from_anchor_floor_candidates
66,2.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004898,inactive,hand_floor_from_anchor_floor_candidates
67,2.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005922,inactive,hand_floor_from_anchor_floor_candidates
68,2.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007967,inactive,hand_floor_from_anchor_floor_candidates
69,2.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.013221,inactive,hand_floor_from_anchor_floor_candidates
70,2.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.024641,inactive,hand_floor_from_anchor_floor_candidates
71,2.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.044687,inactive,hand_floor_from_anchor_floor_candidates
72,2.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.076099,inactive,hand_floor_from_anchor_floor_candidates
73,3.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.125101,inactive,hand_floor_from_anchor_floor_candidates
74,3.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.140299,inactive,hand_floor_from_anchor_floor_candidates
75,3.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.117902,inactive,hand_floor_from_anchor_floor_candidates
76,3.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.072073,inactive,hand_floor_from_anchor_floor_candidates
77,3.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.029929,inactive,hand_floor_from_anchor_floor_candidates
78,3.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.015499,inactive,hand_floor_from_anchor_floor_candidates
79,3.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.009551,inactive,hand_floor_from_anchor_floor_candidates
80,3.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007737,inactive,hand_floor_from_anchor_floor_candidates
81,3.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.009231,inactive,hand_floor_from_anchor_floor_candidates
82,3.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.017833,inactive,hand_floor_from_anchor_floor_candidates
83,3.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.043510,inactive,hand_floor_from_anchor_floor_candidates
84,3.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.116944,inactive,hand_floor_from_anchor_floor_candidates
85,3.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.093439,inactive,hand_floor_from_anchor_floor_candidates
86,3.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.042660,inactive,hand_floor_from_anchor_floor_candidates
87,3.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.017595,inactive,hand_floor_from_anchor_floor_candidates
88,3.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007005,inactive,hand_floor_from_anchor_floor_candidates
89,3.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002957,inactive,hand_floor_from_anchor_floor_candidates
90,3.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002351,inactive,hand_floor_from_anchor_floor_candidates
91,3.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001902,inactive,hand_floor_from_anchor_floor_candidates
92,3.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001586,inactive,hand_floor_from_anchor_floor_candidates
93,3.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001356,inactive,hand_floor_from_anchor_floor_candidates
94,3.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001111,inactive,hand_floor_from_anchor_floor_candidates
95,3.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000927,inactive,hand_floor_from_anchor_floor_candidates
96,3.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000833,inactive,hand_floor_from_anchor_floor_candidates
97,4.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000785,inactive,hand_floor_from_anchor_floor_candidates
98,4.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000823,inactive,hand_floor_from_anchor_floor_candidates
99,4.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000828,inactive,hand_floor_from_anchor_floor_candidates
100,4.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000880,inactive,hand_floor_from_anchor_floor_candidates
101,4.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001026,inactive,hand_floor_from_anchor_floor_candidates
102,4.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001262,inactive,hand_floor_from_anchor_floor_candidates
103,4.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001609,inactive,hand_floor_from_anchor_floor_candidates
104,4.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002036,inactive,hand_floor_from_anchor_floor_candidates
105,4.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002541,inactive,hand_floor_from_anchor_floor_candidates
106,4.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002967,inactive,hand_floor_from_anchor_floor_candidates
107,4.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003712,inactive,hand_floor_from_anchor_floor_candidates
108,4.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003997,inactive,hand_floor_from_anchor_floor_candidates
109,4.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004157,inactive,hand_floor_from_anchor_floor_candidates
110,4.541667,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.004041,update,hand_floor_from_anchor_floor_candidates
111,4.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006252,inactive,hand_floor_from_anchor_floor_candidates
112,4.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.010199,inactive,hand_floor_from_anchor_floor_candidates
113,4.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.018627,inactive,hand_floor_from_anchor_floor_candidates
114,4.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.030315,inactive,hand_floor_from_anchor_floor_candidates
115,4.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.064941,inactive,hand_floor_from_anchor_floor_candidates
116,4.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.128522,inactive,hand_floor_from_anchor_floor_candidates
118,4.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.212950,inactive,hand_floor_from_anchor_floor_candidates
119,4.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.181773,inactive,hand_floor_from_anchor_floor_candidates
120,4.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.103612,inactive,hand_floor_from_anchor_floor_candidates
121,5.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.053138,inactive,hand_floor_from_anchor_floor_candidates
122,5.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.026819,inactive,hand_floor_from_anchor_floor_candidates
123,5.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.013458,inactive,hand_floor_from_anchor_floor_candidates
124,5.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006924,inactive,hand_floor_from_anchor_floor_candidates
125,5.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005403,inactive,hand_floor_from_anchor_floor_candidates
126,5.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005571,inactive,hand_floor_from_anchor_floor_candidates
127,5.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005781,inactive,hand_floor_from_anchor_floor_candidates
128,5.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005667,inactive,hand_floor_from_anchor_floor_candidates
129,5.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005634,inactive,hand_floor_from_anchor_floor_candidates
130,5.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005503,inactive,hand_floor_from_anchor_floor_candidates
131,5.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005785,inactive,hand_floor_from_anchor_floor_candidates
132,5.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006760,inactive,hand_floor_from_anchor_floor_candidates
133,5.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008162,inactive,hand_floor_from_anchor_floor_candidates
134,5.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.011929,inactive,hand_floor_from_anchor_floor_candidates
135,5.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.011959,inactive,hand_floor_from_anchor_floor_candidates
136,5.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006869,inactive,hand_floor_from_anchor_floor_candidates
137,5.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004647,inactive,hand_floor_from_anchor_floor_candidates
138,5.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003548,inactive,hand_floor_from_anchor_floor_candidates
139,5.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003326,inactive,hand_floor_from_anchor_floor_candidates
140,5.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003282,inactive,hand_floor_from_anchor_floor_candidates
141,5.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003423,inactive,hand_floor_from_anchor_floor_candidates
142,5.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003457,inactive,hand_floor_from_anchor_floor_candidates
143,5.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003943,inactive,hand_floor_from_anchor_floor_candidates
144,5.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004489,inactive,hand_floor_from_anchor_floor_candidates
145,6.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005897,inactive,hand_floor_from_anchor_floor_candidates
146,6.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008549,inactive,hand_floor_from_anchor_floor_candidates
147,6.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.016099,inactive,hand_floor_from_anchor_floor_candidates
148,6.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.039699,inactive,hand_floor_from_anchor_floor_candidates
149,6.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.069637,inactive,hand_floor_from_anchor_floor_candidates
150,6.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.127834,inactive,hand_floor_from_anchor_floor_candidates
151,6.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.129727,inactive,hand_floor_from_anchor_floor_candidates
152,6.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.096951,inactive,hand_floor_from_anchor_floor_candidates
153,6.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.058864,inactive,hand_floor_from_anchor_floor_candidates
154,6.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.030878,inactive,hand_floor_from_anchor_floor_candidates
155,6.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.015691,inactive,hand_floor_from_anchor_floor_candidates
156,6.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007714,inactive,hand_floor_from_anchor_floor_candidates
157,6.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003781,inactive,hand_floor_from_anchor_floor_candidates
158,6.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002123,inactive,hand_floor_from_anchor_floor_candidates
159,6.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001601,inactive,hand_floor_from_anchor_floor_candidates
160,6.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001257,inactive,hand_floor_from_anchor_floor_candidates
161,6.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000918,inactive,hand_floor_from_anchor_floor_candidates
162,6.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000665,inactive,hand_floor_from_anchor_floor_candidates
163,6.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000460,inactive,hand_floor_from_anchor_floor_candidates
164,6.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000305,inactive,hand_floor_from_anchor_floor_candidates
165,6.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000218,inactive,hand_floor_from_anchor_floor_candidates
166,6.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000162,inactive,hand_floor_from_anchor_floor_candidates
167,6.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000127,inactive,hand_floor_from_anchor_floor_candidates
168,6.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000113,inactive,hand_floor_from_anchor_floor_candidates
169,7.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000119,inactive,hand_floor_from_anchor_floor_candidates
170,7.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000143,inactive,hand_floor_from_anchor_floor_candidates
171,7.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000187,inactive,hand_floor_from_anchor_floor_candidates
172,7.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000267,inactive,hand_floor_from_anchor_floor_candidates
173,7.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000417,inactive,hand_floor_from_anchor_floor_candidates
174,7.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000566,inactive,hand_floor_from_anchor_floor_candidates
175,7.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000597,inactive,hand_floor_from_anchor_floor_candidates
176,7.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000447,inactive,hand_floor_from_anchor_floor_candidates
177,7.333333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.000808,update,hand_floor_from_anchor_floor_candidates
178,7.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000723,inactive,hand_floor_from_anchor_floor_candidates
179,7.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001748,inactive,hand_floor_from_anchor_floor_candidates
180,7.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003675,inactive,hand_floor_from_anchor_floor_candidates
181,7.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006162,inactive,hand_floor_from_anchor_floor_candidates
182,7.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008690,inactive,hand_floor_from_anchor_floor_candidates
183,7.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.010710,inactive,hand_floor_from_anchor_floor_candidates
184,7.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.010959,inactive,hand_floor_from_anchor_floor_candidates
185,7.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.009750,inactive,hand_floor_from_anchor_floor_candidates
186,7.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.007695,inactive,hand_floor_from_anchor_floor_candidates
187,7.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.006041,inactive,hand_floor_from_anchor_floor_candidates
188,7.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.004200,inactive,hand_floor_from_anchor_floor_candidates
189,7.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002784,inactive,hand_floor_from_anchor_floor_candidates
190,7.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001828,inactive,hand_floor_from_anchor_floor_candidates
191,7.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000947,inactive,hand_floor_from_anchor_floor_candidates
192,7.958333,floor_floor_support,floor,,floor_support,1,1,1,1,,,,,,,,,0.000514,update,hand_floor_from_anchor_floor_candidates
193,8.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000704,inactive,hand_floor_from_anchor_floor_candidates
194,8.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001446,inactive,hand_floor_from_anchor_floor_candidates
195,8.083333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.003367,inactive,hand_floor_from_anchor_floor_candidates
196,8.125000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.008023,inactive,hand_floor_from_anchor_floor_candidates
197,8.166667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.020208,inactive,hand_floor_from_anchor_floor_candidates
198,8.208333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.046487,inactive,hand_floor_from_anchor_floor_candidates
199,8.250000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.115638,inactive,hand_floor_from_anchor_floor_candidates
200,8.291667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.138532,inactive,hand_floor_from_anchor_floor_candidates
201,8.333333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.100865,inactive,hand_floor_from_anchor_floor_candidates
202,8.375000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.058100,inactive,hand_floor_from_anchor_floor_candidates
203,8.416667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.028080,inactive,hand_floor_from_anchor_floor_candidates
204,8.458333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.012155,inactive,hand_floor_from_anchor_floor_candidates
205,8.500000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.005819,inactive,hand_floor_from_anchor_floor_candidates
206,8.541667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.002769,inactive,hand_floor_from_anchor_floor_candidates
207,8.583333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001328,inactive,hand_floor_from_anchor_floor_candidates
208,8.625000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000778,inactive,hand_floor_from_anchor_floor_candidates
209,8.666667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000606,inactive,hand_floor_from_anchor_floor_candidates
210,8.708333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000506,inactive,hand_floor_from_anchor_floor_candidates
211,8.750000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000435,inactive,hand_floor_from_anchor_floor_candidates
212,8.791667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000401,inactive,hand_floor_from_anchor_floor_candidates
213,8.833333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000396,inactive,hand_floor_from_anchor_floor_candidates
214,8.875000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000432,inactive,hand_floor_from_anchor_floor_candidates
215,8.916667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000518,inactive,hand_floor_from_anchor_floor_candidates
216,8.958333,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.000717,inactive,hand_floor_from_anchor_floor_candidates
217,9.000000,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001118,inactive,hand_floor_from_anchor_floor_candidates
218,9.041667,right_none_none,none,right,none,0,0,0,0,,,,,,,,,0.001810,inactive,hand_floor_from_anchor_floor_candidates
