frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,u_proj,v_proj,bottom_proj_v,floor_v,u_ref_obs,v_ref_obs,support_v_obs,depth_prior_m,contact_depth_offset_m,contact_frame,audio_contact_frame,source,se3_schema
15,0.583333,0.116166,0.078941,2.872679,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,699.388,400.357,699.388,400.357,410.068,410.068,699.388,400.357,410.068,2.872679,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
16,0.625000,0.116430,0.044321,2.858361,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,699.821,382.772,699.821,382.772,391.422,391.422,699.821,382.772,391.422,2.858361,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
17,0.666667,0.148473,0.000606,2.854522,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.387,360.312,716.387,360.312,370.096,370.096,716.387,360.312,370.096,2.854522,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
18,0.708333,0.187419,-0.067060,2.812658,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,737.859,324.985,737.859,324.985,333.701,333.701,737.859,324.985,333.701,2.812658,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
19,0.750000,0.220983,-0.121277,2.793065,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,756.194,296.232,756.194,296.232,305.582,305.582,756.194,296.232,305.582,2.793065,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
20,0.791667,0.246693,-0.159940,2.763713,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,771.090,275.010,771.090,275.010,283.483,283.483,771.090,275.010,283.483,2.763713,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
21,0.833333,0.270409,-0.189711,2.763713,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,783.692,259.190,783.692,259.190,267.406,267.406,783.692,259.190,267.406,2.763713,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
22,0.875000,0.289755,-0.205092,2.740262,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.290,250.084,795.290,250.084,258.206,258.206,795.290,250.084,258.206,2.740262,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
23,0.916667,0.302538,-0.209577,2.697550,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,804.708,245.902,804.708,245.902,254.005,254.005,804.708,245.902,254.005,2.697550,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
24,0.958333,0.316192,-0.207417,2.681458,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,813.175,246.400,813.175,246.400,254.853,254.853,813.175,246.400,254.853,2.681458,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
25,1.000000,0.306205,-0.212833,2.681458,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,807.705,243.434,807.705,243.434,251.445,251.445,807.705,243.434,251.445,2.681458,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
26,1.041667,0.288527,-0.230569,2.681458,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.023,233.720,798.023,233.720,242.172,242.172,798.023,233.720,242.172,2.681458,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
27,1.083333,0.268650,-0.245078,2.697550,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,786.259,226.574,786.259,226.574,234.580,234.580,786.259,226.574,234.580,2.697550,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
28,1.125000,0.254142,-0.253589,2.744448,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,775.996,224.300,775.996,224.300,232.055,232.055,775.996,224.300,232.055,2.744448,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
29,1.166667,0.234536,-0.255080,2.762601,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,764.680,224.399,764.680,224.399,233.067,233.067,764.680,224.399,233.067,2.762601,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
30,1.208333,0.225669,-0.237847,2.840213,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,756.688,237.015,756.688,237.015,245.917,245.917,756.688,237.015,245.917,2.840213,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
31,1.250000,0.214069,-0.224050,2.852991,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.194,244.668,750.194,244.668,252.385,252.385,750.194,244.668,252.385,2.852991,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
32,1.291667,0.202068,-0.196140,2.873172,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.286,259.744,743.286,259.744,268.352,268.352,743.286,259.744,268.352,2.873172,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
33,1.333333,0.181115,-0.120737,2.873172,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.576,298.286,732.576,298.286,311.075,311.075,732.576,298.286,311.075,2.873172,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
34,1.375000,0.165666,-0.024572,2.899027,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.924,347.552,723.924,347.552,356.203,356.203,723.924,347.552,356.203,2.899027,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
35,1.416667,0.150130,0.012346,2.909797,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.772,366.231,715.772,366.231,375.700,375.700,715.772,366.231,375.700,2.909797,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
36,1.458333,0.131226,0.115023,2.910119,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.224,418.047,706.224,418.047,427.172,427.172,706.224,418.047,427.172,2.910119,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
37,1.500000,0.112152,0.232257,2.914288,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,696.517,477.042,696.517,477.042,489.800,489.800,696.517,477.042,489.800,2.914288,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
38,1.541667,0.109189,0.297397,2.914288,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.024,509.868,695.024,509.868,518.877,518.877,695.024,509.868,518.877,2.914288,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
39,1.583333,0.114300,0.184833,2.910119,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.682,453.277,697.682,453.277,462.786,462.786,697.682,453.277,462.786,2.910119,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
40,1.625000,0.115957,0.112976,2.910119,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,698.518,417.014,698.518,417.014,426.863,426.863,698.518,417.014,426.863,2.910119,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
41,1.666667,0.115298,0.050413,2.885062,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,698.691,385.662,698.691,385.662,394.387,394.387,698.691,385.662,394.387,2.885062,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
42,1.708333,0.115772,0.001195,2.878093,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,699.075,360.610,699.075,360.610,369.995,369.995,699.075,360.610,369.995,2.878093,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
43,1.750000,0.111131,-0.035659,2.799587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,698.297,341.294,698.297,341.294,350.260,350.260,698.297,341.294,350.260,2.799587,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
44,1.791667,0.105013,-0.055276,2.704130,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.032,329.980,697.032,329.980,339.034,339.034,697.032,329.980,339.034,2.704130,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
45,1.833333,0.101337,-0.064649,2.666515,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.812,324.394,695.812,324.394,333.387,333.387,695.812,324.394,333.387,2.666515,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
46,1.875000,0.077396,-0.050534,2.090137,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,694.381,324.493,694.381,324.493,333.199,333.199,694.381,324.493,333.199,2.090137,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
47,1.916667,0.084680,-0.054503,2.090137,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,699.499,321.704,699.499,321.704,331.352,331.352,699.499,321.704,331.352,2.090137,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
48,1.958333,0.119763,-0.077097,2.090137,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.150,305.829,724.150,305.829,315.319,315.319,724.150,305.829,315.319,2.090137,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
49,2.000000,0.150441,-0.105234,2.090137,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,745.705,286.059,745.705,286.059,294.829,294.829,745.705,286.059,294.829,2.090137,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
50,2.041667,0.220392,-0.154183,2.556384,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.612,271.424,766.612,271.424,279.734,279.734,766.612,271.424,279.734,2.556384,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
51,2.083333,0.262839,-0.180418,2.670545,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,784.542,260.783,784.542,260.783,268.467,268.467,784.542,260.783,268.467,2.670545,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
52,2.125000,0.287647,-0.189643,2.670545,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.185,255.710,798.185,255.710,263.904,263.904,798.185,255.710,263.904,2.670545,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
53,2.166667,0.306030,-0.195085,2.672549,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,808.168,252.798,808.168,252.798,261.306,261.306,808.168,252.798,261.306,2.672549,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
54,2.208333,0.296260,-0.213826,2.688443,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.837,243.194,801.837,243.194,251.492,251.492,801.837,243.194,251.492,2.688443,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
55,2.250000,0.273125,-0.235795,2.688443,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,789.199,231.193,789.199,231.193,240.195,240.195,789.199,231.193,240.195,2.688443,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
56,2.291667,0.251227,-0.247453,2.704167,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,776.439,225.611,776.439,225.611,234.287,234.287,776.439,225.611,234.287,2.704167,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
57,2.333333,0.228325,-0.250665,2.713570,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,763.571,224.338,763.571,224.338,232.158,232.158,763.571,224.338,232.158,2.713570,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
58,2.375000,0.206050,-0.245109,2.741127,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.395,228.679,750.395,228.679,236.914,236.914,750.395,228.679,236.914,2.741127,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
59,2.416667,0.182948,-0.231214,2.770334,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.984,237.429,736.984,237.429,245.464,245.464,736.984,237.429,245.464,2.770334,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
60,2.458333,0.157129,-0.204861,2.785994,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.829,252.010,722.829,252.010,260.162,260.162,722.829,252.010,260.162,2.785994,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
61,2.500000,0.133426,-0.171206,2.835292,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,709.111,271.320,709.111,271.320,279.640,279.640,709.111,271.320,279.640,2.835292,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
62,2.541667,0.111777,-0.127916,2.859814,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.401,294.311,697.401,294.311,302.839,302.839,697.401,294.311,302.839,2.859814,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
63,2.583333,0.088480,-0.071143,2.875583,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,685.188,323.666,685.188,323.666,332.024,332.024,685.188,323.666,332.024,2.875583,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
64,2.625000,0.068252,-0.008355,2.924118,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,674.279,355.804,674.279,355.804,364.141,364.141,674.279,355.804,364.141,2.924118,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
65,2.666667,0.045385,0.060930,2.927587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,662.767,390.565,662.767,390.565,399.314,399.314,662.767,390.565,399.314,2.927587,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
66,2.708333,0.028814,0.068690,2.928441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,654.450,394.448,654.450,394.448,403.207,403.207,654.450,394.448,403.207,2.928441,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
67,2.750000,0.015667,0.017720,2.932838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,647.845,368.873,647.845,368.873,376.950,376.950,647.845,368.873,376.950,2.932838,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
68,2.791667,0.004197,-0.024463,2.928441,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,642.105,347.732,642.105,347.732,356.231,356.231,642.105,347.732,356.231,2.928441,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
69,2.833333,-0.007378,-0.056353,2.927587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,636.299,331.731,636.299,331.731,339.934,339.934,636.299,331.731,339.934,2.927587,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
70,2.875000,-0.023403,-0.077566,2.932838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,628.281,321.159,628.281,321.159,329.213,329.213,628.281,321.159,329.213,2.932838,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
71,2.916667,-0.040611,-0.087853,2.927587,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,619.628,315.929,619.628,315.929,324.150,324.150,619.628,315.929,324.150,2.927587,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
72,2.958333,-0.057639,-0.086382,2.875314,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,610.560,315.879,610.560,315.879,324.398,324.398,610.560,315.879,324.398,2.875314,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
73,3.000000,-0.077175,-0.077899,2.875314,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,600.582,320.212,600.582,320.212,328.525,328.525,600.582,320.212,328.525,2.875314,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
74,3.041667,-0.081344,-0.055455,2.517283,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,592.543,327.647,592.543,327.647,335.994,335.994,592.543,327.647,335.994,2.517283,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
75,3.083333,-0.082956,-0.059166,2.517283,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,591.603,325.482,591.603,325.482,334.572,334.572,591.603,325.482,334.572,2.517283,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
76,3.125000,-0.069566,-0.090411,2.549986,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,599.935,307.930,599.935,307.930,316.590,316.590,599.935,307.930,316.590,2.549986,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
77,3.166667,-0.041524,-0.121319,2.549986,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,616.085,290.129,616.085,290.129,298.610,298.610,616.085,290.129,298.610,2.549986,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
78,3.208333,-0.017856,-0.138394,2.565940,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,629.780,280.791,629.780,280.791,289.729,289.729,629.780,280.791,289.729,2.565940,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
79,3.250000,0.005848,-0.142176,2.565940,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,643.347,278.626,643.347,278.626,287.640,287.640,643.347,278.626,287.640,2.565940,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
80,3.291667,0.029252,-0.133651,2.549986,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,656.847,283.027,656.847,283.027,292.486,292.486,656.847,283.027,292.486,2.549986,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
81,3.333333,0.051201,-0.113674,2.549986,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,669.488,294.532,669.488,294.532,303.737,303.737,669.488,294.532,303.737,2.549986,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
82,3.375000,0.072211,-0.078252,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,682.533,313.909,682.533,313.909,323.874,323.874,682.533,313.909,323.874,2.493359,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
83,3.416667,0.093502,-0.032787,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,695.073,340.688,695.073,340.688,351.585,351.585,695.073,340.688,351.585,2.493359,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
84,3.458333,0.116868,0.020327,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,708.836,371.973,708.836,371.973,382.367,382.367,708.836,371.973,382.367,2.493359,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
85,3.500000,0.157730,-0.022304,2.493359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.904,346.863,732.904,346.863,356.221,356.221,732.904,346.863,356.221,2.493359,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
86,3.541667,0.219468,-0.095593,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,760.523,307.504,760.523,307.504,317.114,317.114,760.523,307.504,317.114,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
87,3.583333,0.262162,-0.149840,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,783.969,277.714,783.969,277.714,286.136,286.136,783.969,277.714,286.136,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
88,3.625000,0.295717,-0.188909,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.396,256.259,802.396,256.259,264.607,264.607,802.396,256.259,264.607,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
89,3.666667,0.323263,-0.214250,2.678609,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,817.236,242.533,817.236,242.533,251.207,251.207,817.236,242.533,251.207,2.678609,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
90,3.708333,0.309753,-0.230754,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,810.104,233.279,810.104,233.279,241.932,241.932,810.104,233.279,241.932,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
91,3.750000,0.294583,-0.240739,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.773,227.796,801.773,227.796,236.361,236.361,801.773,227.796,236.361,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
92,3.791667,0.280545,-0.241394,2.674276,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,794.064,227.436,794.064,227.436,236.030,236.030,794.064,227.436,236.030,2.674276,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
93,3.833333,0.268903,-0.235303,2.678609,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,787.432,230.990,787.432,230.990,239.842,239.842,787.432,230.990,239.842,2.678609,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
94,3.875000,0.260001,-0.219201,2.681230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,782.412,239.936,782.412,239.936,248.793,248.793,782.412,239.936,248.793,2.681230,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
95,3.916667,0.250656,-0.196232,2.693160,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,776.685,252.993,776.685,252.993,262.002,262.002,776.685,252.993,262.002,2.693160,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
96,3.958333,0.243633,-0.164750,2.717648,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,771.658,270.970,771.658,270.970,280.099,280.099,771.658,270.970,280.099,2.717648,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
97,4.000000,0.237476,-0.126143,2.747150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,766.953,292.565,766.953,292.565,301.408,301.408,766.953,292.565,301.408,2.747150,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
98,4.041667,0.229962,-0.077077,2.755980,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,762.542,318.927,762.542,318.927,327.347,327.347,762.542,318.927,327.347,2.755980,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
99,4.083333,0.221481,-0.091812,2.756652,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,757.994,311.087,757.994,311.087,319.109,319.109,757.994,311.087,319.109,2.756652,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
100,4.125000,0.215808,-0.116228,2.803205,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.062,299.108,753.062,299.108,307.376,307.376,753.062,299.108,307.376,2.803205,,0,0,translation3_from_stage1_observation_backproject_uvz+generic_se3_pose_init,1
