frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
54,2.208333,801.837,243.194,801.837,243.194,801.837,243.194,cotracker_sam2_mask_points,center,801.837,251.492,251.492,8.298,8.298,cotracker_bottom,,,stage2_contact_policy,2.688443,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.672549,2.688443,2.688443,2.688443,1.000000,0.000000,,,11.562
55,2.250000,789.199,231.193,789.199,231.193,789.199,231.193,cotracker_sam2_mask_points,center,789.199,240.195,240.195,9.002,9.002,cotracker_bottom,,,stage2_contact_policy,2.688443,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.659312,2.688443,2.688443,2.688443,1.000000,0.000000,,,9.982
56,2.291667,776.439,225.611,776.439,225.611,776.439,225.611,cotracker_sam2_mask_points,center,776.439,234.287,234.287,8.676,8.676,cotracker_bottom,,,stage2_contact_policy,2.704167,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.713570,2.704167,2.704167,2.704167,1.000000,0.000000,,,9.474
57,2.333333,763.571,224.338,763.571,224.338,763.571,224.338,cotracker_sam2_mask_points,center,763.571,232.158,232.158,7.820,7.820,cotracker_bottom,,,stage2_contact_policy,2.713570,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.704167,2.713570,2.713570,2.713570,1.000000,0.000000,,,9.236
58,2.375000,750.395,228.679,750.395,228.679,750.395,228.679,cotracker_sam2_mask_points,center,750.395,236.914,236.914,8.235,8.235,cotracker_bottom,,,stage2_contact_policy,2.741127,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.741127,2.741127,2.741127,2.741127,1.000000,0.000000,,,9.167
59,2.416667,736.984,237.429,736.984,237.429,736.984,237.429,cotracker_sam2_mask_points,center,736.984,245.464,245.464,8.035,8.035,cotracker_bottom,,,stage2_contact_policy,2.770334,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.770334,2.770334,2.770334,2.770334,1.000000,0.000000,,,9.253
60,2.458333,722.829,252.010,722.829,252.010,722.829,252.010,cotracker_sam2_mask_points,center,722.829,260.162,260.162,8.152,8.152,cotracker_bottom,,,stage2_contact_policy,2.785994,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.785994,2.785994,2.785994,2.785994,1.000000,0.000000,,,9.458
61,2.500000,709.111,271.320,709.111,271.320,709.111,271.320,cotracker_sam2_mask_points,center,709.111,279.640,279.640,8.320,8.320,cotracker_bottom,,,stage2_contact_policy,2.835292,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.835292,2.835292,2.835292,2.835292,1.000000,0.000000,,,9.525
62,2.541667,697.401,294.311,697.401,294.311,697.401,294.311,cotracker_sam2_mask_points,center,697.401,302.839,302.839,8.528,8.528,cotracker_bottom,,,stage2_contact_policy,2.859814,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.859814,2.859814,2.859814,2.859814,1.000000,0.000000,,,9.950
63,2.583333,685.188,323.666,685.188,323.666,685.188,323.666,cotracker_sam2_mask_points,center,685.188,332.024,332.024,8.358,8.358,cotracker_bottom,,,stage2_contact_policy,2.875583,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.875583,2.875583,2.875583,2.875583,1.000000,0.000000,,,10.077
