frame,time,active_side,active_object_point_id,active_object_u,active_object_v,min_object_boundary_gap_px,active_part_distance_px,proposal_score,anchor_score,confidence_level,is_candidate,anchor_contact_state
182,7.541667,right,left,678.175,245.153,10.380498,10.380498,0.465861,0.465861,soft,0,0
183,7.583333,right,left,685.156,245.094,9.376468,9.376468,0.480379,0.480379,soft,1,0
184,7.625000,right,left,690.705,245.217,9.647473,9.647473,0.476534,0.476534,soft,0,0
185,7.666667,right,left,695.286,245.112,10.257861,10.257861,0.467644,0.467644,soft,0,0
186,7.708333,right,left,698.229,244.961,11.209236,11.209236,0.453057,0.453057,soft,0,0
187,7.750000,right,left,700.540,244.808,12.119798,12.119798,0.438446,0.438446,proposal,0,0
188,7.791667,right,left,701.165,244.421,12.681271,12.681271,0.429125,0.429125,proposal,0,0
189,7.833333,left,right,774.234,244.574,12.999980,12.999980,0.423739,0.423739,proposal,0,0
190,7.875000,left,right,773.105,244.380,11.635532,11.635532,0.446299,0.446299,proposal,0,0
191,7.916667,left,right,771.322,244.103,10.717639,10.717639,0.460657,0.460657,soft,1,0
192,7.958333,left,right,769.053,243.860,10.928006,10.928006,0.457431,0.457431,soft,0,0
193,8.000000,left,right,767.000,241.743,12.003948,12.003948,0.440341,0.440341,proposal,0,0
194,8.041667,right,left,685.661,241.895,10.996534,10.996534,0.456372,0.456372,soft,0,0
195,8.083333,left,right,761.191,241.188,13.271059,13.271059,0.419107,0.419107,proposal,0,0
196,8.125000,left,right,756.333,240.954,12.386509,12.386509,0.434046,0.434046,proposal,0,0
197,8.166667,left,right,751.865,241.020,13.226079,13.226079,0.419879,0.419879,proposal,0,0
198,8.208333,left,right,746.097,241.254,12.665374,12.665374,0.429392,0.429392,proposal,0,0
199,8.250000,left,right,739.741,241.276,12.002617,12.002617,0.440363,0.440363,proposal,0,0
200,8.291667,left,right,733.100,241.434,11.853411,11.853411,0.442788,0.442788,proposal,0,0
201,8.333333,left,right,725.574,241.191,11.274108,11.274108,0.452039,0.452039,soft,0,0
202,8.375000,left,right,718.028,240.739,10.126181,10.126181,0.469505,0.469505,soft,0,0
203,8.416667,left,right,711.377,239.149,10.395590,10.395590,0.465516,0.465516,soft,0,0
204,8.458333,left,right,704.118,237.369,8.824547,8.824547,0.487721,0.487721,soft,0,0
205,8.500000,left,right,698.422,236.398,8.104771,8.104771,0.496980,0.496980,soft,0,0
206,8.541667,left,right,694.302,235.585,7.363882,7.363882,0.505847,0.505847,soft,0,0
207,8.583333,left,right,691.832,235.155,6.778189,6.778189,0.512355,0.512355,soft,1,0
208,8.625000,left,right,691.008,235.145,7.468203,7.468203,0.504641,0.504641,soft,0,0
209,8.666667,left,right,691.289,235.036,8.089661,8.089661,0.497167,0.497167,soft,0,0
210,8.708333,left,right,693.773,234.481,10.847504,10.847504,0.458670,0.458670,soft,0,0
