frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
26,1.041667,574.525,427.158,574.525,427.158,574.525,427.158,cotracker_sam2_mask_points,center,574.525,442.675,442.675,15.517,15.517,cotracker_bottom,,,stage2_contact_policy,2.431295,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.570753,2.431295,2.431295,2.431295,1.000000,0.000000,,0.000000,30.114
27,1.083333,538.573,394.880,538.573,394.880,538.573,394.880,cotracker_sam2_mask_points,center,538.573,406.950,406.950,12.070,12.070,cotracker_bottom,,,stage2_contact_policy,2.454642,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.410287,2.454642,2.454642,2.454642,1.000000,0.000000,,0.000000,29.370
28,1.125000,525.339,367.085,525.339,367.085,525.339,367.085,cotracker_sam2_mask_points,center,525.339,385.974,385.974,18.889,18.889,cotracker_bottom,,,stage2_contact_policy,2.495390,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.431295,2.495390,2.495390,2.495390,1.000000,0.000000,,0.000000,37.539
29,1.166667,513.967,343.943,513.967,343.943,513.967,343.943,cotracker_sam2_mask_points,center,513.967,367.475,367.475,23.532,23.532,cotracker_bottom,,,stage2_contact_policy,2.570753,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.495390,2.570753,2.570753,2.570753,1.000000,0.000000,,0.000000,40.133
30,1.208333,502.695,327.470,502.695,327.470,502.695,327.470,cotracker_sam2_mask_points,center,502.695,354.554,354.554,27.084,27.084,cotracker_bottom,,,stage2_contact_policy,2.634653,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.634653,2.634653,2.634653,2.634653,1.000000,0.000000,,0.000000,42.580
31,1.250000,494.893,314.162,494.893,314.162,494.893,314.162,cotracker_sam2_mask_points,center,494.893,338.902,338.902,24.740,24.740,cotracker_bottom,,,stage2_contact_policy,2.646714,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.803105,2.646714,2.646714,2.646714,1.000000,0.000000,,0.000000,43.152
32,1.291667,490.479,305.320,490.479,305.320,490.479,305.320,cotracker_sam2_mask_points,center,490.479,328.519,328.519,23.199,23.199,cotracker_bottom,,,stage2_contact_policy,2.725977,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.646714,2.725977,2.725977,2.725977,1.000000,0.000000,,0.000000,43.366
33,1.333333,489.405,291.644,489.405,291.644,489.405,291.644,cotracker_sam2_mask_points,center,489.405,335.000,335.000,43.356,43.356,cotracker_bottom,,,stage2_contact_policy,2.725977,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.725977,2.725977,2.725977,2.725977,1.000000,0.000000,,0.000000,43.603
34,1.375000,491.824,290.579,491.824,290.579,491.824,290.579,cotracker_sam2_mask_points,center,491.824,334.348,334.348,43.769,43.769,cotracker_bottom,,,stage2_contact_policy,2.725977,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.745698,2.725977,2.725977,2.725977,1.000000,0.000000,,0.000000,43.873
35,1.416667,499.729,293.839,499.729,293.839,499.729,293.839,cotracker_sam2_mask_points,center,499.729,334.966,334.966,41.127,41.127,cotracker_bottom,,,stage2_contact_policy,2.646714,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.804292,2.646714,2.646714,2.646714,1.000000,0.000000,,0.000000,43.836
36,1.458333,511.302,302.288,511.302,302.288,511.302,302.288,cotracker_sam2_mask_points,center,511.302,339.641,339.641,37.353,37.353,cotracker_bottom,,,stage2_contact_policy,2.623449,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.533120,2.623449,2.623449,2.623449,1.000000,0.000000,,0.000000,43.822
37,1.500000,524.121,313.853,524.121,313.853,524.121,313.853,cotracker_sam2_mask_points,center,524.121,343.092,343.092,29.239,29.239,cotracker_bottom,,,stage2_contact_policy,2.566949,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.541014,2.566949,2.566949,2.566949,1.000000,0.000000,,0.000000,40.524
38,1.541667,542.696,336.334,542.696,336.334,542.696,336.334,cotracker_sam2_mask_points,center,542.696,339.736,339.736,3.402,3.402,cotracker_bottom,,,stage2_contact_policy,2.541014,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.623449,2.541014,2.541014,2.541014,1.000000,0.000000,,0.000000,29.549
39,1.583333,579.975,376.997,579.975,376.997,579.975,376.997,cotracker_sam2_mask_points,center,579.975,338.573,338.573,-38.424,-38.424,cotracker_bottom,,,stage2_contact_policy,2.533120,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.566949,2.533120,2.533120,2.533120,1.000000,0.000000,,0.000000,21.387
40,1.625000,642.005,435.741,642.005,435.741,642.005,435.741,cotracker_sam2_mask_points,center,642.005,339.013,339.013,-96.728,-96.728,cotracker_bottom,,,stage2_contact_policy,2.472854,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.472854,2.472854,2.472854,2.472854,1.000000,0.000000,,0.000000,43.622
