frame,time,u,v,radius_px,da3_depth_raw,da3_depth_smooth,object_depth_confidence,depth_observation_state,source
28,1.125000,776.170,223.764,9.288,2.744448,2.744448,0.609375,observed_mask_median,da3_metric_sam2_mask_median
29,1.166667,764.263,226.500,13.111,2.762601,2.762601,1.000000,observed_mask_median,da3_metric_sam2_mask_median
30,1.208333,756.900,235.290,11.424,2.840213,2.840213,1.000000,observed_mask_median,da3_metric_sam2_mask_median
31,1.250000,750.000,244.567,10.540,2.852991,2.852991,0.828125,observed_mask_median,da3_metric_sam2_mask_median
32,1.291667,742.562,258.962,13.351,2.873172,2.873172,1.000000,observed_mask_median,da3_metric_sam2_mask_median
33,1.333333,731.613,292.030,15.706,2.909797,2.873172,1.000000,observed_mask_median,da3_metric_sam2_mask_median
34,1.375000,723.470,333.371,19.257,2.899027,2.899027,1.000000,observed_mask_median,da3_metric_sam2_mask_median
35,1.416667,713.977,364.946,12.399,2.914288,2.909797,1.000000,observed_mask_median,da3_metric_sam2_mask_median
36,1.458333,701.658,522.184,21.822,2.854928,2.910119,1.000000,observed_mask_median,da3_metric_sam2_mask_median
37,1.500000,695.907,475.397,13.315,2.910119,2.914288,1.000000,observed_mask_median,da3_metric_sam2_mask_median
38,1.541667,694.887,502.183,15.023,2.923735,2.914288,1.000000,observed_mask_median,da3_metric_sam2_mask_median
39,1.583333,696.977,450.768,12.890,2.943528,2.910119,1.000000,observed_mask_median,da3_metric_sam2_mask_median
40,1.625000,698.193,414.429,13.207,2.960561,2.910119,1.000000,observed_mask_median,da3_metric_sam2_mask_median
41,1.666667,698.473,383.418,12.679,2.885062,2.885062,1.000000,observed_mask_median,da3_metric_sam2_mask_median
42,1.708333,698.685,358.808,12.679,2.878093,2.878093,1.000000,observed_mask_median,da3_metric_sam2_mask_median
43,1.750000,698.419,340.378,12.514,2.666515,2.799587,1.000000,observed_mask_median,da3_metric_sam2_mask_median
44,1.791667,697.366,329.260,12.578,2.799587,2.704130,1.000000,observed_mask_median,da3_metric_sam2_mask_median
45,1.833333,695.727,324.030,12.952,2.704130,2.666515,1.000000,observed_mask_median,da3_metric_sam2_mask_median
46,1.875000,693.185,324.401,13.183,2.028877,2.090137,1.000000,observed_mask_median,da3_metric_sam2_mask_median
47,1.916667,699.499,321.704,,1.917821,2.090137,0.000000,missing_mask_interpolated,da3_metric_temporal_interpolation_for_missing_mask
48,1.958333,725.139,303.239,10.705,1.806765,2.090137,0.875000,observed_mask_median,da3_metric_sam2_mask_median
49,2.000000,745.237,285.059,12.903,2.090137,2.090137,1.000000,observed_mask_median,da3_metric_sam2_mask_median
50,2.041667,766.728,269.820,11.199,2.556384,2.556384,0.906250,observed_mask_median,da3_metric_sam2_mask_median
51,2.083333,784.193,259.731,10.202,2.779249,2.670545,0.796875,observed_mask_median,da3_metric_sam2_mask_median
52,2.125000,798.110,254.144,9.624,2.688443,2.670545,0.703125,observed_mask_median,da3_metric_sam2_mask_median
53,2.166667,809.241,253.441,9.950,2.670545,2.672549,0.796875,observed_mask_median,da3_metric_sam2_mask_median
54,2.208333,802.602,244.488,11.562,2.672549,2.688443,0.968750,observed_mask_median,da3_metric_sam2_mask_median
55,2.250000,789.364,230.879,9.982,2.659312,2.688443,0.734375,observed_mask_median,da3_metric_sam2_mask_median
56,2.291667,776.365,224.567,9.474,2.713570,2.704167,0.656250,observed_mask_median,da3_metric_sam2_mask_median
57,2.333333,763.041,223.884,9.236,2.704167,2.713570,0.625000,observed_mask_median,da3_metric_sam2_mask_median
58,2.375000,749.860,227.795,9.167,2.741127,2.741127,0.656250,observed_mask_median,da3_metric_sam2_mask_median
59,2.416667,736.335,236.361,9.253,2.770334,2.770334,0.625000,observed_mask_median,da3_metric_sam2_mask_median
60,2.458333,722.302,250.253,9.458,2.785994,2.785994,0.640625,observed_mask_median,da3_metric_sam2_mask_median
61,2.500000,709.498,269.288,9.525,2.835292,2.835292,0.671875,observed_mask_median,da3_metric_sam2_mask_median
62,2.541667,696.720,293.582,9.950,2.859814,2.859814,0.765625,observed_mask_median,da3_metric_sam2_mask_median
63,2.583333,684.580,322.285,10.077,2.875583,2.875583,0.765625,observed_mask_median,da3_metric_sam2_mask_median
64,2.625000,671.781,354.887,10.093,2.936097,2.924118,0.750000,observed_mask_median,da3_metric_sam2_mask_median
65,2.666667,661.504,390.071,10.388,2.928441,2.927587,0.781250,observed_mask_median,da3_metric_sam2_mask_median
66,2.708333,653.275,392.665,9.253,2.924118,2.928441,0.640625,observed_mask_median,da3_metric_sam2_mask_median
67,2.750000,647.730,366.986,9.474,2.932838,2.932838,0.656250,observed_mask_median,da3_metric_sam2_mask_median
68,2.791667,641.510,345.610,9.772,2.927587,2.928441,0.703125,observed_mask_median,da3_metric_sam2_mask_median
69,2.833333,635.722,330.408,9.918,2.948798,2.927587,0.781250,observed_mask_median,da3_metric_sam2_mask_median
70,2.875000,628.564,320.312,9.739,2.948609,2.932838,0.718750,observed_mask_median,da3_metric_sam2_mask_median
71,2.916667,620.060,315.217,10.555,2.875314,2.927587,0.828125,observed_mask_median,da3_metric_sam2_mask_median
72,2.958333,610.368,314.932,10.852,2.517283,2.875314,0.859375,observed_mask_median,da3_metric_sam2_mask_median
73,3.000000,599.411,320.264,11.672,2.954836,2.875314,1.000000,observed_mask_median,da3_metric_sam2_mask_median
74,3.041667,592.737,324.486,7.464,1.955767,2.517283,0.421875,observed_mask_median,da3_metric_sam2_mask_median
75,3.083333,590.440,321.193,7.269,2.488495,2.517283,0.375000,observed_mask_median,da3_metric_sam2_mask_median
76,3.125000,599.965,306.331,12.754,2.925969,2.549986,1.000000,observed_mask_median,da3_metric_sam2_mask_median
77,3.166667,615.506,289.119,12.361,2.463582,2.549986,1.000000,observed_mask_median,da3_metric_sam2_mask_median
78,3.208333,629.538,280.579,12.754,2.549986,2.565940,1.000000,observed_mask_median,da3_metric_sam2_mask_median
79,3.250000,642.672,277.666,12.878,2.613485,2.565940,1.000000,observed_mask_median,da3_metric_sam2_mask_median
80,3.291667,655.950,282.406,13.135,2.839058,2.549986,1.000000,observed_mask_median,da3_metric_sam2_mask_median
81,3.333333,668.766,293.747,13.493,2.565940,2.549986,1.000000,observed_mask_median,da3_metric_sam2_mask_median
82,3.375000,681.408,312.725,13.912,2.493359,2.493359,1.000000,observed_mask_median,da3_metric_sam2_mask_median
83,3.416667,694.048,338.317,14.071,2.245397,2.493359,1.000000,observed_mask_median,da3_metric_sam2_mask_median
84,3.458333,706.620,370.184,14.723,1.812046,2.493359,1.000000,observed_mask_median,da3_metric_sam2_mask_median
85,3.500000,731.215,344.963,15.787,2.398276,2.493359,1.000000,observed_mask_median,da3_metric_sam2_mask_median
86,3.541667,760.604,305.547,13.541,2.833872,2.674276,1.000000,observed_mask_median,da3_metric_sam2_mask_median
87,3.583333,783.586,275.539,11.604,2.798840,2.674276,1.000000,observed_mask_median,da3_metric_sam2_mask_median
88,3.625000,801.563,254.805,10.449,2.743569,2.674276,0.828125,observed_mask_median,da3_metric_sam2_mask_median
89,3.666667,817.827,242.800,10.779,2.674276,2.678609,0.906250,observed_mask_median,da3_metric_sam2_mask_median
90,3.708333,810.566,234.782,10.998,2.668424,2.674276,0.921875,observed_mask_median,da3_metric_sam2_mask_median
91,3.750000,801.324,227.519,9.558,2.667268,2.674276,0.703125,observed_mask_median,da3_metric_sam2_mask_median
92,3.791667,793.510,226.089,9.045,2.678609,2.674276,0.625000,observed_mask_median,da3_metric_sam2_mask_median
93,3.833333,787.538,230.394,9.167,2.645002,2.678609,0.625000,observed_mask_median,da3_metric_sam2_mask_median
94,3.875000,781.832,239.421,9.441,2.681230,2.681230,0.671875,observed_mask_median,da3_metric_sam2_mask_median
95,3.916667,776.158,252.265,9.624,2.717648,2.693160,0.656250,observed_mask_median,da3_metric_sam2_mask_median
96,3.958333,770.716,269.353,9.356,2.693160,2.717648,0.671875,observed_mask_median,da3_metric_sam2_mask_median
97,4.000000,765.676,292.758,10.249,2.755980,2.747150,0.812500,observed_mask_median,da3_metric_sam2_mask_median
98,4.041667,761.440,317.876,9.885,2.747150,2.755980,0.734375,observed_mask_median,da3_metric_sam2_mask_median
99,4.083333,756.726,310.067,9.525,2.756652,2.756652,0.687500,observed_mask_median,da3_metric_sam2_mask_median
100,4.125000,751.773,297.514,9.474,2.803226,2.803205,0.703125,observed_mask_median,da3_metric_sam2_mask_median
101,4.166667,747.654,290.541,9.202,2.814513,2.803205,0.656250,observed_mask_median,da3_metric_sam2_mask_median
102,4.208333,743.104,288.438,9.723,2.803205,2.803226,0.687500,observed_mask_median,da3_metric_sam2_mask_median
103,4.250000,738.748,291.227,10.249,2.827152,2.813942,0.734375,observed_mask_median,da3_metric_sam2_mask_median
104,4.291667,733.986,299.865,10.630,2.796913,2.813942,0.796875,observed_mask_median,da3_metric_sam2_mask_median
105,4.333333,729.518,315.495,11.227,2.813942,2.813942,0.937500,observed_mask_median,da3_metric_sam2_mask_median
106,4.375000,724.478,339.374,12.127,2.839537,2.827152,1.000000,observed_mask_median,da3_metric_sam2_mask_median
107,4.416667,719.311,372.772,13.564,2.659324,2.839537,1.000000,observed_mask_median,da3_metric_sam2_mask_median
108,4.458333,713.789,415.809,14.373,2.916723,2.896786,1.000000,observed_mask_median,da3_metric_sam2_mask_median
109,4.500000,708.247,467.958,15.605,2.900813,2.900813,1.000000,observed_mask_median,da3_metric_sam2_mask_median
110,4.541667,705.364,509.490,14.417,2.919258,2.900813,1.000000,observed_mask_median,da3_metric_sam2_mask_median
111,4.583333,704.464,464.957,14.461,2.896786,2.900813,1.000000,observed_mask_median,da3_metric_sam2_mask_median
112,4.625000,703.993,424.359,13.969,2.916744,2.896786,1.000000,observed_mask_median,da3_metric_sam2_mask_median
113,4.666667,703.044,391.221,14.003,2.805735,2.805735,1.000000,observed_mask_median,da3_metric_sam2_mask_median
114,4.708333,702.417,364.819,13.646,2.668342,2.668342,1.000000,observed_mask_median,da3_metric_sam2_mask_median
115,4.750000,700.878,345.476,13.517,2.502838,2.668342,1.000000,observed_mask_median,da3_metric_sam2_mask_median
116,4.791667,701.520,330.257,11.396,1.648635,2.502838,0.968750,observed_mask_median,da3_metric_sam2_mask_median
117,4.833333,715.281,319.973,,2.248295,2.502838,0.000000,missing_mask_interpolated,da3_metric_temporal_interpolation_for_missing_mask
118,4.875000,720.293,298.131,8.406,2.847956,2.502838,0.578125,observed_mask_median,da3_metric_sam2_mask_median
119,4.916667,726.245,275.367,11.631,2.179604,2.666544,0.984375,observed_mask_median,da3_metric_sam2_mask_median
120,4.958333,737.847,258.649,10.690,2.793640,2.735886,0.828125,observed_mask_median,da3_metric_sam2_mask_median
121,5.000000,747.721,249.015,10.295,2.776521,2.735886,0.765625,observed_mask_median,da3_metric_sam2_mask_median
122,5.041667,757.528,244.567,9.508,2.666544,2.713741,0.687500,observed_mask_median,da3_metric_sam2_mask_median
123,5.083333,765.663,244.716,9.115,2.735886,2.716415,0.609375,observed_mask_median,da3_metric_sam2_mask_median
124,5.125000,773.679,249.829,8.849,2.699969,2.716415,0.562500,observed_mask_median,da3_metric_sam2_mask_median
125,5.166667,767.218,251.333,10.388,2.713741,2.716415,0.781250,observed_mask_median,da3_metric_sam2_mask_median
126,5.208333,749.454,242.975,8.740,2.716415,2.731770,0.578125,observed_mask_median,da3_metric_sam2_mask_median
127,5.250000,732.479,241.393,9.219,2.731770,2.731770,0.609375,observed_mask_median,da3_metric_sam2_mask_median
128,5.291667,714.709,243.781,8.938,2.807295,2.783669,0.640625,observed_mask_median,da3_metric_sam2_mask_median
129,5.333333,697.667,251.903,9.424,2.783669,2.807295,0.671875,observed_mask_median,da3_metric_sam2_mask_median
130,5.375000,680.734,263.090,8.813,2.862432,2.862432,0.562500,observed_mask_median,da3_metric_sam2_mask_median
131,5.416667,664.267,279.411,9.271,2.886524,2.886524,0.609375,observed_mask_median,da3_metric_sam2_mask_median
132,5.458333,647.401,299.748,9.339,2.970284,2.958189,0.656250,observed_mask_median,da3_metric_sam2_mask_median
133,5.500000,631.512,324.198,9.821,2.958189,2.970284,0.687500,observed_mask_median,da3_metric_sam2_mask_median
134,5.541667,615.672,354.664,11.270,3.023577,2.970284,0.953125,observed_mask_median,da3_metric_sam2_mask_median
135,5.583333,611.348,350.929,10.570,3.006144,2.970284,0.859375,observed_mask_median,da3_metric_sam2_mask_median
136,5.625000,621.470,316.219,10.013,2.983017,2.958189,0.765625,observed_mask_median,da3_metric_sam2_mask_median
137,5.666667,629.767,287.125,9.707,2.912843,2.912843,0.718750,observed_mask_median,da3_metric_sam2_mask_median
138,5.708333,644.915,270.023,13.291,2.887042,2.893586,1.000000,observed_mask_median,da3_metric_sam2_mask_median
139,5.750000,658.245,279.413,14.340,2.876632,2.887212,1.000000,observed_mask_median,da3_metric_sam2_mask_median
140,5.791667,666.533,300.277,12.766,2.864350,2.887042,1.000000,observed_mask_median,da3_metric_sam2_mask_median
141,5.833333,680.875,358.040,15.389,2.893586,2.887042,1.000000,observed_mask_median,da3_metric_sam2_mask_median
142,5.875000,691.276,400.716,15.858,2.887212,2.887212,1.000000,observed_mask_median,da3_metric_sam2_mask_median
143,5.916667,676.920,220.336,9.788,2.822056,2.887212,0.703125,observed_mask_median,da3_metric_sam2_mask_median
144,5.958333,700.387,404.510,16.371,2.891318,2.887212,1.000000,observed_mask_median,da3_metric_sam2_mask_median
145,6.000000,706.719,395.086,14.516,2.891864,2.879311,1.000000,observed_mask_median,da3_metric_sam2_mask_median
146,6.041667,708.724,343.926,15.848,2.879311,2.846080,1.000000,observed_mask_median,da3_metric_sam2_mask_median
147,6.083333,714.197,337.999,16.765,2.846080,2.846080,1.000000,observed_mask_median,da3_metric_sam2_mask_median
148,6.125000,719.466,342.137,16.126,2.233469,2.664322,1.000000,observed_mask_median,da3_metric_sam2_mask_median
149,6.166667,725.379,338.708,12.087,2.664322,2.450070,1.000000,observed_mask_median,da3_metric_sam2_mask_median
150,6.208333,731.194,336.974,10.418,1.627946,2.450070,0.765625,observed_mask_median,da3_metric_sam2_mask_median
151,6.250000,747.099,307.761,11.480,2.450070,2.423214,1.000000,observed_mask_median,da3_metric_sam2_mask_median
152,6.291667,770.012,278.694,13.564,2.085352,2.450070,1.000000,observed_mask_median,da3_metric_sam2_mask_median
153,6.333333,790.086,251.908,12.463,2.779461,2.450070,1.000000,observed_mask_median,da3_metric_sam2_mask_median
154,6.375000,807.070,233.715,11.713,2.423214,2.601705,0.984375,observed_mask_median,da3_metric_sam2_mask_median
155,6.416667,820.367,220.529,10.495,2.697130,2.618997,0.828125,observed_mask_median,da3_metric_sam2_mask_median
156,6.458333,831.956,212.140,9.657,2.666337,2.618997,0.671875,observed_mask_median,da3_metric_sam2_mask_median
157,6.500000,843.668,208.286,9.441,2.601705,2.601705,0.656250,observed_mask_median,da3_metric_sam2_mask_median
158,6.541667,851.097,206.941,10.896,2.618997,2.601705,0.937500,observed_mask_median,da3_metric_sam2_mask_median
159,6.583333,842.052,196.270,11.902,2.589047,2.599059,1.000000,observed_mask_median,da3_metric_sam2_mask_median
160,6.625000,831.104,184.082,9.236,2.599059,2.599059,0.671875,observed_mask_median,da3_metric_sam2_mask_median
161,6.666667,822.502,180.007,9.657,2.592677,2.592677,0.687500,observed_mask_median,da3_metric_sam2_mask_median
162,6.708333,814.574,179.326,9.624,2.578633,2.592677,0.734375,observed_mask_median,da3_metric_sam2_mask_median
163,6.750000,805.712,182.175,9.641,2.611994,2.599059,0.703125,observed_mask_median,da3_metric_sam2_mask_median
164,6.791667,797.864,189.332,9.690,2.585697,2.611994,0.718750,observed_mask_median,da3_metric_sam2_mask_median
165,6.833333,789.111,199.235,9.739,2.618901,2.618901,0.734375,observed_mask_median,da3_metric_sam2_mask_median
166,6.875000,780.409,214.015,10.171,2.717104,2.717104,0.828125,observed_mask_median,da3_metric_sam2_mask_median
167,6.916667,771.726,231.566,10.061,2.791596,2.791596,0.718750,observed_mask_median,da3_metric_sam2_mask_median
168,6.958333,763.050,253.565,10.749,2.830320,2.830320,0.828125,observed_mask_median,da3_metric_sam2_mask_median
169,7.000000,755.223,278.942,10.764,2.859620,2.859620,0.859375,observed_mask_median,da3_metric_sam2_mask_median
170,7.041667,747.391,309.507,11.312,2.868070,2.868070,0.953125,observed_mask_median,da3_metric_sam2_mask_median
171,7.083333,739.798,344.430,11.699,2.915563,2.915563,1.000000,observed_mask_median,da3_metric_sam2_mask_median
172,7.125000,732.236,385.202,12.296,2.924404,2.924404,1.000000,observed_mask_median,da3_metric_sam2_mask_median
173,7.166667,725.294,430.437,12.866,2.935720,2.924404,1.000000,observed_mask_median,da3_metric_sam2_mask_median
174,7.208333,717.321,484.690,13.969,2.943726,2.924404,1.000000,observed_mask_median,da3_metric_sam2_mask_median
175,7.250000,710.383,540.828,12.628,2.946184,2.924404,1.000000,observed_mask_median,da3_metric_sam2_mask_median
176,7.291667,701.417,608.677,15.797,2.583627,2.919995,1.000000,observed_mask_median,da3_metric_sam2_mask_median
177,7.333333,696.800,660.417,16.342,2.179381,2.919995,1.000000,observed_mask_median,da3_metric_sam2_mask_median
178,7.375000,698.074,607.651,15.254,2.604819,2.916678,1.000000,observed_mask_median,da3_metric_sam2_mask_median
179,7.416667,699.011,561.070,13.934,2.919995,2.916678,1.000000,observed_mask_median,da3_metric_sam2_mask_median
180,7.458333,699.184,516.366,14.150,2.958066,2.916678,1.000000,observed_mask_median,da3_metric_sam2_mask_median
181,7.500000,701.081,479.107,13.267,2.916678,2.916678,1.000000,observed_mask_median,da3_metric_sam2_mask_median
182,7.541667,702.775,447.704,13.552,2.921179,2.916678,1.000000,observed_mask_median,da3_metric_sam2_mask_median
183,7.583333,704.538,423.121,13.363,2.766478,2.766478,1.000000,observed_mask_median,da3_metric_sam2_mask_median
184,7.625000,705.815,405.176,12.841,2.516932,2.524630,1.000000,observed_mask_median,da3_metric_sam2_mask_median
185,7.666667,707.342,396.294,12.866,2.524630,2.516932,1.000000,observed_mask_median,da3_metric_sam2_mask_median
186,7.708333,707.731,396.160,13.375,2.490663,2.490663,1.000000,observed_mask_median,da3_metric_sam2_mask_median
187,7.750000,709.059,405.869,13.969,2.439399,2.490663,1.000000,observed_mask_median,da3_metric_sam2_mask_median
188,7.791667,709.298,426.138,15.023,2.379606,2.490663,1.000000,observed_mask_median,da3_metric_sam2_mask_median
189,7.833333,709.489,458.901,15.807,2.419993,2.439399,1.000000,observed_mask_median,da3_metric_sam2_mask_median
190,7.875000,708.492,506.015,17.752,2.913402,2.439399,1.000000,observed_mask_median,da3_metric_sam2_mask_median
191,7.916667,707.912,566.575,18.898,2.823594,2.555552,1.000000,observed_mask_median,da3_metric_sam2_mask_median
192,7.958333,705.798,633.629,20.966,2.423486,2.823594,1.000000,observed_mask_median,da3_metric_sam2_mask_median
193,8.000000,704.633,616.694,19.232,2.555552,2.863529,1.000000,observed_mask_median,da3_metric_sam2_mask_median
194,8.041667,704.941,558.888,18.116,2.960510,2.863529,1.000000,observed_mask_median,da3_metric_sam2_mask_median
195,8.083333,703.290,505.449,17.196,2.953355,2.863529,1.000000,observed_mask_median,da3_metric_sam2_mask_median
196,8.125000,702.635,460.629,16.381,2.863529,2.863529,1.000000,observed_mask_median,da3_metric_sam2_mask_median
197,8.166667,702.451,423.104,15.574,2.952523,2.863529,1.000000,observed_mask_median,da3_metric_sam2_mask_median
198,8.208333,702.250,393.234,14.884,2.676889,2.844974,1.000000,observed_mask_median,da3_metric_sam2_mask_median
199,8.250000,701.915,371.219,12.803,1.636482,2.812825,1.000000,observed_mask_median,da3_metric_sam2_mask_median
200,8.291667,718.121,338.659,12.964,1.821367,2.774464,1.000000,observed_mask_median,da3_metric_sam2_mask_median
201,8.333333,735.973,301.014,13.716,2.844974,2.743787,1.000000,observed_mask_median,da3_metric_sam2_mask_median
202,8.375000,752.583,270.514,12.691,2.812825,2.743787,1.000000,observed_mask_median,da3_metric_sam2_mask_median
203,8.416667,765.995,248.302,11.424,2.774464,2.743787,0.968750,observed_mask_median,da3_metric_sam2_mask_median
204,8.458333,777.352,235.125,10.925,2.743787,2.743787,0.859375,observed_mask_median,da3_metric_sam2_mask_median
205,8.500000,786.273,227.054,10.013,2.708294,2.708294,0.812500,observed_mask_median,da3_metric_sam2_mask_median
206,8.541667,795.189,225.368,9.624,2.644230,2.644230,0.703125,observed_mask_median,da3_metric_sam2_mask_median
207,8.583333,802.062,228.221,9.062,2.615842,2.644230,0.625000,observed_mask_median,da3_metric_sam2_mask_median
208,8.625000,804.543,234.997,10.155,2.632636,2.644230,0.781250,observed_mask_median,da3_metric_sam2_mask_median
209,8.666667,795.114,227.607,9.305,2.631469,2.644230,0.656250,observed_mask_median,da3_metric_sam2_mask_median
210,8.708333,785.734,226.867,9.288,2.671713,2.671713,0.671875,observed_mask_median,da3_metric_sam2_mask_median
211,8.750000,776.682,232.346,9.491,2.746679,2.723081,0.656250,observed_mask_median,da3_metric_sam2_mask_median
212,8.791667,767.589,243.122,9.558,2.723081,2.746679,0.687500,observed_mask_median,da3_metric_sam2_mask_median
213,8.833333,758.098,259.878,10.218,2.785045,2.785045,0.734375,observed_mask_median,da3_metric_sam2_mask_median
214,8.875000,749.473,282.518,10.372,2.807349,2.807349,0.765625,observed_mask_median,da3_metric_sam2_mask_median
215,8.916667,740.293,312.448,11.085,2.834158,2.834158,0.937500,observed_mask_median,da3_metric_sam2_mask_median
216,8.958333,731.521,349.028,11.754,2.857716,2.857716,0.984375,observed_mask_median,da3_metric_sam2_mask_median
217,9.000000,723.665,392.481,12.628,2.950016,2.950016,1.000000,observed_mask_median,da3_metric_sam2_mask_median
218,9.041667,714.874,444.235,13.658,3.000433,2.963444,1.000000,observed_mask_median,da3_metric_sam2_mask_median
219,9.083333,706.760,501.828,14.195,2.996991,2.963444,1.000000,observed_mask_median,da3_metric_sam2_mask_median
220,9.125000,697.611,559.224,12.890,2.963444,2.963444,1.000000,observed_mask_median,da3_metric_sam2_mask_median
221,9.166667,695.216,531.163,12.741,2.967152,2.963444,1.000000,observed_mask_median,da3_metric_sam2_mask_median
222,9.208333,695.810,497.216,12.565,2.937574,2.949523,1.000000,observed_mask_median,da3_metric_sam2_mask_median
223,9.250000,696.613,468.548,12.309,2.949523,2.937574,1.000000,observed_mask_median,da3_metric_sam2_mask_median
224,9.291667,697.204,448.124,13.387,2.473718,2.937574,1.000000,observed_mask_median,da3_metric_sam2_mask_median
225,9.333333,693.366,465.806,20.272,2.890999,2.937574,1.000000,observed_mask_median,da3_metric_sam2_mask_median
226,9.375000,691.205,562.099,23.736,2.754886,2.949523,1.000000,observed_mask_median,da3_metric_sam2_mask_median
227,9.416667,685.136,449.239,9.918,2.956828,2.890999,0.703125,observed_mask_median,da3_metric_sam2_mask_median
228,9.458333,682.970,540.993,22.454,2.967683,2.890999,1.000000,observed_mask_median,da3_metric_sam2_mask_median
229,9.500000,680.724,492.333,17.859,2.968554,2.754886,1.000000,observed_mask_median,da3_metric_sam2_mask_median
230,9.541667,679.009,445.608,14.831,2.541440,2.541440,1.000000,observed_mask_median,da3_metric_sam2_mask_median
231,9.583333,677.232,412.982,13.866,2.219998,2.219998,1.000000,observed_mask_median,da3_metric_sam2_mask_median
232,9.625000,675.167,390.557,14.417,1.979262,2.219998,1.000000,observed_mask_median,da3_metric_sam2_mask_median
233,9.666667,683.442,361.024,11.027,2.213472,2.219998,0.921875,observed_mask_median,da3_metric_sam2_mask_median
234,9.708333,708.385,327.231,14.884,1.836083,2.219998,1.000000,observed_mask_median,da3_metric_sam2_mask_median
235,9.750000,736.140,293.764,12.816,2.833045,2.683284,1.000000,observed_mask_median,da3_metric_sam2_mask_median
236,9.791667,757.964,270.691,11.535,2.807632,2.683284,1.000000,observed_mask_median,da3_metric_sam2_mask_median
237,9.833333,777.239,255.172,10.630,2.755300,2.693456,0.890625,observed_mask_median,da3_metric_sam2_mask_median
238,9.875000,795.135,247.778,9.202,2.683284,2.724378,0.593750,observed_mask_median,da3_metric_sam2_mask_median
239,9.916667,800.223,247.244,12.296,2.677527,2.693456,1.000000,observed_mask_median,da3_metric_sam2_mask_median
240,9.958333,788.884,233.204,9.508,2.693456,2.688370,0.703125,observed_mask_median,da3_metric_sam2_mask_median
