frame,time,ball_center_x,ball_center_y,radius,mask_area,source
78,2.566667,748.479,420.304,40.566,4847.0,sam2_mask_circle
79,2.600000,748.482,420.243,40.531,4846.0,sam2_mask_circle
80,2.633333,749.094,455.835,40.487,4795.0,sam2_mask_circle
81,2.666667,750.500,495.000,41.704,4892.0,sam2_mask_circle
82,2.700000,748.857,543.000,41.141,4847.0,sam2_mask_circle
83,2.733333,748.465,542.827,41.546,4936.5,sam2_mask_circle
84,2.766667,747.185,591.915,40.515,4706.5,sam2_mask_circle
85,2.800000,748.793,645.640,41.859,4399.0,sam2_mask_circle
86,2.833333,752.201,697.497,40.695,4587.5,sam2_mask_circle
87,2.866667,757.000,718.000,41.110,4171.5,sam2_mask_circle
88,2.900000,749.027,693.811,41.880,4801.5,sam2_mask_circle
89,2.933333,748.570,693.956,42.227,4967.5,sam2_mask_circle
90,2.966667,751.506,673.386,45.440,4829.5,sam2_mask_circle
91,3.000000,746.814,648.220,39.832,3972.5,sam2_mask_circle
92,3.033333,746.605,637.741,42.619,4571.0,sam2_mask_circle
93,3.066667,745.465,626.934,42.917,4917.0,sam2_mask_circle
94,3.100000,745.406,626.497,42.654,4900.5,sam2_mask_circle
95,3.133333,742.471,621.334,41.074,4750.0,sam2_mask_circle
96,3.166667,742.668,624.855,42.194,4756.0,sam2_mask_circle
97,3.200000,740.930,627.647,42.780,4964.5,sam2_mask_circle
98,3.233333,741.473,627.764,41.758,4800.0,sam2_mask_circle
99,3.266667,739.638,635.799,42.256,4847.5,sam2_mask_circle
100,3.300000,739.977,653.188,40.475,4615.0,sam2_mask_circle
101,3.333333,740.500,681.911,42.429,4705.5,sam2_mask_circle
102,3.366667,740.020,707.182,43.127,5087.5,sam2_mask_circle
103,3.400000,738.500,737.057,43.062,5365.5,sam2_mask_circle
104,3.433333,738.722,737.500,43.034,5300.5,sam2_mask_circle
105,3.466667,738.731,707.731,42.900,5062.0,sam2_mask_circle
106,3.500000,739.830,680.396,44.169,4770.0,sam2_mask_circle
107,3.533333,734.000,655.000,42.012,4609.5,sam2_mask_circle
108,3.566667,731.116,637.099,41.901,4729.0,sam2_mask_circle
109,3.600000,730.417,637.297,42.451,4909.5,sam2_mask_circle
110,3.633333,729.995,624.296,44.028,5094.0,sam2_mask_circle
111,3.666667,726.264,610.780,42.379,5038.0,sam2_mask_circle
112,3.700000,724.233,608.752,41.550,4942.0,sam2_mask_circle
113,3.733333,724.184,608.330,41.189,4925.0,sam2_mask_circle
114,3.766667,722.227,610.859,42.193,4939.0,sam2_mask_circle
115,3.800000,720.256,616.711,40.889,4638.0,sam2_mask_circle
116,3.833333,718.889,627.629,40.783,4487.0,sam2_mask_circle
117,3.866667,718.000,628.500,40.918,4530.5,sam2_mask_circle
118,3.900000,713.628,646.725,41.630,4833.5,sam2_mask_circle
119,3.933333,713.000,647.000,42.202,4878.5,sam2_mask_circle
120,3.966667,712.446,666.896,40.187,4353.5,sam2_mask_circle
121,4.000000,709.000,696.000,41.869,4524.5,sam2_mask_circle
122,4.033333,705.763,731.383,42.076,4452.5,sam2_mask_circle
123,4.066667,703.174,767.663,41.394,4701.5,sam2_mask_circle
124,4.100000,701.500,767.500,42.362,4818.5,sam2_mask_circle
125,4.133333,703.779,766.622,41.240,4574.0,sam2_mask_circle
126,4.166667,709.155,730.155,42.230,4619.0,sam2_mask_circle
127,4.200000,709.276,698.888,41.907,4503.0,sam2_mask_circle
128,4.233333,709.523,699.433,41.800,4475.5,sam2_mask_circle
129,4.266667,714.000,668.000,40.608,4417.0,sam2_mask_circle
130,4.300000,717.568,642.288,40.082,4377.0,sam2_mask_circle
131,4.333333,720.256,627.901,40.373,4250.0,sam2_mask_circle
132,4.366667,723.979,615.655,41.644,4674.0,sam2_mask_circle
133,4.400000,724.317,609.657,40.712,4808.0,sam2_mask_circle
134,4.433333,724.129,609.849,41.320,4962.0,sam2_mask_circle
135,4.466667,727.251,608.978,41.193,4792.5,sam2_mask_circle
136,4.500000,730.942,612.682,42.103,5008.5,sam2_mask_circle
137,4.533333,734.635,619.479,42.405,4853.0,sam2_mask_circle
138,4.566667,736.122,632.847,41.864,4781.0,sam2_mask_circle
139,4.600000,736.122,632.847,41.864,4789.0,sam2_mask_circle
140,4.633333,737.797,649.424,40.898,4812.0,sam2_mask_circle
141,4.666667,742.764,672.962,40.042,4356.0,sam2_mask_circle
142,4.700000,744.086,699.603,41.201,4683.0,sam2_mask_circle
143,4.733333,743.910,699.706,41.023,4773.0,sam2_mask_circle
144,4.766667,745.735,730.660,41.744,4866.5,sam2_mask_circle
145,4.800000,747.564,763.406,41.812,4824.5,sam2_mask_circle
146,4.833333,752.677,778.908,39.516,3991.5,sam2_mask_circle
147,4.866667,750.667,750.083,40.451,4447.0,sam2_mask_circle
148,4.900000,749.089,716.782,40.484,4686.5,sam2_mask_circle
149,4.933333,749.030,716.433,40.338,4737.5,sam2_mask_circle
150,4.966667,747.768,684.965,41.289,4648.5,sam2_mask_circle
151,5.000000,752.730,656.593,39.975,4420.0,sam2_mask_circle
152,5.033333,753.129,635.098,40.649,4620.0,sam2_mask_circle
153,5.066667,752.041,621.551,43.044,5004.5,sam2_mask_circle
154,5.100000,750.270,620.575,41.341,4768.5,sam2_mask_circle
155,5.133333,751.938,611.166,43.532,5128.0,sam2_mask_circle
156,5.166667,750.692,601.883,42.326,5133.5,sam2_mask_circle
157,5.200000,750.458,601.306,41.184,4948.0,sam2_mask_circle
158,5.233333,750.458,601.306,41.184,4930.0,sam2_mask_circle
159,5.266667,750.221,606.656,41.225,4784.5,sam2_mask_circle
160,5.300000,750.354,618.947,42.770,4778.0,sam2_mask_circle
161,5.333333,752.000,634.000,43.267,4503.5,sam2_mask_circle
162,5.366667,755.240,653.240,43.525,4484.0,sam2_mask_circle
163,5.400000,749.781,687.587,43.347,5125.0,sam2_mask_circle
164,5.433333,749.918,687.982,43.095,5050.5,sam2_mask_circle
165,5.466667,749.443,721.216,43.353,5308.5,sam2_mask_circle
166,5.500000,748.679,763.500,45.808,5677.0,sam2_mask_circle
167,5.533333,755.145,738.088,44.266,5406.0,sam2_mask_circle
168,5.566667,761.827,703.942,42.606,5153.0,sam2_mask_circle
169,5.600000,762.440,703.790,42.681,5167.0,sam2_mask_circle
170,5.633333,770.276,673.500,40.880,4439.0,sam2_mask_circle
171,5.666667,774.566,651.370,42.589,4968.0,sam2_mask_circle
172,5.700000,780.218,635.980,43.460,5127.0,sam2_mask_circle
173,5.733333,780.426,636.036,43.602,5192.5,sam2_mask_circle
174,5.766667,786.547,630.203,43.334,5288.5,sam2_mask_circle
175,5.800000,792.551,628.508,42.855,5295.0,sam2_mask_circle
176,5.833333,798.134,631.683,45.554,5608.0,sam2_mask_circle
177,5.866667,804.522,634.349,44.373,5227.5,sam2_mask_circle
178,5.900000,803.782,586.158,44.213,5446.0,sam2_mask_circle
179,5.933333,803.749,586.112,44.169,5460.5,sam2_mask_circle
180,5.966667,803.756,539.655,43.868,5224.0,sam2_mask_circle
181,6.000000,801.804,495.196,43.642,5343.5,sam2_mask_circle
182,6.033333,800.471,463.003,42.874,5310.0,sam2_mask_circle
183,6.066667,799.281,434.280,43.536,5460.5,sam2_mask_circle
184,6.100000,799.098,434.098,43.278,5434.5,sam2_mask_circle
185,6.133333,799.600,412.495,42.790,5392.5,sam2_mask_circle
186,6.166667,800.772,393.740,42.773,5352.0,sam2_mask_circle
187,6.200000,798.969,383.118,42.278,5247.5,sam2_mask_circle
188,6.233333,798.835,382.954,42.666,5377.0,sam2_mask_circle
189,6.266667,799.765,378.847,43.000,5346.0,sam2_mask_circle
190,6.300000,799.698,380.302,43.685,5535.5,sam2_mask_circle
191,6.333333,796.762,389.266,42.657,5191.0,sam2_mask_circle
192,6.366667,799.296,401.318,42.629,5062.5,sam2_mask_circle
193,6.400000,798.834,417.658,42.045,5157.5,sam2_mask_circle
194,6.433333,798.451,417.949,41.639,5127.5,sam2_mask_circle
195,6.466667,798.928,418.397,41.840,5198.0,sam2_mask_circle
196,6.500000,797.575,443.025,42.179,5127.0,sam2_mask_circle
197,6.533333,799.450,472.820,42.330,5171.5,sam2_mask_circle
198,6.566667,798.897,509.376,41.826,5007.0,sam2_mask_circle
199,6.600000,799.012,509.392,41.802,4983.5,sam2_mask_circle
200,6.633333,799.274,549.074,43.166,5344.5,sam2_mask_circle
201,6.666667,798.708,598.145,43.280,5093.5,sam2_mask_circle
202,6.700000,803.760,647.717,41.406,4497.5,sam2_mask_circle
203,6.733333,803.784,647.605,41.449,4489.0,sam2_mask_circle
204,6.766667,799.640,709.279,43.414,5448.0,sam2_mask_circle
205,6.800000,799.978,778.511,43.004,5158.5,sam2_mask_circle
206,6.833333,800.227,843.636,42.046,5149.5,sam2_mask_circle
207,6.866667,795.224,829.962,42.810,5246.5,sam2_mask_circle
208,6.900000,790.600,806.539,42.379,5222.0,sam2_mask_circle
209,6.933333,790.141,806.362,42.300,5221.0,sam2_mask_circle
210,6.966667,785.469,790.976,42.339,5117.0,sam2_mask_circle
211,7.000000,779.086,781.471,42.680,5211.0,sam2_mask_circle
212,7.033333,773.765,780.986,42.377,5093.0,sam2_mask_circle
213,7.066667,768.500,786.000,42.898,5234.0,sam2_mask_circle
214,7.100000,768.000,786.000,43.081,5357.0,sam2_mask_circle
215,7.133333,762.382,796.953,42.373,5067.5,sam2_mask_circle
216,7.166667,755.841,817.735,44.092,5276.0,sam2_mask_circle
217,7.200000,752.169,838.023,41.485,4825.5,sam2_mask_circle
218,7.233333,751.195,838.581,42.199,4933.0,sam2_mask_circle
219,7.266667,748.393,841.377,41.346,4870.5,sam2_mask_circle
220,7.300000,743.436,831.953,43.105,5070.5,sam2_mask_circle
221,7.333333,736.971,825.283,41.369,4924.0,sam2_mask_circle
222,7.366667,732.317,825.756,40.965,4897.0,sam2_mask_circle
223,7.400000,727.703,830.487,41.210,4879.5,sam2_mask_circle
224,7.433333,727.546,830.712,41.243,4906.0,sam2_mask_circle
225,7.466667,724.446,840.799,39.436,4341.0,sam2_mask_circle
226,7.500000,719.989,840.803,40.400,4597.5,sam2_mask_circle
227,7.533333,715.989,837.346,40.875,4814.0,sam2_mask_circle
228,7.566667,711.827,837.925,40.291,4654.5,sam2_mask_circle
229,7.600000,711.639,837.902,40.219,4652.5,sam2_mask_circle
230,7.633333,709.321,842.663,41.069,4688.0,sam2_mask_circle
231,7.666667,703.494,845.988,42.853,4761.0,sam2_mask_circle
232,7.700000,699.955,844.227,42.843,4713.5,sam2_mask_circle
233,7.733333,699.793,843.905,42.696,4706.5,sam2_mask_circle
234,7.766667,697.500,844.000,42.406,4619.0,sam2_mask_circle
235,7.800000,695.439,843.744,41.111,4491.5,sam2_mask_circle
236,7.833333,692.401,841.092,39.379,4438.5,sam2_mask_circle
237,7.866667,689.715,840.149,39.503,4449.5,sam2_mask_circle
238,7.900000,687.505,839.692,39.062,4411.5,sam2_mask_circle
239,7.933333,687.605,839.555,39.029,4415.0,sam2_mask_circle
240,7.966667,685.315,839.000,39.013,4339.5,sam2_mask_circle
241,8.000000,682.782,840.223,38.895,4231.0,sam2_mask_circle
242,8.033333,680.368,840.650,39.335,4259.0,sam2_mask_circle
