frame,time,ball_center_x,ball_center_y,source
61,2.500000,740.384,391.265,cotracker_center_fallback
62,2.541667,739.652,357.547,cotracker_center_fallback
63,2.583333,741.029,331.625,cotracker_center_fallback
64,2.625000,740.943,331.167,cotracker_center_fallback
65,2.666667,739.000,322.000,cotracker_box_center
66,2.708333,741.371,300.777,cotracker_center_fallback
67,2.750000,742.839,289.767,cotracker_center_fallback
68,2.791667,743.217,290.269,cotracker_center_fallback
69,2.833333,743.769,287.372,cotracker_center_fallback
70,2.875000,744.750,289.637,cotracker_center_fallback
71,2.916667,744.323,293.192,cotracker_center_fallback
72,2.958333,746.457,302.995,cotracker_center_fallback
73,3.000000,748.112,319.525,cotracker_center_fallback
74,3.041667,748.562,320.642,cotracker_center_fallback
75,3.083333,749.764,337.693,cotracker_center_fallback
76,3.125000,750.466,360.677,cotracker_center_fallback
77,3.166667,750.410,390.609,cotracker_center_fallback
78,3.208333,752.823,421.020,cotracker_center_fallback
79,3.250000,752.984,422.552,cotracker_center_fallback
80,3.291667,752.174,458.381,cotracker_center_fallback
81,3.333333,749.882,496.021,cotracker_center_fallback
82,3.375000,749.794,541.189,cotracker_center_fallback
83,3.416667,749.927,543.333,cotracker_center_fallback
84,3.458333,750.190,592.475,cotracker_center_fallback
85,3.500000,750.385,646.872,cotracker_center_fallback
86,3.541667,749.657,705.038,cotracker_center_fallback
87,3.583333,749.097,732.581,cotracker_center_fallback
88,3.625000,749.387,700.439,cotracker_center_fallback
89,3.666667,749.631,698.535,cotracker_center_fallback
90,3.708333,747.119,676.855,cotracker_center_fallback
91,3.750000,743.865,652.123,cotracker_center_fallback
92,3.791667,743.757,633.725,cotracker_center_fallback
93,3.833333,742.085,622.907,cotracker_center_fallback
94,3.875000,741.774,622.118,cotracker_center_fallback
95,3.916667,741.072,619.187,cotracker_center_fallback
96,3.958333,742.141,620.596,cotracker_center_fallback
97,4.000000,740.500,626.500,cotracker_box_center
98,4.041667,740.856,626.937,cotracker_box_center
99,4.083333,741.963,629.335,cotracker_lr_center
100,4.125000,742.068,646.080,cotracker_center_fallback
101,4.166667,743.434,673.028,cotracker_center_fallback
102,4.208333,743.441,702.074,cotracker_center_fallback
103,4.250000,742.449,728.541,cotracker_center_fallback
104,4.291667,742.255,729.365,cotracker_center_fallback
105,4.333333,740.883,702.737,cotracker_center_fallback
106,4.375000,737.982,676.527,cotracker_center_fallback
107,4.416667,735.363,651.333,cotracker_center_fallback
108,4.458333,732.393,635.445,cotracker_center_fallback
109,4.500000,731.716,633.145,cotracker_center_fallback
110,4.541667,741.250,618.942,cotracker_tb_center
111,4.583333,732.877,615.274,cotracker_center_fallback
112,4.625000,729.942,610.920,cotracker_center_fallback
113,4.666667,729.259,610.695,cotracker_center_fallback
114,4.708333,727.561,612.968,cotracker_center_fallback
115,4.750000,726.906,620.107,cotracker_center_fallback
116,4.791667,724.597,624.766,cotracker_center_fallback
117,4.833333,723.637,628.163,cotracker_center_fallback
118,4.875000,722.844,640.993,cotracker_center_fallback
119,4.916667,722.248,646.524,cotracker_center_fallback
120,4.958333,718.657,667.399,cotracker_center_fallback
121,5.000000,715.867,694.322,cotracker_center_fallback
122,5.041667,713.505,724.499,cotracker_center_fallback
123,5.083333,706.525,761.050,cotracker_center_fallback
124,5.125000,706.755,759.222,cotracker_center_fallback
125,5.166667,705.455,757.539,cotracker_center_fallback
126,5.208333,715.977,715.093,cotracker_center_fallback
127,5.250000,716.438,693.081,cotracker_center_fallback
128,5.291667,715.202,692.530,cotracker_center_fallback
129,5.333333,714.500,668.000,cotracker_box_center
130,5.375000,714.332,658.924,cotracker_lr_center
131,5.416667,718.628,617.831,cotracker_center_fallback
132,5.458333,721.749,599.116,cotracker_center_fallback
133,5.500000,723.764,590.206,cotracker_center_fallback
134,5.541667,725.578,590.599,cotracker_center_fallback
135,5.583333,729.579,590.205,cotracker_center_fallback
136,5.625000,733.532,593.945,cotracker_center_fallback
137,5.666667,736.987,604.502,cotracker_center_fallback
138,5.708333,743.290,625.426,cotracker_center_fallback
139,5.750000,742.875,625.067,cotracker_center_fallback
140,5.791667,744.993,642.126,cotracker_center_fallback
141,5.833333,747.153,667.838,cotracker_center_fallback
142,5.875000,748.944,698.444,cotracker_center_fallback
143,5.916667,749.441,699.283,cotracker_center_fallback
144,5.958333,751.903,729.093,cotracker_center_fallback
145,6.000000,753.688,761.385,cotracker_center_fallback
146,6.041667,755.192,779.963,cotracker_center_fallback
147,6.083333,753.868,750.212,cotracker_center_fallback
148,6.125000,753.496,712.802,cotracker_center_fallback
149,6.166667,753.424,711.997,cotracker_center_fallback
150,6.208333,752.077,678.167,cotracker_center_fallback
151,6.250000,752.706,651.538,cotracker_center_fallback
152,6.291667,755.159,629.959,cotracker_center_fallback
153,6.333333,757.679,611.147,cotracker_center_fallback
154,6.375000,757.174,610.449,cotracker_center_fallback
155,6.416667,756.504,598.722,cotracker_center_fallback
156,6.458333,755.247,591.146,cotracker_center_fallback
157,6.500000,754.271,589.776,cotracker_center_fallback
158,6.541667,753.546,589.896,cotracker_center_fallback
159,6.583333,751.636,595.829,cotracker_center_fallback
160,6.625000,749.351,607.414,cotracker_center_fallback
161,6.666667,751.000,632.000,cotracker_box_center
162,6.708333,751.198,654.835,cotracker_center_fallback
163,6.750000,748.358,679.653,cotracker_center_fallback
164,6.791667,749.382,682.200,cotracker_center_fallback
165,6.833333,748.569,715.379,cotracker_center_fallback
166,6.875000,749.672,669.252,cotracker_tb_center
167,6.916667,752.748,656.645,cotracker_tb_center
168,6.958333,760.503,699.469,cotracker_center_fallback
169,7.000000,759.915,697.179,cotracker_center_fallback
170,7.041667,769.021,672.968,cotracker_center_fallback
171,7.083333,778.889,651.493,cotracker_center_fallback
172,7.125000,784.299,634.449,cotracker_center_fallback
173,7.166667,785.259,632.565,cotracker_center_fallback
174,7.208333,792.778,627.456,cotracker_center_fallback
175,7.250000,796.840,623.957,cotracker_center_fallback
176,7.291667,802.021,628.968,cotracker_center_fallback
177,7.333333,802.316,630.737,cotracker_center_fallback
178,7.375000,804.250,583.185,cotracker_center_fallback
179,7.416667,802.562,580.793,cotracker_center_fallback
180,7.458333,801.408,534.631,cotracker_center_fallback
181,7.500000,797.802,492.538,cotracker_center_fallback
182,7.541667,800.652,460.564,cotracker_center_fallback
183,7.583333,802.113,433.637,cotracker_center_fallback
184,7.625000,801.258,431.517,cotracker_center_fallback
185,7.666667,801.985,407.964,cotracker_center_fallback
186,7.708333,802.133,391.610,cotracker_center_fallback
187,7.750000,803.356,382.816,cotracker_center_fallback
188,7.791667,803.099,382.737,cotracker_center_fallback
189,7.833333,802.956,377.485,cotracker_center_fallback
190,7.875000,802.205,375.571,cotracker_center_fallback
191,7.916667,797.697,383.663,cotracker_center_fallback
192,7.958333,798.212,399.259,cotracker_center_fallback
193,8.000000,798.500,418.000,cotracker_box_center
194,8.041667,799.048,418.828,cotracker_box_center
195,8.083333,798.681,419.284,cotracker_box_center
196,8.125000,799.738,445.213,cotracker_box_center
197,8.166667,798.973,473.277,cotracker_lr_center
198,8.208333,798.125,507.529,cotracker_lr_center
199,8.250000,799.429,511.415,cotracker_center_fallback
200,8.291667,800.465,550.580,cotracker_center_fallback
201,8.333333,802.932,598.100,cotracker_center_fallback
202,8.375000,801.338,653.877,cotracker_center_fallback
203,8.416667,801.076,656.205,cotracker_center_fallback
204,8.458333,802.312,716.130,cotracker_center_fallback
205,8.500000,798.940,787.051,cotracker_center_fallback
206,8.541667,799.411,851.806,cotracker_center_fallback
207,8.583333,795.214,835.334,cotracker_center_fallback
208,8.625000,790.478,811.916,cotracker_center_fallback
209,8.666667,789.237,810.264,cotracker_center_fallback
210,8.708333,783.485,793.984,cotracker_center_fallback
211,8.750000,777.942,782.337,cotracker_center_fallback
212,8.791667,772.447,781.898,cotracker_center_fallback
213,8.833333,768.813,786.751,cotracker_center_fallback
214,8.875000,768.653,787.052,cotracker_center_fallback
215,8.916667,763.694,796.463,cotracker_center_fallback
216,8.958333,754.821,815.704,cotracker_center_fallback
217,9.000000,749.650,836.875,cotracker_center_fallback
218,9.041667,748.785,837.452,cotracker_center_fallback
219,9.083333,746.005,841.169,cotracker_center_fallback
220,9.125000,741.469,834.210,cotracker_center_fallback
221,9.166667,736.250,828.643,cotracker_center_fallback
222,9.208333,731.750,828.987,cotracker_center_fallback
223,9.250000,731.104,836.856,cotracker_lr_center
224,9.291667,726.763,836.215,cotracker_center_fallback
225,9.333333,724.500,840.500,cotracker_box_center
226,9.375000,721.334,835.081,cotracker_center_fallback
227,9.416667,715.996,827.216,cotracker_center_fallback
228,9.458333,711.993,824.622,cotracker_center_fallback
229,9.500000,710.347,824.282,cotracker_center_fallback
230,9.541667,707.502,827.303,cotracker_center_fallback
231,9.583333,704.714,827.728,cotracker_center_fallback
232,9.625000,700.249,826.941,cotracker_center_fallback
233,9.666667,697.844,827.095,cotracker_center_fallback
234,9.708333,693.689,827.220,cotracker_center_fallback
235,9.750000,690.008,826.760,cotracker_center_fallback
236,9.791667,686.725,826.977,cotracker_center_fallback
237,9.833333,683.973,826.842,cotracker_center_fallback
238,9.875000,681.621,827.891,cotracker_center_fallback
239,9.916667,680.522,828.561,cotracker_center_fallback
240,9.958333,677.774,830.279,cotracker_center_fallback
241,10.000000,675.199,831.561,cotracker_center_fallback
242,10.041667,672.109,832.021,cotracker_center_fallback
