frame,contact,nearest_part,nearest_dist_m,foot_dist_m
70,0,L_wrist,0.8755,1.7734
71,0,L_wrist,0.8982,1.7577
72,0,L_wrist,0.9078,1.7234
73,0,L_wrist,0.9041,1.6645
74,0,L_wrist,0.9292,1.6486
75,0,L_wrist,0.9162,1.5797
76,0,R_wrist,0.8829,1.4905
77,0,R_wrist,0.8339,1.3802
78,0,R_wrist,0.7973,1.2753
79,0,R_wrist,0.8026,1.2514
80,0,L_knee,0.6959,1.1274
81,0,L_knee,0.5687,0.9904
82,0,L_knee,0.4321,0.8309
83,0,L_knee,0.4174,0.8064
84,0,L_knee,0.3182,0.6519
85,0,L_knee,0.3186,0.5315
86,0,L_knee,0.4556,0.5314
87,1,L_knee,0.6050,0.6419
88,0,L_knee,0.4765,0.5617
89,0,L_knee,0.3953,0.4741
90,0,L_knee,0.2952,0.4519
91,0,L_knee,0.2316,0.5015
92,0,L_knee,0.2384,0.5856
93,0,L_knee,0.2820,0.6631
94,0,L_knee,0.3092,0.6927
95,0,L_knee,0.3471,0.7302
96,0,L_knee,0.3616,0.7348
97,0,L_knee,0.3495,0.7200
98,0,L_knee,0.3564,0.7213
99,0,L_knee,0.3536,0.6584
100,0,L_knee,0.3324,0.5735
101,0,L_knee,0.3145,0.4674
102,0,L_knee,0.3174,0.3675
103,1,R_ankle,0.2980,0.2980
104,1,R_ankle,0.3145,0.3145
105,0,L_knee,0.3303,0.3634
106,0,R_knee,0.3158,0.4405
107,0,R_knee,0.3130,0.5391
108,0,R_knee,0.3342,0.6310
109,0,R_knee,0.3569,0.6733
110,0,L_knee,0.3470,0.7320
111,0,L_wrist,0.3417,0.7495
112,0,L_knee,0.3250,0.7456
113,0,L_knee,0.3092,0.7355
114,0,L_knee,0.2903,0.7188
115,0,L_knee,0.2697,0.6965
116,0,L_knee,0.2595,0.6842
117,0,L_knee,0.2594,0.6808
118,0,L_knee,0.2488,0.6580
119,0,L_knee,0.2454,0.6490
120,0,L_knee,0.2062,0.5933
121,0,L_knee,0.1795,0.4999
122,0,L_knee,0.2161,0.3927
123,0,R_ankle,0.2710,0.2710
124,1,R_ankle,0.2529,0.2529
125,1,R_ankle,0.2369,0.2369
126,0,R_knee,0.2852,0.3539
127,0,R_knee,0.2682,0.4251
128,0,R_knee,0.2676,0.4430
129,0,R_knee,0.2706,0.5339
130,0,R_knee,0.3115,0.6427
131,0,L_wrist,0.3302,0.7346
132,0,L_wrist,0.2879,0.7798
133,0,L_wrist,0.2755,0.7950
134,0,L_wrist,0.2910,0.7877
135,0,L_wrist,0.3265,0.7833
136,0,L_knee,0.3416,0.7661
137,0,L_knee,0.3172,0.7348
138,0,L_knee,0.2739,0.6776
139,0,L_knee,0.2623,0.6668
140,0,L_knee,0.2192,0.6088
141,0,L_knee,0.1911,0.5311
142,0,L_knee,0.2048,0.4392
143,0,L_knee,0.2338,0.4465
144,0,L_knee,0.3370,0.4334
145,1,L_knee,0.4651,0.4797
146,1,L_ankle,0.4856,0.4856
147,0,L_knee,0.3897,0.4247
148,0,L_knee,0.2773,0.4188
149,0,L_knee,0.2456,0.3800
150,0,L_knee,0.1908,0.4422
151,0,L_knee,0.1982,0.5216
152,0,L_knee,0.2458,0.6032
153,0,L_knee,0.3099,0.6849
154,0,L_knee,0.3305,0.7076
155,0,L_knee,0.3799,0.7661
156,0,L_knee,0.4184,0.8077
157,0,L_knee,0.4363,0.8258
158,0,L_knee,0.4420,0.8277
159,0,L_knee,0.4272,0.8103
160,0,L_knee,0.3941,0.7746
161,0,L_knee,0.3448,0.6996
162,0,R_knee,0.2960,0.6301
163,0,R_knee,0.2599,0.5285
164,0,R_knee,0.2560,0.5025
165,0,R_knee,0.2780,0.3866
166,1,R_ankle,0.2680,0.2680
167,0,R_knee,0.3069,0.3163
168,0,R_knee,0.2823,0.3902
169,0,R_knee,0.2811,0.3998
170,0,R_knee,0.2908,0.4676
171,0,R_knee,0.3144,0.5250
172,0,R_knee,0.3283,0.5596
173,0,R_knee,0.3331,0.5585
174,0,L_wrist,0.3200,0.5570
175,0,L_wrist,0.3008,0.5375
176,0,L_wrist,0.3082,0.4976
177,1,L_wrist,0.3040,0.4798
178,0,L_wrist,0.2231,0.5439
179,0,L_wrist,0.2190,0.5450
180,0,L_wrist,0.1755,0.6612
181,0,L_wrist,0.1971,0.8007
182,0,L_wrist,0.2459,0.9302
183,0,L_wrist,0.3003,1.0553
184,0,L_wrist,0.3032,1.0945
185,0,L_wrist,0.3665,1.2158
186,0,L_wrist,0.4243,1.3141
187,0,L_wrist,0.4499,1.3919
188,0,L_wrist,0.4630,1.4202
189,0,L_wrist,0.4845,1.4685
190,0,L_wrist,0.5020,1.4735
191,0,L_wrist,0.4965,1.4470
192,0,L_wrist,0.4825,1.4030
193,0,L_wrist,0.4607,1.3487
194,0,L_wrist,0.4728,1.3456
195,0,L_wrist,0.4844,1.3429
196,0,L_wrist,0.4481,1.2659
197,0,L_wrist,0.4112,1.1734
198,0,L_wrist,0.3804,1.0690
199,0,L_wrist,0.3907,1.0591
200,0,L_wrist,0.3754,0.9484
201,0,L_wrist,0.3898,0.8210
202,0,L_knee,0.3515,0.6756
203,0,L_knee,0.3707,0.6736
204,0,L_knee,0.4178,0.5522
205,0,L_foot,0.9223,0.9223
206,1,L_ankle,1.5598,1.5598
207,0,L_ankle,2.1807,2.1807
208,0,L_wrist,2.6912,2.7483
209,0,L_wrist,3.1688,3.2371
210,0,L_wrist,3.5265,3.6103
211,0,L_wrist,3.8010,3.8877
212,0,L_wrist,4.0062,4.0823
213,0,L_wrist,4.1497,4.2093
214,0,L_wrist,4.2440,4.2931
215,0,L_wrist,4.3122,4.3388
216,0,L_ankle,4.3673,4.3673
217,0,L_ankle,4.3894,4.3894
218,0,L_ankle,4.3876,4.3876
219,1,L_ankle,4.3832,4.3832
220,0,L_ankle,4.3606,4.3606
221,0,L_ankle,4.3389,4.3389
222,0,L_ankle,4.3234,4.3234
223,0,L_ankle,4.3205,4.3205
224,0,L_ankle,4.3142,4.3142
225,0,L_ankle,4.3122,4.3122
226,1,L_ankle,4.3050,4.3050
227,0,L_ankle,4.2949,4.2949
228,0,L_ankle,4.2956,4.2956
229,0,L_ankle,4.2916,4.2916
230,0,L_ankle,4.2861,4.2861
231,0,L_ankle,4.2819,4.2819
232,0,L_ankle,4.2769,4.2769
233,0,L_ankle,4.2706,4.2706
234,0,L_ankle,4.2650,4.2650
235,0,L_ankle,4.2653,4.2653
236,0,L_ankle,4.2680,4.2680
237,0,L_ankle,4.2761,4.2761
238,0,L_wrist,4.2822,4.2836
239,0,L_wrist,4.2794,4.2846
240,0,L_wrist,4.2832,4.2906
241,0,L_wrist,4.2841,4.2956
242,0,L_wrist,4.2826,4.2941
