frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
97,4.000000,-0.342124,0.332586,3.839829,1.000000,0.000000,0.000000,0.000000,0.128772,shared_fullimg_cam,509.149,487.203,49.251,3.763849,0.731194,L1
98,4.041667,-0.311024,0.486017,3.842189,1.000000,0.000000,0.000000,0.000000,0.120152,shared_fullimg_cam,521.117,545.771,45.926,3.818433,0.839655,L1
99,4.083333,-0.272683,0.666201,3.847202,1.000000,0.000000,0.000000,0.000000,0.120128,shared_fullimg_cam,535.908,614.311,45.857,3.822841,0.899763,L1
100,4.125000,-0.250503,0.661057,3.854675,1.000000,0.000000,0.000000,0.000000,0.119330,shared_fullimg_cam,544.560,611.858,45.464,3.856460,0.925008,L1
101,4.166667,-0.230907,0.555571,3.863630,1.000000,0.000000,0.000000,0.000000,0.120036,shared_fullimg_cam,552.230,571.178,45.627,3.863640,0.859306,L1
102,4.208333,-0.224125,0.460475,3.873147,1.000000,0.000000,0.000000,0.000000,0.135726,shared_fullimg_cam,555.017,534.601,51.464,3.877963,0.830025,L1
103,4.250000,-0.208091,0.387122,3.882310,1.000000,0.000000,0.000000,0.000000,0.126393,shared_fullimg_cam,561.283,506.441,47.812,3.891641,0.926496,L1
104,4.291667,-0.199483,0.334947,3.890332,1.000000,0.000000,0.000000,0.000000,0.123666,shared_fullimg_cam,564.695,486.443,46.684,3.902320,0.890249,L1
105,4.333333,-0.186792,0.292444,3.896748,1.000000,0.000000,0.000000,0.000000,0.125104,shared_fullimg_cam,569.602,470.216,47.149,3.905966,0.814984,L1
106,4.375000,-0.176615,0.267755,3.901475,1.000000,0.000000,0.000000,0.000000,0.125056,shared_fullimg_cam,573.518,460.789,47.074,3.907144,0.824720,L1
107,4.416667,-0.169177,0.261444,3.904671,1.000000,0.000000,0.000000,0.000000,0.125416,shared_fullimg_cam,576.370,458.333,47.171,3.907358,0.772383,L1
108,4.458333,-0.155502,0.276287,3.906651,1.000000,0.000000,0.000000,0.000000,0.125730,shared_fullimg_cam,581.543,463.863,47.265,3.903872,0.751216,L1
109,4.500000,-0.140748,0.333074,3.907794,1.000000,0.000000,0.000000,0.000000,0.123758,shared_fullimg_cam,587.105,485.174,46.510,3.902608,0.826163,L1
110,4.541667,-0.125012,0.442882,3.908415,1.000000,0.000000,0.000000,0.000000,0.128110,shared_fullimg_cam,593.026,526.415,48.138,3.902076,0.903148,L1
111,4.583333,-0.107501,0.583344,3.908688,1.000000,0.000000,0.000000,0.000000,0.122748,shared_fullimg_cam,599.609,579.179,46.120,3.910140,0.741980,L1
112,4.625000,-0.099862,0.708870,3.908580,1.000000,0.000000,0.000000,0.000000,0.125318,shared_fullimg_cam,602.478,626.350,47.087,3.911015,0.888772,L1
113,4.666667,-0.118879,0.632914,3.908091,1.000000,0.000000,0.000000,0.000000,0.123940,shared_fullimg_cam,595.327,597.840,46.575,3.910942,0.760286,L1
114,4.708333,-0.126916,0.514870,3.907297,1.000000,0.000000,0.000000,0.000000,0.119126,shared_fullimg_cam,592.297,553.520,44.775,3.909306,0.829392,L1
115,4.750000,-0.138533,0.413925,3.906339,1.000000,0.000000,0.000000,0.000000,0.126984,shared_fullimg_cam,587.918,515.617,47.740,3.900572,0.824869,L1
116,4.791667,-0.147345,0.341014,3.905415,1.000000,0.000000,0.000000,0.000000,0.124858,shared_fullimg_cam,584.592,488.236,46.952,3.901831,0.802017,L1
117,4.833333,-0.157674,0.287035,3.904565,1.000000,0.000000,0.000000,0.000000,0.124459,shared_fullimg_cam,580.695,467.961,46.812,3.904344,0.795770,L1
