frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
134,4.433333,-0.624793,0.135477,5.876031,1.000000,0.000000,0.000000,0.000000,0.110217,shared_fullimg_cam,725.767,590.790,41.320,6.778474,0.080299,L1_L2ground_size
135,4.466667,-0.612032,0.133827,5.855512,1.000000,0.000000,0.000000,0.000000,0.109494,shared_fullimg_cam,729.747,590.347,41.193,6.786818,0.082088,L1_L2ground_size
136,4.500000,-0.600180,0.143516,5.840595,1.000000,0.000000,0.000000,0.000000,0.111628,shared_fullimg_cam,733.629,594.130,42.103,6.782556,0.078359,L1_L2ground_size
137,4.533333,-0.590670,0.171218,5.836508,1.000000,0.000000,0.000000,0.000000,0.112350,shared_fullimg_cam,737.060,604.624,42.405,6.866184,0.077139,L1_L2ground_size
138,4.566667,-0.574775,0.226837,5.845338,1.000000,0.000000,0.000000,0.000000,0.111085,shared_fullimg_cam,743.387,625.487,41.864,6.911856,0.103572,L1_L2ground_size
139,4.600000,-0.578120,0.226721,5.864576,1.000000,0.000000,0.000000,0.000000,0.111450,shared_fullimg_cam,742.841,625.163,41.864,6.928471,0.102918,L1_L2ground_size
140,4.633333,-0.574892,0.273292,5.889898,1.000000,0.000000,0.000000,0.000000,0.109349,shared_fullimg_cam,744.982,642.215,40.898,7.259844,0.099689,L1_L2ground_size
141,4.666667,-0.571160,0.343393,5.914435,1.000000,0.000000,0.000000,0.000000,0.107506,shared_fullimg_cam,747.264,667.901,40.042,7.760531,0.117914,L1_L2ground_size
142,4.700000,-0.568291,0.426996,5.933246,1.000000,0.000000,0.000000,0.000000,0.110970,shared_fullimg_cam,749.004,698.536,41.201,8.711865,0.198907,L1_L2ground_size
143,4.733333,-0.568300,0.430246,5.947638,1.000000,0.000000,0.000000,0.000000,0.110758,shared_fullimg_cam,749.511,699.356,41.023,8.460626,0.198762,L1_L2ground_size
144,4.766667,-0.562934,0.511877,5.959803,1.000000,0.000000,0.000000,0.000000,0.112935,shared_fullimg_cam,751.924,729.204,41.744,7.191421,0.149896,L1_L2ground_size
145,4.800000,-0.559414,0.600569,5.973118,1.000000,0.000000,0.000000,0.000000,0.113372,shared_fullimg_cam,753.686,761.492,41.812,6.617658,0.180168,L1_L2ground_size
146,4.833333,-0.556669,0.652265,5.986078,1.000000,0.000000,0.000000,0.000000,0.107379,shared_fullimg_cam,755.143,780.037,39.516,6.527605,0.222684,L1_L2ground_size
147,4.866667,-0.560601,0.571958,5.991275,1.000000,0.000000,0.000000,0.000000,0.110015,shared_fullimg_cam,753.875,750.301,40.451,6.581150,0.141900,L1_L2ground_size
148,4.900000,-0.561284,0.469846,5.987969,1.000000,0.000000,0.000000,0.000000,0.110044,shared_fullimg_cam,753.510,712.851,40.484,6.869113,0.117124,L1_L2ground_size
149,4.933333,-0.560282,0.466688,5.975863,1.000000,0.000000,0.000000,0.000000,0.109426,shared_fullimg_cam,753.461,712.037,40.338,6.884426,0.114037,L1_L2ground_size
