frame,time,ball_u,floor_depth_proxy,floor_row_proxy
65,2.133333,739.344,3.193666,218.000
66,2.166667,741.565,3.196944,218.000
67,2.200000,742.400,3.224529,218.000
68,2.233333,741.873,3.233840,218.000
69,2.266667,742.967,3.246810,218.000
70,2.300000,743.586,3.241876,218.000
71,2.333333,743.302,3.235834,218.000
72,2.366667,745.234,3.248763,218.000
73,2.400000,747.113,3.230547,218.000
74,2.433333,746.693,3.232171,218.000
75,2.466667,748.390,3.225148,218.000
76,2.500000,748.169,3.187363,218.000
77,2.533333,747.893,3.205008,218.000
78,2.566667,748.479,3.190024,218.000
79,2.600000,748.482,3.191933,218.000
80,2.633333,749.094,3.157511,218.000
81,2.666667,750.500,3.171843,218.000
82,2.700000,748.857,3.138411,218.000
83,2.733333,748.465,3.137295,218.000
84,2.766667,747.185,3.161517,218.000
85,2.800000,748.793,3.171726,218.000
86,2.833333,752.201,3.139013,218.000
87,2.866667,757.000,3.197868,218.000
88,2.900000,749.027,3.100232,218.000
89,2.933333,748.570,3.099790,218.000
90,2.966667,751.506,3.132213,218.000
91,3.000000,746.814,3.150416,218.000
92,3.033333,746.605,3.175081,218.000
93,3.066667,745.465,3.199820,218.000
94,3.100000,745.406,3.197343,218.000
95,3.133333,742.471,3.247923,218.000
96,3.166667,742.668,3.276437,218.000
97,3.200000,740.930,3.265478,218.000
98,3.233333,741.473,3.267543,218.000
99,3.266667,739.638,3.294317,218.000
100,3.300000,739.977,3.245602,218.000
101,3.333333,740.500,3.238271,218.000
102,3.366667,740.020,3.246890,218.000
103,3.400000,738.500,3.176220,218.000
104,3.433333,738.722,3.177509,218.000
105,3.466667,738.731,3.167509,218.000
106,3.500000,739.830,3.202913,218.000
107,3.533333,734.000,3.154006,218.000
108,3.566667,731.116,3.173276,218.000
109,3.600000,730.417,3.171717,218.000
110,3.633333,729.995,3.212373,218.000
111,3.666667,726.264,3.162281,218.000
112,3.700000,724.233,3.167693,218.000
113,3.733333,724.184,3.172202,218.000
114,3.766667,722.227,3.204308,218.000
115,3.800000,720.256,3.212640,218.000
116,3.833333,718.889,3.199801,218.000
117,3.866667,718.000,3.198385,218.000
118,3.900000,713.628,3.250900,218.000
119,3.933333,713.000,3.249567,218.000
120,3.966667,712.446,3.271011,218.000
121,4.000000,709.000,3.313329,218.000
122,4.033333,705.763,3.248058,218.000
123,4.066667,703.174,3.193137,218.000
124,4.100000,701.500,3.199667,218.000
125,4.133333,703.779,3.233778,218.000
126,4.166667,709.155,3.240865,218.000
127,4.200000,709.276,3.163009,218.000
128,4.233333,709.523,3.161622,218.000
129,4.266667,714.000,3.215004,218.000
130,4.300000,717.568,3.230156,218.000
131,4.333333,720.256,3.202228,218.000
132,4.366667,723.979,3.188915,218.000
133,4.400000,724.317,3.199810,218.000
134,4.433333,724.129,3.197140,218.000
135,4.466667,727.251,3.216076,218.000
136,4.500000,730.942,3.270251,218.000
137,4.533333,734.635,3.240955,218.000
138,4.566667,736.122,3.278456,218.000
139,4.600000,736.122,3.269816,218.000
140,4.633333,737.797,3.272380,218.000
141,4.666667,742.764,3.243515,218.000
142,4.700000,744.086,3.176986,218.000
143,4.733333,743.910,3.178996,218.000
144,4.766667,745.735,3.202044,218.000
145,4.800000,747.564,3.195154,218.000
146,4.833333,752.677,3.215993,218.000
147,4.866667,750.667,3.237085,218.000
148,4.900000,749.089,3.222938,218.000
149,4.933333,749.030,3.221150,218.000
150,4.966667,747.768,3.136718,218.000
151,5.000000,752.730,3.192091,218.000
152,5.033333,753.129,3.203429,218.000
153,5.066667,752.041,3.220612,218.000
154,5.100000,750.270,3.221902,218.000
155,5.133333,751.938,3.234473,218.000
156,5.166667,750.692,3.254345,218.000
157,5.200000,750.458,3.238442,218.000
158,5.233333,750.458,3.240062,218.000
159,5.266667,750.221,3.136730,218.000
160,5.300000,750.354,3.196218,218.000
161,5.333333,752.000,3.182971,218.000
162,5.366667,755.240,3.178975,218.000
163,5.400000,749.781,3.073631,218.000
164,5.433333,749.918,3.068887,218.000
165,5.466667,749.443,3.134011,218.000
166,5.500000,748.679,3.193569,218.000
167,5.533333,755.145,3.180576,218.000
168,5.566667,761.827,3.189677,218.000
169,5.600000,762.440,3.193614,218.000
170,5.633333,770.276,3.202350,218.000
171,5.666667,774.566,3.210984,218.000
172,5.700000,780.218,3.134065,218.000
173,5.733333,780.426,3.146710,218.000
174,5.766667,786.547,3.072545,218.000
175,5.800000,792.551,3.119717,218.000
176,5.833333,798.134,3.130176,218.000
177,5.866667,804.522,3.152976,218.000
178,5.900000,803.782,3.167274,218.000
179,5.933333,803.749,3.169122,218.000
180,5.966667,803.756,3.140081,218.000
181,6.000000,801.804,3.093777,218.000
182,6.033333,800.471,3.110269,218.000
183,6.066667,799.281,3.058727,218.000
184,6.100000,799.098,3.048911,218.000
185,6.133333,799.600,3.115637,218.000
186,6.166667,800.772,3.007543,218.000
187,6.200000,798.969,3.166619,218.000
188,6.233333,798.835,3.165906,218.000
189,6.266667,799.765,3.211239,218.000
190,6.300000,799.698,3.200864,218.000
191,6.333333,796.762,3.171578,218.000
192,6.366667,799.296,3.167716,218.000
193,6.400000,798.834,3.185953,218.000
194,6.433333,798.451,3.184762,218.000
195,6.466667,798.928,3.191352,218.000
196,6.500000,797.575,3.183213,218.000
197,6.533333,799.450,3.138993,218.000
198,6.566667,798.897,3.152604,218.000
199,6.600000,799.012,3.150968,218.000
200,6.633333,799.274,3.170116,218.000
201,6.666667,798.708,3.162845,218.000
202,6.700000,803.760,3.198017,218.000
203,6.733333,803.784,3.198120,218.000
204,6.766667,799.640,3.222893,218.000
205,6.800000,799.978,3.161211,218.000
206,6.833333,800.227,3.179461,218.000
207,6.866667,795.224,3.154193,218.000
208,6.900000,790.600,3.168094,218.000
209,6.933333,790.141,3.169530,218.000
210,6.966667,785.469,3.163629,218.000
211,7.000000,779.086,3.110648,218.000
212,7.033333,773.765,3.125611,218.000
213,7.066667,768.500,3.167133,218.000
214,7.100000,768.000,3.166346,218.000
215,7.133333,762.382,3.163408,218.000
216,7.166667,755.841,3.149505,218.000
217,7.200000,752.169,3.156717,218.000
218,7.233333,751.195,3.156250,218.000
219,7.266667,748.393,3.169829,218.000
220,7.300000,743.436,3.167500,218.000
221,7.333333,736.971,3.197622,218.000
222,7.366667,732.317,3.219747,218.000
223,7.400000,727.703,3.197255,218.000
224,7.433333,727.546,3.194316,218.000
225,7.466667,724.446,3.183542,218.000
226,7.500000,719.989,3.217019,218.000
227,7.533333,715.989,3.212530,218.000
228,7.566667,711.827,3.183900,218.000
229,7.600000,711.639,3.184355,218.000
230,7.633333,709.321,3.192820,218.000
231,7.666667,703.494,3.200021,218.000
232,7.700000,699.955,3.178151,218.000
233,7.733333,699.793,3.178508,218.000
234,7.766667,697.500,3.197404,218.000
235,7.800000,695.439,3.210114,218.000
236,7.833333,692.401,3.212696,218.000
237,7.866667,689.715,3.210184,218.000
238,7.900000,687.505,3.205875,218.000
239,7.933333,687.605,3.209761,218.000
240,7.966667,685.315,3.219671,218.000
241,8.000000,682.782,3.197339,218.000
242,8.033333,680.368,3.182673,218.000
