case,result_name,frame,time,object_tx,object_ty,object_tz,object_qw,object_qx,object_qy,object_qz,object_pose_source,human_site_id,human_body_part,human_side,human_x,human_y,human_z,human_coordinate_frame,human_confidence,human_source,contact_state,contact_type,contact_part,audio_score,audio_anchor_type
15_suitcase_drag,final_full_6d,32,1.291667,-0.382730771,0.841517033,4.529514149,0.660573279,0.689912468,0.220507496,-0.197585864,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.197203,0.001892,4.456689,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,32,1.291667,-0.382730771,0.841517033,4.529514149,0.660573279,0.689912468,0.220507496,-0.197585864,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.198653,0.004851,3.859143,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,33,1.333333,-0.379890133,0.841057012,4.523748914,0.662853136,0.686882820,0.223086655,-0.197610869,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.187530,0.008634,4.459930,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,33,1.333333,-0.379890133,0.841057012,4.523748914,0.662853136,0.686882820,0.223086655,-0.197610869,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.202233,0.003176,3.869680,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,34,1.375,-0.382174914,0.838868750,4.499445652,0.673193219,0.671946623,0.236337092,-0.198603639,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.173679,0.015160,4.461109,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,34,1.375,-0.382174914,0.838868750,4.499445652,0.673193219,0.671946623,0.236337092,-0.198603639,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.204734,0.002539,3.878324,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,35,1.416667,-0.400457576,0.834198945,4.461343738,0.693091729,0.638373180,0.266710048,-0.202408715,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.157894,0.021365,4.458729,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,35,1.416667,-0.400457576,0.834198945,4.461343738,0.693091729,0.638373180,0.266710048,-0.202408715,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.205994,0.003019,3.884152,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,36,1.458333,-0.433096258,0.827460583,4.437467854,0.712593531,0.593531707,0.309094156,-0.210692611,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.142138,0.026671,4.453377,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,36,1.458333,-0.433096258,0.827460583,4.437467854,0.712593531,0.593531707,0.309094156,-0.210692611,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.205732,0.004373,3.886748,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,37,1.5,-0.466942082,0.822829078,4.455149680,0.720123772,0.554366975,0.351877325,-0.224235053,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.127661,0.030456,4.448259,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,37,1.5,-0.466942082,0.822829078,4.455149680,0.720123772,0.554366975,0.351877325,-0.224235053,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.203489,0.006090,3.886358,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,38,1.541667,-0.492043576,0.824573663,4.512194506,0.713810828,0.530739220,0.387576856,-0.242020997,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.115346,0.032468,4.446010,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,38,1.541667,-0.492043576,0.824573663,4.512194506,0.713810828,0.530739220,0.387576856,-0.242020997,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.198972,0.007615,3.883810,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,39,1.583333,-0.506520187,0.827605359,4.547620741,0.700238264,0.519564953,0.414625008,-0.260393426,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.105969,0.032346,4.444646,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,39,1.583333,-0.506520187,0.827605359,4.547620741,0.700238264,0.519564953,0.414625008,-0.260393426,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,right_palm,hand,right,0.192418,0.008671,3.880035,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
15_suitcase_drag,final_full_6d,40,1.625,-0.513375925,0.826886562,4.528717289,0.686592370,0.514117829,0.433788804,-0.275864186,samples_known_object/15_suitcase_drag/results/ablation_evaluation/frozen_poses/full_object_pose_6d.csv,left_palm,hand,left,-0.100297,0.029828,4.439619,gvhmr_incam,1.0,hamer_palm_site_export,,,,,
