frame,time,contact_active,human_part,human_side,object_part,object_local_id,contact_u,contact_v,contact_depth_offset_m,contact_conf,anchor_score,source
183,7.583333,0,none,right,none,boundary_063,577.000,425.000,-0.003120,0.873100,0.000000,hand_floor_from_anchor_floor_candidates
184,7.625000,0,none,right,none,boundary_057,590.000,454.000,-0.009672,0.957871,0.000000,hand_floor_from_anchor_floor_candidates
185,7.666667,0,none,right,none,boundary_063,584.000,490.000,0.038978,0.655630,0.555981,hand_floor_from_anchor_floor_candidates
186,7.708333,1,floor,,floor_support,boundary_063,581.000,573.000,0.201714,0.251229,1.000000,hand_floor_from_anchor_floor_candidates
187,7.750000,0,none,right,none,boundary_062,583.000,574.000,0.217583,0.258338,1.000000,hand_floor_from_anchor_floor_candidates
188,7.791667,0,none,right,none,boundary_000,567.000,525.000,-0.019470,0.374590,0.760851,hand_floor_from_anchor_floor_candidates
189,7.833333,0,none,right,none,boundary_002,573.000,487.000,-0.036593,0.680983,0.173343,hand_floor_from_anchor_floor_candidates
190,7.875000,0,none,right,none,boundary_003,559.000,464.000,-0.032280,0.702049,0.000000,hand_floor_from_anchor_floor_candidates
191,7.916667,0,none,right,none,boundary_002,549.000,434.000,0.107191,0.883767,0.000000,hand_floor_from_anchor_floor_candidates
192,7.958333,0,none,right,none,boundary_000,543.000,420.000,0.096311,0.953180,0.000000,hand_floor_from_anchor_floor_candidates
