frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,anchor_dist3d_m,source
63,2.066667,-0.657581,-0.581261,6.580103,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.762,331.639,,740.762,331.639,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965732,6.783067,740.762,331.639,725.000,380.000,0.093261,0.093261,6.675652,6.584680,5.592830,6.584680,-0.107415,1.659122,sequence_se3_optimizer
64,2.100000,-0.654060,-0.615164,6.569560,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.644,331.136,,740.644,331.136,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965012,6.784360,740.644,331.136,726.000,380.000,0.083061,0.083061,6.655147,6.573511,5.589832,6.573511,-0.129214,1.660410,sequence_se3_optimizer
65,2.133333,-0.650676,-0.648486,6.559067,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,739.000,322.000,,739.000,322.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965478,6.766666,739.000,322.000,727.000,359.000,30.078560,0.000000,6.561384,6.562342,5.584080,6.562342,-0.205282,1.684271,sequence_se3_optimizer
66,2.166667,-0.647351,-0.681320,6.548557,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.410,300.780,,741.410,300.780,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965444,6.758062,741.410,300.780,731.000,343.000,30.118991,0.000000,6.550307,6.551173,5.573261,6.551173,-0.207755,1.745817,sequence_se3_optimizer
67,2.200000,-0.644153,-0.682844,6.538030,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.876,289.768,,742.876,289.768,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966904,6.746090,742.876,289.768,733.000,334.000,-0.094519,-0.094519,6.444824,6.540004,5.555459,6.540004,-0.301267,1.779396,sequence_se3_optimizer
68,2.233333,-0.641012,-0.683772,6.527512,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.253,290.267,,743.253,290.267,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966239,6.736064,743.253,290.267,731.000,334.000,-0.021926,-0.021926,6.506583,6.528835,5.548757,6.528835,-0.229481,1.776085,sequence_se3_optimizer
69,2.266667,-0.637880,-0.684166,6.516951,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.808,287.364,,743.808,287.364,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.966362,6.726187,743.808,287.364,734.000,328.000,30.176993,0.000000,6.517396,6.517666,5.545225,6.517666,-0.208791,1.783989,sequence_se3_optimizer
70,2.300000,-0.634721,-0.684064,6.506302,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.791,289.624,,744.791,289.624,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965999,6.719376,744.791,289.624,737.000,330.000,30.163286,0.000000,6.506253,6.506498,5.609003,6.506498,-0.213123,1.777188,sequence_se3_optimizer
71,2.333333,-0.631517,-0.681590,6.495477,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.361,293.179,,744.361,293.179,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965139,6.711821,744.361,293.179,735.000,334.000,0.081958,0.081958,6.576896,6.495329,5.644243,6.495329,-0.134925,1.765393,sequence_se3_optimizer
72,2.366667,-0.628290,-0.676302,6.484510,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,746.498,302.977,,746.498,302.977,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.965393,6.704587,746.498,302.977,745.000,344.000,0.015348,0.015348,6.499013,6.484160,5.673304,6.484160,-0.205574,1.739519,sequence_se3_optimizer
73,2.400000,-0.625092,-0.659939,6.473417,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.150,319.512,,748.150,319.512,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.963527,6.707830,748.150,319.512,731.000,356.000,30.136493,0.000000,6.472410,6.472991,5.679805,6.472991,-0.235420,1.694052,sequence_se3_optimizer
74,2.433333,-0.621994,-0.640885,6.462246,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.607,320.629,,748.607,320.629,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956358,6.707711,748.607,320.629,735.000,356.000,30.139490,0.000000,6.460595,6.461822,5.702903,6.461822,-0.247116,1.684718,sequence_se3_optimizer
75,2.466667,-0.619065,-0.588672,6.451034,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.805,337.679,,749.805,337.679,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942695,6.695614,749.805,337.679,738.000,375.000,0.055558,0.055558,6.504579,6.450653,5.765690,6.450653,-0.191035,1.621302,sequence_se3_optimizer
76,2.500000,-0.616360,-0.519372,6.439810,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.508,360.670,,750.508,360.670,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.925117,6.683561,750.508,360.670,731.000,397.000,30.078836,0.000000,6.437442,6.439484,5.842658,6.439484,-0.246120,1.535681,sequence_se3_optimizer
77,2.533333,-0.613954,-0.441413,6.428616,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.450,390.604,,750.450,390.604,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.908080,6.657537,750.450,390.604,740.000,427.000,30.025350,0.000000,6.425905,6.428316,5.846794,6.428316,-0.231633,1.426057,sequence_se3_optimizer
78,2.566667,-0.611883,-0.361268,6.417478,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.857,421.011,,752.857,421.011,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.895331,6.634738,752.857,421.011,735.000,457.000,29.798911,0.000000,6.414403,6.417147,5.872173,6.417147,-0.220335,1.320382,sequence_se3_optimizer
79,2.600000,-0.610143,-0.279688,6.406394,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,753.021,422.541,,753.021,422.541,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.885755,6.607553,753.021,422.541,735.000,457.000,29.686597,0.000000,6.402470,6.405978,5.911569,6.405978,-0.205083,1.295844,sequence_se3_optimizer
80,2.633333,-0.608700,-0.196338,6.395316,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,752.208,458.373,,752.208,458.373,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.872569,6.577150,752.208,458.373,739.000,495.000,29.914649,0.000000,6.391003,6.394809,5.927156,6.394809,-0.186148,1.167074,sequence_se3_optimizer
81,2.666667,-0.607482,-0.111500,6.384170,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.915,496.014,,749.915,496.014,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.855534,6.538516,749.915,496.014,738.000,533.000,0.041857,0.041857,6.421546,6.383640,6.023659,6.383640,-0.116969,1.024356,sequence_se3_optimizer
82,2.700000,-0.606508,-0.023755,6.372761,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.826,541.187,,749.826,541.187,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.829537,6.496181,749.826,541.187,744.000,582.000,29.915344,0.000000,6.368703,6.372471,6.344843,6.372471,-0.127478,0.853285,sequence_se3_optimizer
83,2.733333,-0.605704,0.064697,6.361116,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.961,543.330,,749.961,543.330,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.807162,6.450233,749.961,543.330,744.000,582.000,0.019233,0.019233,6.377158,6.361302,6.404861,6.361302,-0.073074,0.813143,sequence_se3_optimizer
84,2.766667,-0.605148,0.153793,6.348865,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.221,592.473,,750.221,592.473,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.756940,6.395892,750.221,592.473,739.000,630.000,0.355920,0.355920,6.703242,6.350134,6.318473,6.350134,0.307349,0.610691,sequence_se3_optimizer
85,2.800000,-0.604823,0.242795,6.335718,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.415,646.871,,750.415,646.871,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.697362,6.362325,750.415,646.871,752.000,677.000,2.080746,0.000000,6.336965,6.338965,6.988802,6.338965,-0.025360,0.390757,sequence_se3_optimizer
86,2.833333,-0.605007,0.248527,6.320812,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.690,705.028,,749.690,705.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,left,left_foot,left_foot,0.648565,6.322186,749.690,705.028,767.000,735.000,0.564015,0.564015,6.890778,6.327796,7.652681,6.327796,0.568592,0.180348,sequence_se3_optimizer
87,2.866667,-0.605288,0.252815,6.305582,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.134,732.573,,749.134,732.573,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,left,left_foot,left_foot,0.637004,6.316627,749.134,732.573,768.000,756.000,-1.860545,0.000000,6.316627,6.316627,8.586805,6.316627,0.000000,0.102432,sequence_se3_optimizer
88,2.900000,-0.605631,0.256123,6.290021,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.427,700.441,,749.427,700.441,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.667221,6.324953,749.427,700.441,761.000,731.000,7.542696,0.000000,6.298321,6.298698,8.724409,6.298698,-0.026632,0.214663,sequence_se3_optimizer
89,2.933333,-0.606021,0.258877,6.274144,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.669,698.530,,749.669,698.530,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.700078,6.346881,749.669,698.530,755.000,732.000,6.433900,0.000000,6.280010,6.280769,8.616669,6.280769,-0.066871,0.257686,sequence_se3_optimizer
90,2.966667,-0.606463,0.260702,6.257715,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,747.153,676.864,,747.153,676.864,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.753248,6.378629,747.153,676.864,755.000,710.000,19.809847,0.000000,6.262063,6.262840,8.694907,6.262840,-0.116566,0.382766,sequence_se3_optimizer
91,3.000000,-0.606891,0.261866,6.240782,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.886,652.106,,743.886,652.106,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.816818,6.417973,743.886,652.106,736.000,678.000,0.355986,0.355986,6.600231,6.244911,8.988524,6.244911,0.182258,0.533236,sequence_se3_optimizer
92,3.033333,-0.607214,0.262569,6.223420,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.780,633.705,,743.780,633.705,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.874745,6.447020,743.780,633.705,745.000,667.000,0.581684,0.581684,6.808156,6.226981,8.350542,6.226981,0.361137,0.661843,sequence_se3_optimizer
93,3.066667,-0.607375,0.263085,6.205774,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.111,622.901,,742.111,622.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.912647,6.474052,742.111,622.901,745.000,663.000,28.632013,0.000000,6.208636,6.209052,7.582720,6.209052,-0.265416,0.752465,sequence_se3_optimizer
94,3.100000,-0.607355,0.263654,6.188015,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.809,622.113,,741.809,622.113,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.927800,6.494280,741.809,622.113,745.000,663.000,28.650083,0.000000,6.190748,6.191123,6.614482,6.191123,-0.303532,0.788941,sequence_se3_optimizer
95,3.133333,-0.607168,0.264413,6.170282,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.106,619.174,,741.106,619.174,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939330,6.500692,741.106,619.174,747.000,659.000,28.658214,0.000000,6.172881,6.173194,6.358665,6.173194,-0.327811,0.819683,sequence_se3_optimizer
96,3.166667,-0.606851,0.265433,6.152689,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.166,620.595,,742.166,620.595,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945571,6.493464,742.166,620.595,738.000,659.000,-2.013974,0.000000,6.155014,6.155265,6.146060,6.155265,-0.338450,0.827766,sequence_se3_optimizer
97,3.200000,-0.606452,0.266744,6.135373,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.500,626.500,,740.500,626.500,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948775,6.482755,740.500,626.500,732.000,665.000,-1.445097,0.000000,6.137077,6.137336,6.119678,6.137336,-0.345678,0.817903,sequence_se3_optimizer
98,3.233333,-0.606028,0.268313,6.118501,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.854,626.938,,740.854,626.938,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950547,6.481066,740.854,626.938,738.000,667.000,-0.929429,-0.929429,5.189813,6.119407,6.179110,6.119407,-1.291253,0.828878,sequence_se3_optimizer
99,3.266667,-0.605660,0.270056,6.102278,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.964,629.445,,741.964,629.445,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951660,6.479768,741.964,629.445,726.000,671.000,-0.167794,-0.167794,5.933631,6.101478,6.345945,6.101478,-0.546136,0.832942,sequence_se3_optimizer
100,3.300000,-0.605469,0.271834,6.087060,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.128,646.028,,742.128,646.028,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947617,6.477260,742.128,646.028,730.000,691.000,6.101841,0.000000,6.083498,6.083549,6.242263,6.083549,-0.393761,0.798118,sequence_se3_optimizer
101,3.333333,-0.605609,0.273401,6.073575,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.449,672.964,,743.449,672.964,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.817118,6.155277,743.449,672.964,722.000,719.000,28.923151,0.000000,6.065545,6.065620,6.069256,6.065620,-0.089732,0.524655,sequence_se3_optimizer
102,3.366667,-0.606282,0.274478,6.066494,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,743.445,701.887,,743.445,701.887,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.768735,6.071612,743.445,701.887,716.000,743.000,6.249532,0.000000,6.047629,6.047690,6.131514,6.047690,-0.023983,0.352665,sequence_se3_optimizer
103,3.400000,-0.607330,0.275171,6.061324,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.455,728.398,,742.455,728.398,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,right,right_foot,right_foot,0.717508,6.017938,742.455,728.398,722.000,776.000,-1.876007,0.000000,6.029727,6.029761,6.129268,6.029761,0.011790,0.214085,sequence_se3_optimizer
104,3.433333,-0.608660,0.275595,6.057116,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,742.280,729.242,,742.280,729.242,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,1,0,1,0,1,0,foot,right,right_foot,right_foot,0.714968,6.011832,742.280,729.242,726.000,777.000,-1.881291,0.000000,6.011832,6.011832,6.130926,6.011832,0.000000,0.208844,sequence_se3_optimizer
105,3.466667,-0.610312,0.275770,6.053723,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,740.928,702.666,,740.928,702.666,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.748187,6.050996,740.928,702.666,728.000,744.000,6.128179,0.000000,6.018667,6.018810,5.997190,6.018810,-0.032329,0.316680,sequence_se3_optimizer
106,3.500000,-0.612452,0.275639,6.051569,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,738.009,676.460,,738.009,676.460,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.801684,6.112870,738.009,676.460,731.000,718.000,26.799161,0.000000,6.025509,6.025787,5.909076,6.025787,-0.087361,0.455397,sequence_se3_optimizer
107,3.533333,-0.615290,0.275182,6.052064,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,735.443,651.343,,735.443,651.343,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.862624,6.198735,735.443,651.343,724.000,695.000,29.674421,0.000000,6.032422,6.032765,6.112475,6.032765,-0.166313,0.615913,sequence_se3_optimizer
108,3.566667,-0.618599,0.274662,6.054624,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.526,635.496,,732.526,635.496,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949032,6.554491,732.526,635.496,714.000,670.000,29.799957,0.000000,6.039300,6.039742,6.146594,6.039742,-0.515191,0.886913,sequence_se3_optimizer
109,3.600000,-0.622019,0.274244,6.057663,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.823,633.213,,731.823,633.213,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951276,6.569620,731.823,633.213,715.000,671.000,30.494171,0.000000,6.046141,6.046720,5.913654,6.046720,-0.523480,0.897976,sequence_se3_optimizer
110,3.633333,-0.625571,0.274022,6.061210,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.261,618.901,,741.261,618.901,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.953848,6.546326,741.261,618.901,717.000,660.000,30.168844,0.000000,6.053342,6.053697,5.672062,6.053697,-0.492985,0.920853,sequence_se3_optimizer
111,3.666667,-0.629285,0.274060,6.065227,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,732.957,615.410,,732.957,615.410,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954870,6.539706,732.957,615.410,715.000,651.000,-0.960427,-0.960427,5.099809,6.060675,5.313163,6.060675,-1.439896,0.918302,sequence_se3_optimizer
112,3.700000,-0.633296,0.275059,6.070241,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,730.039,610.972,,730.039,610.972,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954053,6.538313,730.039,610.972,709.000,647.000,-1.001949,0.000000,6.067270,6.067652,5.035435,6.067652,-0.471043,0.921094,sequence_se3_optimizer
113,3.733333,-0.637381,0.276413,6.075518,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,729.350,610.753,,729.350,610.753,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951183,6.531316,729.350,610.753,712.000,647.000,-0.925954,-0.925954,5.148370,6.074630,4.889572,6.074630,-1.382946,0.910613,sequence_se3_optimizer
114,3.766667,-0.641509,0.277981,6.080930,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.646,612.999,,727.646,612.999,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948562,6.534696,727.646,612.999,710.000,649.000,-0.812673,-0.812673,5.268663,6.081607,4.883173,6.081607,-1.266033,0.899243,sequence_se3_optimizer
115,3.800000,-0.645703,0.279811,6.086507,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,727.010,620.145,,727.010,620.145,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947260,6.533862,727.010,620.145,715.000,655.000,-0.688110,-0.688110,5.400201,6.088585,4.991440,6.088585,-1.133662,0.875688,sequence_se3_optimizer
116,3.833333,-0.650018,0.282183,6.092374,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,724.708,624.816,,724.708,624.816,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947095,6.517689,724.708,624.816,721.000,667.000,0.010354,0.010354,6.105603,6.095562,5.133543,6.095562,-0.412086,0.849686,sequence_se3_optimizer
117,3.866667,-0.654502,0.286119,6.098765,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,723.738,628.195,,723.738,628.195,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950080,6.515227,723.738,628.195,722.000,667.000,0.063189,0.063189,6.165373,6.102540,5.495071,6.102540,-0.349854,0.838542,sequence_se3_optimizer
118,3.900000,-0.659057,0.290950,6.105562,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.984,640.907,,722.984,640.907,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952163,6.536375,722.984,640.907,701.000,685.000,30.221325,0.000000,6.108996,6.109517,5.575937,6.109517,-0.427378,0.817477,sequence_se3_optimizer
119,3.933333,-0.663559,0.296191,6.112624,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,722.371,646.447,,722.371,646.447,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.954443,6.533274,722.371,646.447,703.000,686.000,30.250908,0.000000,6.115849,6.116495,5.812554,6.116495,-0.417426,0.800257,sequence_se3_optimizer
120,3.966667,-0.667853,0.301495,6.119859,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,718.847,667.274,,718.847,667.274,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.956091,6.521947,718.847,667.274,700.000,702.000,28.565803,0.000000,6.122439,6.123472,5.801578,6.123472,-0.399508,0.740954,sequence_se3_optimizer
121,4.000000,-0.671726,0.306499,6.127179,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,715.966,694.234,,715.966,694.234,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.955074,6.514294,715.966,694.234,696.000,731.000,28.866682,0.000000,6.128955,6.130450,5.759545,6.130450,-0.385339,0.669424,sequence_se3_optimizer
122,4.033333,-0.674803,0.310703,6.134497,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,713.618,724.342,,713.618,724.342,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952002,6.536430,713.618,724.342,686.000,765.000,3.918080,0.000000,6.135452,6.137427,5.555263,6.137427,-0.400978,0.612121,sequence_se3_optimizer
123,4.066667,-0.676545,0.313207,6.141728,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.600,760.939,,706.600,760.939,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950676,6.517725,706.600,760.939,696.000,805.000,0.204630,0.204630,6.346447,6.144405,5.491998,6.144405,-0.171279,0.517615,sequence_se3_optimizer
124,4.100000,-0.677837,0.315192,6.148898,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,706.793,759.274,,706.793,759.274,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,right,right_foot,right_foot,0.880372,6.205692,706.793,759.274,677.000,799.000,-0.012718,-0.012718,6.136506,6.151382,8.355434,6.151382,-0.069186,0.306174,sequence_se3_optimizer
125,4.133333,-0.678832,0.316843,6.156061,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,705.451,757.179,,705.451,757.179,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,1,0,foot,right,right_foot,right_foot,0.867800,6.196051,705.451,757.179,685.000,803.000,-1.659613,0.000000,6.156502,6.158360,11.494836,6.158360,-0.039549,0.284834,sequence_se3_optimizer
