frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,anchor_dist3d_m,source
189,6.266667,-0.427685,-0.375756,5.922526,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.779,377.221,,802.779,377.221,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951699,6.552811,802.779,377.221,794.000,420.000,30.241360,0.000000,5.923381,5.923381,5.485362,5.923381,-0.629429,1.567318,sequence_se3_optimizer
190,6.300000,-0.428117,-0.375265,5.922618,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.911,375.271,,801.911,375.271,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.952854,6.529664,801.911,375.271,795.000,422.000,30.194412,0.000000,5.923381,5.923381,5.558458,5.923381,-0.606283,1.564073,sequence_se3_optimizer
191,6.333333,-0.428572,-0.374180,5.922715,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,797.452,383.394,,797.452,383.394,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.951901,6.523170,797.452,383.394,781.000,427.000,30.123059,0.000000,5.923381,5.923381,5.591014,5.923381,-0.599789,1.539225,sequence_se3_optimizer
192,6.366667,-0.429008,-0.372480,5.922814,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.039,398.964,,798.039,398.964,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.950629,6.527342,798.039,398.964,790.000,440.000,30.299396,0.000000,5.923381,5.923381,5.621475,5.923381,-0.603960,1.503540,sequence_se3_optimizer
193,6.400000,-0.429304,-0.342118,5.922902,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.500,418.000,,798.500,418.000,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.949533,6.524616,798.500,418.000,790.000,458.000,30.218858,0.000000,5.923381,5.923381,5.641147,5.923381,-0.601235,1.457252,sequence_se3_optimizer
194,6.433333,-0.429518,-0.311304,5.922979,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.049,418.829,,799.049,418.829,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.948558,6.514190,799.049,418.829,789.000,458.000,30.183841,0.000000,5.923381,5.923381,5.706389,5.923381,-0.590808,1.449483,sequence_se3_optimizer
195,6.466667,-0.429686,-0.280245,5.923052,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.681,419.284,,798.681,419.284,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947813,6.506526,798.681,419.284,788.000,458.000,30.183417,0.000000,5.923381,5.923381,5.773830,5.923381,-0.583144,1.443689,sequence_se3_optimizer
196,6.500000,-0.429814,-0.248882,5.923120,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.737,445.212,,799.737,445.212,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947822,6.496137,799.737,445.212,789.000,483.000,30.049298,0.000000,5.923381,5.923381,5.894348,5.923381,-0.572755,1.379306,sequence_se3_optimizer
197,6.533333,-0.429881,-0.216819,5.923183,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.971,473.306,,798.971,473.306,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947044,6.498937,798.971,473.306,786.000,512.000,29.865474,0.000000,5.923381,5.923381,6.154364,5.923381,-0.575556,1.314824,sequence_se3_optimizer
198,6.566667,-0.429824,-0.125323,5.923230,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.123,507.557,,798.123,507.557,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947532,6.501488,798.123,507.557,788.000,549.000,29.722783,0.000000,5.923381,5.923381,6.820956,5.923381,-0.578107,1.238555,sequence_se3_optimizer
199,6.600000,-0.429742,-0.033450,5.923271,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.458,511.446,,799.458,511.446,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.944004,6.508668,799.458,511.446,789.000,549.000,29.654746,0.000000,5.923381,5.923381,7.862309,5.923381,-0.585287,1.230996,sequence_se3_optimizer
200,6.633333,-0.429666,0.058849,5.923307,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,800.494,550.610,,800.494,550.610,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939983,6.512749,800.494,550.610,784.000,589.000,29.627955,0.000000,5.923381,5.923381,8.873578,5.923381,-0.589367,1.145201,sequence_se3_optimizer
201,6.666667,-0.429652,0.151725,5.923340,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.959,598.128,,802.959,598.128,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.934510,6.503902,802.959,598.128,780.000,632.000,29.615899,0.000000,5.923381,5.923381,9.087919,5.923381,-0.580521,1.038194,sequence_se3_optimizer
202,6.700000,-0.430384,0.260013,5.923357,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.366,653.906,,801.366,653.906,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.932002,6.489279,801.366,653.906,788.000,681.000,29.610474,0.000000,5.923381,5.923381,9.032108,5.923381,-0.565897,0.916618,sequence_se3_optimizer
203,6.733333,-0.431321,0.368454,5.923369,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,801.108,656.231,,801.108,656.231,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.928633,6.483523,801.108,656.231,793.000,683.000,29.608032,0.000000,5.923381,5.923381,8.677210,5.923381,-0.560141,0.903057,sequence_se3_optimizer
204,6.766667,-0.432543,0.477016,5.923379,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,802.345,716.156,,802.345,716.156,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.926693,6.479043,802.345,716.156,775.000,744.000,25.133022,0.000000,5.923381,5.923381,8.177251,5.923381,-0.555661,0.795368,sequence_se3_optimizer
205,6.800000,-0.434122,0.585597,5.923388,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,798.974,787.071,,798.974,787.071,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.926340,6.458617,798.974,787.071,768.000,807.000,0.059081,0.059081,5.982462,5.923381,7.337014,5.923381,-0.476154,0.679639,sequence_se3_optimizer
206,6.833333,-0.442089,0.690762,5.923390,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,799.446,851.837,,799.446,851.837,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,1,0,1,floor,,floor,left_foot,0.926126,6.447499,799.446,851.837,759.000,851.000,-0.790454,-0.790454,5.132927,5.923381,6.125801,5.923381,-1.314571,0.622514,sequence_se3_optimizer
207,6.866667,-0.451250,0.698811,5.923390,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.254,835.365,,795.254,835.365,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.927129,6.445594,795.254,835.365,756.000,845.000,-0.740207,-0.740207,5.183174,5.923381,4.917382,5.923381,-1.262419,0.624878,sequence_se3_optimizer
208,6.900000,-0.461000,0.704505,5.923389,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,790.518,811.945,,790.518,811.945,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.929629,6.452467,790.518,811.945,755.000,828.000,0.287368,0.287368,6.210749,5.923381,4.506349,5.923381,-0.241718,0.646443,sequence_se3_optimizer
209,6.933333,-0.470896,0.709892,5.923388,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,789.276,810.296,,789.276,810.296,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.932581,6.462844,789.276,810.296,754.000,827.000,0.445859,0.445859,6.369240,5.923381,4.366970,5.923381,-0.093604,0.660480,sequence_se3_optimizer
210,6.966667,-0.480979,0.715087,5.923387,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,783.525,794.014,,783.525,794.014,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.935955,6.478245,783.525,794.014,752.000,814.000,0.946141,0.946141,6.869522,5.923381,4.552490,5.923381,0.391277,0.688733,sequence_se3_optimizer
211,7.000000,-0.491194,0.720244,5.923386,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,777.987,782.366,,777.987,782.366,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.939528,6.489310,777.987,782.366,749.000,811.000,0.894881,0.894881,6.818262,5.923381,4.701865,5.923381,0.328953,0.710128,sequence_se3_optimizer
212,7.033333,-0.501635,0.725422,5.923385,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,772.487,781.925,,772.487,781.925,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.943270,6.499688,772.487,781.925,745.000,812.000,0.813120,0.813120,6.736501,5.923381,4.752838,5.923381,0.236813,0.717411,sequence_se3_optimizer
213,7.066667,-0.512243,0.730678,5.923384,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,768.855,786.784,,768.855,786.784,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.946397,6.509274,768.855,786.784,735.000,809.000,0.767764,0.767764,6.691145,5.923381,4.711850,5.923381,0.181871,0.718819,sequence_se3_optimizer
214,7.100000,-0.522923,0.735978,5.923384,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,768.695,787.088,,768.695,787.088,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947073,6.510724,768.695,787.088,737.000,813.000,0.842481,0.842481,6.765862,5.923381,4.620256,5.923381,0.255139,0.720920,sequence_se3_optimizer
215,7.133333,-0.533678,0.741321,5.923383,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,763.735,796.499,,763.735,796.499,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.947568,6.516256,763.735,796.499,733.000,824.000,0.407120,0.407120,6.330501,5.923381,4.495021,5.923381,-0.185755,0.710677,sequence_se3_optimizer
216,7.166667,-0.544492,0.746672,5.923382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,754.862,815.727,,754.862,815.727,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.946249,6.521276,754.862,815.727,720.000,841.000,0.027575,0.027575,5.950956,5.923381,4.348644,5.923381,-0.570320,0.687590,sequence_se3_optimizer
217,7.200000,-0.555239,0.751724,5.923382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,749.694,836.900,,749.694,836.900,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945630,6.520080,749.694,836.900,716.000,852.000,-0.127794,-0.127794,5.795587,5.923381,4.199907,5.923381,-0.724493,0.665598,sequence_se3_optimizer
218,7.233333,-0.565878,0.756480,5.923382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,748.831,837.478,,748.831,837.478,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.944966,6.520792,748.831,837.478,715.000,849.000,0.006219,0.006219,5.929600,5.923381,4.075771,5.923381,-0.591192,0.665277,sequence_se3_optimizer
219,7.266667,-0.576440,0.760976,5.923382,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,746.055,841.202,,746.055,841.202,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,1,0,1,floor,,floor,left_foot,0.944111,6.519918,746.055,841.202,710.000,854.000,0.003770,0.003770,5.927151,5.923381,3.993038,5.923381,-0.592767,0.658502,sequence_se3_optimizer
220,7.300000,-0.586947,0.765221,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,741.512,834.237,,741.512,834.237,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.943475,6.526634,741.512,834.237,705.000,846.000,0.092609,0.092609,6.015990,5.923381,3.975673,5.923381,-0.510643,0.663767,sequence_se3_optimizer
221,7.333333,-0.597311,0.768849,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,736.294,828.672,,736.294,828.672,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.943093,6.531160,736.294,828.672,703.000,844.000,0.208312,0.208312,6.131693,5.923381,4.002269,5.923381,-0.399466,0.666268,sequence_se3_optimizer
222,7.366667,-0.607366,0.771252,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.797,829.019,,731.797,829.019,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942699,6.532166,731.797,829.019,701.000,845.000,0.109216,0.109216,6.032597,5.923381,3.996944,5.923381,-0.499569,0.663575,sequence_se3_optimizer
223,7.400000,-0.617047,0.772452,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.099,836.888,,731.099,836.888,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942167,6.524486,731.099,836.888,696.000,853.000,-0.010606,-0.010606,5.912775,5.923381,4.002235,5.923381,-0.611710,0.650995,sequence_se3_optimizer
224,7.433333,-0.626567,0.773275,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,726.803,836.245,,726.803,836.245,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941858,6.516855,726.803,836.245,695.000,851.000,0.098844,0.098844,6.022225,5.923381,3.981078,5.923381,-0.494630,0.640721,sequence_se3_optimizer
225,7.466667,-0.635956,0.773771,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,725.000,840.500,,725.000,840.500,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941571,6.509183,725.000,840.500,689.000,856.000,-0.000544,-0.000544,5.922837,5.923381,3.926696,5.923381,-0.586346,0.629712,sequence_se3_optimizer
226,7.500000,-0.645271,0.774076,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,721.923,834.859,,721.923,834.859,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,1,0,1,floor,,floor,left_foot,0.941068,6.503367,721.923,834.859,684.000,858.000,0.069516,0.069516,5.992897,5.923381,3.862605,5.923381,-0.510469,0.625448,sequence_se3_optimizer
227,7.533333,-0.654425,0.774090,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,716.513,826.975,,716.513,826.975,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.941756,6.502149,716.513,826.975,684.000,860.000,0.029646,0.029646,5.953027,5.923381,3.833185,5.923381,-0.549122,0.626173,sequence_se3_optimizer
228,7.566667,-0.663370,0.773961,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,712.378,824.370,,712.378,824.370,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942223,6.494864,712.378,824.370,681.000,860.000,0.027690,0.027690,5.951071,5.923381,3.811679,5.923381,-0.543793,0.618723,sequence_se3_optimizer
229,7.600000,-0.672131,0.773814,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,710.676,824.004,,710.676,824.004,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.942452,6.494362,710.676,824.004,679.000,859.000,0.048554,0.048554,5.971935,5.923381,3.818391,5.923381,-0.522426,0.616982,sequence_se3_optimizer
230,7.633333,-0.680759,0.773693,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,707.797,826.982,,707.797,826.982,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,1,0,1,floor,,floor,left_foot,0.943613,6.498294,707.797,826.982,675.000,862.000,0.076900,0.076900,6.000281,5.923381,3.819521,5.923381,-0.498012,0.617148,sequence_se3_optimizer
231,7.666667,-0.689292,0.773606,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,704.931,827.456,,704.931,827.456,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.943938,6.500308,704.931,827.456,667.000,864.000,0.051913,0.051913,5.975294,5.923381,3.821493,5.923381,-0.525013,0.617381,sequence_se3_optimizer
232,7.700000,-0.697617,0.773603,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,700.418,826.578,,700.418,826.578,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.945047,6.503625,700.418,826.578,681.000,874.000,-0.053914,-0.053914,5.869467,5.923381,3.833561,5.923381,-0.634157,0.619219,sequence_se3_optimizer
233,7.733333,-0.705751,0.773676,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,697.936,826.718,,697.936,826.718,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,0,foot,left,left_foot,left_foot,0.944786,6.509392,697.936,826.718,678.000,874.000,-0.058513,-0.058513,5.864868,5.923381,3.844168,5.923381,-0.644524,0.622639,sequence_se3_optimizer
234,7.766667,-0.713665,0.773837,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,693.762,826.932,,693.762,826.932,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,1,0,1,floor,,floor,left_foot,0.945210,6.515304,693.762,826.932,682.000,874.000,-0.077555,-0.077555,5.845826,5.923381,3.849270,5.923381,-0.669477,0.626415,sequence_se3_optimizer
235,7.800000,-0.721400,0.774077,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,690.052,826.591,,690.052,826.591,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.946231,6.515297,690.052,826.591,679.000,874.000,-0.096893,-0.096893,5.826488,5.923381,3.847703,5.923381,-0.688808,0.625385,sequence_se3_optimizer
236,7.833333,-0.728844,0.774426,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,686.759,826.815,,686.759,826.815,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.946595,6.513511,686.759,826.815,678.000,874.000,-0.095375,-0.095375,5.828006,5.923381,3.850427,5.923381,-0.685504,0.622278,sequence_se3_optimizer
237,7.866667,-0.735978,0.774880,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,684.009,826.715,,684.009,826.715,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.946231,6.505832,684.009,826.715,676.000,874.000,-0.079817,-0.079817,5.843564,5.923381,3.851561,5.923381,-0.662267,0.614091,sequence_se3_optimizer
238,7.900000,-0.742811,0.775427,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,681.671,827.746,,681.671,827.746,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.946676,6.499049,681.671,827.746,681.000,875.000,-0.079616,-0.079616,5.843765,5.923381,3.856984,5.923381,-0.655284,0.606351,sequence_se3_optimizer
239,7.933333,-0.749378,0.776042,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,680.592,828.435,,680.592,828.435,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.945222,6.497765,680.592,828.435,678.000,875.000,-0.075924,-0.075924,5.847457,5.923381,3.860624,5.923381,-0.650308,0.603782,sequence_se3_optimizer
240,7.966667,-0.755739,0.776698,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,677.822,830.083,,677.822,830.083,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.945725,6.492581,677.822,830.083,674.000,874.000,-0.072969,-0.072969,5.850412,5.923381,3.864311,5.923381,-0.642169,0.597258,sequence_se3_optimizer
241,8.000000,-0.761956,0.777365,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,675.379,831.352,,675.379,831.352,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.947380,6.488574,675.379,831.352,675.000,875.000,-0.054251,-0.054251,5.869130,5.923381,3.866504,5.923381,-0.619443,0.592658,sequence_se3_optimizer
242,8.033333,-0.768097,0.778029,5.923381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,672.428,831.805,,672.428,831.805,,,868.998,proxy_support,radius_free_proxy_observations,0.984126,0.000000,0,0,0,0,0,1,foot,left,left_foot,left_foot,0.948458,6.489402,672.428,831.805,676.000,875.000,-0.059130,-0.059130,5.864251,5.923381,3.868490,5.923381,-0.625150,0.592961,sequence_se3_optimizer
