frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,lowest_visible_x,lowest_visible_y,lowest_visible_x1,lowest_visible_x2,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
185,6.133333,football,801.718,407.630,cotracker_center_fallback,1,801.718,407.630,cotracker_center_fallback,1,799.093,412.149,5392.5,758.000,371.000,841.000,455.000,83.000,84.000,793.500,454.000,791.000,796.000,42.790,83.483,82.778,0.988095,0.885120,0,,,,,,,,,,,,0.500000,0.885120,0.885120,0.000000,763.869,420.069,0.000000,791.430,632.759,1.000000,794.425,408.088,0.000000,752.491,670.804,1.000000
186,6.166667,football,801.909,391.285,cotracker_center_fallback,1,801.909,391.285,cotracker_center_fallback,1,800.180,393.496,5352.0,759.000,352.000,841.000,435.000,82.000,83.000,801.500,434.000,794.000,809.000,42.773,83.733,82.300,0.987952,0.900560,0,,,,,,,,,,,,0.500000,0.900560,0.900560,0.000000,763.684,403.888,0.000000,791.334,632.811,1.000000,795.227,389.612,0.000000,752.276,670.611,1.000000
187,6.200000,football,803.110,382.486,cotracker_center_fallback,1,803.110,382.486,cotracker_center_fallback,1,798.997,382.973,5247.5,758.000,343.000,839.000,425.000,81.000,82.000,801.000,424.000,796.000,806.000,42.278,82.940,81.472,0.987805,0.897649,0,,,,,,,,,,,,0.500000,0.897649,0.897649,0.000000,765.613,394.978,0.000000,791.238,632.854,1.000000,797.329,385.047,0.000000,751.788,670.727,1.000000
188,6.233333,football,802.856,382.435,cotracker_center_fallback,1,802.856,382.435,cotracker_center_fallback,1,798.774,382.814,5377.0,758.000,342.000,840.000,425.000,82.000,83.000,799.500,424.000,791.000,808.000,42.666,83.977,82.126,0.987952,0.904767,0,,,,,,,,,,,,0.500000,0.904767,0.904767,0.000000,765.288,395.335,0.000000,791.250,632.870,1.000000,796.600,388.466,0.000000,751.679,670.848,1.000000
189,6.266667,football,802.779,377.221,cotracker_center_fallback,1,802.779,377.221,cotracker_center_fallback,1,798.946,379.379,5346.0,758.000,339.000,841.000,421.000,83.000,82.000,798.500,420.000,791.000,806.000,43.000,83.637,82.055,1.012195,0.886527,0,,,,,,,,,,,,0.500000,0.886527,0.886527,0.000000,766.849,391.741,0.000000,791.198,633.115,1.000000,797.573,385.409,0.000000,751.321,671.227,1.000000
190,6.300000,football,801.911,375.271,cotracker_center_fallback,1,801.911,375.271,cotracker_center_fallback,1,799.128,380.423,5535.5,758.000,338.000,841.000,423.000,83.000,85.000,797.500,422.000,792.000,803.000,43.685,85.341,83.245,0.976471,0.888116,0,,,,,,,,,,,,0.500000,0.888116,0.888116,0.000000,766.039,389.045,0.000000,790.890,632.992,1.000000,796.020,385.207,0.000000,751.014,671.135,1.000000
191,6.333333,football,797.452,383.394,cotracker_center_fallback,1,797.452,383.394,cotracker_center_fallback,1,796.948,388.875,5191.0,757.000,347.000,838.000,429.000,81.000,82.000,679.000,864.000,678.000,680.000,42.657,82.378,80.862,0.987805,0.891835,0,,,,,,,,,,,,0.500000,0.891835,0.891835,0.000000,760.975,395.921,0.000000,790.888,632.833,1.000000,791.836,393.978,0.000000,750.923,670.965,1.000000
192,6.366667,football,798.039,398.964,cotracker_center_fallback,1,798.039,398.964,cotracker_center_fallback,1,797.880,401.751,5062.5,757.000,364.000,839.000,442.000,82.000,78.000,798.000,441.000,797.000,799.000,42.629,83.096,78.462,1.051282,0.882105,0,,,,,,,,,,,,0.500000,0.882105,0.882105,0.000000,761.053,410.880,0.000000,790.726,632.737,1.000000,790.473,409.600,0.000000,750.638,670.935,1.000000
193,6.400000,football,798.754,418.180,cotracker_box_center,1,798.500,418.000,cotracker_box_center,1,798.749,418.179,5157.5,758.000,377.000,840.000,460.000,82.000,83.000,799.000,459.000,795.000,803.000,42.045,82.294,79.888,0.987952,0.894474,0,,,,,,,,,,,,1.000000,0.894474,1.000000,1.000000,758.000,418.180,1.000000,839.000,418.180,1.000000,798.754,377.000,1.000000,798.754,459.000,1.000000
194,6.433333,football,799.366,418.489,cotracker_box_center,1,799.049,418.829,cotracker_box_center,1,798.628,418.300,5127.5,758.000,377.000,840.000,460.000,82.000,83.000,799.000,459.000,795.000,803.000,41.639,81.930,79.959,0.987952,0.897063,0,,,,,,,,,,,,1.000000,0.897063,1.000000,1.000000,758.994,418.799,1.000000,839.103,419.036,1.000000,799.526,377.783,1.000000,799.012,459.875,1.000000
195,6.466667,football,799.324,418.737,cotracker_box_center,1,798.681,419.284,cotracker_box_center,1,798.612,418.395,5198.0,758.000,377.000,840.000,460.000,82.000,83.000,799.500,459.000,793.000,806.000,41.840,82.304,80.456,0.987952,0.897587,0,,,,,,,,,,,,1.000000,0.897587,1.000000,1.000000,758.784,419.395,1.000000,838.579,419.118,1.000000,798.769,378.399,1.000000,799.056,460.170,1.000000
196,6.500000,football,801.486,445.011,cotracker_box_center,1,799.737,445.212,cotracker_box_center,1,797.418,443.793,5127.0,758.000,404.000,838.000,485.000,80.000,81.000,799.500,484.000,793.000,806.000,42.179,81.605,80.965,0.987654,0.891732,0,,,,,,,,,,,,1.000000,0.891732,1.000000,1.000000,760.439,445.091,1.000000,839.036,440.333,1.000000,800.740,406.688,1.000000,799.037,483.736,1.000000
197,6.533333,football,800.500,475.917,cotracker_lr_center,1,798.971,473.306,cotracker_lr_center,1,798.285,473.066,5171.5,759.000,431.000,837.000,516.000,78.000,85.000,800.500,515.000,798.000,803.000,42.330,83.554,80.492,0.917647,0.884648,0,,,,,,,,,,,,0.750000,0.884648,0.884648,1.000000,759.978,475.429,1.000000,837.964,471.184,1.000000,800.265,436.672,1.000000,797.519,513.180,0.000000
198,6.566667,football,799.070,511.418,cotracker_lr_center,1,798.123,507.557,cotracker_lr_center,1,798.224,510.285,5007.0,758.000,469.000,838.000,552.000,80.000,83.000,799.000,551.000,795.000,803.000,41.826,80.118,79.497,0.963855,0.877569,0,,,,,,,,,,,,0.750000,0.877569,0.877569,1.000000,758.705,509.174,1.000000,837.540,505.939,1.000000,800.099,472.922,1.000000,796.443,548.878,0.000000
199,6.600000,football,799.458,511.446,cotracker_center_fallback,1,799.458,511.446,cotracker_center_fallback,1,798.161,510.324,4983.5,758.000,470.000,838.000,552.000,80.000,82.000,798.500,551.000,795.000,802.000,41.802,80.027,79.067,0.975610,0.875036,0,,,,,,,,,,,,0.500000,0.875036,0.875036,1.000000,759.209,511.547,1.000000,836.899,508.118,0.000000,799.398,474.605,1.000000,797.385,549.510,0.000000
200,6.633333,football,800.494,550.610,cotracker_center_fallback,1,800.494,550.610,cotracker_center_fallback,1,797.702,549.540,5344.5,758.000,507.000,838.000,592.000,80.000,85.000,799.000,591.000,789.000,809.000,43.166,84.835,80.760,0.941176,0.903166,0,,,,,,,,,,,,0.500000,0.903166,0.903166,1.000000,761.083,551.227,1.000000,837.650,544.786,0.000000,799.816,511.583,1.000000,798.910,587.599,0.000000
201,6.666667,football,802.959,598.128,cotracker_center_fallback,1,802.959,598.128,cotracker_center_fallback,1,798.602,595.879,5093.5,758.000,558.000,841.000,634.000,83.000,76.000,787.000,633.000,783.000,791.000,43.280,86.861,76.700,1.092105,0.870014,0,,,,,,,,,,,,0.500000,0.870014,0.870014,1.000000,762.519,597.854,1.000000,839.065,591.683,0.000000,802.192,561.921,1.000000,799.614,629.911,0.000000
202,6.700000,football,801.366,653.906,cotracker_center_fallback,1,801.366,653.906,cotracker_center_fallback,1,802.971,648.510,4497.5,763.000,613.000,842.000,686.000,79.000,73.000,811.500,685.000,808.000,815.000,41.406,81.423,71.183,1.082192,0.869882,0,,,,,,,,,,,,0.250000,0.869882,0.869882,1.000000,762.589,649.991,0.000000,837.201,646.003,0.000000,801.568,618.792,1.000000,798.411,684.597,0.000000
203,6.733333,football,801.108,656.231,cotracker_center_fallback,1,801.108,656.231,cotracker_center_fallback,1,802.957,648.548,4489.0,763.000,613.000,842.000,686.000,79.000,73.000,809.500,685.000,805.000,814.000,41.449,81.648,71.077,1.082192,0.872242,0,,,,,,,,,,,,0.250000,0.872242,0.872242,1.000000,762.482,654.997,0.000000,837.048,651.216,0.000000,800.435,621.963,1.000000,797.984,690.929,0.000000
204,6.766667,football,802.345,716.156,cotracker_center_fallback,1,802.345,716.156,cotracker_center_fallback,1,799.133,710.062,5448.0,757.000,669.000,842.000,753.000,85.000,84.000,801.000,752.000,796.000,806.000,43.414,84.952,81.955,1.011905,0.874705,0,,,,,,,,,,,,0.250000,0.874705,0.874705,1.000000,764.674,713.973,0.000000,838.489,711.355,0.000000,803.204,682.014,1.000000,798.260,748.639,0.000000
205,6.800000,football,798.974,787.071,cotracker_center_fallback,1,798.974,787.071,cotracker_center_fallback,1,800.135,778.254,5158.5,760.000,736.000,842.000,817.000,82.000,81.000,800.000,816.000,790.000,810.000,43.004,82.521,80.590,1.012346,0.877055,0,,,,,,,,,,,,0.250000,0.877055,0.877055,1.000000,761.589,786.787,0.000000,835.887,782.248,0.000000,799.787,751.294,1.000000,794.226,816.260,0.000000
206,6.833333,football,799.446,851.837,cotracker_center_fallback,1,799.446,851.837,cotracker_center_fallback,1,800.346,843.145,5149.5,759.000,804.000,842.000,883.000,83.000,79.000,798.000,882.000,798.000,798.000,42.046,82.657,80.292,1.050633,0.886294,0,,,,,,,,,,,,0.250000,0.886294,0.886294,1.000000,763.456,853.117,0.000000,837.222,849.247,0.000000,801.065,814.256,1.000000,797.458,880.904,0.000000
207,6.866667,football,795.254,835.365,cotracker_center_fallback,1,795.254,835.365,cotracker_center_fallback,1,795.634,829.383,5246.5,755.000,790.000,838.000,869.000,83.000,79.000,791.000,868.000,776.000,806.000,42.810,83.911,81.003,1.050633,0.884378,0,,,,,,,,,,,,0.250000,0.884378,0.884378,1.000000,758.929,837.386,0.000000,833.246,831.114,0.000000,796.258,798.847,1.000000,792.251,868.745,0.000000
208,6.900000,football,790.518,811.945,cotracker_center_fallback,1,790.518,811.945,cotracker_center_fallback,1,790.839,806.789,5222.0,749.000,765.000,833.000,847.000,84.000,82.000,787.500,846.000,776.000,799.000,42.379,83.261,81.003,1.024390,0.888508,0,,,,,,,,,,,,0.250000,0.888508,0.888508,1.000000,754.043,815.310,0.000000,827.873,808.497,0.000000,790.332,776.956,1.000000,787.294,844.849,0.000000
209,6.933333,football,789.276,810.296,cotracker_center_fallback,1,789.276,810.296,cotracker_center_fallback,1,790.768,806.701,5221.0,749.000,765.000,833.000,847.000,84.000,82.000,788.000,846.000,778.000,798.000,42.300,83.024,80.897,1.024390,0.888338,0,,,,,,,,,,,,0.250000,0.888338,0.888338,1.000000,753.191,813.955,0.000000,826.818,808.009,0.000000,789.378,776.353,1.000000,785.735,844.463,0.000000
210,6.966667,football,783.525,794.014,cotracker_center_fallback,1,783.525,794.014,cotracker_center_fallback,1,785.775,791.360,5117.0,745.000,749.000,827.000,833.000,82.000,84.000,776.500,832.000,775.000,778.000,42.339,82.324,79.827,0.976190,0.878198,0,,,,,,,,,,,,0.250000,0.878198,0.878198,1.000000,747.827,799.055,0.000000,820.059,792.758,0.000000,783.969,762.257,1.000000,778.791,828.678,0.000000
211,7.000000,football,777.987,782.366,cotracker_center_fallback,1,777.987,782.366,cotracker_center_fallback,1,779.789,781.491,5211.0,741.000,740.000,821.000,823.000,80.000,83.000,779.000,822.000,774.000,784.000,42.680,82.809,80.617,0.963855,0.887564,0,,,,,,,,,,,,0.250000,0.887564,0.887564,1.000000,743.262,789.361,0.000000,814.781,783.423,0.000000,777.965,751.118,1.000000,773.990,819.977,0.000000
212,7.033333,football,772.487,781.925,cotracker_center_fallback,1,772.487,781.925,cotracker_center_fallback,1,774.858,780.648,5093.0,737.000,740.000,816.000,822.000,79.000,82.000,772.500,821.000,766.000,779.000,42.377,81.830,80.213,0.963415,0.862199,0,,,,,,,,,,,,0.250000,0.862199,0.862199,1.000000,738.495,789.030,0.000000,809.353,782.880,0.000000,772.629,751.164,1.000000,769.516,820.294,0.000000
213,7.066667,football,768.855,786.784,cotracker_center_fallback,1,768.855,786.784,cotracker_center_fallback,1,768.681,786.184,5234.0,728.000,746.000,810.000,828.000,82.000,82.000,772.000,827.000,765.000,779.000,42.898,83.567,80.427,1.000000,0.893739,0,,,,,,,,,,,,0.250000,0.893739,0.893739,1.000000,735.427,793.733,0.000000,805.229,786.388,0.000000,768.716,756.671,1.000000,766.356,823.837,0.000000
214,7.100000,football,768.695,787.088,cotracker_center_fallback,1,768.695,787.088,cotracker_center_fallback,1,768.239,786.284,5357.0,727.000,746.000,810.000,828.000,83.000,82.000,770.000,827.000,761.000,779.000,43.081,84.230,81.709,1.012195,0.901402,0,,,,,,,,,,,,0.250000,0.901402,0.901402,1.000000,735.607,794.508,0.000000,804.332,786.936,0.000000,768.375,757.117,1.000000,766.333,824.201,0.000000
215,7.133333,football,763.735,796.499,cotracker_center_fallback,1,763.735,796.499,cotracker_center_fallback,1,762.971,796.386,5067.5,722.000,757.000,804.000,836.000,82.000,79.000,763.000,835.000,759.000,767.000,42.373,83.041,78.608,1.037975,0.885237,0,,,,,,,,,,,,0.250000,0.885237,0.885237,1.000000,731.405,805.016,0.000000,799.311,796.329,0.000000,763.695,767.740,1.000000,761.288,832.608,0.000000
216,7.166667,football,754.862,815.727,cotracker_center_fallback,1,754.862,815.727,cotracker_center_fallback,1,755.944,816.335,5276.0,717.000,775.000,799.000,859.000,82.000,84.000,749.000,858.000,743.000,755.000,44.092,86.990,77.695,0.976190,0.882414,0,,,,,,,,,,,,0.250000,0.882414,0.882414,1.000000,723.141,823.894,0.000000,791.676,812.962,0.000000,755.816,786.718,1.000000,753.209,852.003,0.000000
217,7.200000,football,749.694,836.900,cotracker_center_fallback,1,749.694,836.900,cotracker_center_fallback,1,752.553,837.416,4825.5,715.000,797.000,792.000,877.000,77.000,80.000,750.500,876.000,744.000,757.000,41.485,80.907,77.354,0.962500,0.879678,0,,,,,,,,,,,,0.250000,0.879678,0.879678,1.000000,717.842,843.367,0.000000,786.215,832.890,0.000000,751.219,808.322,1.000000,747.091,871.397,0.000000
218,7.233333,football,748.831,837.478,cotracker_center_fallback,1,748.831,837.478,cotracker_center_fallback,1,751.705,837.631,4933.0,715.000,797.000,791.000,878.000,76.000,81.000,746.500,877.000,744.000,749.000,42.199,82.078,78.583,0.938272,0.879542,0,,,,,,,,,,,,0.250000,0.879542,0.879542,1.000000,717.165,843.984,0.000000,785.201,833.684,0.000000,750.233,808.919,1.000000,746.896,871.049,0.000000
219,7.266667,football,746.055,841.202,cotracker_center_fallback,1,746.055,841.202,cotracker_center_fallback,1,747.990,840.130,4870.5,709.000,801.000,788.000,878.000,79.000,77.000,746.500,877.000,738.000,755.000,41.346,79.872,79.007,1.025974,0.893511,0,,,,,,,,,,,,0.250000,0.893511,0.893511,1.000000,713.937,847.054,0.000000,783.154,837.605,0.000000,747.541,812.221,1.000000,745.246,873.451,0.000000
220,7.300000,football,741.512,834.237,cotracker_center_fallback,1,741.512,834.237,cotracker_center_fallback,1,743.738,832.021,5070.5,705.000,792.000,785.000,871.000,80.000,79.000,746.500,870.000,741.000,752.000,43.105,81.884,80.480,1.012658,0.881246,0,,,,,,,,,,,,0.250000,0.881246,0.881246,1.000000,709.929,841.217,0.000000,778.797,831.370,0.000000,741.761,803.796,1.000000,741.831,867.970,0.000000
221,7.333333,football,736.294,828.672,cotracker_center_fallback,1,736.294,828.672,cotracker_center_fallback,1,737.592,825.130,4924.0,699.000,785.000,777.000,865.000,78.000,80.000,742.000,864.000,736.000,748.000,41.369,80.951,78.352,0.975000,0.895978,0,,,,,,,,,,,,0.500000,0.895978,0.895978,1.000000,705.625,836.146,1.000000,772.932,824.756,0.000000,735.880,798.516,1.000000,737.435,861.410,0.000000
222,7.366667,football,731.797,829.019,cotracker_center_fallback,1,731.797,829.019,cotracker_center_fallback,1,733.063,825.130,4897.0,694.000,786.000,773.000,865.000,79.000,79.000,734.000,864.000,721.000,747.000,40.965,81.044,77.586,1.000000,0.899063,0,,,,,,,,,,,,0.250000,0.899063,0.899063,1.000000,702.428,835.757,0.000000,768.226,825.024,0.000000,731.178,798.690,1.000000,733.375,860.639,0.000000
223,7.400000,football,727.538,835.803,cotracker_lr_center,1,731.099,836.888,cotracker_lr_center,1,728.395,830.932,4879.5,690.000,792.000,768.000,871.000,78.000,79.000,724.000,870.000,716.000,732.000,41.210,80.273,78.526,0.987342,0.889522,0,,,,,,,,,,,,0.750000,0.889522,0.889522,1.000000,698.849,842.382,1.000000,763.348,831.395,1.000000,727.308,805.696,1.000000,729.532,867.611,0.000000
224,7.433333,football,726.803,836.245,cotracker_center_fallback,1,726.803,836.245,cotracker_center_fallback,1,728.186,830.959,4906.0,690.000,792.000,768.000,871.000,78.000,79.000,723.500,870.000,715.000,732.000,41.243,80.227,79.014,0.987342,0.890376,0,,,,,,,,,,,,0.500000,0.890376,0.890376,1.000000,698.051,842.448,1.000000,762.107,832.532,0.000000,726.395,805.820,1.000000,728.784,867.973,0.000000
225,7.466667,football,724.901,840.270,cotracker_box_center,1,725.000,840.500,cotracker_box_center,1,724.914,840.268,4341.0,687.000,805.000,764.000,877.000,77.000,72.000,723.500,876.000,723.000,724.000,39.436,78.343,71.416,1.069444,0.876450,0,,,,,,,,,,,,1.000000,0.876450,1.000000,1.000000,687.000,840.270,1.000000,763.000,840.270,1.000000,724.901,805.000,1.000000,724.901,876.000,1.000000
226,7.500000,football,721.923,834.859,cotracker_center_fallback,1,721.923,834.859,cotracker_center_fallback,1,720.826,839.945,4597.5,684.000,803.000,761.000,877.000,77.000,74.000,718.000,876.000,712.000,724.000,40.400,80.203,74.590,1.040541,0.903344,0,,,,,,,,,,,,0.500000,0.903344,0.903344,1.000000,684.475,837.552,0.000000,761.063,837.838,1.000000,721.149,802.564,0.000000,724.308,875.704,1.000000
227,7.533333,football,716.513,826.975,cotracker_center_fallback,1,716.513,826.975,cotracker_center_fallback,1,716.412,836.698,4814.0,679.000,798.000,756.000,876.000,77.000,78.000,711.000,875.000,701.000,721.000,40.875,79.551,78.042,0.987179,0.900859,0,,,,,,,,,,,,0.500000,0.900859,0.900859,1.000000,681.139,834.714,0.000000,759.093,836.732,1.000000,715.781,800.041,0.000000,724.001,875.780,1.000000
228,7.566667,football,712.378,824.370,cotracker_center_fallback,1,712.378,824.370,cotracker_center_fallback,1,712.617,837.259,4654.5,676.000,799.000,753.000,876.000,77.000,77.000,710.500,875.000,704.000,717.000,40.291,77.646,77.533,1.000000,0.880597,0,,,,,,,,,,,,0.500000,0.880597,0.880597,1.000000,678.880,834.431,0.000000,757.597,837.724,1.000000,713.270,800.412,0.000000,723.366,876.402,1.000000
229,7.600000,football,710.676,824.004,cotracker_center_fallback,1,710.676,824.004,cotracker_center_fallback,1,712.457,837.277,4652.5,676.000,799.000,752.000,876.000,76.000,77.000,710.500,875.000,705.000,716.000,40.219,77.791,77.293,0.987013,0.894040,0,,,,,,,,,,,,0.500000,0.894040,0.894040,1.000000,677.970,834.643,0.000000,757.386,838.654,1.000000,712.473,801.195,0.000000,723.094,876.613,1.000000
230,7.633333,football,707.797,826.982,cotracker_center_fallback,1,707.797,826.982,cotracker_center_fallback,1,709.408,841.795,4688.0,671.000,805.000,751.000,878.000,80.000,73.000,709.000,877.000,697.000,721.000,41.069,80.462,76.342,1.095890,0.880575,0,,,,,,,,,,,,0.500000,0.880575,0.880575,1.000000,676.619,837.469,0.000000,756.859,841.533,1.000000,712.194,804.574,0.000000,722.562,877.654,1.000000
231,7.666667,football,704.931,827.456,cotracker_center_fallback,1,704.931,827.456,cotracker_center_fallback,1,704.027,842.263,4761.0,663.000,805.000,746.000,878.000,83.000,73.000,710.000,877.000,702.000,718.000,42.853,82.452,76.248,1.136986,0.861811,0,,,,,,,,,,,,0.500000,0.861811,0.861811,1.000000,675.136,837.665,0.000000,755.229,841.951,1.000000,710.803,805.153,0.000000,720.965,877.362,1.000000
232,7.700000,football,700.418,826.578,cotracker_center_fallback,1,700.418,826.578,cotracker_center_fallback,1,700.433,840.849,4713.5,660.000,803.000,742.000,876.000,82.000,73.000,697.500,875.000,682.000,713.000,42.843,82.607,75.183,1.123288,0.870209,0,,,,,,,,,,,,0.500000,0.870209,0.870209,1.000000,672.712,837.180,0.000000,753.071,841.684,1.000000,708.542,805.114,0.000000,718.011,876.595,1.000000
233,7.733333,football,697.936,826.718,cotracker_center_fallback,1,697.936,826.718,cotracker_center_fallback,1,700.370,840.780,4706.5,660.000,803.000,742.000,876.000,82.000,73.000,696.500,875.000,682.000,711.000,42.696,82.708,75.189,1.123288,0.868917,0,,,,,,,,,,,,0.500000,0.868917,0.868917,0.000000,671.904,837.269,0.000000,752.211,841.896,1.000000,707.653,805.205,0.000000,716.807,876.419,1.000000
234,7.766667,football,693.762,826.932,cotracker_center_fallback,1,693.762,826.932,cotracker_center_fallback,1,697.552,840.435,4619.0,657.000,804.000,739.000,876.000,82.000,72.000,693.500,875.000,684.000,703.000,42.406,82.044,73.725,1.138889,0.856605,0,,,,,,,,,,,,0.500000,0.856605,0.856605,0.000000,670.178,837.354,0.000000,750.049,842.252,1.000000,705.372,805.317,0.000000,715.309,876.194,1.000000
235,7.800000,football,690.052,826.591,cotracker_center_fallback,1,690.052,826.591,cotracker_center_fallback,1,694.843,840.452,4491.5,656.000,804.000,736.000,876.000,80.000,72.000,692.000,875.000,681.000,703.000,41.111,79.634,73.556,1.111111,0.863102,0,,,,,,,,,,,,0.250000,0.863102,0.863102,0.000000,668.644,837.003,0.000000,748.988,842.599,0.000000,703.606,805.321,0.000000,713.586,875.934,1.000000
236,7.833333,football,686.759,826.815,cotracker_center_fallback,1,686.759,826.815,cotracker_center_fallback,1,692.442,840.128,4438.5,654.000,804.000,732.000,876.000,78.000,72.000,692.500,875.000,681.000,704.000,39.379,76.993,74.400,1.083333,0.880239,0,,,,,,,,,,,,0.250000,0.880239,0.880239,0.000000,667.046,836.898,0.000000,748.619,842.459,0.000000,702.253,805.123,0.000000,712.855,875.771,1.000000
237,7.866667,football,684.009,826.715,cotracker_center_fallback,1,684.009,826.715,cotracker_center_fallback,1,689.976,839.801,4449.5,651.000,803.000,730.000,876.000,79.000,73.000,691.000,875.000,679.000,703.000,39.503,76.387,75.203,1.082192,0.876641,0,,,,,,,,,,,,0.250000,0.876641,0.876641,0.000000,665.853,836.956,0.000000,749.268,842.309,0.000000,700.770,805.001,0.000000,712.117,875.782,1.000000
238,7.900000,football,681.671,827.746,cotracker_center_fallback,1,681.671,827.746,cotracker_center_fallback,1,687.851,839.607,4411.5,650.000,803.000,727.000,876.000,77.000,73.000,687.500,875.000,674.000,701.000,39.062,75.645,75.354,1.054795,0.880672,0,,,,,,,,,,,,0.250000,0.880672,0.880672,0.000000,664.452,837.701,0.000000,749.576,842.347,0.000000,699.501,805.276,0.000000,711.501,876.302,1.000000
239,7.933333,football,680.592,828.435,cotracker_center_fallback,1,680.592,828.435,cotracker_center_fallback,1,687.779,839.607,4415.0,649.000,803.000,727.000,876.000,78.000,73.000,687.000,875.000,674.000,700.000,39.029,75.730,75.127,1.068493,0.879668,0,,,,,,,,,,,,0.500000,0.879668,0.879668,0.000000,664.263,838.124,0.000000,750.818,842.681,1.000000,699.078,805.610,0.000000,711.272,876.548,1.000000
240,7.966667,football,677.822,830.083,cotracker_center_fallback,1,677.822,830.083,cotracker_center_fallback,1,685.791,839.501,4339.5,648.000,803.000,724.000,876.000,76.000,73.000,688.500,875.000,677.000,700.000,39.013,75.799,73.825,1.041096,0.888623,0,,,,,,,,,,,,0.500000,0.888623,0.888623,0.000000,662.648,839.367,0.000000,750.710,842.942,1.000000,697.604,806.392,0.000000,710.077,877.432,1.000000
241,8.000000,football,675.379,831.352,cotracker_center_fallback,1,675.379,831.352,cotracker_center_fallback,1,683.531,839.947,4231.0,647.000,803.000,722.000,877.000,75.000,74.000,690.000,876.000,687.000,693.000,38.895,75.308,72.623,1.013514,0.856596,0,,,,,,,,,,,,0.500000,0.856596,0.856596,0.000000,661.213,840.444,0.000000,750.836,843.174,1.000000,696.128,807.053,0.000000,709.109,877.879,1.000000
242,8.033333,football,672.428,831.805,cotracker_center_fallback,1,672.428,831.805,cotracker_center_fallback,1,681.431,840.273,4259.0,645.000,803.000,719.000,877.000,74.000,74.000,689.000,876.000,685.000,693.000,39.335,76.541,72.511,1.000000,0.843015,0,,,,,,,,,,,,0.500000,0.843015,0.843015,0.000000,658.466,841.173,0.000000,750.280,843.431,1.000000,694.375,807.532,0.000000,707.953,878.255,1.000000
