frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,da3_mask_depth_m,da3_depth_conf,residual_norm,source
180,7.458333,-0.755465078,0.972723121,5.488696149,0.714298758,0.116397471,-0.072527072,0.686271620,0.039764313,0.268042158,0.062242397,-0.884399626,0.069309880,1468.604736328,1468.604736328,640.000000000,360.000000000,3.360274076,0.929815050,3.255741828,chair_metric_articulated_6d_sam2_cotracker_da3
181,7.500000,-0.753742833,0.979110609,5.483282863,0.695618431,0.107601658,-0.076906362,0.706131924,-0.014912156,0.261702976,0.043537676,-0.860862784,0.035302959,1468.604736328,1468.604736328,640.000000000,360.000000000,3.357190132,0.932608180,3.393355439,chair_metric_articulated_6d_sam2_cotracker_da3
182,7.541667,-0.750384069,0.975343815,5.488096611,0.695596220,0.110298603,-0.084319063,0.704890355,-0.013186585,0.276124919,0.036859956,-0.849065675,0.022827203,1468.604736328,1468.604736328,640.000000000,360.000000000,3.380881786,0.931039642,2.766024428,chair_metric_articulated_6d_sam2_cotracker_da3
183,7.583333,-0.741992518,0.968846144,5.447987035,0.696133331,0.115638726,-0.094369080,0.702225425,-0.008647864,0.298110766,0.030192738,-0.831242300,0.017183153,1468.604736328,1468.604736328,640.000000000,360.000000000,3.369633436,0.932805666,3.519007477,chair_metric_articulated_6d_sam2_cotracker_da3
184,7.625000,-0.734647067,0.970775785,5.397981098,0.684294189,0.116988676,-0.104960209,0.712066336,-0.039441859,0.315210650,0.017082767,-0.832542069,-0.025099408,1468.604736328,1468.604736328,640.000000000,360.000000000,3.325347900,0.936011217,3.472048915,chair_metric_articulated_6d_sam2_cotracker_da3
185,7.666667,-0.732344910,0.944420934,5.418618519,0.726206030,0.133285475,-0.099135342,0.667107163,0.083992598,0.330321532,0.048534914,-0.858285886,0.067270418,1468.604736328,1468.604736328,640.000000000,360.000000000,3.362905741,0.933665560,3.540379313,chair_metric_articulated_6d_sam2_cotracker_da3
186,7.708333,-0.737484776,0.927017950,5.475600927,0.766610164,0.149053521,-0.090111528,0.618038685,0.211588313,0.340607292,0.083942335,-0.884537659,0.166645298,1468.604736328,1468.604736328,640.000000000,360.000000000,3.333547831,0.932656847,2.804391748,chair_metric_articulated_6d_sam2_cotracker_da3
187,7.750000,-0.758178887,0.924819816,5.601423810,0.802768609,0.161258172,-0.070946251,0.569670950,0.332934521,0.331658707,0.128992956,-0.909459882,0.279903495,1468.604736328,1468.604736328,640.000000000,360.000000000,3.316611767,0.934964518,2.752296285,chair_metric_articulated_6d_sam2_cotracker_da3
188,7.791667,-0.749917961,0.910566592,5.551090051,0.807745550,0.163008643,-0.068682303,0.562368251,0.350668532,0.331109375,0.134801709,-0.906857268,0.289457493,1468.604736328,1468.604736328,640.000000000,360.000000000,3.342989922,0.931955093,3.120661366,chair_metric_articulated_6d_sam2_cotracker_da3
189,7.833333,-0.746837299,0.908034311,5.548713844,0.810260096,0.165092103,-0.070571398,0.557891434,0.360829253,0.336944709,0.135142911,-0.914571262,0.288054389,1468.604736328,1468.604736328,640.000000000,360.000000000,3.358807802,0.935327208,2.579901801,chair_metric_articulated_6d_sam2_cotracker_da3
190,7.875000,-0.741537459,0.911488742,5.538394934,0.803916732,0.164331885,-0.077812872,0.566266789,0.339619710,0.346043139,0.123642202,-0.921078960,0.256219550,1468.604736328,1468.604736328,640.000000000,360.000000000,3.363629818,0.935327484,3.079562291,chair_metric_articulated_6d_sam2_cotracker_da3
191,7.916667,-0.734018442,0.920929886,5.520133320,0.788223383,0.160687819,-0.090416304,0.587118569,0.287039902,0.358404662,0.100299583,-0.926380364,0.193952976,1468.604736328,1468.604736328,640.000000000,360.000000000,3.356652021,0.934445660,2.478747902,chair_metric_articulated_6d_sam2_cotracker_da3
192,7.958333,-0.724280248,0.936357742,5.493929003,0.762033992,0.154064461,-0.108375995,0.619534487,0.203089831,0.374029280,0.065115052,-0.930475473,0.101254666,1468.604736328,1468.604736328,640.000000000,360.000000000,3.365378141,0.933580883,3.107730332,chair_metric_articulated_6d_sam2_cotracker_da3
