frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,line_rmse_px,endpoint_rmse_px,side_ratio_rmse_px,rail_rmse_px,source
175,7.250000,-0.667382,0.888212,4.810898,0.679389,0.280923,-0.245153,0.631991,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.335890948,3.301470775,1.059171503,8.416681376,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
176,7.291667,-0.667376,0.888209,4.810893,0.679384,0.280924,-0.245157,0.631994,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.347647409,3.333667188,1.056536792,8.425209428,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
177,7.333333,-0.667370,0.888207,4.810889,0.679381,0.280925,-0.245161,0.631996,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.347170384,3.344330667,1.056998041,8.442568781,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
178,7.375000,-0.667365,0.888203,4.810887,0.679378,0.280926,-0.245164,0.631998,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.347912939,3.364245003,1.057236237,8.422657195,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
179,7.416667,-0.667359,0.888200,4.810886,0.679375,0.280927,-0.245167,0.631999,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.344562738,3.377845126,1.058633149,8.393740926,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
180,7.458333,-0.667354,0.888197,4.810885,0.679372,0.280929,-0.245170,0.632000,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.334012410,3.377844415,1.062060187,8.380031389,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
181,7.500000,-0.667350,0.888193,4.810885,0.679370,0.280930,-0.245173,0.632000,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.318684977,3.362888421,1.067382498,8.403199204,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
182,7.541667,-0.667345,0.888190,4.810886,0.679368,0.280932,-0.245175,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.311746994,3.356635821,1.070215919,8.419792196,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
183,7.583333,-0.667341,0.888187,4.810886,0.679367,0.280933,-0.245178,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.310679544,3.355091394,1.070725849,8.450941315,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
184,7.625000,-0.667338,0.888183,4.810888,0.679365,0.280935,-0.245180,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.309902220,3.342940133,1.070446564,8.458804960,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
185,7.666667,-0.667334,0.888181,4.810889,0.679364,0.280936,-0.245182,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.320935514,3.362995464,1.066661878,8.448201693,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
186,7.708333,-0.667331,0.888178,4.810890,0.679363,0.280938,-0.245183,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.341309069,3.408045235,1.060899403,8.407873696,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
187,7.750000,-0.667328,0.888175,4.810891,0.679362,0.280939,-0.245185,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.359755076,3.448029148,1.056273965,8.386358257,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
188,7.791667,-0.667326,0.888173,4.810893,0.679361,0.280940,-0.245187,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.376836973,3.464707827,1.051971873,8.353343338,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
189,7.833333,-0.667323,0.888170,4.810894,0.679360,0.280941,-0.245188,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.402193659,3.490449114,1.046642907,8.323479725,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
190,7.875000,-0.667321,0.888168,4.810895,0.679359,0.280942,-0.245189,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.418157168,3.500987236,1.043883256,8.298791747,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
191,7.916667,-0.667319,0.888166,4.810896,0.679358,0.280943,-0.245191,0.632001,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.432155378,3.527706789,1.041909394,8.295217964,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
192,7.958333,-0.667317,0.888164,4.810898,0.679358,0.280944,-0.245192,0.632000,0.068658710,0.762684369,0.051831948,0.169958781,0.063229585,1468.604736328,1468.604736328,640.000000000,360.000000000,1.439958838,3.560704595,1.041121425,8.308899788,chair_twohand_endpoint_se3_boundary_freeze_suffix+sequence_se3_optimizer
