frame,time,tx,ty,tz,qx,qy,qz,qw,rx_delta,ry_delta,rz_delta,rear_joint_angle,seat_joint_angle,fx,fy,cx,cy,line_rmse_px,endpoint_rmse_px,side_ratio_rmse_px,rail_rmse_px,source
24,0.958333,0.552473,0.880971,4.971614,0.620120,0.365937,-0.329265,0.610840,0.022869618,1.034770589,0.046790050,0.198441994,0.046502115,1468.604736328,1468.604736328,640.000000000,360.000000000,1.548621428,3.969443295,0.993278713,6.793763367,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
25,1.000000,0.552055,0.878225,4.970706,0.620332,0.366096,-0.329574,0.610363,0.028290289,1.037290748,0.041680521,0.204047498,0.045739827,1468.604736328,1468.604736328,640.000000000,360.000000000,1.555816373,3.446115645,1.003645487,7.347093993,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
26,1.041667,0.551469,0.874747,4.969751,0.620496,0.366332,-0.329821,0.609921,0.034343612,1.039153354,0.035875258,0.209071422,0.044457558,1468.604736328,1468.604736328,640.000000000,360.000000000,1.506495302,3.434030181,0.988898284,6.948957852,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
27,1.083333,0.550678,0.870185,4.968777,0.620598,0.366665,-0.329992,0.609524,0.043225512,1.041179350,0.027291814,0.212392939,0.042475346,1468.604736328,1468.604736328,640.000000000,360.000000000,1.387171277,3.894907634,0.964755588,7.402972394,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
28,1.125000,0.549638,0.863813,4.967814,0.620625,0.367121,-0.330074,0.609179,0.053035407,1.040531788,0.018934206,0.215801603,0.040523958,1468.604736328,1468.604736328,640.000000000,360.000000000,1.380215071,3.877751363,0.951776551,5.991234887,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
29,1.166667,0.548294,0.854151,4.966889,0.620564,0.367728,-0.330052,0.608886,0.060556960,1.039455925,0.014418540,0.219591473,0.039874314,1468.604736328,1468.604736328,640.000000000,360.000000000,1.374672416,3.868292775,0.936062066,4.524250262,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
30,1.208333,0.546576,0.840093,4.966023,0.620402,0.368521,-0.329917,0.608645,0.064356068,1.040130445,0.009802802,0.219647616,0.039769972,1468.604736328,1468.604736328,640.000000000,360.000000000,1.371151506,3.778673791,0.935289028,3.903888255,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
31,1.250000,0.544390,0.822641,4.965228,0.620128,0.369539,-0.329655,0.608449,0.065456452,1.042358145,0.007294029,0.216121024,0.039922605,1468.604736328,1468.604736328,640.000000000,360.000000000,1.438590581,3.916852994,0.945243060,4.240947590,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
32,1.291667,0.541613,0.803152,4.964505,0.619729,0.370822,-0.329259,0.608289,0.067763391,1.043721457,0.006904935,0.212570238,0.040137564,1468.604736328,1468.604736328,640.000000000,360.000000000,1.685177375,4.763955891,0.946098441,5.255714784,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
33,1.333333,0.538098,0.782439,4.963849,0.619199,0.372393,-0.328720,0.608161,0.066400277,1.044957833,0.010881306,0.214448181,0.042144532,1468.604736328,1468.604736328,640.000000000,360.000000000,1.379772077,3.726311167,0.935997003,6.109768625,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
34,1.375000,0.533747,0.760927,4.963245,0.618536,0.374245,-0.328039,0.608066,0.062580518,1.045233980,0.018032158,0.220582121,0.045425997,1468.604736328,1468.604736328,640.000000000,360.000000000,1.439474959,3.543560954,0.950953305,7.621119847,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
35,1.416667,0.528614,0.738857,4.962674,0.617748,0.376339,-0.327222,0.608015,0.058089301,1.044346302,0.025746283,0.225486403,0.047808125,1468.604736328,1468.604736328,640.000000000,360.000000000,1.580668978,4.239671044,0.966093141,7.271157876,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
36,1.458333,0.522859,0.716386,4.962112,0.616846,0.378628,-0.326282,0.608015,0.051144585,1.044417042,0.036572327,0.225667988,0.047708645,1468.604736328,1468.604736328,640.000000000,360.000000000,2.177880158,6.233673585,1.068174202,8.349801848,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
37,1.500000,0.516640,0.693626,4.961534,0.615848,0.381067,-0.325238,0.608062,0.041990612,1.046753058,0.048509266,0.223559640,0.046475974,1468.604736328,1468.604736328,640.000000000,360.000000000,1.878030661,5.221048190,1.022848661,7.875460936,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
38,1.541667,0.510081,0.670662,4.960924,0.614773,0.383614,-0.324110,0.608151,0.032281675,1.049172366,0.062654334,0.216882907,0.043787092,1468.604736328,1468.604736328,640.000000000,360.000000000,1.436523090,3.323092891,0.945676899,8.126928934,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
39,1.583333,0.503280,0.647564,4.960270,0.613640,0.386234,-0.322921,0.608269,0.022473709,1.052670459,0.077184860,0.207080553,0.039953808,1468.604736328,1468.604736328,640.000000000,360.000000000,1.350783040,2.443105117,0.936671176,8.755995883,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
40,1.625000,0.496318,0.624398,4.959571,0.612469,0.388894,-0.321693,0.608405,0.013243160,1.056847471,0.093863024,0.198034574,0.036028754,1468.604736328,1468.604736328,640.000000000,360.000000000,1.383682322,2.830643800,0.931846591,8.729910131,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
41,1.666667,0.489267,0.601221,4.958835,0.611284,0.391559,-0.320451,0.608543,0.003360313,1.059179237,0.112985288,0.196913882,0.034380740,1468.604736328,1468.604736328,640.000000000,360.000000000,1.425669638,3.032038079,0.935290030,9.432328611,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
42,1.708333,0.482194,0.578093,4.958080,0.610105,0.394199,-0.319218,0.608670,-0.007597139,1.060239178,0.130979630,0.200561255,0.034542857,1468.604736328,1468.604736328,640.000000000,360.000000000,1.403755238,3.038464688,0.921695977,6.534681164,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
43,1.750000,0.475167,0.555077,4.957329,0.608956,0.396779,-0.318022,0.608770,-0.021498133,1.061322064,0.146982658,0.205918547,0.035308390,1468.604736328,1468.604736328,640.000000000,360.000000000,1.424240645,3.133896957,0.921976933,6.721727587,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
44,1.791667,0.468255,0.532242,4.956606,0.607859,0.399267,-0.316886,0.608833,-0.035700829,1.062135304,0.160845710,0.210565880,0.035842047,1468.604736328,1468.604736328,640.000000000,360.000000000,1.484704190,3.297514832,0.932167799,9.203234094,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
45,1.833333,0.461530,0.509674,4.955940,0.606837,0.401625,-0.315835,0.608847,-0.048196167,1.066968080,0.171946224,0.214128649,0.036313219,1468.604736328,1468.604736328,640.000000000,360.000000000,1.543755340,3.463406367,0.938601313,13.227633097,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
46,1.875000,0.455075,0.487487,4.955362,0.605912,0.403816,-0.314894,0.608806,-0.058721483,1.072402888,0.180966520,0.215899706,0.036500105,1468.604736328,1468.604736328,640.000000000,360.000000000,1.631024121,3.763865481,0.941668525,12.852782675,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
47,1.916667,0.448992,0.465853,4.954900,0.605105,0.405800,-0.314087,0.608707,-0.069332507,1.079103697,0.185167745,0.216457234,0.036584253,1468.604736328,1468.604736328,640.000000000,360.000000000,1.620527902,3.624251983,0.937722987,11.127163020,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
48,1.958333,0.443399,0.445085,4.954582,0.604432,0.407546,-0.313431,0.608546,-0.070904921,1.081937605,0.187530767,0.217218187,0.036801824,1468.604736328,1468.604736328,640.000000000,360.000000000,1.557005435,3.338732161,0.924673510,8.764556088,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
49,2.000000,0.438422,0.426032,4.954431,0.603903,0.409047,-0.312942,0.608317,-0.075064019,1.082606268,0.187772008,0.218356823,0.037088722,1468.604736328,1468.604736328,640.000000000,360.000000000,1.556284998,3.339225336,0.918749410,8.621875756,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
50,2.041667,0.434135,0.418866,4.954464,0.603520,0.410317,-0.312626,0.608004,-0.078563890,1.078241059,0.190637711,0.220019836,0.037373781,1468.604736328,1468.604736328,640.000000000,360.000000000,1.673116265,3.773666370,0.930191702,10.925669731,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
51,2.083333,0.430499,0.415017,4.954694,0.603278,0.411387,-0.312490,0.607591,-0.078218900,1.071976719,0.190241341,0.222330185,0.037901131,1468.604736328,1468.604736328,640.000000000,360.000000000,1.715025458,3.946958898,0.938513200,12.231141078,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
52,2.125000,0.427405,0.412522,4.955125,0.603174,0.412288,-0.312544,0.607055,-0.075947587,1.064056319,0.190919722,0.223437883,0.038343753,1468.604736328,1468.604736328,640.000000000,360.000000000,1.696406762,3.753919503,0.946176784,11.827413434,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
53,2.166667,0.424735,0.410879,4.955752,0.603203,0.413049,-0.312811,0.606371,-0.069972719,1.053623053,0.191139264,0.222019128,0.038319106,1468.604736328,1468.604736328,640.000000000,360.000000000,1.685487145,3.659735786,0.954524604,11.856818383,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
54,2.208333,0.422388,0.409867,4.956560,0.603358,0.413695,-0.313328,0.605510,-0.065691197,1.050791572,0.187429043,0.217378760,0.037656082,1468.604736328,1468.604736328,640.000000000,360.000000000,1.686312884,3.655508585,0.955531226,12.741488914,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
55,2.250000,0.420282,0.409364,4.957525,0.603628,0.414242,-0.314173,0.604428,-0.061227572,1.051863362,0.183144129,0.211518160,0.037092426,1468.604736328,1468.604736328,640.000000000,360.000000000,1.662025412,3.585107644,0.945012197,8.628097853,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
56,2.291667,0.418345,0.409303,4.958611,0.603992,0.414700,-0.315492,0.603061,-0.053834681,1.054707792,0.177617742,0.205268540,0.036806781,1468.604736328,1468.604736328,640.000000000,360.000000000,1.663228495,3.639403232,0.939727481,8.248526311,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
57,2.333333,0.416512,0.409640,4.959776,0.604410,0.415061,-0.317594,0.601288,-0.043838742,1.063916051,0.171707891,0.198056568,0.036708007,1468.604736328,1468.604736328,640.000000000,360.000000000,1.619331435,3.576083532,0.910777212,6.319674909,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
58,2.375000,0.414724,0.410348,4.960968,0.604855,0.415331,-0.320540,0.599086,-0.029133276,1.071801534,0.165284147,0.189292216,0.036506730,1468.604736328,1468.604736328,640.000000000,360.000000000,1.685625771,3.882902392,0.939710735,9.434179349,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
59,2.416667,0.412917,0.411401,4.962133,0.605343,0.415545,-0.323951,0.596606,-0.013723452,1.079621621,0.158319289,0.178303214,0.036211298,1468.604736328,1468.604736328,640.000000000,360.000000000,1.646626612,3.773728684,0.934005969,9.051482252,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
60,2.458333,0.411030,0.412769,4.963224,0.605868,0.415720,-0.327634,0.593933,0.000469993,1.090501986,0.151839662,0.163630698,0.035278364,1468.604736328,1468.604736328,640.000000000,360.000000000,1.646146955,3.730898147,0.942128434,12.416067036,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
61,2.500000,0.408996,0.414415,4.964205,0.606419,0.415869,-0.331493,0.591118,0.014920002,1.102120149,0.140690810,0.146757700,0.034191079,1468.604736328,1468.604736328,640.000000000,360.000000000,1.556331889,3.442156902,0.906753973,8.376953161,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
62,2.541667,0.406740,0.416296,4.965048,0.606979,0.416003,-0.335468,0.588200,0.027241993,1.116194174,0.130002289,0.127839427,0.033222112,1468.604736328,1468.604736328,640.000000000,360.000000000,1.511784126,3.345264241,0.891035104,8.320591556,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
63,2.583333,0.404169,0.418366,4.965739,0.607533,0.416131,-0.339515,0.585208,0.037735594,1.128053538,0.117240550,0.110722199,0.033718810,1468.604736328,1468.604736328,640.000000000,360.000000000,1.409158023,3.028620767,0.853876237,6.983147480,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
64,2.625000,0.401161,0.420579,4.966275,0.608063,0.416264,-0.343601,0.582170,0.048430273,1.134374269,0.105630830,0.096187965,0.035535934,1468.604736328,1468.604736328,640.000000000,360.000000000,1.456471234,3.493469591,0.849285515,6.929890592,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
65,2.666667,0.397525,0.422890,4.966665,0.608556,0.416414,-0.347699,0.579106,0.058179122,1.136820797,0.094257016,0.084045458,0.038195103,1468.604736328,1468.604736328,640.000000000,360.000000000,1.452989461,3.687290210,0.799621779,5.641101505,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
66,2.708333,0.392910,0.425263,4.966928,0.608997,0.416592,-0.351787,0.576037,0.066519696,1.136493355,0.083612145,0.074394282,0.041664090,1468.604736328,1468.604736328,640.000000000,360.000000000,1.659551720,4.530719889,0.864142295,6.112632486,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
67,2.750000,0.386436,0.427667,4.967095,0.609377,0.416806,-0.355843,0.572982,0.071003217,1.137075255,0.074051533,0.065214007,0.044914813,1468.604736328,1468.604736328,640.000000000,360.000000000,1.645419162,4.477261678,0.870102343,5.831190656,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
68,2.791667,0.376055,0.430078,4.967206,0.609686,0.417059,-0.359847,0.569960,0.076634374,1.141645857,0.063938859,0.052168739,0.044885172,1468.604736328,1468.604736328,640.000000000,360.000000000,1.639418664,4.579381982,0.861987272,5.452612029,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
69,2.833333,0.363822,0.432481,4.967305,0.609924,0.417353,-0.363776,0.566990,0.081891167,1.152448815,0.057315295,0.034224774,0.040160374,1468.604736328,1468.604736328,640.000000000,360.000000000,1.692356411,4.975281239,0.856222559,5.395352100,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
70,2.875000,0.350608,0.434867,4.967438,0.610093,0.417681,-0.367598,0.564093,0.087003881,1.166325553,0.055948620,0.012178823,0.031877404,1468.604736328,1468.604736328,640.000000000,360.000000000,1.452354647,4.046246451,0.793386922,4.323074459,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
71,2.916667,0.336749,0.437233,4.967640,0.610205,0.418037,-0.371275,0.561293,0.089195894,1.184216240,0.055704472,-0.009120757,0.023376598,1468.604736328,1468.604736328,640.000000000,360.000000000,0.998724318,2.164179927,0.779702676,3.772042833,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
72,2.958333,0.322424,0.439581,4.967933,0.610276,0.418411,-0.374750,0.558621,0.088937424,1.200921539,0.056385577,-0.026563805,0.017665057,1468.604736328,1468.604736328,640.000000000,360.000000000,1.014659217,1.340885938,0.788626119,5.249250783,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
73,3.000000,0.307734,0.441913,4.968332,0.610333,0.418791,-0.377929,0.556128,0.094458965,1.217971365,0.047829026,-0.039820132,0.015634060,1468.604736328,1468.604736328,640.000000000,360.000000000,1.227990932,1.882160250,0.748790100,4.907891805,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
74,3.041667,0.292742,0.444233,4.968838,0.610412,0.419174,-0.380629,0.553906,0.094814780,1.230199436,0.047619082,-0.047861765,0.017921829,1468.604736328,1468.604736328,640.000000000,360.000000000,1.395092407,3.009473697,0.719794728,6.303915689,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
75,3.083333,0.277483,0.446547,4.969444,0.610570,0.419569,-0.382534,0.552117,0.094059070,1.238598296,0.048878063,-0.052866637,0.022725131,1468.604736328,1468.604736328,640.000000000,360.000000000,1.569664190,4.155540820,0.699505123,6.595052581,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
76,3.125000,0.261978,0.448855,4.970139,0.610811,0.419951,-0.383747,0.550718,0.098732705,1.241771940,0.052481124,-0.057788800,0.026932779,1468.604736328,1468.604736328,640.000000000,360.000000000,1.516248707,3.897416387,0.687330619,5.913464316,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
77,3.166667,0.246232,0.451159,4.970909,0.611112,0.420281,-0.384523,0.549589,0.099743128,1.243227872,0.054693688,-0.064619430,0.028064280,1468.604736328,1468.604736328,640.000000000,360.000000000,1.497152284,3.777790432,0.675753181,5.805350615,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
78,3.208333,0.230236,0.453458,4.971742,0.611467,0.420535,-0.384994,0.548669,0.104154595,1.242482217,0.059406008,-0.070728081,0.027898726,1468.604736328,1468.604736328,640.000000000,360.000000000,1.465481145,3.586584815,0.669037980,5.785962494,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
79,3.250000,0.213973,0.455750,4.972631,0.611873,0.420696,-0.385229,0.547928,0.107421661,1.240587900,0.063792250,-0.076367094,0.026276137,1468.604736328,1468.604736328,640.000000000,360.000000000,1.479391651,3.615432325,0.676722917,6.049117568,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
80,3.291667,0.197414,0.458030,4.973579,0.612332,0.420751,-0.385264,0.547348,0.109610558,1.237710663,0.064247012,-0.080758051,0.023917897,1468.604736328,1468.604736328,640.000000000,360.000000000,1.455321430,3.452099488,0.676389193,6.069055085,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
81,3.333333,0.180531,0.460291,4.974595,0.612846,0.420693,-0.385116,0.546921,0.109590814,1.236871897,0.062694232,-0.085380553,0.020050553,1468.604736328,1468.604736328,640.000000000,360.000000000,1.539084987,3.983546152,0.668707587,6.234221384,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
82,3.375000,0.163301,0.462528,4.975692,0.613423,0.420514,-0.384784,0.546646,0.108894593,1.233744303,0.060362371,-0.086731796,0.018009671,1468.604736328,1468.604736328,640.000000000,360.000000000,1.307900218,2.569820175,0.667497023,5.192774767,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
83,3.416667,0.145716,0.464735,4.976876,0.614071,0.420208,-0.384257,0.546525,0.107575796,1.230700979,0.059235591,-0.086491406,0.017304901,1468.604736328,1468.604736328,640.000000000,360.000000000,1.234305355,2.146400590,0.658702022,4.991483236,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
84,3.458333,0.127787,0.466909,4.978151,0.614801,0.419765,-0.383511,0.546567,0.105554965,1.226648383,0.058977137,-0.084789360,0.017963770,1468.604736328,1468.604736328,640.000000000,360.000000000,1.287295387,2.434152526,0.643345540,5.026443961,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
85,3.500000,0.109544,0.469052,4.979512,0.615627,0.419180,-0.382513,0.546786,0.104384259,1.224439858,0.059288376,-0.082135102,0.019706992,1468.604736328,1468.604736328,640.000000000,360.000000000,1.611329844,4.377350186,0.637630049,6.007644598,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
86,3.541667,0.091028,0.471172,4.980949,0.616560,0.418449,-0.381224,0.547195,0.101365996,1.221817588,0.060239189,-0.077457229,0.023402954,1468.604736328,1468.604736328,640.000000000,360.000000000,1.481415087,3.585099961,0.628010913,5.703339831,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
87,3.583333,0.072285,0.473281,4.982444,0.617607,0.417574,-0.379623,0.547796,0.100090577,1.215914336,0.059358176,-0.073165147,0.026826704,1468.604736328,1468.604736328,640.000000000,360.000000000,1.450671035,3.461089835,0.616579298,5.380215545,chair_twohand_endpoint_se3_contact_refined+sequence_se3_optimizer
