frame,time,x,y,z,yaw,yaw_deg,pitch,pitch_deg,roll,roll_deg,scale,handle_phase_rad,handle_phase_deg,vlm_visibility,source,tx,ty,tz,qw,qx,qy,qz,se3_schema,m45_pose_source,m45_rotation_smooth_start,m45_rotation_smooth_end,m45_static_frame,m45_yaw_input,m45_pitch_input,m45_roll_input
148,6.125000,0.004961552,0.016056907,4.001687240,0.031577366,1.809250,-0.009421990,-0.539840,0.000009920,0.000568,1.189531444,-0.385158505,-22.067957,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005374,0.015541,4.001827,0.999869,-0.000123,-0.004085,0.015655,1,unchanged,60,70,160,,,
149,6.166667,0.004889901,0.016101503,4.001687240,0.031021608,1.777407,-0.009107905,-0.521845,0.000011996,0.000687,1.189541263,-0.393686468,-22.556573,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005245,0.015703,4.001830,0.999874,-0.000100,-0.003914,0.015396,1,unchanged,60,70,160,,,
150,6.208333,0.004811537,0.016126106,4.001687240,0.030503046,1.747696,-0.009983233,-0.571997,-0.000145923,-0.008361,1.186538592,-0.401425728,-23.000000,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.005116,0.015836,4.001829,0.999878,-0.000075,-0.003725,0.015144,1,unchanged,60,70,160,,,
151,6.250000,0.004721293,0.016136459,4.001687240,0.030012482,1.719589,-0.010462232,-0.599442,-0.000084822,-0.004860,1.186248637,-0.408975465,-23.432568,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004987,0.015945,4.001824,0.999883,-0.000050,-0.003521,0.014906,1,unchanged,60,70,160,,,
152,6.291667,0.004623431,0.016137005,4.001687240,0.029595151,1.695677,-0.010201026,-0.584476,-0.000006941,-0.000398,1.185848788,-0.416537218,-23.865825,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004859,0.016033,4.001817,0.999887,-0.000024,-0.003306,0.014696,1,unchanged,60,70,160,,,
153,6.333333,0.004521734,0.016133480,4.001687240,0.029264729,1.676745,-0.009086728,-0.520631,0.000471664,0.027024,1.186840979,-0.424092183,-24.298692,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004733,0.016104,4.001809,0.999890,0.000003,-0.003083,0.014528,1,unchanged,60,70,160,,,
154,6.375000,0.004426489,0.016133397,4.001687240,0.028982806,1.660592,-0.007019205,-0.402171,0.000428851,0.024571,1.188902553,-0.431621556,-24.730094,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004609,0.016160,4.001799,0.999892,0.000031,-0.002858,0.014421,1,unchanged,60,70,160,,,
155,6.416667,0.004341277,0.016141030,4.001687240,0.028755844,1.647588,-0.004060906,-0.232673,0.000019682,0.001128,1.217440787,-0.439106531,-25.158951,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004488,0.016205,4.001790,0.999893,0.000059,-0.002638,0.014395,1,unchanged,60,70,160,,,
156,6.458333,0.004262609,0.016156217,4.001687240,0.028618786,1.639736,-0.001532833,-0.087825,0.000060731,0.003480,1.219558479,-0.446528305,-25.584187,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004369,0.016241,4.001780,0.999892,0.000088,-0.002430,0.014481,1,unchanged,60,70,160,,,
157,6.500000,0.004179756,0.016174197,4.001687240,0.028620669,1.639844,0.000677575,0.038822,0.000129044,0.007394,1.219321098,-0.453868071,-26.004725,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004252,0.016269,4.001770,0.999889,0.000117,-0.002241,0.014716,1,unchanged,60,70,160,,,
158,6.541667,0.004086538,0.016192858,4.001687240,0.028732712,1.646263,0.002726064,0.156192,0.000162237,0.009296,1.219576048,-0.461107027,-26.419487,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004138,0.016290,4.001761,0.999883,0.000146,-0.002077,0.015162,1,unchanged,60,70,160,,,
159,6.583333,0.003979501,0.016210785,4.001687240,0.028855263,1.653285,0.004542574,0.260270,0.000201166,0.011526,1.220217612,-0.468226366,-26.827395,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.004027,0.016307,4.001752,0.999871,0.000176,-0.001944,0.015928,1,unchanged,60,70,160,,,
160,6.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.475207285,-27.227372,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003919,0.016321,4.001744,0.999849,0.000206,-0.001845,0.017276,1,unchanged,60,70,160,,,
161,6.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.482030978,-27.618341,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003814,0.016331,4.001736,0.999811,0.000237,-0.001782,0.019360,1,table_static_release,60,70,160,,,
162,6.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.488678642,-27.999224,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003712,0.016339,4.001730,0.999762,0.000267,-0.001753,0.021737,1,table_static_release,60,70,160,,,
163,6.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.495131470,-28.368944,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003614,0.016345,4.001723,0.999704,0.000297,-0.001757,0.024255,1,table_static_release,60,70,160,,,
164,6.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.501370660,-28.726423,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003519,0.016349,4.001718,0.999638,0.000326,-0.001789,0.026833,1,table_static_release,60,70,160,,,
165,6.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.507377405,-29.070584,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003429,0.016353,4.001713,0.999566,0.000353,-0.001843,0.029408,1,table_static_release,60,70,160,,,
166,6.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.513132902,-29.400350,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003342,0.016356,4.001709,0.999489,0.000380,-0.001915,0.031917,1,table_static_release,60,70,160,,,
167,6.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.518618345,-29.714642,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003260,0.016358,4.001705,0.999410,0.000405,-0.001998,0.034278,1,table_static_release,60,70,160,,,
168,6.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.523814931,-30.012385,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003182,0.016359,4.001702,0.999338,0.000427,-0.002088,0.036331,1,table_static_release,60,70,160,,,
169,7.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.528703853,-30.292499,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003107,0.016360,4.001699,0.999288,0.000448,-0.002181,0.037657,1,table_static_release,60,70,160,,,
170,7.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.533266309,-30.553909,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.003035,0.016361,4.001697,0.999257,0.000467,-0.002273,0.038464,1,table_static_release,60,70,160,,,
171,7.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.537483492,-30.795536,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002965,0.016361,4.001695,0.999237,0.000483,-0.002362,0.038982,1,table_static_release,60,70,160,,,
172,7.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.541336599,-31.016302,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002898,0.016360,4.001693,0.999224,0.000498,-0.002448,0.039311,1,table_static_release,60,70,160,,,
173,7.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.544806824,-31.215132,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002833,0.016360,4.001692,0.999216,0.000511,-0.002529,0.039508,1,table_static_release,60,70,160,,,
174,7.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.547875364,-31.390946,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002769,0.016358,4.001691,0.999212,0.000522,-0.002603,0.039610,1,table_static_release,60,70,160,,,
175,7.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.550523412,-31.542668,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002706,0.016356,4.001690,0.999210,0.000531,-0.002672,0.039645,1,table_static_release,60,70,160,,,
176,7.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.552732166,-31.669220,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002646,0.016353,4.001689,0.999210,0.000539,-0.002734,0.039635,1,table_static_release,60,70,160,,,
177,7.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.554482819,-31.769525,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002586,0.016349,4.001688,0.999212,0.000546,-0.002791,0.039596,1,table_static_release,60,70,160,,,
178,7.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555756567,-31.842506,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002528,0.016345,4.001688,0.999214,0.000551,-0.002841,0.039541,1,table_static_release,60,70,160,,,
179,7.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556534607,-31.887084,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002471,0.016340,4.001687,0.999216,0.000555,-0.002885,0.039479,1,table_static_release,60,70,160,,,
180,7.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556798132,-31.902183,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002415,0.016334,4.001687,0.999218,0.000559,-0.002925,0.039419,1,table_static_release,60,70,160,,,
181,7.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556798119,-31.902182,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002360,0.016328,4.001687,0.999220,0.000561,-0.002959,0.039365,1,table_static_release,60,70,160,,,
182,7.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556798030,-31.902177,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002306,0.016321,4.001687,0.999222,0.000563,-0.002989,0.039319,1,table_static_release,60,70,160,,,
183,7.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556797788,-31.902163,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002253,0.016314,4.001687,0.999223,0.000564,-0.003015,0.039283,1,table_static_release,60,70,160,,,
184,7.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556797317,-31.902136,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002200,0.016306,4.001686,0.999224,0.000565,-0.003037,0.039257,1,table_static_release,60,70,160,,,
185,7.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556796540,-31.902092,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002148,0.016298,4.001686,0.999225,0.000566,-0.003055,0.039239,1,table_static_release,60,70,160,,,
186,7.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556795381,-31.902025,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002097,0.016290,4.001686,0.999225,0.000566,-0.003071,0.039230,1,table_static_release,60,70,160,,,
187,7.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556793764,-31.901933,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.002047,0.016282,4.001686,0.999225,0.000566,-0.003085,0.039225,1,table_static_release,60,70,160,,,
188,7.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556791611,-31.901809,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001998,0.016274,4.001686,0.999225,0.000566,-0.003096,0.039225,1,table_static_release,60,70,160,,,
189,7.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556788848,-31.901651,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001951,0.016265,4.001686,0.999225,0.000565,-0.003105,0.039228,1,table_static_release,60,70,160,,,
190,7.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556785396,-31.901453,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001906,0.016257,4.001687,0.999225,0.000565,-0.003112,0.039233,1,table_static_release,60,70,160,,,
191,7.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556781181,-31.901212,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001863,0.016249,4.001687,0.999225,0.000564,-0.003118,0.039237,1,table_static_release,60,70,160,,,
192,7.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556776125,-31.900922,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001823,0.016241,4.001687,0.999225,0.000564,-0.003123,0.039242,1,table_static_release,60,70,160,,,
193,8.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556770152,-31.900580,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001784,0.016233,4.001687,0.999225,0.000563,-0.003126,0.039246,1,table_static_release,60,70,160,,,
194,8.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556763186,-31.900181,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001748,0.016226,4.001687,0.999224,0.000563,-0.003129,0.039249,1,table_static_release,60,70,160,,,
195,8.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556755149,-31.899720,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001714,0.016219,4.001687,0.999224,0.000562,-0.003131,0.039251,1,table_static_release,60,70,160,,,
196,8.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556745967,-31.899194,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001682,0.016212,4.001687,0.999224,0.000562,-0.003132,0.039252,1,table_static_release,60,70,160,,,
197,8.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556735562,-31.898598,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001650,0.016206,4.001687,0.999224,0.000561,-0.003133,0.039253,1,table_static_release,60,70,160,,,
198,8.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556723858,-31.897927,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001620,0.016200,4.001687,0.999224,0.000561,-0.003133,0.039253,1,table_static_release,60,70,160,,,
199,8.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556710779,-31.897178,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001591,0.016194,4.001687,0.999224,0.000561,-0.003133,0.039253,1,table_static_release,60,70,160,,,
200,8.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556696247,-31.896345,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001562,0.016189,4.001687,0.999224,0.000560,-0.003133,0.039253,1,table_static_release,60,70,160,,,
201,8.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556680188,-31.895425,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001532,0.016184,4.001687,0.999224,0.000560,-0.003133,0.039252,1,table_static_release,60,70,160,,,
202,8.375000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556662524,-31.894413,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001502,0.016179,4.001687,0.999224,0.000560,-0.003132,0.039252,1,table_static_release,60,70,160,,,
203,8.416667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556643178,-31.893305,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001471,0.016174,4.001687,0.999224,0.000560,-0.003132,0.039251,1,table_static_release,60,70,160,,,
204,8.458333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556622075,-31.892096,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001439,0.016170,4.001687,0.999224,0.000560,-0.003131,0.039251,1,table_static_release,60,70,160,,,
205,8.500000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556599139,-31.890782,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001406,0.016166,4.001687,0.999224,0.000560,-0.003130,0.039251,1,table_static_release,60,70,160,,,
206,8.541667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556574292,-31.889358,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001373,0.016162,4.001687,0.999224,0.000560,-0.003130,0.039251,1,table_static_release,60,70,160,,,
207,8.583333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556547458,-31.887820,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001338,0.016158,4.001687,0.999224,0.000560,-0.003129,0.039251,1,table_static_release,60,70,160,,,
208,8.625000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556518561,-31.886165,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001302,0.016155,4.001687,0.999224,0.000560,-0.003128,0.039251,1,table_static_release,60,70,160,,,
209,8.666667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556487524,-31.884386,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001266,0.016152,4.001687,0.999224,0.000560,-0.003127,0.039251,1,table_static_release,60,70,160,,,
210,8.708333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556454272,-31.882481,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001228,0.016149,4.001687,0.999224,0.000560,-0.003127,0.039251,1,table_static_release,60,70,160,,,
211,8.750000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556418727,-31.880445,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001190,0.016146,4.001687,0.999224,0.000560,-0.003126,0.039251,1,table_static_release,60,70,160,,,
212,8.791667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556380813,-31.878272,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001150,0.016144,4.001687,0.999224,0.000560,-0.003126,0.039251,1,table_static_release,60,70,160,,,
213,8.833333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556340454,-31.875960,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001109,0.016141,4.001687,0.999224,0.000560,-0.003125,0.039251,1,table_static_release,60,70,160,,,
214,8.875000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556297573,-31.873503,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001066,0.016139,4.001687,0.999224,0.000560,-0.003125,0.039251,1,table_static_release,60,70,160,,,
215,8.916667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556252094,-31.870897,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.001020,0.016136,4.001687,0.999224,0.000560,-0.003124,0.039251,1,table_static_release,60,70,160,,,
216,8.958333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556203941,-31.868138,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000970,0.016133,4.001687,0.999224,0.000560,-0.003124,0.039251,1,table_static_release,60,70,160,,,
217,9.000000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556153037,-31.865222,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000917,0.016129,4.001687,0.999224,0.000560,-0.003124,0.039251,1,table_static_release,60,70,160,,,
218,9.041667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556099306,-31.862143,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000860,0.016126,4.001687,0.999224,0.000560,-0.003124,0.039251,1,table_static_release,60,70,160,,,
219,9.083333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.556042671,-31.858898,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000799,0.016121,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
220,9.125000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555983055,-31.855483,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000734,0.016116,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
221,9.166667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555920384,-31.851892,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000666,0.016111,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
222,9.208333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555854579,-31.848121,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000596,0.016105,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
223,9.250000,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555785565,-31.844167,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000524,0.016099,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
224,9.291667,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555713265,-31.840025,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000452,0.016092,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
225,9.333333,0.003857815,0.016227323,4.001687240,0.028944550,1.658401,0.004692164,0.268841,0.000169432,0.009708,1.219385151,-0.555637603,-31.835690,visible,m18_body_pose_plus_m17_handle_phase+generic_se3_pose_init+sequence_se3_optimizer,0.000381,0.016085,4.001687,0.999224,0.000560,-0.003123,0.039251,1,table_static_release,60,70,160,,,
