frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
34,1.416667,1,0.420632,0.385025,1.856114,0.438780,0.448618,1.845137,0.491649,0.474457,1.815215,0.498418,0.516796,1.835514,0.491794,0.535594,1.834733,0.483351,0.528848,1.858423,0.465528,0.514258,1.869726,1,-0.001637,-0.102646,1.913974,-0.002768,-0.133003,1.855510,0.043106,-0.194083,1.849729,0.030175,-0.162040,1.867435,0.026340,-0.139506,1.869635,0.035694,-0.121461,1.874778,0.041982,-0.106690,1.868990
35,1.458333,1,0.419716,0.384591,1.854761,0.437829,0.448592,1.844463,0.491020,0.474639,1.814427,0.496749,0.517242,1.835457,0.490045,0.536051,1.834982,0.481624,0.529228,1.858257,0.463980,0.514306,1.869524,1,0.001481,-0.112378,1.913131,0.003144,-0.143205,1.855063,0.050156,-0.202563,1.850677,0.038153,-0.171263,1.867389,0.034780,-0.148923,1.869008,0.042471,-0.131821,1.873590,0.049943,-0.117762,1.867511
36,1.500000,1,0.420385,0.384348,1.855379,0.436618,0.448599,1.844491,0.489824,0.475081,1.813320,0.493042,0.519363,1.834832,0.485900,0.537946,1.834984,0.478395,0.530692,1.857927,0.461732,0.514715,1.869654,1,0.004938,-0.119201,1.913386,0.008153,-0.151313,1.854888,0.055390,-0.209418,1.851080,0.045635,-0.178780,1.866267,0.041971,-0.156656,1.868372,0.047519,-0.140314,1.872771,0.055665,-0.126662,1.866490
37,1.541667,1,0.419886,0.383930,1.856675,0.435466,0.448590,1.844758,0.488686,0.475554,1.812286,0.489042,0.521909,1.834160,0.481438,0.540125,1.835023,0.475094,0.532285,1.857675,0.459629,0.515053,1.869967,1,0.007679,-0.125514,1.914170,0.012030,-0.157630,1.854598,0.058731,-0.214381,1.850239,0.051399,-0.184131,1.864673,0.047972,-0.162484,1.867239,0.051574,-0.146786,1.871807,0.058932,-0.133439,1.865602
38,1.583333,1,0.418260,0.383626,1.854854,0.435000,0.448414,1.844485,0.488523,0.475593,1.812155,0.487615,0.522596,1.834189,0.479994,0.540593,1.835312,0.473934,0.532464,1.857672,0.458817,0.514787,1.869966,1,0.009015,-0.129798,1.912872,0.014979,-0.162712,1.854089,0.060976,-0.217798,1.848758,0.055786,-0.188130,1.862667,0.053541,-0.166537,1.865514,0.055561,-0.151518,1.870420,0.060716,-0.138527,1.864566
39,1.625000,1,0.418265,0.383304,1.851826,0.435778,0.447957,1.843217,0.489934,0.474711,1.813055,0.490600,0.519996,1.834796,0.483624,0.538108,1.835336,0.476399,0.530331,1.857573,0.460134,0.513722,1.869023,1,0.010850,-0.133805,1.910797,0.017430,-0.166872,1.853528,0.063311,-0.220373,1.847824,0.060412,-0.192008,1.859576,0.059220,-0.169245,1.863461,0.059959,-0.154940,1.868756,0.062197,-0.142333,1.863418
40,1.666667,1,0.419826,0.383087,1.851566,0.437395,0.447404,1.841379,0.492265,0.473186,1.814040,0.496271,0.515520,1.835140,0.490228,0.533976,1.834579,0.481130,0.526952,1.857034,0.462898,0.512351,1.867292,1,0.013069,-0.136169,1.910178,0.019522,-0.170211,1.853186,0.066223,-0.222302,1.847845,0.065724,-0.196021,1.855675,0.064471,-0.171073,1.861652,0.064290,-0.157450,1.867276,0.063895,-0.145227,1.862245
41,1.708333,1,0.420325,0.383545,1.851019,0.438503,0.447145,1.839771,0.493733,0.472161,1.813957,0.500134,0.512536,1.834541,0.494582,0.531309,1.833155,0.484305,0.524823,1.856021,0.464790,0.511660,1.865564,1,0.014032,-0.137584,1.909723,0.021131,-0.172962,1.853287,0.069331,-0.222924,1.848223,0.070187,-0.199232,1.853174,0.068003,-0.172411,1.860874,0.067520,-0.159367,1.866553,0.065322,-0.147533,1.861207
42,1.750000,1,0.420088,0.383709,1.849901,0.438046,0.447379,1.838711,0.492917,0.472504,1.812227,0.498854,0.513307,1.832673,0.492892,0.532212,1.831239,0.482950,0.525701,1.854389,0.463786,0.512365,1.864174,1,0.013861,-0.138470,1.908852,0.022313,-0.175539,1.854013,0.072294,-0.221412,1.848499,0.072515,-0.200798,1.854026,0.069232,-0.173554,1.861747,0.069296,-0.160807,1.867007,0.065545,-0.149355,1.860851
43,1.791667,1,0.419339,0.384122,1.849666,0.436347,0.447923,1.838234,0.490201,0.473921,1.809326,0.493295,0.517180,1.829878,0.486279,0.535982,1.829133,0.478000,0.528972,1.852333,0.460574,0.514081,1.863163,1,0.012911,-0.138799,1.909064,0.023404,-0.178219,1.855441,0.075169,-0.218043,1.849137,0.073454,-0.201324,1.857596,0.069101,-0.174722,1.864166,0.070413,-0.161788,1.868601,0.064629,-0.150765,1.861699
