frame,time,anchor_type,contact_part,contact_side,contact_label,left_anchor_u,left_anchor_v,right_anchor_u,right_anchor_v,left_anchor_valid,right_anchor_valid,left_best_probe,right_best_probe,left_anchor_dist_px,right_anchor_dist_px,min_anchor_dist_px,min_anchor_boundary_gap_px,inter_anchor_dist_px,occlusion_penalty,object_contact_score,active_anchor_side,active_anchor_probe,anchor_score,floor_score,anchor_contact_state,floor_contact_state,transition_contact_state,multi_contact_state
139,5.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6014548988206299,0.9904410004887524,1,1,0,1
140,5.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5690161363377986,0.9933060996364576,1,1,0,1
141,5.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5672162761679846,0.9985105303626053,1,1,0,1
142,5.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5757861530593307,0.9976838813515382,1,1,0,1
143,5.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6046500464334108,0.9966108760895199,1,1,0,1
144,5.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5765658803887288,0.9990802182587829,1,1,0,1
145,6.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5738369695565946,0.9987706762382936,1,1,0,1
146,6.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5837190804165535,0.9999726203748288,1,1,0,1
147,6.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5813292419517032,0.999712041468019,1,1,0,1
148,6.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5813292419517032,0.999712041468019,1,1,0,1
149,6.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5813292419517032,0.9999726203748288,1,1,0,1
150,6.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.55,0.9999726203748288,1,1,0,1
151,6.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.55,0.9999726203748288,1,1,0,1
152,6.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5574556373213484,0.9999726203748288,1,1,0,1
153,6.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5574556373213484,0.9999938750187578,1,1,0,1
154,6.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5564091128264261,0.9999938750187578,1,1,0,1
155,6.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5564091128264261,1.0,1,1,0,1
156,6.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5574787787794546,1.0,1,1,0,1
157,6.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6025522559060634,0.999992000032,1,1,0,1
158,6.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6339482203816826,0.9998079384461821,1,1,0,1
159,6.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6270572125158205,1.0,1,1,0,1
160,6.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6268286069203707,0.9998079384461821,1,1,0,1
161,6.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5817786601321517,0.9968448629394532,1,1,0,1
162,6.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.5635761898410354,0.9965365665700242,1,1,0,1
163,6.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6088444512285027,0.9988582323132995,1,1,0,1
164,6.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6354884102961667,0.999999995,1,1,0,1
165,6.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.6733032448640863,0.9997602237509209,1,1,0,1
166,6.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,1.0,right,center,0.706420990304677,0.9997878425085842,1,1,0,1
167,6.916667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.6398063277174222,right,center,0.5552878767728706,0.9997602237509209,1,1,0,1
168,6.958333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.2837291563103808,0.999992000032,0,1,0,0
169,7.0,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.22776909367123196,0.9999938750187578,0,1,0,0
170,7.041667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.19760065519183856,0.9989790015739407,0,1,0,0
171,7.083333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.14864065287305844,0.9999992800002592,0,1,0,0
172,7.125,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.12345905712600375,0.9999726203748288,0,1,0,0
173,7.166667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.14925013436249743,0.9976634539831931,0,1,0,0
174,7.208333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.12679882193798286,0.9958317314475599,0,1,0,0
175,7.25,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.08834455736146773,0.9954312237566219,0,1,0,0
176,7.291667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1185598384164669,0.9954312237566219,0,1,0,0
177,7.333333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.15614360345257494,0.9997285918378607,0,1,0,0
178,7.375,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.11913671937796551,0.9990324683608631,0,1,0,0
179,7.416667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.09944289529928373,0.9999663805651459,0,1,0,0
180,7.458333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.13120484264079013,0.9997285918378607,0,1,0,0
181,7.5,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.09332634566911027,0.9999663805651459,0,1,0,0
182,7.541667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06872639418638482,0.9999663805651459,0,1,0,0
183,7.583333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.07723820614050392,0.9999726203748288,0,1,0,0
184,7.625,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06640035780903115,0.9999663805651459,0,1,0,0
185,7.666667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06594958240808957,0.9999663805651459,0,1,0,0
186,7.708333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.06977134140714916,0.9999726203748288,0,1,0,0
187,7.75,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.061384133858964504,0.9954312237566219,0,1,0,0
188,7.791667,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.09726991317807555,0.9954312237566219,0,1,0,0
189,7.833333,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.12218159817664562,0.997131302598603,0,1,0,0
190,7.875,hand,hand,right,right_hand,,,,,,,,,,,,,,0.0,0.0,right,center,0.1183131231849732,0.9990324683608631,0,1,0,0
