frame,time,ball_center_x,ball_center_y,radius,mask_area,source
118,4.875000,720.293,298.131,8.406,222.0,sam2_video_propagation
119,4.916667,726.245,275.367,11.631,425.0,sam2_video_propagation
120,4.958333,737.847,258.649,10.690,359.0,sam2_video_propagation
121,5.000000,747.721,249.015,10.295,333.0,sam2_video_propagation
122,5.041667,757.528,244.567,9.508,284.0,sam2_video_propagation
123,5.083333,765.663,244.716,9.115,261.0,sam2_video_propagation
124,5.125000,773.679,249.829,8.849,246.0,sam2_video_propagation
125,5.166667,767.218,251.333,10.388,339.0,sam2_video_propagation
126,5.208333,749.454,242.975,8.740,240.0,sam2_video_propagation
127,5.250000,732.479,241.393,9.219,267.0,sam2_video_propagation
128,5.291667,714.709,243.781,8.938,251.0,sam2_video_propagation
129,5.333333,697.667,251.903,9.424,279.0,sam2_video_propagation
130,5.375000,680.734,263.090,8.813,244.0,sam2_video_propagation
131,5.416667,664.267,279.411,9.271,270.0,sam2_video_propagation
132,5.458333,647.401,299.748,9.339,274.0,sam2_video_propagation
133,5.500000,631.512,324.198,9.821,303.0,sam2_video_propagation
134,5.541667,615.672,354.664,11.270,399.0,sam2_video_propagation
135,5.583333,611.348,350.929,10.570,351.0,sam2_video_propagation
136,5.625000,621.470,316.219,10.013,315.0,sam2_video_propagation
137,5.666667,629.767,287.125,9.707,296.0,sam2_video_propagation
138,5.708333,644.915,270.023,13.291,555.0,sam2_video_propagation
139,5.750000,658.245,279.413,14.340,646.0,sam2_video_propagation
140,5.791667,666.533,300.277,12.766,512.0,sam2_video_propagation
141,5.833333,680.875,358.040,15.389,744.0,sam2_video_propagation
142,5.875000,691.276,400.716,15.858,790.0,sam2_video_propagation
143,5.916667,676.920,220.336,9.788,301.0,sam2_video_propagation
144,5.958333,700.387,404.510,16.371,842.0,sam2_video_propagation
145,6.000000,706.719,395.086,14.516,662.0,sam2_video_propagation
146,6.041667,708.724,343.926,15.848,789.0,sam2_video_propagation
147,6.083333,714.197,337.999,16.765,883.0,sam2_video_propagation
148,6.125000,719.466,342.137,16.126,817.0,sam2_video_propagation
149,6.166667,725.379,338.708,12.087,459.0,sam2_video_propagation
150,6.208333,731.194,336.974,10.418,341.0,sam2_video_propagation
151,6.250000,747.099,307.761,11.480,414.0,sam2_video_propagation
152,6.291667,770.012,278.694,13.564,578.0,sam2_video_propagation
153,6.333333,790.086,251.908,12.463,488.0,sam2_video_propagation
154,6.375000,807.070,233.715,11.713,431.0,sam2_video_propagation
155,6.416667,820.367,220.529,10.495,346.0,sam2_video_propagation
156,6.458333,831.956,212.140,9.657,293.0,sam2_video_propagation
157,6.500000,843.668,208.286,9.441,280.0,sam2_video_propagation
158,6.541667,851.097,206.941,10.896,373.0,sam2_video_propagation
159,6.583333,842.052,196.270,11.902,445.0,sam2_video_propagation
160,6.625000,831.104,184.082,9.236,268.0,sam2_video_propagation
161,6.666667,822.502,180.007,9.657,293.0,sam2_video_propagation
162,6.708333,814.574,179.326,9.624,291.0,sam2_video_propagation
163,6.750000,805.712,182.175,9.641,292.0,sam2_video_propagation
164,6.791667,797.864,189.332,9.690,295.0,sam2_video_propagation
165,6.833333,789.111,199.235,9.739,298.0,sam2_video_propagation
166,6.875000,780.409,214.015,10.171,325.0,sam2_video_propagation
167,6.916667,771.726,231.566,10.061,318.0,sam2_video_propagation
168,6.958333,763.050,253.565,10.749,363.0,sam2_video_propagation
169,7.000000,755.223,278.942,10.764,364.0,sam2_video_propagation
170,7.041667,747.391,309.507,11.312,402.0,sam2_video_propagation
171,7.083333,739.798,344.430,11.699,430.0,sam2_video_propagation
172,7.125000,732.236,385.202,12.296,475.0,sam2_video_propagation
173,7.166667,725.294,430.437,12.866,520.0,sam2_video_propagation
174,7.208333,717.321,484.690,13.969,613.0,sam2_video_propagation
175,7.250000,710.383,540.828,12.628,501.0,sam2_video_propagation
176,7.291667,701.417,608.677,15.797,784.0,sam2_video_propagation
177,7.333333,696.800,660.417,16.342,839.0,sam2_video_propagation
178,7.375000,698.074,607.651,15.254,731.0,sam2_video_propagation
179,7.416667,699.011,561.070,13.934,610.0,sam2_video_propagation
180,7.458333,699.184,516.366,14.150,629.0,sam2_video_propagation
181,7.500000,701.081,479.107,13.267,553.0,sam2_video_propagation
182,7.541667,702.775,447.704,13.552,577.0,sam2_video_propagation
183,7.583333,704.538,423.121,13.363,561.0,sam2_video_propagation
184,7.625000,705.815,405.176,12.841,518.0,sam2_video_propagation
185,7.666667,707.342,396.294,12.866,520.0,sam2_video_propagation
186,7.708333,707.731,396.160,13.375,562.0,sam2_video_propagation
187,7.750000,709.059,405.869,13.969,613.0,sam2_video_propagation
188,7.791667,709.298,426.138,15.023,709.0,sam2_video_propagation
189,7.833333,709.489,458.901,15.807,785.0,sam2_video_propagation
190,7.875000,708.492,506.015,17.752,990.0,sam2_video_propagation
191,7.916667,707.912,566.575,18.898,1122.0,sam2_video_propagation
192,7.958333,705.798,633.629,20.966,1381.0,sam2_video_propagation
193,8.000000,704.633,616.694,19.232,1162.0,sam2_video_propagation
194,8.041667,704.941,558.888,18.116,1031.0,sam2_video_propagation
195,8.083333,703.290,505.449,17.196,929.0,sam2_video_propagation
196,8.125000,702.635,460.629,16.381,843.0,sam2_video_propagation
197,8.166667,702.451,423.104,15.574,762.0,sam2_video_propagation
198,8.208333,702.250,393.234,14.884,696.0,sam2_video_propagation
199,8.250000,701.915,371.219,12.803,515.0,sam2_video_propagation
200,8.291667,718.121,338.659,12.964,528.0,sam2_video_propagation
201,8.333333,735.973,301.014,13.716,591.0,sam2_video_propagation
202,8.375000,752.583,270.514,12.691,506.0,sam2_video_propagation
203,8.416667,765.995,248.302,11.424,410.0,sam2_video_propagation
204,8.458333,777.352,235.125,10.925,375.0,sam2_video_propagation
205,8.500000,786.273,227.054,10.013,315.0,sam2_video_propagation
206,8.541667,795.189,225.368,9.624,291.0,sam2_video_propagation
207,8.583333,802.062,228.221,9.062,258.0,sam2_video_propagation
208,8.625000,804.543,234.997,10.155,324.0,sam2_video_propagation
209,8.666667,795.114,227.607,9.305,272.0,sam2_video_propagation
210,8.708333,785.734,226.867,9.288,271.0,sam2_video_propagation
211,8.750000,776.682,232.346,9.491,283.0,sam2_video_propagation
212,8.791667,767.589,243.122,9.558,287.0,sam2_video_propagation
213,8.833333,758.098,259.878,10.218,328.0,sam2_video_propagation
214,8.875000,749.473,282.518,10.372,338.0,sam2_video_propagation
215,8.916667,740.293,312.448,11.085,386.0,sam2_video_propagation
216,8.958333,731.521,349.028,11.754,434.0,sam2_video_propagation
217,9.000000,723.665,392.481,12.628,501.0,sam2_video_propagation
218,9.041667,714.874,444.235,13.658,586.0,sam2_video_propagation
219,9.083333,706.760,501.828,14.195,633.0,sam2_video_propagation
220,9.125000,697.611,559.224,12.890,522.0,sam2_video_propagation
221,9.166667,695.216,531.163,12.741,510.0,sam2_video_propagation
222,9.208333,695.810,497.216,12.565,496.0,sam2_video_propagation
223,9.250000,696.613,468.548,12.309,476.0,sam2_video_propagation
224,9.291667,697.204,448.124,13.387,563.0,sam2_video_propagation
225,9.333333,693.366,465.806,20.272,1291.0,sam2_video_propagation
226,9.375000,691.205,562.099,23.736,1770.0,sam2_video_propagation
227,9.416667,685.136,449.239,9.918,309.0,sam2_video_propagation
228,9.458333,682.970,540.993,22.454,1584.0,sam2_video_propagation
229,9.500000,680.724,492.333,17.859,1002.0,sam2_video_propagation
230,9.541667,679.009,445.608,14.831,691.0,sam2_video_propagation
231,9.583333,677.232,412.982,13.866,604.0,sam2_video_propagation
232,9.625000,675.167,390.557,14.417,653.0,sam2_video_propagation
233,9.666667,683.442,361.024,11.027,382.0,sam2_video_propagation
234,9.708333,708.385,327.231,14.884,696.0,sam2_video_propagation
235,9.750000,736.140,293.764,12.816,516.0,sam2_video_propagation
236,9.791667,757.964,270.691,11.535,418.0,sam2_video_propagation
237,9.833333,777.239,255.172,10.630,355.0,sam2_video_propagation
238,9.875000,795.135,247.778,9.202,266.0,sam2_video_propagation
239,9.916667,800.223,247.244,12.296,475.0,sam2_video_propagation
240,9.958333,788.884,233.204,9.508,284.0,sam2_video_propagation
