frame,time,left_detected,left_wrist_x,left_wrist_y,left_wrist_z,left_palm_x,left_palm_y,left_palm_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z,left_index_tip_x,left_index_tip_y,left_index_tip_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,left_ring_tip_x,left_ring_tip_y,left_ring_tip_z,left_pinky_tip_x,left_pinky_tip_y,left_pinky_tip_z,right_detected,right_wrist_x,right_wrist_y,right_wrist_z,right_palm_x,right_palm_y,right_palm_z,right_thumb_tip_x,right_thumb_tip_y,right_thumb_tip_z,right_index_tip_x,right_index_tip_y,right_index_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,right_ring_tip_x,right_ring_tip_y,right_ring_tip_z,right_pinky_tip_x,right_pinky_tip_y,right_pinky_tip_z
32,1.333333,1,-0.209832,-0.060327,4.436598,-0.197203,0.001892,4.456689,-0.201873,0.058625,4.427947,-0.194889,0.032299,4.416276,-0.189491,0.012952,4.422570,-0.177454,0.008534,4.426484,-0.159593,0.025493,4.432910,1,0.180107,-0.061441,3.862148,0.198653,0.004851,3.859143,0.207741,0.045939,3.901690,0.196461,0.072659,3.916925,0.181214,0.072177,3.905981,0.169807,0.068466,3.893890,0.162191,0.064284,3.868785
33,1.375000,1,-0.194387,-0.055154,4.443512,-0.187530,0.008634,4.459930,-0.181479,0.061314,4.426639,-0.174361,0.041741,4.416484,-0.169645,0.021146,4.424441,-0.159504,0.016314,4.431834,-0.146986,0.033500,4.441876,1,0.183274,-0.063321,3.872772,0.202233,0.003176,3.869680,0.211088,0.043558,3.913503,0.201426,0.070896,3.928573,0.185866,0.070453,3.917785,0.174167,0.066734,3.905443,0.166443,0.062906,3.880048
34,1.416667,1,-0.174248,-0.049662,4.450912,-0.173679,0.015160,4.461109,-0.159022,0.064404,4.425296,-0.150947,0.051287,4.417908,-0.145606,0.033475,4.427269,-0.138048,0.028869,4.436732,-0.132099,0.044238,4.450321,1,0.185731,-0.064574,3.882260,0.204734,0.002539,3.878324,0.213649,0.042513,3.922851,0.205384,0.070727,3.937640,0.189682,0.070422,3.926918,0.177613,0.066559,3.914341,0.169497,0.062699,3.888854
35,1.458333,1,-0.155482,-0.043188,4.452461,-0.157894,0.021365,4.458729,-0.131228,0.065625,4.420069,-0.124357,0.062158,4.417199,-0.119023,0.049905,4.428760,-0.115210,0.045766,4.439729,-0.116518,0.056331,4.457194,1,0.186218,-0.063055,3.887047,0.205994,0.003019,3.884152,0.215589,0.042974,3.928389,0.208137,0.071666,3.943319,0.192561,0.071656,3.932599,0.180133,0.067664,3.919985,0.171209,0.063522,3.894708
36,1.500000,1,-0.135293,-0.037274,4.455852,-0.142138,0.026671,4.453377,-0.103320,0.064041,4.409951,-0.098785,0.072903,4.411368,-0.094294,0.067440,4.425467,-0.094676,0.063836,4.437423,-0.101859,0.068162,4.458985,1,0.186359,-0.061611,3.892697,0.205732,0.004373,3.886748,0.216986,0.044683,3.929295,0.209771,0.073294,3.945166,0.194433,0.073661,3.934618,0.181686,0.069649,3.922385,0.171426,0.065152,3.897675
37,1.541667,1,-0.117836,-0.032023,4.455063,-0.127661,0.030456,4.448259,-0.083368,0.061638,4.399342,-0.079318,0.080897,4.402961,-0.075273,0.081498,4.418615,-0.078515,0.078187,4.430763,-0.088212,0.077197,4.455285,1,0.184815,-0.057631,3.890845,0.203489,0.006090,3.886358,0.217383,0.046985,3.926121,0.209910,0.075030,3.943674,0.194728,0.075552,3.933583,0.181748,0.071596,3.922177,0.169739,0.066815,3.898284
38,1.583333,1,-0.108841,-0.030400,4.458125,-0.115346,0.032468,4.446010,-0.072090,0.060803,4.393933,-0.066450,0.085339,4.398444,-0.061959,0.089179,4.413817,-0.065627,0.085608,4.425610,-0.074778,0.081148,4.450488,1,0.179370,-0.056084,3.892282,0.198972,0.007615,3.883810,0.215961,0.049139,3.920649,0.207594,0.076111,3.940166,0.192489,0.076260,3.930662,0.179458,0.072225,3.920366,0.165690,0.067330,3.897384
39,1.625000,1,-0.102082,-0.030201,4.455951,-0.105969,0.032346,4.444646,-0.064210,0.060300,4.393956,-0.056946,0.085170,4.399795,-0.052627,0.090419,4.413520,-0.055292,0.086371,4.424713,-0.063636,0.080634,4.446929,1,0.173125,-0.055051,3.887969,0.192418,0.008671,3.880035,0.212461,0.050738,3.914525,0.202602,0.076367,3.935635,0.187489,0.075642,3.926820,0.174574,0.071195,3.917796,0.159416,0.066307,3.895798
40,1.666667,1,-0.100058,-0.031679,4.456645,-0.100297,0.029828,4.439619,-0.055446,0.056573,4.394456,-0.047777,0.078628,4.403077,-0.046419,0.086932,4.415238,-0.048918,0.082876,4.425739,-0.059273,0.078804,4.443076,1,0.165054,-0.055590,3.885414,0.184385,0.009450,3.875645,0.207419,0.051935,3.908306,0.195960,0.076847,3.930099,0.180438,0.075061,3.922488,0.167646,0.069993,3.914827,0.151570,0.064962,3.893869
41,1.708333,1,-0.098925,-0.033201,4.455141,-0.098103,0.025908,4.430589,-0.046167,0.049337,4.391970,-0.038908,0.067265,4.404981,-0.042830,0.080976,4.416525,-0.047034,0.077429,4.426587,-0.062044,0.077576,4.438566,1,0.158887,-0.055571,3.880845,0.175414,0.010447,3.870832,0.201196,0.053262,3.901733,0.188557,0.079009,3.923269,0.171880,0.076234,3.917603,0.159098,0.070662,3.911221,0.142519,0.065021,3.891120
