frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,z_da3_raw,depth_conf,source
95,3.133333,-0.637457,0.230568,6.415248,1.000000,0.000000,0.000000,0.000000,0.119615,shared_fullimg_cam,741.106,619.174,41.074,6.780079,0.107092,L1_L3contact
96,3.166667,-0.635783,0.235229,6.429537,1.000000,0.000000,0.000000,0.000000,0.123150,shared_fullimg_cam,742.166,620.595,42.194,6.640829,0.115898,L1_L3contact
97,3.200000,-0.639448,0.253074,6.442313,1.000000,0.000000,0.000000,0.000000,0.125108,shared_fullimg_cam,741.345,626.537,42.780,6.650655,0.119243,L1_L3contact
98,3.233333,-0.639755,0.256310,6.453404,1.000000,0.000000,0.000000,0.000000,0.122330,shared_fullimg_cam,741.616,627.493,41.758,6.598586,0.121193,L1_L3contact
99,3.266667,-0.637745,0.272089,6.462751,1.000000,0.000000,0.000000,0.000000,0.123968,shared_fullimg_cam,742.617,632.745,42.256,6.579518,0.121191,L1_L3contact
100,3.300000,-0.639934,0.311426,6.470384,1.000000,0.000000,0.000000,0.000000,0.118883,shared_fullimg_cam,742.128,646.028,40.475,6.648410,0.128368,L1_L3contact
101,3.333333,-0.636646,0.390905,6.476401,1.000000,0.000000,0.000000,0.000000,0.124738,shared_fullimg_cam,743.449,672.964,42.429,6.711345,0.100028,L1_L3contact
102,3.366667,-0.637111,0.476276,6.481017,1.000000,0.000000,0.000000,0.000000,0.126881,shared_fullimg_cam,743.445,701.887,43.127,6.668499,0.120484,L1_L3contact
103,3.400000,-0.640372,0.554574,6.484539,1.000000,0.000000,0.000000,0.000000,0.126759,shared_fullimg_cam,742.455,728.398,43.062,6.551065,0.106748,L1_L3contact
104,3.433333,-0.641168,0.557303,6.487386,1.000000,0.000000,0.000000,0.000000,0.126732,shared_fullimg_cam,742.280,729.242,43.034,6.562812,0.111183,L1_L3contact
105,3.466667,-0.645521,0.479314,6.491125,1.000000,0.000000,0.000000,0.000000,0.126410,shared_fullimg_cam,740.928,702.666,42.900,6.684601,0.131783,L1_L3contact
106,3.500000,-0.654751,0.402482,6.497359,1.000000,0.000000,0.000000,0.000000,0.130274,shared_fullimg_cam,738.009,676.460,44.169,6.860531,0.130624,L1_L3contact
107,3.533333,-0.663062,0.328769,6.504645,1.000000,0.000000,0.000000,0.000000,0.124051,shared_fullimg_cam,735.443,651.343,42.012,6.903631,0.146288,L1_L3contact
108,3.566667,-0.672412,0.282286,6.511782,1.000000,0.000000,0.000000,0.000000,0.123859,shared_fullimg_cam,732.526,635.496,41.901,6.888510,0.134901,L1_L3contact
109,3.600000,-0.675125,0.275797,6.517914,1.000000,0.000000,0.000000,0.000000,0.125603,shared_fullimg_cam,731.823,633.213,42.451,6.934004,0.126574,L1_L3contact
110,3.633333,-0.677076,0.245317,6.522453,1.000000,0.000000,0.000000,0.000000,0.130360,shared_fullimg_cam,731.323,622.854,44.028,6.956127,0.134420,L1_L3contact
111,3.666667,-0.672508,0.223367,6.525079,1.000000,0.000000,0.000000,0.000000,0.125528,shared_fullimg_cam,732.957,615.410,42.379,6.746931,0.105656,L1_L3contact
112,3.700000,-0.681225,0.210244,6.525782,1.000000,0.000000,0.000000,0.000000,0.123086,shared_fullimg_cam,730.039,610.972,41.550,6.683472,0.122157,L1_L3contact
113,3.733333,-0.683148,0.209559,6.524652,1.000000,0.000000,0.000000,0.000000,0.121995,shared_fullimg_cam,729.350,610.753,41.189,6.693094,0.128122,L1_L3contact
114,3.766667,-0.687902,0.216119,6.521873,1.000000,0.000000,0.000000,0.000000,0.124916,shared_fullimg_cam,727.646,612.999,42.193,6.719308,0.110294,L1_L3contact
115,3.800000,-0.689347,0.237125,6.517738,1.000000,0.000000,0.000000,0.000000,0.120978,shared_fullimg_cam,727.010,620.145,40.889,6.769790,0.098455,L1_L3contact
116,3.833333,-0.695613,0.250749,6.512638,1.000000,0.000000,0.000000,0.000000,0.120570,shared_fullimg_cam,724.708,624.816,40.783,6.921318,0.089577,L1_L3contact
117,3.866667,-0.697883,0.260515,6.507061,1.000000,0.000000,0.000000,0.000000,0.120866,shared_fullimg_cam,723.738,628.195,40.918,6.854524,0.101585,L1_L3contact
118,3.900000,-0.699525,0.297815,6.501624,1.000000,0.000000,0.000000,0.000000,0.122866,shared_fullimg_cam,722.984,640.907,41.630,6.737007,0.086580,L1_L3contact
119,3.933333,-0.700845,0.313947,6.497090,1.000000,0.000000,0.000000,0.000000,0.124467,shared_fullimg_cam,722.371,646.447,42.202,6.697679,0.101776,L1_L3contact
120,3.966667,-0.710932,0.375211,6.494290,1.000000,0.000000,0.000000,0.000000,0.118473,shared_fullimg_cam,718.847,667.274,40.187,6.771719,0.094458,L1_L3contact
121,4.000000,-0.719409,0.454680,6.494142,1.000000,0.000000,0.000000,0.000000,0.123429,shared_fullimg_cam,715.966,694.234,41.869,6.671766,0.102888,L1_L3contact
122,4.033333,-0.726724,0.543732,6.497659,1.000000,0.000000,0.000000,0.000000,0.124107,shared_fullimg_cam,713.618,724.342,42.076,6.776460,0.099979,L1_L3contact
123,4.066667,-0.748376,0.652508,6.505934,1.000000,0.000000,0.000000,0.000000,0.122251,shared_fullimg_cam,706.600,760.939,41.394,6.693996,0.133565,L1_L3contact
124,4.100000,-0.749443,0.649008,6.520174,1.000000,0.000000,0.000000,0.000000,0.125383,shared_fullimg_cam,706.793,759.274,42.362,6.699691,0.121608,L1_L3contact
125,4.133333,-0.755905,0.644931,6.541720,1.000000,0.000000,0.000000,0.000000,0.122466,shared_fullimg_cam,705.451,757.179,41.240,6.556148,0.108603,L1_L3contact
126,4.166667,-0.728779,0.523060,6.582340,1.000000,0.000000,0.000000,0.000000,0.126184,shared_fullimg_cam,716.100,715.052,42.230,6.754357,0.078531,L1_L3contact
127,4.200000,-0.732754,0.460216,6.630472,1.000000,0.000000,0.000000,0.000000,0.126135,shared_fullimg_cam,716.550,692.902,41.907,9.954758,0.308889,L1_L3contact
128,4.233333,-0.741371,0.461563,6.674891,1.000000,0.000000,0.000000,0.000000,0.126656,shared_fullimg_cam,715.326,692.329,41.800,10.476207,0.318218,L1_L3contact
129,4.266667,-0.745718,0.387766,6.709910,1.000000,0.000000,0.000000,0.000000,0.123689,shared_fullimg_cam,715.176,667.306,40.608,6.862682,0.097468,L1_L3contact
130,4.300000,-0.746298,0.305388,6.735766,1.000000,0.000000,0.000000,0.000000,0.122558,shared_fullimg_cam,715.926,639.876,40.082,6.977727,0.094680,L1_L3contact
131,4.333333,-0.739521,0.238974,6.752755,1.000000,0.000000,0.000000,0.000000,0.123759,shared_fullimg_cam,718.751,617.959,40.373,6.881244,0.079880,L1_L3contact
132,4.366667,-0.730627,0.181622,6.761259,1.000000,0.000000,0.000000,0.000000,0.127816,shared_fullimg_cam,721.952,599.175,41.644,6.717122,0.074539,L1_L3contact
133,4.400000,-0.724732,0.154589,6.761694,1.000000,0.000000,0.000000,0.000000,0.124963,shared_fullimg_cam,723.888,590.364,40.712,6.767516,0.079992,L1_L3contact
134,4.433333,-0.718196,0.155730,6.754465,1.000000,0.000000,0.000000,0.000000,0.126694,shared_fullimg_cam,725.767,590.790,41.320,6.778474,0.080299,L1_L3contact
135,4.466667,-0.704478,0.154041,6.739979,1.000000,0.000000,0.000000,0.000000,0.126033,shared_fullimg_cam,729.747,590.347,41.193,6.786818,0.082088,L1_L3contact
136,4.500000,-0.690409,0.165091,6.718648,1.000000,0.000000,0.000000,0.000000,0.128410,shared_fullimg_cam,733.629,594.130,42.103,6.782556,0.078359,L1_L3contact
137,4.533333,-0.677136,0.196283,6.690897,1.000000,0.000000,0.000000,0.000000,0.128797,shared_fullimg_cam,737.060,604.624,42.405,6.866184,0.077139,L1_L3contact
138,4.566667,-0.654602,0.258341,6.657165,1.000000,0.000000,0.000000,0.000000,0.126513,shared_fullimg_cam,743.387,625.487,41.864,6.911856,0.103572,L1_L3contact
139,4.600000,-0.652385,0.255845,6.617935,1.000000,0.000000,0.000000,0.000000,0.125767,shared_fullimg_cam,742.841,625.163,41.864,6.928471,0.102918,L1_L3contact
