frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap
166,6.875000,-0.316965,0.245267,3.552376,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.962,461.397,46.214,508.962,461.397,49.610,511.007,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.078231,3.552253,3.516026,0.000123
167,6.916667,-0.327617,0.223851,3.558381,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.787,452.387,46.340,504.787,452.387,49.526,501.913,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.053534,3.562151,3.516515,-0.003769
168,6.958333,-0.335574,0.214720,3.567377,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,501.852,448.395,46.305,501.852,448.395,49.401,497.796,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.049964,3.570652,3.517004,-0.003275
169,7.000000,-0.348196,0.221798,3.578433,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,497.099,451.027,46.658,497.099,451.027,49.249,500.276,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.077196,3.578433,3.517493,0.000000
170,7.041667,-0.352747,0.252080,3.563342,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.618,463.893,47.085,494.618,463.893,49.457,513.350,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.134595,3.583867,3.517982,-0.020526
171,7.083333,-0.356080,0.333658,3.550220,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.702,498.023,48.554,492.702,498.023,49.640,547.663,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.214557,3.594238,3.518471,-0.044018
172,7.125000,-0.347925,0.461271,3.540150,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,495.666,551.355,47.785,495.666,551.355,49.781,601.136,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.275886,3.613519,3.518960,-0.073370
173,7.166667,-0.328373,0.597814,3.533590,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.524,608.459,46.131,503.524,608.459,49.874,658.333,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.304163,3.618149,3.519449,-0.084559
174,7.208333,-0.328329,0.577085,3.530585,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,503.426,600.048,45.804,503.426,600.048,49.916,649.964,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.310996,3.611835,3.519938,-0.081250
175,7.250000,-0.326183,0.466327,3.530902,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,504.331,553.959,45.984,504.331,553.959,49.911,603.870,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.296529,3.601409,3.520857,-0.070507
176,7.291667,-0.313283,0.384662,3.533820,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,509.804,519.860,48.559,509.804,519.860,49.870,569.730,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.252026,3.576999,3.520713,-0.043179
177,7.333333,-0.298288,0.304209,3.538911,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.214,486.243,49.584,516.214,486.243,49.799,536.042,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.185227,3.552021,3.520569,-0.013110
178,7.375000,-0.284627,0.249380,3.545268,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.095,463.304,47.709,522.095,463.304,49.709,513.013,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.121254,3.545268,3.520425,0.000000
179,7.416667,-0.265940,0.215600,3.531900,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.419,449.649,47.751,529.419,449.649,49.897,499.546,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.073585,3.541598,3.520281,-0.009698
180,7.458333,-0.247373,0.199927,3.518616,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,536.751,443.446,46.803,536.751,443.446,50.086,493.532,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.052615,3.529539,3.520137,-0.010923
181,7.500000,-0.229095,0.201704,3.505272,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,544.016,444.508,46.742,544.016,444.508,50.276,494.784,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.053679,3.513624,3.519993,-0.008352
182,7.541667,-0.205294,0.224636,3.491754,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,553.655,454.480,48.602,553.655,454.480,50.471,504.951,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.084572,3.491754,3.519849,0.000000
183,7.583333,-0.180317,0.264929,3.499510,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,564.328,471.180,46.773,564.328,471.180,50.359,521.539,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.145040,3.475731,3.519705,0.023780
184,7.625000,-0.158091,0.341566,3.506401,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,573.786,503.060,49.509,573.786,503.060,50.260,553.320,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.219923,3.481670,3.519561,0.024731
185,7.666667,-0.140296,0.455570,3.511955,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,581.332,550.507,54.028,581.332,550.507,50.181,600.688,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.272814,3.505936,3.519417,0.006019
186,7.708333,-0.114973,0.594364,3.515960,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,591.976,608.264,46.689,591.976,608.264,50.124,658.388,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.309166,3.534578,3.519273,-0.018618
187,7.750000,-0.119424,0.591805,3.518350,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,590.151,607.027,45.398,590.151,607.027,50.090,657.117,658.417,floor,ball_contact_events,0.428931,0.000000,0,1,0,0,0,1,hand,right,right_hand,right_hand,0.316233,3.546353,3.519129,-0.028003
188,7.791667,-0.150294,0.500449,3.519124,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,577.279,568.848,47.308,577.279,568.848,50.079,618.927,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.305689,3.550982,3.527586,-0.031859
189,7.833333,-0.170653,0.408086,3.518296,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.766,530.343,46.624,568.766,530.343,50.090,580.433,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.272713,3.528339,3.525771,-0.010044
190,7.875000,-0.197449,0.342673,3.515993,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,557.527,503.132,45.635,557.527,503.132,50.123,553.255,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.215407,3.515495,3.523955,0.000498
191,7.916667,-0.221905,0.290527,3.512553,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,547.221,481.470,47.144,547.221,481.470,50.172,531.642,658.417,floor,ball_contact_events,0.428931,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.165416,3.506035,3.522140,0.006518
192,7.958333,-0.234795,0.258952,3.508450,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,541.717,468.395,46.508,541.717,468.395,50.231,518.626,658.417,floor,ball_contact_events,0.428931,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,0.138906,3.508450,3.520324,0.000000
