frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_u_fit,ref_v_fit,ref_source,ref_type,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,contact_u,contact_v,contact_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,visible_fraction,occlusion_state,vlm_visibility,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,da3_depth_raw,da3_depth_smooth,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score,radius_px
197,8.166667,572.689,315.577,572.689,315.577,572.689,315.577,vlm_single_identity_visible_mask,center,572.689,330.628,330.628,15.051,15.051,cotracker_bottom,,,stage2_contact_policy,3.048346,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.033580,3.048346,3.048346,3.048346,1.000000,0.000000,,,29.425
198,8.208333,575.380,320.933,575.380,320.933,575.380,320.933,vlm_single_identity_visible_mask,center,575.380,333.520,333.520,12.587,12.587,cotracker_bottom,,,stage2_contact_policy,3.071845,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.071845,3.071845,3.071845,3.071845,1.000000,0.000000,,,29.397
199,8.250000,577.032,323.025,577.032,323.025,577.032,323.025,vlm_single_identity_visible_mask,center,577.032,334.671,334.671,11.646,11.646,cotracker_bottom,,,stage2_contact_policy,3.071845,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.147799,3.071845,3.071845,3.071845,1.000000,0.000000,,,29.278
200,8.291667,576.490,323.147,576.490,323.147,576.490,323.147,vlm_single_identity_visible_mask,center,576.490,334.332,334.332,11.185,11.185,cotracker_bottom,,,stage2_contact_policy,3.091236,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.128117,3.091236,3.091236,3.091236,1.000000,0.000000,,,29.038
201,8.333333,574.473,321.770,574.473,321.770,574.473,321.770,vlm_single_identity_visible_mask,center,574.473,331.638,331.638,9.868,9.868,cotracker_bottom,,,stage2_contact_policy,3.091236,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.109647,3.091236,3.091236,3.091236,1.000000,0.000000,,,28.983
202,8.375000,571.629,318.839,571.629,318.839,571.629,318.839,vlm_single_identity_visible_mask,center,571.629,329.244,329.244,10.405,10.405,cotracker_bottom,,,stage2_contact_policy,3.091236,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.050833,3.091236,3.091236,3.091236,1.000000,0.000000,,,29.435
203,8.416667,567.660,313.921,567.660,313.921,567.660,313.921,vlm_single_identity_visible_mask,center,567.660,326.284,326.284,12.363,12.363,cotracker_bottom,,,stage2_contact_policy,3.050833,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.091236,3.050833,3.050833,3.050833,1.000000,0.000000,,,28.574
204,8.458333,563.556,308.639,563.556,308.639,563.556,308.639,vlm_single_identity_visible_mask,center,563.556,322.780,322.780,14.141,14.141,cotracker_bottom,,,stage2_contact_policy,3.050833,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.026310,3.050833,3.050833,3.050833,1.000000,0.000000,,,28.807
205,8.500000,559.725,301.573,559.725,301.573,559.725,301.573,vlm_single_identity_visible_mask,center,559.725,317.168,317.168,15.595,15.595,cotracker_bottom,,,stage2_contact_policy,3.041616,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.015607,3.041616,3.041616,3.041616,1.000000,0.000000,,,28.074
206,8.541667,556.486,297.401,556.486,297.401,556.486,297.401,vlm_single_identity_visible_mask,center,556.486,313.074,313.074,15.673,15.673,cotracker_bottom,,,stage2_contact_policy,3.035728,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.041616,3.035728,3.035728,3.035728,1.000000,0.000000,,,29.843
207,8.583333,554.798,290.295,554.798,290.295,554.798,290.295,vlm_single_identity_visible_mask,center,554.798,308.823,308.823,18.528,18.528,cotracker_bottom,,,stage2_contact_policy,3.035728,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.136918,3.035728,3.035728,3.035728,1.000000,0.000000,,,29.136
208,8.625000,551.964,286.998,551.964,286.998,551.964,286.998,vlm_single_identity_visible_mask,center,551.964,305.529,305.529,18.531,18.531,cotracker_bottom,,,stage2_contact_policy,3.041616,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.017344,3.041616,3.041616,3.041616,1.000000,0.000000,,,30.040
209,8.666667,549.746,284.617,549.746,284.617,549.746,284.617,vlm_single_identity_visible_mask,center,549.746,302.739,302.739,18.122,18.122,cotracker_bottom,,,stage2_contact_policy,3.070667,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.035728,3.070667,3.070667,3.070667,1.000000,0.000000,,,29.338
210,8.708333,547.558,285.326,547.558,285.326,547.558,285.326,vlm_single_identity_visible_mask,center,547.558,303.616,303.616,18.290,18.290,cotracker_bottom,,,stage2_contact_policy,3.136918,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.070667,3.136918,3.136918,3.136918,1.000000,0.000000,,,28.557
211,8.750000,544.170,289.375,544.170,289.375,544.170,289.375,vlm_single_identity_visible_mask,center,544.170,305.105,305.105,15.730,15.730,cotracker_bottom,,,stage2_contact_policy,3.146629,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.146629,3.146629,3.146629,3.146629,1.000000,0.000000,,,27.886
212,8.791667,541.951,298.419,541.951,298.419,541.951,298.419,vlm_single_identity_visible_mask,center,541.951,308.923,308.923,10.504,10.504,cotracker_bottom,,,stage2_contact_policy,3.169335,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.180577,3.169335,3.169335,3.169335,1.000000,0.000000,,,26.963
213,8.833333,538.703,310.095,538.703,310.095,538.703,310.095,vlm_single_identity_visible_mask,center,538.703,315.110,315.110,5.015,5.015,cotracker_bottom,,,stage2_contact_policy,3.180577,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.289678,3.180577,3.180577,3.180577,1.000000,0.000000,,,27.426
214,8.875000,536.355,321.480,536.355,321.480,536.355,321.480,vlm_single_identity_visible_mask,center,536.355,319.923,319.923,-1.557,-1.557,cotracker_bottom,,,stage2_contact_policy,3.215082,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.169335,3.215082,3.215082,3.215082,1.000000,0.000000,,,29.597
215,8.916667,536.865,329.476,536.865,329.476,536.865,329.476,vlm_single_identity_visible_mask,center,536.865,325.403,325.403,-4.073,-4.073,cotracker_bottom,,,stage2_contact_policy,3.247454,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.215082,3.247454,3.247454,3.247454,1.000000,0.000000,,,30.114
216,8.958333,538.049,334.607,538.049,334.607,538.049,334.607,vlm_single_identity_visible_mask,center,538.049,330.731,330.731,-3.876,-3.876,cotracker_bottom,,,stage2_contact_policy,3.247454,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.247454,3.247454,3.247454,3.247454,1.000000,0.000000,,,30.130
217,9.000000,538.122,339.873,538.122,339.873,538.122,339.873,vlm_single_identity_visible_mask,center,538.122,339.337,339.337,-0.536,-0.536,cotracker_bottom,,,stage2_contact_policy,3.215082,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.325897,3.215082,3.215082,3.215082,1.000000,0.000000,,,29.452
218,9.041667,540.287,347.466,540.287,347.466,540.287,347.466,vlm_single_identity_visible_mask,center,540.287,347.134,347.134,-0.332,-0.332,cotracker_bottom,,,stage2_contact_policy,3.215082,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.286598,3.215082,3.215082,3.215082,1.000000,0.000000,,,29.987
219,9.083333,543.809,354.294,543.809,354.294,543.809,354.294,vlm_single_identity_visible_mask,center,543.809,355.095,355.095,0.801,0.801,cotracker_bottom,,,stage2_contact_policy,3.159375,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.126323,3.159375,3.159375,3.159375,1.000000,0.000000,,,31.514
220,9.125000,544.590,361.958,544.590,361.958,544.590,361.958,vlm_single_identity_visible_mask,center,544.590,360.656,360.656,-1.302,-1.302,cotracker_bottom,,,stage2_contact_policy,3.143733,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.143733,3.143733,3.143733,3.143733,1.000000,0.000000,,,32.272
221,9.166667,545.001,366.580,545.001,366.580,545.001,366.580,vlm_single_identity_visible_mask,center,545.001,365.434,365.434,-1.146,-1.146,cotracker_bottom,,,stage2_contact_policy,3.126323,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.159375,3.126323,3.126323,3.126323,1.000000,0.000000,,,33.373
222,9.208333,542.049,369.200,542.049,369.200,542.049,369.200,vlm_single_identity_visible_mask,center,542.049,368.226,368.226,-0.974,-0.974,cotracker_bottom,,,stage2_contact_policy,3.088381,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.088381,3.088381,3.088381,3.088381,1.000000,0.000000,,,33.983
223,9.250000,534.253,368.168,534.253,368.168,534.253,368.168,vlm_single_identity_visible_mask,center,534.253,367.483,367.483,-0.685,-0.685,cotracker_bottom,,,stage2_contact_policy,3.086151,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.064057,3.086151,3.086151,3.086151,1.000000,0.000000,,,34.025
224,9.291667,523.093,364.367,523.093,364.367,523.093,364.367,vlm_single_identity_visible_mask,center,523.093,364.462,364.462,0.095,0.095,cotracker_bottom,,,stage2_contact_policy,3.070241,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.070241,3.070241,3.070241,3.070241,1.000000,0.000000,,,34.526
225,9.333333,508.665,355.477,508.665,355.477,508.665,355.477,vlm_single_identity_visible_mask,center,508.665,357.994,357.994,2.517,2.517,cotracker_bottom,,,stage2_contact_policy,3.064057,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.086151,3.064057,3.064057,3.064057,1.000000,0.000000,,,35.098
226,9.375000,491.704,343.259,491.704,343.259,491.704,343.259,vlm_single_identity_visible_mask,center,491.704,345.840,345.840,2.581,2.581,cotracker_bottom,,,stage2_contact_policy,3.060511,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.060511,3.060511,3.060511,3.060511,1.000000,0.000000,,,35.522
227,9.416667,474.695,324.435,474.695,324.435,474.695,324.435,vlm_single_identity_visible_mask,center,474.695,327.207,327.207,2.772,2.772,cotracker_bottom,,,stage2_contact_policy,2.873407,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.873407,2.873407,2.873407,2.873407,1.000000,0.000000,,,35.513
228,9.458333,462.023,296.189,462.023,296.189,462.023,296.189,vlm_single_identity_visible_mask,center,462.023,300.484,300.484,4.295,4.295,cotracker_bottom,,,stage2_contact_policy,2.767299,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.630522,2.767299,2.767299,2.767299,1.000000,0.000000,,,37.202
229,9.500000,453.035,260.111,453.035,260.111,453.035,260.111,vlm_single_identity_visible_mask,center,453.035,271.043,271.043,10.932,10.932,cotracker_bottom,,,stage2_contact_policy,2.767299,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.625305,2.767299,2.767299,2.767299,1.000000,0.000000,,,37.893
230,9.541667,452.316,216.023,452.316,216.023,452.316,216.023,vlm_single_identity_visible_mask,center,452.316,234.259,234.259,18.236,18.236,cotracker_bottom,,,stage2_contact_policy,2.767299,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.620064,2.767299,2.767299,2.767299,1.000000,0.000000,,,36.889
231,9.583333,456.096,178.463,456.096,178.463,456.096,178.463,vlm_single_identity_visible_mask,center,456.096,202.142,202.142,23.679,23.679,cotracker_bottom,,,stage2_contact_policy,2.767299,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.767299,2.767299,2.767299,2.767299,1.000000,0.000000,,,37.526
232,9.625000,461.168,146.253,461.168,146.253,461.168,146.253,vlm_single_identity_visible_mask,center,461.168,175.021,175.021,28.768,28.768,cotracker_bottom,,,stage2_contact_policy,2.802092,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,2.802092,2.802092,2.802092,2.802092,1.000000,0.000000,,,37.262
233,9.666667,466.758,119.721,466.758,119.721,466.758,119.721,vlm_single_identity_visible_mask,center,466.758,150.468,150.468,30.747,30.747,cotracker_bottom,,,stage2_contact_policy,3.098962,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.098962,3.098962,3.098962,3.098962,1.000000,0.000000,,,38.103
234,9.708333,471.284,98.027,471.284,98.027,471.284,98.027,vlm_single_identity_visible_mask,center,471.284,129.162,129.162,31.135,31.135,cotracker_bottom,,,stage2_contact_policy,3.409563,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.446849,3.409563,3.409563,3.409563,1.000000,0.000000,,,38.274
235,9.750000,476.585,82.149,476.585,82.149,476.585,82.149,vlm_single_identity_visible_mask,center,476.585,113.335,113.335,31.186,31.186,cotracker_bottom,,,stage2_contact_policy,3.417901,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.409563,3.417901,3.417901,3.417901,1.000000,0.000000,,,37.556
236,9.791667,481.501,71.172,481.501,71.172,481.501,71.172,vlm_single_identity_visible_mask,center,481.501,102.387,102.387,31.215,31.215,cotracker_bottom,,,stage2_contact_policy,3.446849,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.417901,3.446849,3.446849,3.446849,1.000000,0.000000,,,37.462
237,9.833333,486.298,65.315,486.298,65.315,486.298,65.315,vlm_single_identity_visible_mask,center,486.298,95.526,95.526,30.211,30.211,cotracker_bottom,,,stage2_contact_policy,3.542300,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.542300,3.542300,3.542300,3.542300,1.000000,0.000000,,,37.488
238,9.875000,491.118,64.454,491.118,64.454,491.118,64.454,vlm_single_identity_visible_mask,center,491.118,94.211,94.211,29.757,29.757,cotracker_bottom,,,stage2_contact_policy,3.571579,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.621848,3.571579,3.571579,3.571579,1.000000,0.000000,,,37.518
239,9.916667,495.991,68.638,495.991,68.638,495.991,68.638,vlm_single_identity_visible_mask,center,495.991,97.569,97.569,28.931,28.931,cotracker_bottom,,,stage2_contact_policy,3.600859,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.625823,3.600859,3.600859,3.600859,1.000000,0.000000,,,37.411
240,9.958333,500.988,78.336,500.988,78.336,500.988,78.336,vlm_single_identity_visible_mask,center,500.988,106.158,106.158,27.822,27.822,cotracker_bottom,,,stage2_contact_policy,3.611353,,,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,visible,visible,1.000000,0.000000,0.000000,5.000000,8.000000,,,,,,,3.600859,3.611353,3.611353,3.611353,1.000000,0.000000,,,37.568
