frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
107,4.416667,mug,646.812,285.470,mug_body_mask,1,681.099,250.042,cotracker_box_center,1,644.685,282.347,4714.5,612.000,243.000,679.000,325.000,67.000,82.000,45.197,89.947,72.638,0.817073,0.806968,1,644.607,282.377,613.000,243.000,677.000,324.000,65.000,82.000,unknown,1.000,1.000,1.000000,0.806968,1.000000,1.000000,609.219,287.544,1.000000,752.979,214.434,1.000000,646.046,241.942,1.000000,708.532,258.142,1.000000
108,4.458333,mug,637.289,301.939,mug_body_mask,1,671.767,258.277,cotracker_tb_center,1,634.740,298.873,4871.5,602.000,258.000,670.000,344.000,68.000,86.000,46.155,93.262,73.040,0.790698,0.800085,1,634.283,299.125,603.000,258.000,666.000,343.000,64.000,86.000,unknown,1.000,3.000,0.750000,0.800085,0.800085,1.000000,600.930,302.671,0.000000,753.690,213.981,1.000000,636.275,257.299,1.000000,707.258,259.254,1.000000
109,4.500000,mug,627.743,319.915,mug_body_mask,1,666.779,267.354,cotracker_tb_center,1,625.322,316.450,4737.0,594.000,276.000,660.000,360.000,66.000,84.000,44.835,89.902,73.267,0.785714,0.809369,1,624.849,316.672,594.000,276.000,656.000,359.000,63.000,84.000,right,0.000,3.000,0.750000,0.809369,0.809369,1.000000,592.339,319.026,0.000000,754.081,213.688,1.000000,626.264,275.173,1.000000,707.295,259.534,1.000000
110,4.541667,mug,617.814,339.152,mug_body_mask,1,662.096,276.408,cotracker_tb_center,1,615.542,334.945,4897.5,584.000,294.000,651.000,379.000,67.000,85.000,45.653,91.480,74.510,0.788235,0.814079,1,615.204,335.092,584.000,294.000,648.000,378.000,65.000,85.000,unknown,0.000,2.000,0.750000,0.814079,0.814079,1.000000,583.369,337.987,0.000000,754.286,213.505,1.000000,616.834,293.536,1.000000,707.358,259.281,1.000000
111,4.583333,mug,607.999,359.664,mug_body_mask,1,656.770,286.962,cotracker_tb_center,1,606.146,355.595,4767.0,574.000,316.000,641.000,399.000,67.000,83.000,45.101,96.392,67.726,0.807229,0.809542,1,605.950,355.686,575.000,316.000,638.000,398.000,64.000,83.000,unknown,1.000,2.000,0.750000,0.809542,0.809542,1.000000,573.871,356.193,0.000000,754.131,213.333,1.000000,605.830,314.699,1.000000,707.711,259.226,1.000000
112,4.625000,mug,598.183,381.576,mug_body_mask,1,651.838,297.817,cotracker_tb_center,1,595.772,376.431,4750.0,563.000,337.000,629.000,419.000,66.000,82.000,45.138,94.457,72.344,0.804878,0.829667,1,595.753,376.406,565.000,337.000,627.000,418.000,63.000,82.000,unknown,2.000,1.000,0.750000,0.829667,0.829667,1.000000,564.939,375.850,0.000000,753.962,213.208,1.000000,596.595,336.423,1.000000,707.081,259.212,1.000000
113,4.666667,mug,588.877,402.737,mug_body_mask,1,646.667,308.347,cotracker_tb_center,1,586.014,397.149,4938.0,553.000,357.000,622.000,440.000,69.000,83.000,46.024,94.563,73.316,0.831325,0.815292,1,585.773,397.288,554.000,357.000,618.000,439.000,65.000,83.000,unknown,1.000,3.000,0.750000,0.815292,0.815292,1.000000,556.948,395.816,0.000000,753.829,212.927,1.000000,586.678,357.485,1.000000,706.655,259.209,1.000000
114,4.708333,mug,579.549,424.345,mug_body_mask,1,641.621,318.992,cotracker_tb_center,1,576.555,419.185,5038.5,543.000,378.000,612.000,464.000,69.000,86.000,47.836,94.273,74.390,0.802326,0.786217,1,576.351,419.317,544.000,378.000,609.000,463.000,66.000,86.000,unknown,1.000,2.000,0.750000,0.786217,0.786217,1.000000,550.552,416.129,0.000000,753.697,212.710,1.000000,577.110,378.239,1.000000,706.131,259.745,1.000000
115,4.750000,mug,571.235,444.678,mug_body_mask,1,637.176,329.489,cotracker_tb_center,1,568.860,439.356,4796.0,536.000,399.000,603.000,482.000,67.000,83.000,45.217,89.573,73.463,0.807229,0.822391,1,569.048,439.222,538.000,399.000,602.000,481.000,65.000,83.000,unknown,2.000,0.000,0.750000,0.822391,0.822391,1.000000,544.896,435.487,0.000000,753.719,212.615,1.000000,568.357,398.820,1.000000,705.995,260.157,1.000000
116,4.791667,mug,564.788,463.833,mug_body_mask,1,633.815,339.455,cotracker_tb_center,1,561.672,458.150,4835.5,528.000,418.000,597.000,502.000,69.000,84.000,45.905,89.813,73.115,0.821429,0.810667,1,561.813,458.100,530.000,418.000,595.000,501.000,66.000,84.000,unknown,2.000,1.000,0.750000,0.810667,0.810667,1.000000,542.117,452.076,0.000000,753.521,212.355,1.000000,561.955,418.514,1.000000,705.675,260.396,1.000000
117,4.833333,mug,557.253,480.270,mug_body_mask,1,629.445,348.414,cotracker_tb_center,1,556.762,473.827,4780.5,524.000,435.000,593.000,516.000,69.000,81.000,45.487,92.000,73.137,0.851852,0.819125,1,556.623,473.870,525.000,435.000,590.000,515.000,66.000,81.000,unknown,1.000,2.000,0.750000,0.819125,0.819125,1.000000,538.254,466.839,0.000000,753.361,212.289,1.000000,553.955,435.772,1.000000,704.935,261.055,1.000000
118,4.875000,mug,552.499,496.290,mug_body_mask,1,552.499,496.290,cotracker_center_fallback,1,552.040,488.754,4727.5,520.000,450.000,588.000,530.000,68.000,80.000,44.906,90.891,74.785,0.850000,0.824245,1,551.845,488.805,520.000,450.000,585.000,529.000,66.000,80.000,unknown,0.000,2.000,0.500000,0.824245,0.824245,1.000000,536.167,480.030,0.000000,753.184,212.224,1.000000,548.389,452.418,1.000000,704.278,261.507,0.000000
119,4.916667,mug,548.116,509.967,mug_body_mask,1,624.006,363.792,cotracker_tb_center,1,548.059,501.813,4776.0,516.000,464.000,583.000,543.000,67.000,79.000,44.771,90.414,79.165,0.848101,0.839385,1,547.996,501.788,516.000,464.000,581.000,542.000,66.000,79.000,unknown,0.000,1.000,0.750000,0.839385,0.839385,1.000000,533.940,490.876,0.000000,752.891,212.268,1.000000,544.398,465.568,1.000000,703.615,262.017,1.000000
120,4.958333,mug,544.599,521.424,mug_body_mask,1,621.748,370.589,cotracker_tb_center,1,544.817,513.608,4734.5,512.000,475.000,580.000,554.000,68.000,79.000,45.254,91.749,74.123,0.860759,0.803429,1,544.683,513.545,513.000,475.000,577.000,553.000,65.000,79.000,unknown,1.000,2.000,0.750000,0.803429,0.803429,1.000000,532.689,500.731,0.000000,752.527,212.371,1.000000,540.791,478.493,1.000000,702.705,262.685,1.000000
121,5.000000,mug,541.680,532.669,mug_body_mask,1,619.525,376.154,cotracker_tb_center,1,541.158,523.352,4587.0,510.000,485.000,575.000,564.000,65.000,79.000,44.647,86.365,79.778,0.822785,0.823497,1,541.125,523.337,510.000,485.000,573.000,563.000,64.000,79.000,unknown,0.000,1.000,0.750000,0.823497,0.823497,1.000000,529.773,510.237,0.000000,752.391,212.361,1.000000,537.147,488.982,1.000000,701.903,263.325,1.000000
122,5.041667,mug,539.605,541.199,mug_body_mask,1,618.377,381.177,cotracker_tb_center,1,539.023,531.626,4575.5,507.000,492.000,571.000,573.000,64.000,81.000,44.381,84.166,79.354,0.790123,0.832455,1,539.060,531.624,508.000,492.000,570.000,572.000,63.000,81.000,unknown,1.000,0.000,0.750000,0.832455,0.832455,1.000000,529.093,518.191,0.000000,752.364,212.519,1.000000,535.433,498.353,1.000000,701.320,264.001,1.000000
123,5.083333,mug,538.183,547.075,mug_body_mask,1,617.522,384.274,cotracker_tb_center,1,537.571,537.994,4500.5,507.000,499.000,570.000,579.000,63.000,80.000,44.382,86.515,76.666,0.787500,0.816676,1,537.513,537.971,507.000,499.000,568.000,578.000,62.000,80.000,unknown,0.000,1.000,0.750000,0.816676,0.816676,1.000000,528.167,523.194,0.000000,752.499,212.354,1.000000,534.081,504.247,1.000000,700.963,264.300,1.000000
124,5.125000,mug,537.457,552.957,mug_body_mask,1,616.804,387.533,cotracker_tb_center,1,536.813,542.692,4592.0,505.000,503.000,569.000,584.000,64.000,81.000,44.125,84.775,79.226,0.790123,0.839194,1,536.904,542.733,506.000,503.000,568.000,583.000,63.000,81.000,unknown,1.000,0.000,0.750000,0.839194,0.839194,1.000000,528.101,528.271,0.000000,752.283,212.352,1.000000,533.114,510.330,1.000000,700.493,264.736,1.000000
125,5.166667,mug,536.678,558.047,mug_body_mask,1,616.005,390.243,cotracker_tb_center,1,535.808,546.969,4462.0,504.000,509.000,568.000,588.000,64.000,79.000,44.190,89.309,72.373,0.810127,0.825839,1,535.836,547.158,506.000,509.000,566.000,587.000,61.000,79.000,unknown,2.000,1.000,0.750000,0.825839,0.825839,1.000000,527.118,532.428,0.000000,752.089,212.320,1.000000,532.112,515.276,1.000000,699.899,265.210,1.000000
126,5.208333,mug,536.538,561.471,mug_body_mask,1,615.431,392.029,cotracker_tb_center,1,535.244,550.327,4461.5,504.000,512.000,567.000,592.000,63.000,80.000,43.623,85.978,75.344,0.787500,0.842383,1,535.300,550.352,505.000,512.000,566.000,591.000,62.000,80.000,unknown,1.000,0.000,0.750000,0.842383,0.842383,1.000000,526.958,535.533,0.000000,751.328,212.243,1.000000,531.999,518.732,1.000000,698.863,265.326,1.000000
127,5.250000,mug,536.047,564.578,mug_body_mask,1,614.610,393.763,cotracker_tb_center,1,535.251,553.433,4559.0,504.000,514.000,567.000,595.000,63.000,81.000,44.142,89.303,71.150,0.777778,0.833163,1,535.442,553.514,505.000,514.000,566.000,594.000,62.000,81.000,unknown,1.000,0.000,0.750000,0.833163,0.833163,1.000000,526.683,538.215,0.000000,750.555,212.049,1.000000,531.286,521.662,1.000000,697.934,265.865,1.000000
128,5.291667,mug,535.830,567.376,mug_body_mask,1,614.602,395.466,cotracker_tb_center,1,534.639,556.075,4496.5,503.000,517.000,567.000,598.000,64.000,81.000,44.103,88.393,73.399,0.790123,0.823264,1,534.620,556.069,504.000,517.000,565.000,597.000,62.000,81.000,unknown,1.000,1.000,0.750000,0.823264,0.823264,1.000000,527.174,540.703,0.000000,750.171,211.819,1.000000,531.632,524.960,1.000000,697.573,265.973,1.000000
129,5.333333,mug,534.309,558.011,mug_body_mask,1,534.000,559.000,cotracker_box_center,1,534.312,558.050,4501.0,503.000,519.000,566.000,600.000,63.000,81.000,44.190,87.231,74.233,0.777778,0.824720,1,534.397,558.076,504.000,519.000,565.000,599.000,62.000,81.000,unknown,1.000,0.000,1.000000,0.824720,1.000000,1.000000,503.000,558.011,1.000000,565.000,558.011,1.000000,534.309,519.000,1.000000,534.309,599.000,1.000000
130,5.375000,mug,534.703,559.385,mug_body_mask,1,534.590,559.982,cotracker_box_center,1,534.095,560.250,4498.5,503.000,522.000,566.000,602.000,63.000,80.000,43.960,94.528,67.782,0.787500,0.831046,1,534.258,560.323,504.000,522.000,565.000,601.000,62.000,80.000,unknown,1.000,0.000,1.000000,0.831046,1.000000,1.000000,503.634,558.521,1.000000,565.547,559.476,1.000000,534.619,520.408,1.000000,534.598,599.557,1.000000
131,5.416667,mug,534.410,561.156,mug_body_mask,1,534.422,561.299,cotracker_box_center,1,533.733,561.832,4480.0,503.000,523.000,566.000,604.000,63.000,81.000,43.883,90.928,68.702,0.777778,0.838896,1,533.870,561.933,504.000,523.000,564.000,603.000,61.000,81.000,unknown,1.000,1.000,1.000000,0.838896,1.000000,1.000000,503.481,559.599,1.000000,565.362,561.009,1.000000,534.389,521.928,1.000000,534.422,600.670,1.000000
132,5.458333,mug,534.220,562.396,mug_body_mask,1,534.204,562.227,cotracker_box_center,1,533.952,562.907,4584.5,503.000,523.000,566.000,605.000,63.000,82.000,44.030,89.203,72.863,0.768293,0.846934,1,533.954,562.882,503.000,523.000,565.000,604.000,63.000,82.000,unknown,0.000,0.000,1.000000,0.846934,1.000000,1.000000,503.164,560.424,1.000000,565.244,562.062,1.000000,534.181,523.042,1.000000,534.204,601.411,1.000000
133,5.500000,mug,534.109,563.598,mug_body_mask,1,534.165,562.160,cotracker_lr_center,1,533.770,564.196,4614.0,502.000,524.000,566.000,607.000,64.000,83.000,44.467,89.225,73.507,0.771084,0.825314,1,533.851,564.231,503.000,524.000,565.000,606.000,63.000,83.000,unknown,1.000,0.000,0.750000,0.825314,0.825314,1.000000,503.130,561.208,1.000000,565.200,563.112,1.000000,534.071,523.964,1.000000,534.189,602.262,0.000000
134,5.541667,mug,533.809,564.590,mug_body_mask,1,533.971,562.958,cotracker_lr_center,1,533.075,565.471,4483.5,502.000,527.000,565.000,607.000,63.000,80.000,44.092,91.287,69.731,0.787500,0.833562,1,533.204,565.532,503.000,527.000,564.000,606.000,62.000,80.000,unknown,1.000,0.000,0.750000,0.833562,0.833562,1.000000,502.900,561.977,1.000000,565.041,563.940,1.000000,533.843,524.863,1.000000,533.913,603.091,0.000000
135,5.583333,mug,533.493,565.680,mug_body_mask,1,533.673,563.877,cotracker_lr_center,1,533.028,566.360,4518.0,502.000,528.000,565.000,608.000,63.000,80.000,44.366,90.559,71.739,0.787500,0.841546,1,533.080,566.526,503.000,528.000,563.000,607.000,61.000,80.000,unknown,1.000,1.000,0.750000,0.841546,0.841546,1.000000,502.588,562.848,1.000000,564.758,564.906,1.000000,533.635,525.972,1.000000,533.680,603.983,0.000000
136,5.625000,mug,533.294,565.892,mug_body_mask,1,533.552,564.008,cotracker_lr_center,1,532.525,566.346,4478.0,501.000,528.000,565.000,608.000,64.000,80.000,44.152,91.138,71.251,0.800000,0.818360,1,532.518,566.333,502.000,528.000,563.000,607.000,62.000,80.000,unknown,1.000,1.000,0.750000,0.818360,0.818360,1.000000,502.554,562.922,1.000000,564.550,565.095,1.000000,533.468,525.835,1.000000,533.499,604.051,0.000000
137,5.666667,mug,533.004,566.020,mug_body_mask,1,533.367,564.074,cotracker_lr_center,1,532.485,566.301,4546.5,501.000,528.000,565.000,609.000,64.000,81.000,44.693,92.243,71.823,0.790123,0.827179,1,532.475,566.330,502.000,528.000,563.000,608.000,62.000,81.000,unknown,1.000,1.000,0.750000,0.827179,0.827179,1.000000,502.422,562.925,1.000000,564.311,565.224,1.000000,533.394,525.920,1.000000,533.294,604.003,0.000000
138,5.708333,mug,532.781,566.596,mug_body_mask,1,533.177,564.586,cotracker_lr_center,1,532.476,566.767,4523.0,501.000,528.000,565.000,609.000,64.000,81.000,44.314,87.907,75.804,0.790123,0.831831,1,532.483,566.749,502.000,528.000,563.000,608.000,62.000,81.000,unknown,1.000,1.000,0.750000,0.831831,0.831831,1.000000,502.272,563.368,1.000000,564.083,565.803,1.000000,533.136,526.440,1.000000,533.138,604.506,0.000000
139,5.750000,mug,532.531,567.578,mug_body_mask,1,532.943,565.422,cotracker_lr_center,1,532.398,567.656,4505.0,501.000,529.000,564.000,609.000,63.000,80.000,44.103,88.719,75.355,0.787500,0.839125,1,532.412,567.642,502.000,529.000,563.000,608.000,62.000,80.000,unknown,1.000,0.000,0.750000,0.839125,0.839125,1.000000,502.093,564.095,1.000000,563.792,566.750,1.000000,532.895,527.298,1.000000,533.013,605.407,0.000000
140,5.791667,mug,532.446,568.316,mug_body_mask,1,532.818,566.032,cotracker_lr_center,1,532.175,568.318,4485.0,501.000,530.000,564.000,610.000,63.000,80.000,43.949,87.083,76.374,0.787500,0.835400,1,532.113,568.453,502.000,530.000,562.000,609.000,61.000,80.000,unknown,1.000,1.000,0.750000,0.835400,0.835400,1.000000,501.945,564.592,1.000000,563.690,567.472,1.000000,532.860,527.898,1.000000,532.955,606.052,0.000000
141,5.833333,mug,532.159,568.415,mug_body_mask,1,532.531,566.108,cotracker_lr_center,1,531.534,568.292,4554.0,500.000,530.000,564.000,610.000,64.000,80.000,44.427,93.137,71.218,0.800000,0.814582,1,531.567,568.356,501.000,530.000,562.000,609.000,62.000,80.000,unknown,1.000,1.000,0.750000,0.814582,0.814582,1.000000,501.672,564.569,1.000000,563.389,567.646,1.000000,532.651,527.890,1.000000,532.794,606.089,0.000000
142,5.875000,mug,531.940,568.550,mug_body_mask,1,532.236,566.247,cotracker_lr_center,1,531.086,568.361,4559.0,500.000,530.000,563.000,610.000,63.000,80.000,44.235,92.557,69.791,0.787500,0.838452,1,531.306,568.439,501.000,530.000,562.000,609.000,62.000,80.000,unknown,1.000,0.000,0.750000,0.838452,0.838452,1.000000,501.310,564.655,1.000000,563.162,567.840,1.000000,532.552,528.014,1.000000,532.736,606.210,0.000000
143,5.916667,mug,531.748,568.479,mug_body_mask,1,532.005,566.211,cotracker_lr_center,1,530.885,568.263,4544.0,499.000,530.000,563.000,610.000,64.000,80.000,44.348,92.163,71.905,0.800000,0.823051,1,530.726,568.328,500.000,530.000,561.000,609.000,62.000,80.000,unknown,1.000,1.000,0.750000,0.823051,0.823051,1.000000,501.074,564.585,1.000000,562.936,567.836,1.000000,532.331,527.980,1.000000,532.501,606.185,0.000000
144,5.958333,mug,531.574,568.690,mug_body_mask,1,531.756,566.424,cotracker_lr_center,1,530.725,568.492,4546.0,499.000,530.000,563.000,610.000,64.000,80.000,44.449,88.081,76.881,0.800000,0.828617,1,530.656,568.615,500.000,530.000,561.000,609.000,62.000,80.000,unknown,1.000,1.000,0.750000,0.828617,0.828617,1.000000,500.770,564.782,1.000000,562.741,568.066,1.000000,532.132,528.169,1.000000,532.415,606.385,0.000000
145,6.000000,mug,531.441,568.741,mug_body_mask,1,531.529,566.471,cotracker_lr_center,1,530.559,568.614,4544.0,499.000,531.000,563.000,610.000,64.000,79.000,44.420,94.575,70.704,0.810127,0.833504,1,530.559,568.762,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.833504,0.833504,1.000000,500.518,564.814,1.000000,562.540,568.127,1.000000,531.898,528.239,1.000000,532.306,606.429,0.000000
146,6.041667,mug,531.490,568.594,mug_body_mask,1,531.559,566.364,cotracker_lr_center,1,530.468,568.674,4540.0,499.000,531.000,563.000,610.000,64.000,79.000,44.602,94.414,69.354,0.810127,0.827523,1,530.544,568.795,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.827523,0.827523,1.000000,500.524,564.738,1.000000,562.593,567.991,1.000000,532.097,528.093,1.000000,532.445,606.370,0.000000
147,6.083333,mug,531.480,568.558,mug_body_mask,1,531.511,566.307,cotracker_lr_center,1,530.403,568.665,4549.5,499.000,531.000,563.000,610.000,64.000,79.000,44.381,93.801,70.474,0.810127,0.838261,1,530.489,568.794,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.838261,0.838261,1.000000,500.477,564.703,1.000000,562.545,567.911,1.000000,532.054,527.986,1.000000,532.403,606.319,0.000000
148,6.125000,mug,531.501,568.575,mug_body_mask,1,531.560,566.347,cotracker_lr_center,1,530.443,568.666,4549.5,499.000,531.000,563.000,610.000,64.000,79.000,44.381,92.753,72.380,0.810127,0.843604,1,530.501,568.798,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.843604,0.843604,1.000000,500.573,564.761,1.000000,562.546,567.933,1.000000,532.143,527.963,1.000000,532.512,606.376,0.000000
149,6.166667,mug,531.490,568.547,mug_body_mask,1,531.537,566.284,cotracker_lr_center,1,530.427,568.587,4556.0,499.000,530.000,563.000,610.000,64.000,80.000,44.602,88.763,73.623,0.800000,0.830440,1,530.482,568.730,500.000,530.000,561.000,609.000,62.000,80.000,unknown,1.000,1.000,0.750000,0.830440,0.830440,1.000000,500.571,564.739,1.000000,562.503,567.829,1.000000,532.107,527.972,1.000000,532.567,606.325,0.000000
150,6.208333,mug,531.640,568.482,mug_body_mask,1,531.673,566.236,cotracker_lr_center,1,530.439,568.633,4552.0,499.000,531.000,563.000,610.000,64.000,79.000,44.602,92.123,71.945,0.810127,0.834971,1,530.480,568.795,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.834971,0.834971,1.000000,500.670,564.759,1.000000,562.675,567.713,1.000000,532.257,527.987,1.000000,532.684,606.346,0.000000
151,6.250000,mug,531.597,568.385,mug_body_mask,1,531.612,566.158,cotracker_lr_center,1,530.474,568.641,4554.0,499.000,531.000,563.000,610.000,64.000,79.000,44.602,91.393,72.802,0.810127,0.840651,1,530.509,568.804,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.840651,0.840651,1.000000,500.615,564.777,1.000000,562.610,567.538,1.000000,532.026,528.065,1.000000,532.576,606.246,0.000000
152,6.291667,mug,531.568,568.280,mug_body_mask,1,531.613,566.071,cotracker_lr_center,1,530.449,568.665,4554.0,499.000,531.000,563.000,610.000,64.000,79.000,44.602,92.753,71.144,0.810127,0.835338,1,530.490,568.829,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.835338,0.835338,1.000000,500.630,564.764,1.000000,562.597,567.379,1.000000,532.133,528.027,1.000000,532.656,606.172,0.000000
153,6.333333,mug,531.519,568.192,mug_body_mask,1,531.541,566.004,cotracker_lr_center,1,530.468,568.622,4553.0,499.000,531.000,563.000,610.000,64.000,79.000,44.587,92.035,73.027,0.810127,0.840467,1,530.495,568.790,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.840467,0.840467,1.000000,500.576,564.788,1.000000,562.505,567.221,1.000000,532.084,528.083,1.000000,532.648,606.173,0.000000
154,6.375000,mug,531.489,568.067,mug_body_mask,1,531.454,565.916,cotracker_lr_center,1,530.463,568.650,4556.0,499.000,531.000,563.000,610.000,64.000,79.000,44.587,93.642,72.397,0.810127,0.830440,1,530.491,568.818,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.830440,0.830440,1.000000,500.486,564.819,1.000000,562.423,567.014,1.000000,531.990,528.226,1.000000,532.558,606.155,0.000000
155,6.416667,mug,531.324,567.816,mug_body_mask,1,531.288,565.666,cotracker_lr_center,1,530.479,568.614,4564.0,499.000,531.000,563.000,610.000,64.000,79.000,44.634,92.513,73.515,0.810127,0.837172,1,530.506,568.784,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.837172,0.837172,1.000000,500.367,564.686,1.000000,562.208,566.647,1.000000,531.931,528.193,1.000000,532.431,606.011,0.000000
156,6.458333,mug,531.303,567.508,mug_body_mask,1,531.240,565.363,cotracker_lr_center,1,530.474,568.543,4564.5,499.000,531.000,563.000,610.000,64.000,79.000,44.634,94.230,71.801,0.810127,0.841024,1,530.471,568.707,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.841024,0.841024,1.000000,500.373,564.539,1.000000,562.107,566.188,1.000000,531.909,528.156,1.000000,532.410,605.823,0.000000
157,6.500000,mug,531.222,567.205,mug_body_mask,1,531.140,565.032,cotracker_lr_center,1,530.469,568.502,4575.0,499.000,531.000,563.000,610.000,64.000,79.000,44.647,96.190,70.383,0.810127,0.839190,1,530.679,568.582,500.000,531.000,562.000,609.000,63.000,79.000,unknown,1.000,0.000,0.750000,0.839190,0.839190,1.000000,500.311,564.405,1.000000,561.969,565.659,1.000000,531.804,528.069,1.000000,532.252,605.577,0.000000
158,6.541667,mug,531.203,567.186,mug_body_mask,1,531.203,567.186,cotracker_center_fallback,1,530.780,568.600,4548.5,498.000,531.000,564.000,610.000,66.000,79.000,44.366,95.276,68.463,0.835443,0.822350,1,530.959,568.647,500.000,531.000,562.000,609.000,63.000,79.000,unknown,2.000,1.000,0.500000,0.822350,0.822350,1.000000,500.283,564.490,0.000000,561.860,565.489,1.000000,531.810,528.299,1.000000,532.292,605.600,0.000000
159,6.583333,mug,531.192,567.065,mug_body_mask,1,531.192,567.065,cotracker_center_fallback,1,530.141,568.410,4614.0,496.000,531.000,563.000,610.000,67.000,79.000,44.634,99.118,68.711,0.848101,0.830498,1,530.439,568.464,499.000,531.000,562.000,609.000,64.000,79.000,left,3.000,0.000,0.500000,0.830498,0.830498,1.000000,500.236,564.486,0.000000,561.761,565.260,1.000000,531.601,528.326,1.000000,532.272,605.556,0.000000
160,6.625000,mug,531.267,566.999,mug_body_mask,1,531.267,566.999,cotracker_center_fallback,1,530.493,568.523,4585.5,496.000,531.000,564.000,610.000,68.000,79.000,44.366,95.466,70.243,0.860759,0.823854,1,530.672,568.547,499.000,531.000,562.000,609.000,64.000,79.000,unknown,3.000,1.000,0.500000,0.823854,0.823854,1.000000,500.240,564.553,0.000000,561.877,565.048,1.000000,531.610,528.470,1.000000,532.174,605.466,0.000000
161,6.666667,mug,530.670,568.594,mug_body_mask,1,530.500,569.500,cotracker_box_center,1,530.675,568.622,4449.5,499.000,531.000,563.000,609.000,64.000,78.000,43.925,89.598,71.835,0.820513,0.832538,1,530.712,568.624,500.000,531.000,562.000,608.000,63.000,78.000,unknown,1.000,0.000,1.000000,0.832538,1.000000,1.000000,499.000,568.594,1.000000,562.000,568.594,1.000000,530.670,531.000,1.000000,530.670,608.000,1.000000
162,6.708333,mug,531.364,568.591,mug_body_mask,1,531.343,569.592,cotracker_box_center,1,530.760,568.793,4428.5,499.000,532.000,563.000,609.000,64.000,77.000,43.870,98.561,67.914,0.831169,0.823337,1,530.782,568.787,500.000,532.000,562.000,608.000,63.000,77.000,unknown,1.000,0.000,1.000000,0.823337,1.000000,1.000000,499.487,568.256,1.000000,563.199,567.889,1.000000,531.468,531.234,1.000000,530.963,607.951,1.000000
163,6.750000,mug,531.181,568.513,mug_body_mask,1,531.887,569.351,cotracker_box_center,1,530.572,568.776,4533.0,498.000,531.000,563.000,610.000,65.000,79.000,44.380,89.801,73.147,0.822785,0.826248,1,530.797,568.870,500.000,531.000,562.000,609.000,63.000,79.000,unknown,2.000,0.000,1.000000,0.826248,1.000000,1.000000,499.701,567.445,1.000000,564.073,566.090,1.000000,531.922,530.756,1.000000,530.854,607.946,1.000000
164,6.791667,mug,531.024,568.307,mug_body_mask,1,531.390,568.759,cotracker_tb_center,1,530.655,568.985,4466.0,499.000,531.000,563.000,610.000,64.000,79.000,44.231,89.329,71.458,0.810127,0.826579,1,530.579,569.072,500.000,531.000,561.000,609.000,62.000,79.000,unknown,1.000,1.000,0.750000,0.826579,0.826579,1.000000,500.544,566.736,0.000000,565.380,563.312,1.000000,532.122,529.688,1.000000,530.658,607.831,1.000000
165,6.833333,mug,531.014,568.755,mug_body_mask,1,532.398,568.474,cotracker_tb_center,1,530.451,568.676,4546.5,499.000,531.000,563.000,610.000,64.000,79.000,44.390,96.302,68.364,0.810127,0.832418,1,530.584,568.741,500.000,531.000,562.000,609.000,63.000,79.000,unknown,1.000,0.000,0.750000,0.832418,0.832418,1.000000,501.227,566.727,0.000000,567.279,561.273,1.000000,534.232,528.887,1.000000,530.564,608.060,1.000000
166,6.875000,mug,530.926,568.598,mug_body_mask,1,530.926,568.598,cotracker_center_fallback,1,530.898,568.738,4506.5,500.000,531.000,563.000,610.000,63.000,79.000,44.503,93.618,69.885,0.797468,0.835631,1,530.896,568.709,500.000,531.000,562.000,609.000,63.000,79.000,unknown,0.000,0.000,0.500000,0.835631,0.835631,1.000000,501.815,566.329,0.000000,570.931,561.094,1.000000,536.128,528.173,0.000000,530.508,607.993,1.000000
