frame,time,object_name,center_x,center_y,center_source,tracking_available,track_center_x,track_center_y,track_center_source,mask_available,mask_center_x,mask_center_y,mask_area_px,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_w_px,bbox_h_px,lowest_visible_x,lowest_visible_y,lowest_visible_x1,lowest_visible_x2,enclosing_radius_px,major_axis_px,minor_axis_px,aspect_ratio,circularity,body_available,body_center_x,body_center_y,body_bbox_x1,body_bbox_y1,body_bbox_x2,body_bbox_y2,body_bbox_w_px,body_bbox_h_px,handle_side,handle_observed_side,handle_visible,handle_conf,handle_center_x,handle_center_y,handle_bbox_x1,handle_bbox_y1,handle_bbox_x2,handle_bbox_y2,handle_area_px,handle_extra_left_px,handle_extra_right_px,track_geometry_conf,mask_conf,observation_conf,center_visible,left_x,left_y,left_visible,right_x,right_y,right_visible,top_x,top_y,top_visible,bottom_x,bottom_y,bottom_visible
101,4.166667,basketball,552.230,571.178,cotracker_center_fallback,1,552.230,571.178,cotracker_center_fallback,1,544.193,568.170,6014.0,500.000,525.000,588.000,612.000,88.000,87.000,543.000,611.000,534.000,552.000,45.627,88.392,86.779,1.011494,0.887786,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.887786,0.887786,1.000000,503.921,566.417,1.000000,580.012,560.492,0.000000,537.227,491.107,0.000000,547.384,606.168,0.000000
102,4.208333,basketball,555.017,534.601,cotracker_center_fallback,1,555.017,534.601,cotracker_center_fallback,1,546.647,532.916,6327.0,503.000,486.000,592.000,579.000,89.000,93.000,529.500,578.000,522.000,537.000,51.464,95.637,84.641,0.956989,0.850420,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.850420,0.850420,1.000000,506.692,531.905,1.000000,582.847,525.961,0.000000,538.683,473.507,0.000000,550.032,570.468,0.000000
103,4.250000,basketball,561.283,506.441,cotracker_center_fallback,1,561.283,506.441,cotracker_center_fallback,1,550.336,499.442,6164.0,507.000,452.000,595.000,544.000,88.000,92.000,553.000,543.000,548.000,558.000,47.812,91.692,87.043,0.956522,0.857265,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.857265,0.857265,1.000000,512.446,505.184,1.000000,587.475,499.032,0.000000,542.215,456.416,0.000000,553.291,540.869,0.000000
104,4.291667,basketball,564.695,486.443,cotracker_center_fallback,1,564.695,486.443,cotracker_center_fallback,1,556.420,475.117,6033.0,511.000,428.000,601.000,521.000,90.000,93.000,561.000,520.000,560.000,562.000,46.684,89.854,86.211,0.967742,0.820081,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.820081,0.820081,0.000000,516.347,485.563,0.000000,590.244,478.777,0.000000,543.737,439.318,0.000000,555.664,517.642,0.000000
105,4.333333,basketball,569.602,470.216,cotracker_center_fallback,1,569.602,470.216,cotracker_center_fallback,1,561.698,459.041,6274.5,517.000,412.000,607.000,507.000,90.000,95.000,562.000,506.000,562.000,562.000,47.149,91.328,87.727,0.947368,0.884115,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.884115,0.884115,0.000000,523.691,470.093,0.000000,594.433,462.173,0.000000,547.877,423.254,0.000000,562.210,500.394,0.000000
106,4.375000,basketball,573.518,460.789,cotracker_center_fallback,1,573.518,460.789,cotracker_center_fallback,1,567.627,449.748,6317.5,522.000,403.000,612.000,496.000,90.000,93.000,568.500,495.000,561.000,576.000,47.074,91.333,88.334,0.967742,0.886097,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.886097,0.886097,0.000000,530.248,459.606,0.000000,599.334,454.593,0.000000,552.008,413.129,0.000000,565.780,491.322,0.000000
107,4.416667,basketball,576.370,458.333,cotracker_center_fallback,1,576.370,458.333,cotracker_center_fallback,1,573.094,447.411,6249.0,528.000,400.000,618.000,494.000,90.000,94.000,573.500,493.000,569.000,578.000,47.171,91.493,86.665,0.957447,0.868265,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.868265,0.868265,0.000000,535.369,455.934,0.000000,603.032,453.021,0.000000,556.877,410.750,0.000000,568.721,489.263,0.000000
108,4.458333,basketball,581.543,463.863,cotracker_center_fallback,1,581.543,463.863,cotracker_center_fallback,1,578.670,454.089,6055.5,533.000,409.000,623.000,500.000,90.000,91.000,580.000,499.000,577.000,583.000,47.265,91.145,84.728,0.989011,0.858830,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.858830,0.858830,0.000000,542.479,460.866,0.000000,608.741,457.563,0.000000,565.238,417.281,0.000000,574.251,494.107,0.000000
109,4.500000,basketball,587.105,485.174,cotracker_center_fallback,1,587.105,485.174,cotracker_center_fallback,1,585.587,474.792,5840.0,541.000,434.000,629.000,519.000,88.000,85.000,587.000,518.000,581.000,593.000,46.510,89.136,85.687,1.035294,0.835060,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.835060,0.835060,0.000000,549.335,481.879,0.000000,616.564,476.393,0.000000,574.464,436.826,0.000000,581.063,513.275,0.000000
110,4.541667,basketball,593.026,526.415,cotracker_center_fallback,1,593.026,526.415,cotracker_center_fallback,1,589.596,513.346,6086.0,543.000,469.000,634.000,557.000,91.000,88.000,591.500,556.000,586.000,597.000,48.138,92.259,87.292,1.034091,0.826965,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.826965,0.826965,0.000000,553.031,521.470,1.000000,620.589,515.760,0.000000,582.479,473.070,0.000000,584.265,553.617,0.000000
111,4.583333,basketball,599.609,579.179,cotracker_center_fallback,1,599.609,579.179,cotracker_center_fallback,1,594.358,570.750,5947.5,552.000,528.000,639.000,613.000,87.000,85.000,595.000,612.000,586.000,604.000,46.120,88.382,87.365,1.023529,0.875306,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.875306,0.875306,0.000000,556.634,571.453,0.000000,626.160,567.552,0.000000,582.570,499.180,0.000000,589.477,608.100,0.000000
112,4.625000,basketball,602.478,626.350,cotracker_center_fallback,1,602.478,626.350,cotracker_center_fallback,1,599.136,625.122,6017.0,554.000,586.000,645.000,666.000,91.000,80.000,602.000,665.000,592.000,612.000,47.087,93.772,84.555,1.137500,0.866030,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.866030,0.866030,0.000000,561.777,619.417,0.000000,630.299,612.056,0.000000,580.017,502.535,0.000000,596.214,657.116,0.000000
113,4.666667,basketball,595.327,597.840,cotracker_center_fallback,1,595.327,597.840,cotracker_center_fallback,1,595.330,588.576,6049.0,550.000,544.000,640.000,631.000,90.000,87.000,593.000,630.000,582.000,604.000,46.575,90.332,85.918,1.034483,0.875888,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.875888,0.875888,0.000000,556.253,589.187,0.000000,625.508,582.880,0.000000,578.624,503.171,0.000000,588.835,623.693,0.000000
114,4.708333,basketball,592.297,553.520,cotracker_center_fallback,1,592.297,553.520,cotracker_center_fallback,1,593.097,547.786,5547.0,550.000,508.000,637.000,588.000,87.000,80.000,594.500,587.000,590.000,599.000,44.775,88.187,81.271,1.087500,0.891506,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.891506,0.891506,0.000000,554.110,547.443,0.000000,622.909,542.776,0.000000,574.869,487.384,0.000000,582.653,581.095,0.000000
115,4.750000,basketball,587.918,515.617,cotracker_center_fallback,1,587.918,515.617,cotracker_center_fallback,1,589.868,512.294,5702.0,542.000,470.000,633.000,555.000,91.000,85.000,588.000,554.000,580.000,596.000,47.740,90.416,82.654,1.070588,0.740454,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.740454,0.740454,0.000000,551.448,511.130,0.000000,619.664,510.549,0.000000,573.190,467.978,0.000000,578.389,547.843,0.000000
116,4.791667,basketball,584.592,488.236,cotracker_center_fallback,1,584.592,488.236,cotracker_center_fallback,1,586.937,483.056,5756.0,541.000,438.000,630.000,528.000,89.000,90.000,587.500,527.000,579.000,596.000,46.952,88.438,84.832,0.988889,0.778907,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.778907,0.778907,0.000000,549.554,486.217,0.000000,616.396,484.692,0.000000,570.124,445.214,0.000000,576.385,520.063,0.000000
117,4.833333,basketball,580.695,467.961,cotracker_center_fallback,1,580.695,467.961,cotracker_center_fallback,1,583.785,463.489,5941.0,536.000,417.000,628.000,508.000,92.000,91.000,582.000,507.000,574.000,590.000,46.812,90.054,85.782,1.010989,0.817217,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.817217,0.817217,0.000000,546.238,466.594,0.000000,611.590,465.549,0.000000,566.858,427.757,0.000000,574.342,501.535,0.000000
118,4.875000,basketball,578.361,455.950,cotracker_center_fallback,1,578.361,455.950,cotracker_center_fallback,1,581.604,450.914,5991.0,535.000,405.000,627.000,496.000,92.000,91.000,580.500,495.000,576.000,585.000,46.150,91.119,84.190,1.010989,0.856991,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.856991,0.856991,0.000000,544.645,455.075,0.000000,609.642,454.321,0.000000,564.635,415.676,0.000000,573.088,489.699,0.000000
119,4.916667,basketball,577.277,449.699,cotracker_center_fallback,1,577.277,449.699,cotracker_center_fallback,1,580.511,443.756,5984.5,534.000,400.000,626.000,489.000,92.000,89.000,580.500,488.000,574.000,587.000,46.405,92.043,84.322,1.033708,0.846000,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.846000,0.846000,0.000000,544.401,449.440,0.000000,608.762,448.645,0.000000,564.659,409.194,0.000000,573.047,483.219,0.000000
120,4.958333,basketball,578.407,447.631,cotracker_center_fallback,1,578.407,447.631,cotracker_center_fallback,1,580.819,442.542,6065.0,534.000,400.000,626.000,488.000,92.000,88.000,581.500,487.000,577.000,586.000,46.422,91.065,85.649,1.045455,0.863573,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.863573,0.863573,0.000000,545.034,448.060,0.000000,608.756,446.540,0.000000,567.054,407.409,0.000000,574.194,481.855,0.000000
121,5.000000,basketball,579.776,453.166,cotracker_center_fallback,1,579.776,453.166,cotracker_center_fallback,1,581.578,448.497,6165.5,535.000,405.000,626.000,494.000,91.000,89.000,577.500,493.000,571.000,584.000,46.908,91.195,87.285,1.022472,0.858859,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.858859,0.858859,0.000000,545.324,452.196,0.000000,610.217,452.240,0.000000,572.122,411.453,0.000000,574.883,488.028,0.000000
122,5.041667,basketball,581.042,477.177,cotracker_center_fallback,1,581.042,477.177,cotracker_center_fallback,1,580.409,471.771,6463.5,535.000,427.000,626.000,517.000,91.000,90.000,581.500,516.000,570.000,593.000,49.009,93.654,90.160,1.011111,0.855046,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.855046,0.855046,0.000000,544.620,474.895,0.000000,611.123,474.012,0.000000,578.174,432.848,0.000000,575.459,511.103,0.000000
123,5.083333,basketball,580.891,519.951,cotracker_center_fallback,1,580.891,519.951,cotracker_center_fallback,1,579.310,513.559,5869.5,536.000,473.000,624.000,556.000,88.000,83.000,580.500,555.000,573.000,588.000,47.011,91.258,83.518,1.060241,0.856941,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.856941,0.856941,0.000000,542.614,514.898,0.000000,609.927,514.966,0.000000,577.467,471.359,0.000000,574.054,550.262,0.000000
124,5.125000,basketball,579.022,576.362,cotracker_center_fallback,1,579.022,576.362,cotracker_center_fallback,1,576.397,570.965,5956.5,534.000,528.000,621.000,615.000,87.000,87.000,576.000,614.000,569.000,583.000,45.296,88.595,86.512,1.000000,0.887885,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.887885,0.887885,0.000000,537.425,568.371,0.000000,609.304,568.049,0.000000,568.510,496.894,0.000000,572.583,606.014,0.000000
125,5.166667,basketball,576.998,625.456,cotracker_center_fallback,1,576.998,625.456,cotracker_center_fallback,1,572.691,621.929,6156.5,530.000,580.000,618.000,665.000,88.000,85.000,571.500,664.000,565.000,578.000,47.889,92.710,86.864,1.035294,0.877687,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.877687,0.877687,0.000000,538.366,620.016,0.000000,606.705,616.628,0.000000,561.963,506.813,0.000000,574.707,654.117,0.000000
126,5.208333,basketball,566.935,598.351,cotracker_center_fallback,1,566.935,598.351,cotracker_center_fallback,1,565.465,591.029,5292.5,523.000,553.000,609.000,630.000,86.000,77.000,565.500,629.000,562.000,569.000,44.323,88.511,77.552,1.116883,0.874833,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.874833,0.874833,0.000000,528.332,589.371,0.000000,598.511,586.898,0.000000,557.450,509.470,0.000000,565.731,623.952,0.000000
127,5.250000,basketball,558.272,553.177,cotracker_center_fallback,1,558.272,553.177,cotracker_center_fallback,1,554.837,544.426,6013.5,512.000,501.000,599.000,586.000,87.000,85.000,554.500,585.000,538.000,571.000,47.318,91.106,86.744,1.023529,0.862105,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.862105,0.862105,0.000000,521.193,548.204,0.000000,591.941,547.390,0.000000,550.976,493.518,0.000000,557.161,581.331,0.000000
128,5.291667,basketball,545.594,515.876,cotracker_center_fallback,1,545.594,515.876,cotracker_center_fallback,1,549.264,504.698,6346.0,505.000,454.000,593.000,554.000,88.000,100.000,552.000,553.000,552.000,552.000,51.457,98.030,84.250,0.880000,0.824083,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.824083,0.824083,0.000000,510.194,512.329,0.000000,581.480,511.604,0.000000,543.291,463.960,0.000000,545.491,546.266,0.000000
129,5.333333,basketball,539.500,478.000,cotracker_box_center,1,539.500,478.000,cotracker_box_center,1,538.784,477.509,6186.0,497.000,433.000,583.000,524.000,86.000,91.000,537.500,523.000,534.000,541.000,48.480,93.475,85.946,0.945055,0.854462,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,1.000000,0.854462,1.000000,1.000000,497.000,477.491,1.000000,582.000,477.491,1.000000,538.774,433.000,1.000000,538.774,523.000,1.000000
130,5.375000,basketball,533.363,459.623,cotracker_tb_center,1,533.363,459.623,cotracker_tb_center,1,531.182,457.905,6166.0,487.000,412.000,575.000,504.000,88.000,92.000,529.500,503.000,521.000,538.000,47.394,91.352,86.534,0.956522,0.869069,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.750000,0.869069,0.869069,1.000000,491.145,459.081,0.000000,578.566,466.294,1.000000,529.629,413.662,1.000000,537.097,505.583,1.000000
131,5.416667,basketball,527.804,450.719,cotracker_center_fallback,1,527.804,450.719,cotracker_center_fallback,1,525.485,449.146,6153.0,481.000,402.000,569.000,496.000,88.000,94.000,530.000,495.000,525.000,535.000,47.342,90.374,86.470,0.936170,0.864425,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.500000,0.864425,0.864425,0.000000,486.107,452.615,0.000000,574.940,462.700,1.000000,523.847,405.994,0.000000,534.226,497.289,1.000000
132,5.458333,basketball,522.814,450.563,cotracker_center_fallback,1,522.814,450.563,cotracker_center_fallback,1,520.771,449.613,6375.0,475.000,403.000,565.000,496.000,90.000,93.000,525.500,495.000,520.000,531.000,47.188,91.031,89.338,0.967742,0.876916,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.876916,0.876916,0.000000,480.622,453.685,0.000000,571.127,463.457,0.000000,518.344,405.660,0.000000,530.170,496.415,1.000000
133,5.500000,basketball,518.675,460.238,cotracker_center_fallback,1,518.675,460.238,cotracker_center_fallback,1,515.273,461.672,6336.5,470.000,414.000,560.000,507.000,90.000,93.000,516.000,506.000,507.000,525.000,47.437,92.062,88.610,0.967742,0.868251,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.500000,0.868251,0.868251,0.000000,476.412,464.551,0.000000,567.691,468.152,1.000000,516.108,416.266,0.000000,526.312,506.598,1.000000
134,5.541667,basketball,516.800,491.164,cotracker_center_fallback,1,516.800,491.164,cotracker_center_fallback,1,510.998,491.909,6181.5,465.000,440.000,557.000,537.000,92.000,97.000,511.500,536.000,506.000,517.000,48.610,91.576,86.882,0.948454,0.838927,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.838927,0.838927,1.000000,473.754,495.900,0.000000,563.425,490.295,0.000000,516.027,443.219,1.000000,524.143,535.417,0.000000
135,5.583333,basketball,512.280,541.280,cotracker_center_fallback,1,512.280,541.280,cotracker_center_fallback,1,506.319,536.556,6516.0,465.000,486.000,548.000,584.000,83.000,98.000,505.500,583.000,494.000,517.000,52.033,105.421,80.850,0.846939,0.813407,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.813407,0.813407,0.000000,472.845,540.893,0.000000,554.801,534.306,0.000000,515.657,476.415,1.000000,517.754,579.291,0.000000
136,5.625000,basketball,509.538,604.936,cotracker_center_fallback,1,509.538,604.936,cotracker_center_fallback,1,509.806,601.684,5771.5,465.000,557.000,554.000,641.000,89.000,84.000,518.500,640.000,510.000,527.000,47.420,91.170,83.264,1.059524,0.844607,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.844607,0.844607,0.000000,472.025,597.014,0.000000,549.282,602.769,0.000000,515.690,489.451,1.000000,513.001,634.704,0.000000
137,5.666667,basketball,508.614,613.016,cotracker_center_fallback,1,508.614,613.016,cotracker_center_fallback,1,509.107,607.039,5590.5,465.000,563.000,553.000,649.000,88.000,86.000,507.000,648.000,506.000,508.000,45.401,88.687,80.821,1.023256,0.858829,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.858829,0.858829,0.000000,472.118,603.292,0.000000,547.889,608.165,0.000000,514.258,491.903,0.000000,513.253,637.984,0.000000
138,5.708333,basketball,512.004,564.000,cotracker_center_fallback,1,512.004,564.000,cotracker_center_fallback,1,509.617,562.880,5255.0,466.000,524.000,553.000,602.000,87.000,78.000,509.500,601.000,501.000,518.000,44.101,87.962,76.748,1.115385,0.871436,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.871436,0.871436,0.000000,473.493,558.457,0.000000,550.886,556.427,0.000000,513.308,485.591,0.000000,518.055,595.920,0.000000
139,5.750000,basketball,515.885,522.839,cotracker_center_fallback,1,515.885,522.839,cotracker_center_fallback,1,513.899,518.206,6242.5,469.000,473.000,558.000,565.000,89.000,92.000,507.500,564.000,502.000,513.000,50.364,99.149,80.939,0.967391,0.858119,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.858119,0.858119,0.000000,475.722,524.444,0.000000,558.142,513.462,0.000000,514.283,470.543,1.000000,523.876,562.407,0.000000
140,5.791667,basketball,518.398,490.272,cotracker_center_fallback,1,518.398,490.272,cotracker_center_fallback,1,516.882,490.793,6173.5,472.000,441.000,564.000,535.000,92.000,94.000,516.000,534.000,515.000,517.000,48.392,90.337,88.880,0.978723,0.845123,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.845123,0.845123,0.000000,477.848,494.217,0.000000,565.830,487.309,0.000000,517.013,445.729,0.000000,526.263,534.416,0.000000
141,5.833333,basketball,523.141,469.296,cotracker_center_fallback,1,523.141,469.296,cotracker_center_fallback,1,521.897,470.167,5960.5,478.000,422.000,568.000,515.000,90.000,93.000,517.000,514.000,517.000,517.000,47.119,89.685,85.897,0.967742,0.833319,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.833319,0.833319,0.000000,483.790,472.624,0.000000,570.184,473.228,0.000000,521.504,426.110,0.000000,530.906,514.807,1.000000
142,5.875000,basketball,527.441,458.546,cotracker_center_fallback,1,527.441,458.546,cotracker_center_fallback,1,528.321,457.990,6191.5,483.000,409.000,573.000,503.000,90.000,94.000,527.000,502.000,525.000,529.000,47.581,91.896,86.433,0.957447,0.856934,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.856934,0.856934,0.000000,490.552,461.321,0.000000,573.183,468.934,0.000000,526.908,415.356,0.000000,533.904,503.933,1.000000
143,5.916667,basketball,535.452,457.535,cotracker_center_fallback,1,535.452,457.535,cotracker_center_fallback,1,535.837,453.800,6308.5,491.000,409.000,580.000,500.000,89.000,91.000,537.000,499.000,529.000,545.000,47.320,91.195,89.595,0.978022,0.865227,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.865227,0.865227,0.000000,499.207,458.570,0.000000,578.050,468.989,0.000000,537.147,413.100,0.000000,539.243,502.289,1.000000
144,5.958333,basketball,543.944,465.231,cotracker_center_fallback,1,543.944,465.231,cotracker_center_fallback,1,545.220,459.562,6306.5,501.000,415.000,589.000,505.000,88.000,90.000,540.000,504.000,529.000,551.000,47.917,93.256,87.669,0.977778,0.864953,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.864953,0.864953,0.000000,508.410,464.199,0.000000,583.551,473.633,0.000000,547.815,419.621,0.000000,544.254,507.113,1.000000
145,6.000000,basketball,553.616,488.594,cotracker_center_fallback,1,553.616,488.594,cotracker_center_fallback,1,554.569,480.874,5857.5,511.000,436.000,598.000,526.000,87.000,90.000,562.000,525.000,562.000,562.000,47.131,88.457,84.131,0.966667,0.846764,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.846764,0.846764,0.000000,517.623,484.040,0.000000,591.966,493.731,0.000000,561.286,441.746,0.000000,550.302,524.018,1.000000
146,6.041667,basketball,566.654,532.252,cotracker_center_fallback,1,566.654,532.252,cotracker_center_fallback,1,566.063,526.712,5832.5,522.000,484.000,610.000,569.000,88.000,85.000,566.000,568.000,554.000,578.000,45.793,89.198,84.588,1.035294,0.886590,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.886590,0.886590,0.000000,529.290,523.576,0.000000,603.456,534.032,0.000000,576.415,480.632,0.000000,558.516,565.941,0.000000
147,6.083333,basketball,571.467,588.995,cotracker_center_fallback,1,571.467,588.995,cotracker_center_fallback,1,575.442,581.849,5738.5,533.000,541.000,620.000,625.000,87.000,84.000,572.000,624.000,566.000,578.000,44.782,86.619,85.292,1.035714,0.884565,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.884565,0.884565,0.000000,539.649,565.933,0.000000,611.210,587.260,0.000000,575.645,499.351,0.000000,565.230,616.538,0.000000
148,6.125000,basketball,580.796,628.922,cotracker_center_fallback,1,580.796,628.922,cotracker_center_fallback,1,582.921,624.599,5923.0,539.000,584.000,628.000,667.000,89.000,83.000,586.000,666.000,580.000,592.000,45.121,89.394,85.718,1.072289,0.894557,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.894557,0.894557,0.000000,549.943,606.030,0.000000,618.204,625.074,0.000000,575.737,502.174,0.000000,571.047,653.054,0.000000
149,6.166667,basketball,577.982,593.677,cotracker_center_fallback,1,577.982,593.677,cotracker_center_fallback,1,584.292,585.588,5820.5,539.000,544.000,629.000,628.000,90.000,84.000,585.500,627.000,579.000,592.000,45.480,90.853,81.759,1.071429,0.879689,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.879689,0.879689,0.000000,548.330,571.123,0.000000,618.441,587.578,0.000000,576.416,501.377,0.000000,573.010,620.912,0.000000
150,6.208333,basketball,580.528,556.346,cotracker_center_fallback,1,580.528,556.346,cotracker_center_fallback,1,584.613,546.368,5863.0,541.000,506.000,629.000,589.000,88.000,83.000,584.500,588.000,577.000,592.000,45.223,89.246,84.778,1.060241,0.890604,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.890604,0.890604,0.000000,545.570,537.095,0.000000,620.790,550.046,0.000000,579.803,491.198,0.000000,572.447,581.971,0.000000
151,6.250000,basketball,581.267,523.941,cotracker_center_fallback,1,581.267,523.941,cotracker_center_fallback,1,585.317,512.947,5632.5,540.000,472.000,629.000,555.000,89.000,83.000,585.000,554.000,578.000,592.000,46.044,91.694,79.428,1.072289,0.861144,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.861144,0.861144,0.000000,546.174,508.862,0.000000,620.909,519.745,0.000000,581.614,471.510,1.000000,571.942,548.972,0.000000
152,6.291667,basketball,581.900,489.423,cotracker_center_fallback,1,581.900,489.423,cotracker_center_fallback,1,586.745,485.193,5898.5,541.000,440.000,632.000,529.000,91.000,89.000,583.000,528.000,578.000,588.000,46.183,92.410,81.594,1.022472,0.847919,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.847919,0.847919,0.000000,546.906,482.831,0.000000,620.823,491.706,0.000000,581.382,444.663,1.000000,573.668,523.934,0.000000
153,6.333333,basketball,584.520,465.954,cotracker_center_fallback,1,584.520,465.954,cotracker_center_fallback,1,585.994,464.535,5904.0,541.000,420.000,630.000,508.000,89.000,88.000,588.500,507.000,580.000,597.000,46.393,91.499,83.192,1.011364,0.859721,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.859721,0.859721,0.000000,549.869,463.721,0.000000,620.202,472.248,0.000000,582.949,422.780,0.000000,574.103,505.456,1.000000
154,6.375000,basketball,587.446,457.765,cotracker_center_fallback,1,587.446,457.765,cotracker_center_fallback,1,586.363,454.787,5867.5,541.000,414.000,632.000,499.000,91.000,85.000,592.500,498.000,591.000,594.000,46.317,92.712,81.759,1.070588,0.855819,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.855819,0.855819,0.000000,552.122,453.288,0.000000,619.322,466.200,0.000000,585.655,413.300,0.000000,576.559,496.111,1.000000
155,6.416667,basketball,588.420,456.349,cotracker_center_fallback,1,588.420,456.349,cotracker_center_fallback,1,587.003,452.198,6197.5,541.000,408.000,633.000,498.000,92.000,90.000,593.500,497.000,590.000,597.000,46.919,91.523,86.932,1.022222,0.855814,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.855814,0.855814,0.000000,553.409,450.255,0.000000,619.416,465.367,0.000000,588.484,410.606,0.000000,577.380,495.684,1.000000
156,6.458333,basketball,590.390,459.841,cotracker_center_fallback,1,590.390,459.841,cotracker_center_fallback,1,588.736,457.253,6076.0,543.000,416.000,633.000,503.000,90.000,87.000,593.000,502.000,587.000,599.000,47.114,90.999,86.973,1.034483,0.863970,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.863970,0.863970,0.000000,554.176,454.752,0.000000,620.756,468.246,0.000000,591.677,415.276,0.000000,579.627,501.452,1.000000
157,6.500000,basketball,592.505,480.364,cotracker_center_fallback,1,592.505,480.364,cotracker_center_fallback,1,588.971,475.716,6173.0,544.000,434.000,633.000,522.000,89.000,88.000,592.500,521.000,592.000,593.000,49.296,94.191,87.931,1.011364,0.804860,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.250000,0.804860,0.804860,0.000000,555.655,473.556,0.000000,622.374,486.731,0.000000,596.380,435.379,0.000000,580.651,518.991,1.000000
158,6.541667,basketball,587.083,524.237,cotracker_center_fallback,1,587.083,524.237,cotracker_center_fallback,1,585.750,517.571,5843.5,542.000,478.000,632.000,560.000,90.000,82.000,585.500,559.000,578.000,593.000,48.419,92.614,81.619,1.097561,0.818514,0,,,,,,,,,,,0,0.000000,,,,,,,0.0,,,0.000000,0.818514,0.818514,0.000000,552.596,514.765,0.000000,619.523,526.513,0.000000,597.943,474.526,0.000000,576.143,556.919,0.000000
