frame,part,kind,dist_before_m,dist_after_m,radius_m,pose_delta_deg
54,right_hand,touch,0.0976,0.1209,0.1200,1.75
55,right_hand,penetration,0.1020,0.1260,0.1200,1.28
56,right_hand,penetration,0.1091,0.1225,0.1200,1.05
57,right_hand,penetration,0.1122,0.1301,0.1200,1.05
58,right_hand,penetration,0.1006,0.1249,0.1200,1.30
59,right_hand,touch,0.0722,0.1210,0.1200,1.81
60,right_hand,touch,0.0753,0.1231,0.1200,2.19
61,right_hand,penetration,0.0461,0.1440,0.1200,2.72
62,right_hand,penetration,0.1122,0.1586,0.1200,1.85
64,right_hand,penetration,0.1188,0.1640,0.1200,1.68
65,right_hand,penetration,0.0559,0.1378,0.1200,2.22
66,right_hand,touch,0.0687,0.1213,0.1200,2.41
67,right_hand,touch,0.0798,0.1210,0.1200,2.24
68,right_hand,penetration,0.1003,0.1240,0.1200,1.80
69,right_hand,penetration,0.1112,0.1267,0.1200,1.58
70,right_hand,penetration,0.1064,0.1305,0.1200,1.69
71,right_hand,penetration,0.0874,0.1248,0.1200,2.10
72,right_hand,touch,0.0535,0.1219,0.1200,2.51
73,right_hand,touch,0.0387,0.1224,0.1200,2.61
74,right_hand,penetration,0.0573,0.1382,0.1200,2.24
78,right_hand,penetration,0.0866,0.1331,0.1200,1.75
79,right_hand,penetration,0.0950,0.1266,0.1200,1.81
80,right_hand,touch,0.0947,0.1209,0.1200,1.74
81,right_hand,touch,0.0930,0.1231,0.1200,1.63
82,right_hand,touch,0.0992,0.1233,0.1200,1.70
83,right_hand,touch,0.0903,0.1232,0.1200,2.01
84,right_hand,touch,0.0714,0.1209,0.1200,2.61
85,right_hand,touch,0.0464,0.1208,0.1200,2.77
86,right_hand,penetration,0.0966,0.1473,0.1200,1.93
89,right_hand,penetration,0.0961,0.1426,0.1200,1.70
90,right_hand,touch,0.0628,0.1220,0.1200,2.35
91,right_hand,touch,0.0826,0.1206,0.1200,2.78
92,right_hand,touch,0.0839,0.1218,0.1200,2.16
93,right_hand,touch,0.0993,0.1244,0.1200,1.67
94,right_hand,touch,0.1053,0.1224,0.1200,1.50
95,right_hand,touch,0.0898,0.1209,0.1200,1.62
96,right_hand,touch,0.0798,0.1239,0.1200,1.95
97,right_hand,touch,0.0445,0.1205,0.1200,2.33
98,right_hand,penetration,0.0818,0.1237,0.1200,1.47
102,right_hand,penetration,0.0992,0.1208,0.1200,0.70
103,right_hand,touch,0.1069,0.1210,0.1200,0.61
104,right_hand,penetration,0.1106,0.1215,0.1200,0.52
105,right_hand,penetration,0.1164,0.1271,0.1200,0.48
106,right_hand,penetration,0.1193,0.1326,0.1200,0.55
107,right_hand,penetration,0.1138,0.1329,0.1200,0.75
108,right_hand,penetration,0.0968,0.1270,0.1200,1.12
109,right_hand,touch,0.0698,0.1218,0.1200,1.60
110,right_hand,penetration,0.0663,0.1209,0.1200,1.58
114,right_hand,penetration,0.0801,0.1279,0.1200,1.62
115,right_hand,touch,0.0515,0.1209,0.1200,2.34
116,right_hand,touch,0.0617,0.1224,0.1200,2.50
117,right_hand,penetration,0.0812,0.1349,0.1200,2.21
118,right_hand,penetration,0.0968,0.1440,0.1200,1.83
119,right_hand,penetration,0.0995,0.1477,0.1200,1.62
120,right_hand,penetration,0.0922,0.1414,0.1200,1.64
121,right_hand,touch,0.0671,0.1239,0.1200,1.85
122,right_hand,touch,0.0577,0.1230,0.1200,2.01
123,right_hand,penetration,0.0639,0.1207,0.1200,1.72
127,right_hand,penetration,0.1011,0.1265,0.1200,1.01
128,right_hand,touch,0.0846,0.1212,0.1200,1.52
129,right_hand,penetration,0.0775,0.1207,0.1200,1.79
130,right_hand,penetration,0.0907,0.1269,0.1200,1.56
131,right_hand,penetration,0.0976,0.1349,0.1200,1.62
132,right_hand,touch,0.0885,0.1209,0.1200,2.00
133,right_hand,touch,0.0912,0.1267,0.1200,2.75
134,right_hand,touch,0.0627,0.1199,0.1200,3.89
135,right_hand,penetration,0.1007,0.1555,0.1200,2.47
139,right_hand,touch,0.0954,0.1233,0.1200,1.58
140,right_hand,touch,0.0878,0.1208,0.1200,2.19
141,right_hand,touch,0.0810,0.1218,0.1200,2.43
142,right_hand,touch,0.0741,0.1236,0.1200,2.43
143,right_hand,touch,0.0609,0.1212,0.1200,2.08
144,right_hand,touch,0.0409,0.1207,0.1200,2.24
145,right_hand,touch,0.0359,0.1206,0.1200,2.59
146,right_hand,penetration,0.0596,0.1208,0.1200,1.86
150,right_hand,penetration,0.1083,0.1316,0.1200,0.82
151,right_hand,touch,0.0857,0.1212,0.1200,1.25
152,right_hand,touch,0.0732,0.1210,0.1200,1.84
153,right_hand,penetration,0.0792,0.1329,0.1200,1.92
154,right_hand,penetration,0.0928,0.1433,0.1200,1.84
155,right_hand,penetration,0.0898,0.1448,0.1200,1.92
156,right_hand,touch,0.0626,0.1248,0.1200,2.19
157,right_hand,touch,0.0464,0.1240,0.1200,2.48
158,right_hand,penetration,0.0510,0.1303,0.1200,2.35
162,right_hand,penetration,0.0729,0.1265,0.1200,1.67
163,right_hand,touch,0.0522,0.1221,0.1200,2.29
164,right_hand,penetration,0.0799,0.1369,0.1200,2.24
165,right_hand,penetration,0.0902,0.1414,0.1200,1.76
166,right_hand,penetration,0.1061,0.1433,0.1200,1.35
167,right_hand,penetration,0.1144,0.1467,0.1200,1.23
168,right_hand,penetration,0.1116,0.1427,0.1200,1.40
169,right_hand,touch,0.0876,0.1236,0.1200,1.91
170,right_hand,touch,0.0625,0.1228,0.1200,2.53
171,right_hand,touch,0.0525,0.1206,0.1200,2.89
172,right_hand,penetration,0.0973,0.1647,0.1200,1.98
175,right_hand,penetration,0.0967,0.1502,0.1200,1.59
176,right_hand,penetration,0.0886,0.1218,0.1200,2.09
177,right_hand,touch,0.0787,0.1210,0.1200,2.47
178,right_hand,touch,0.0771,0.1232,0.1200,2.61
179,right_hand,penetration,0.0768,0.1460,0.1200,2.65
180,right_hand,penetration,0.0677,0.1479,0.1200,2.56
181,right_hand,penetration,0.0538,0.1364,0.1200,2.47
182,right_hand,touch,0.0400,0.1208,0.1200,2.36
183,right_hand,touch,0.0306,0.1208,0.1200,2.41
184,right_hand,touch,0.0345,0.1207,0.1200,2.20
185,right_hand,penetration,0.0746,0.1368,0.1200,1.58
188,right_hand,penetration,0.0952,0.1778,0.1200,2.17
189,right_hand,penetration,0.0557,0.1500,0.1200,3.33
190,right_hand,penetration,0.0530,0.1494,0.1200,3.83
191,right_hand,touch,0.0544,0.1250,0.1200,3.83
192,right_hand,touch,0.0497,0.1218,0.1200,3.95
