frame,time,object_z_raw,object_z_aligned_m,affine_a,affine_b,sample_count,depth_conf,fit_corr,extrapolation,source
92,3.033333,8.803492,6.668385,1.049929,1.788597,4676,0.006241,0.4521,16.5898,mask
93,3.066667,7.796610,6.703507,0.985420,2.033928,5023,0.006594,0.5861,11.9785,mask
94,3.100000,7.781179,6.681432,0.959063,2.116223,4997,0.007916,0.6239,10.6723,mask
95,3.133333,6.918038,6.669841,0.898345,2.367285,4836,0.008294,0.6702,9.2625,mask
96,3.166667,5.957422,6.626131,0.769211,2.942484,4872,0.004776,0.2487,5.8873,mask
97,3.200000,6.769516,6.641407,0.593773,3.739675,5094,0.004195,0.2826,7.1890,mask
98,3.233333,6.736432,6.595110,0.417731,4.547421,4929,0.004651,0.2611,6.3225,mask
99,3.266667,6.675174,6.601336,0.269006,5.234447,4973,0.000252,0.0061,3.2876,mask
100,3.300000,8.221434,6.501845,0.144371,5.812272,4999,0.004104,0.2058,12.5976,mask
101,3.333333,9.091106,6.486566,0.027601,6.353611,4833,0.000013,0.0012,13.0978,mask
102,3.366667,7.875493,6.462622,-0.081978,6.862093,5211,0.000000,-0.1262,9.4060,mask
103,3.400000,5.169744,6.443917,-0.158953,7.223124,5498,0.000000,-0.5162,0.5628,mask
104,3.433333,5.181159,6.449092,-0.172702,7.297954,5423,0.000000,-0.5167,0.5611,mask
105,3.466667,6.720618,6.500902,-0.119164,7.067789,5184,0.006771,0.2434,6.1542,mask
106,3.500000,7.883328,6.531485,-0.029030,6.671092,4867,0.000000,-0.1896,9.7427,mask
107,3.533333,7.388578,6.559831,0.055542,6.297670,4735,0.006557,0.3025,8.9195,mask
108,3.566667,6.778590,6.566679,0.112639,6.044810,5073,0.001770,0.1067,7.4037,mask
109,3.600000,6.803186,6.570529,0.155463,5.850907,5053,0.001211,0.0720,7.3350,mask
110,3.633333,6.771770,6.578521,0.221043,5.548172,5222,0.000000,-0.0608,8.8761,mask
111,3.666667,5.558846,6.625505,0.342047,4.990537,5173,0.011144,0.2537,2.1245,mask
112,3.700000,5.212279,6.595705,0.520903,4.169304,5063,0.007987,0.1795,2.4727,mask
113,3.733333,5.233259,6.626130,0.721216,3.250488,5265,0.017826,0.4143,2.2780,mask
114,3.766667,5.329953,6.633431,0.883510,2.503695,5089,0.023865,0.7150,2.7611,mask
115,3.800000,5.559320,6.625729,0.958820,2.151223,4759,0.016768,0.6770,3.9277,mask
116,3.833333,6.371280,6.724909,0.934856,2.250326,4629,0.014992,0.6377,4.6092,mask
117,3.866667,6.415078,6.686446,0.832823,2.706721,4667,0.015379,0.6517,4.6455,mask
118,3.900000,6.044771,6.634444,0.686260,3.368952,4988,0.016002,0.5565,4.0567,mask
119,3.933333,6.045753,6.641581,0.529032,4.082136,5040,0.016750,0.4711,3.0176,mask
120,3.966667,6.797156,6.556254,0.394340,4.693347,4468,0.002566,0.1556,7.3552,mask
121,4.000000,6.084996,6.584455,0.307013,5.088392,4640,0.000000,-0.0092,5.0081,mask
122,4.033333,7.432340,6.574257,0.268979,5.259214,4554,0.004432,0.1760,7.6195,mask
123,4.066667,6.705591,6.579754,0.259099,5.304380,4819,0.015555,0.3158,4.6637,mask
124,4.100000,6.672608,6.583019,0.253837,5.333075,4940,0.016612,0.3588,4.4041,mask
125,4.133333,4.779667,6.553492,0.245274,5.381165,4675,0.000000,-0.0495,0.0000,mask
126,4.166667,6.237195,6.648190,0.235846,5.435397,4736,0.022237,0.3209,1.7358,mask
127,4.200000,26.154238,6.664438,0.223096,5.504503,4630,0.009662,0.5181,24.0858,mask
128,4.233333,26.322176,6.656748,0.200449,5.616697,4741,0.008226,0.5162,25.1084,mask
129,4.266667,6.176974,6.572945,0.174069,5.742892,4537,0.003301,0.1855,5.3929,mask
130,4.300000,6.726540,6.548523,0.171216,5.758588,4476,0.000000,-0.0924,9.3871,mask
131,4.333333,6.141793,6.545102,0.225250,5.512271,4344,0.000000,-0.0376,7.1329,mask
132,4.366667,5.308219,6.591869,0.349687,4.943202,5052,0.009123,0.2062,1.8463,mask
133,4.400000,5.520105,6.605255,0.525139,4.140352,4953,0.015726,0.3719,2.9613,mask
134,4.433333,5.535191,6.656116,0.709858,3.294492,5102,0.020095,0.4704,2.5780,mask
135,4.466667,5.543793,6.669274,0.864580,2.585636,4913,0.032143,0.7657,3.1887,mask
136,4.500000,5.531159,6.783749,0.971755,2.095519,5134,0.028926,0.6373,2.2373,mask
137,4.533333,5.795539,6.791088,1.033169,1.817535,4980,0.019957,0.6356,2.8547,mask
138,4.566667,5.925375,6.701833,1.053253,1.732096,5075,0.024382,0.6911,5.5152,mask
139,4.600000,5.922235,6.701714,1.032554,1.836419,4915,0.023683,0.6314,5.6137,mask
140,4.633333,7.101283,6.738174,0.975849,2.107084,4914,0.014322,0.5901,7.1243,mask
141,4.666667,9.149490,6.719429,0.893763,2.491615,4476,0.007797,0.4826,11.7631,mask
142,4.700000,13.698671,6.636962,0.792074,2.958066,4810,0.005540,0.5441,27.0607,mask
143,4.733333,13.645642,6.598583,0.670613,3.504044,4803,0.005132,0.5371,29.1008,mask
144,4.766667,7.986477,6.648339,0.537641,4.094804,4994,0.005939,0.3302,9.1361,mask
145,4.800000,5.114351,6.597508,0.413708,4.643894,4941,0.006168,0.0439,1.0077,mask
146,4.833333,4.679524,6.557067,0.313617,5.089490,4077,0.006544,0.0209,0.0000,mask
147,4.866667,5.050324,6.533218,0.235583,5.440269,4562,0.036833,0.4447,1.5842,mask
148,4.900000,7.180035,6.574831,0.176701,5.707089,4679,0.000000,-0.2265,4.3056,mask
149,4.933333,7.174936,6.562153,0.146235,5.846259,4679,0.000000,-0.2177,4.5052,mask
150,4.966667,11.964519,6.518981,0.151715,5.823788,4653,0.001188,0.1227,26.8166,mask
151,5.000000,8.064856,6.567096,0.181805,5.691885,4401,0.003194,0.1504,6.7568,mask
152,5.033333,8.169134,6.564479,0.215602,5.545563,4699,0.004489,0.2675,9.4974,mask
153,5.066667,7.205775,6.596799,0.244752,5.422215,5137,0.003183,0.1600,5.7485,mask
154,5.100000,7.199901,6.619279,0.278307,5.280108,5138,0.002077,0.1020,5.5625,mask
155,5.133333,6.447509,6.568728,0.327541,5.067693,5296,0.001448,0.1115,8.8954,mask
156,5.166667,6.489621,6.629755,0.390822,4.792349,5275,0.005073,0.3325,7.8215,mask
157,5.200000,6.188342,6.597473,0.450688,4.533067,5315,0.002132,0.1712,9.1996,mask
158,5.233333,6.187325,6.664305,0.479039,4.415901,5334,0.008020,0.3855,5.1271,mask
159,5.266667,6.127977,6.660659,0.450670,4.552903,4970,0.011763,0.4699,4.9359,mask
160,5.300000,5.798994,6.646160,0.366940,4.937236,4968,0.010265,0.3545,3.7692,mask
161,5.333333,6.218432,6.632254,0.269489,5.382800,4672,0.003603,0.1786,5.6366,mask
162,5.366667,5.595102,6.593824,0.215432,5.633856,4638,0.000000,-0.3521,7.3386,mask
163,5.400000,18.055508,6.655823,0.228955,5.578989,5312,0.004005,0.4162,28.3877,mask
164,5.433333,18.366194,6.631074,0.286172,5.319010,5225,0.003809,0.4995,38.4275,mask
165,5.466667,6.610354,6.628165,0.352267,5.004813,5327,0.001710,0.1326,11.4177,mask
166,5.500000,4.870486,6.713811,0.418546,4.675288,5805,0.012817,0.0461,0.0000,mask
167,5.533333,5.541070,6.682737,0.493308,4.298980,5384,0.019009,0.2541,1.8998,mask
168,5.566667,6.642023,6.725280,0.571108,3.910318,5295,0.031301,0.4973,3.8755,mask
169,5.600000,6.662988,6.719401,0.626382,3.634903,5310,0.029564,0.5090,3.9768,mask
170,5.633333,8.458233,6.707422,0.632834,3.597797,4543,0.007548,0.4320,8.9081,mask
171,5.666667,6.190097,6.816168,0.578255,3.854176,5056,0.027644,0.4963,1.7347,mask
172,5.700000,5.688944,6.644960,0.464222,4.392092,5239,0.022269,0.4193,2.0784,mask
173,5.733333,5.709844,6.625084,0.305513,5.138694,5302,0.020823,0.4124,2.1005,mask
174,5.766667,5.871099,6.598933,0.133466,5.947377,5425,0.000000,-0.0314,2.8402,mask
175,5.800000,5.510161,6.574305,-0.012534,6.636237,5411,0.000000,-0.4501,1.1072,mask
176,5.833333,5.279007,6.522287,-0.108656,7.094026,5741,0.000000,-0.2342,0.0195,mask
177,5.866667,5.440719,6.483523,-0.161024,7.345097,5345,0.000000,-0.3343,0.0953,mask
178,5.900000,5.446932,6.478598,-0.192706,7.491592,5578,0.000000,-0.5478,0.2297,mask
179,5.933333,5.436078,6.443829,-0.216677,7.593499,5599,0.000000,-0.3359,0.1483,mask
180,5.966667,5.225185,6.457629,-0.219364,7.595859,5310,0.039035,0.2807,0.0466,mask
181,6.000000,5.217409,6.551372,-0.171176,7.373785,5460,0.000000,-0.5860,0.7975,mask
182,6.033333,5.946934,6.601022,-0.059583,6.875721,5531,0.000000,-0.3547,4.1221,mask
183,6.066667,5.838022,6.644226,0.091085,6.209314,5494,0.008445,0.1734,1.8595,mask
184,6.100000,5.824830,6.697273,0.240328,5.550648,5542,0.011249,0.2342,1.8413,mask
185,6.133333,5.963258,6.721525,0.366204,4.992257,5324,0.006723,0.1640,2.4118,mask
186,6.166667,5.938097,6.745327,0.473877,4.506933,5341,0.018473,0.4963,2.2926,mask
187,6.200000,6.175915,6.676322,0.577849,4.028469,5513,0.004563,0.3099,6.1491,mask
188,6.233333,6.179910,6.662334,0.682215,3.541082,5446,0.004279,0.2879,6.2726,mask
189,6.266667,6.398350,6.760739,0.773741,3.109419,5401,0.005968,0.4754,7.1297,mask
190,6.300000,6.328608,6.689260,0.831634,2.831388,5504,0.008213,0.6053,6.6675,mask
191,6.333333,6.377532,6.767895,0.847119,2.747604,5225,0.015890,0.7532,4.6882,mask
192,6.366667,5.980513,6.735372,0.834125,2.794226,5358,0.019285,0.6911,3.3429,mask
193,6.400000,6.237200,6.755006,0.819964,2.848008,5311,0.023953,0.7176,3.4457,mask
194,6.433333,6.249928,6.731209,0.827804,2.806640,5368,0.021050,0.6956,3.7866,mask
195,6.466667,6.245502,6.723524,0.867427,2.628879,5236,0.020034,0.6608,3.9933,mask
196,6.500000,6.626455,6.734379,0.936537,2.326138,5373,0.015019,0.7280,4.7312,mask
197,6.533333,6.835144,6.701205,1.025823,1.939059,5322,0.013243,0.7410,6.2938,mask
198,6.566667,6.784391,6.749188,1.121776,1.526090,5086,0.013805,0.7106,7.0681,mask
199,6.600000,6.797647,6.781297,1.205875,1.167660,5124,0.012979,0.6880,7.2404,mask
200,6.633333,8.215000,6.688134,1.254919,0.963351,5505,0.006433,0.8146,16.4684,mask
201,6.666667,10.548201,6.573383,1.251490,0.985029,4952,0.003924,0.7531,31.7209,mask
202,6.700000,14.904884,6.711498,1.199094,1.212550,4614,0.003165,0.6437,32.9259,mask
203,6.733333,14.908762,6.681072,1.121286,1.541209,4374,0.003392,0.6688,33.7293,mask
204,6.766667,8.641133,6.689405,1.041339,1.872226,5565,0.005973,0.4623,13.0827,mask
205,6.800000,6.530996,6.526798,0.968403,2.171502,5436,0.011683,0.6221,13.9647,mask
206,6.833333,4.461504,6.471416,0.906283,2.428030,5283,0.227894,0.3539,0.0000,mask
207,6.866667,4.714528,6.646254,0.865193,2.600293,5523,0.213471,0.4089,0.1509,mask
208,6.900000,5.229917,6.595499,0.856094,2.640618,5346,0.073338,0.4682,2.3243,mask
209,6.933333,5.231794,6.562790,0.878462,2.549637,5340,0.042946,0.3487,3.2206,mask
210,6.966667,5.304554,6.526826,0.919976,2.378864,5255,0.030539,0.5208,5.9327,mask
211,7.000000,5.521816,6.671725,0.965804,2.190793,5248,0.040003,0.5656,3.4767,mask
212,7.033333,5.630494,6.678470,1.003291,2.038628,5142,0.034876,0.4951,3.6883,mask
213,7.066667,5.781326,6.554216,1.020663,1.972166,5303,0.013274,0.3847,10.1267,mask
214,7.100000,5.777278,6.562729,1.011309,2.018952,5285,0.014531,0.3788,9.1014,mask
215,7.133333,5.515321,6.683052,0.983271,2.142349,4991,0.041728,0.4171,3.6049,mask
216,7.166667,4.879993,6.668972,0.955785,2.257083,5215,0.097185,0.3436,1.0812,mask
217,7.200000,4.600837,6.632810,0.941474,2.308214,4998,0.239653,0.4133,0.0440,mask
218,7.233333,4.610391,6.627681,0.936970,2.312122,5037,0.256834,0.4358,0.0256,mask
219,7.266667,4.583170,6.587067,0.933199,2.310055,4917,0.401335,0.6588,0.0000,mask
220,7.300000,4.733891,6.659018,0.927962,2.312456,5171,0.194586,0.4005,0.2039,mask
221,7.333333,4.863320,6.742749,0.924225,2.307756,4900,0.344004,0.6869,0.2206,mask
222,7.366667,4.981889,6.756684,0.921126,2.302748,5004,0.247480,0.6569,0.4368,mask
223,7.400000,4.776350,6.685719,0.911042,2.334263,4987,0.346411,0.6408,0.0000,mask
224,7.433333,4.774962,6.669433,0.884468,2.446132,5007,0.348174,0.6476,0.0000,mask
225,7.466667,4.596833,6.505642,0.837622,2.655234,4538,0.323076,0.5444,0.0000,mask
226,7.500000,4.648592,6.543634,0.778220,2.926004,4595,0.359412,0.5970,0.0000,mask
227,7.533333,4.620506,6.522300,0.723400,3.179827,4764,0.130708,0.2212,0.0000,mask
228,7.566667,4.551440,6.479654,0.686675,3.354295,4920,0.224718,0.3810,0.0000,mask
229,7.600000,4.552131,6.489711,0.666311,3.456577,4788,0.201402,0.3366,0.0000,mask
230,7.633333,4.554308,6.502519,0.651498,3.535396,4647,0.187313,0.3083,0.0000,mask
231,7.666667,4.636733,6.567656,0.642219,3.589857,4860,0.192028,0.3254,0.0000,mask
232,7.700000,4.605322,6.559345,0.657351,3.532033,4799,0.048060,0.0782,0.0000,mask
233,7.733333,4.619617,6.580162,0.717175,3.267088,4804,0.161074,0.2630,0.0000,mask
234,7.766667,4.579563,6.556215,0.818721,2.806833,4717,0.113610,0.1872,0.0000,mask
235,7.800000,4.595173,6.570584,0.933549,2.280767,4592,0.313233,0.5297,0.0000,mask
236,7.833333,4.588081,6.560176,1.029767,1.835520,4531,0.375932,0.5951,0.0000,mask
237,7.866667,4.596042,6.561410,1.090931,1.547443,4544,0.453256,0.7068,0.0000,mask
238,7.900000,4.601233,6.556907,1.114396,1.429311,4503,0.179191,0.2990,0.0000,mask
239,7.933333,4.612159,6.556162,1.102407,1.471686,4503,0.316684,0.5273,0.0000,mask
240,7.966667,4.604107,6.534050,1.062659,1.641454,4417,0.299373,0.4964,0.0000,mask
241,8.000000,4.616460,6.536250,1.011252,1.867847,4314,0.294566,0.4603,0.0000,mask
242,8.033333,4.562498,6.478338,0.965967,2.071115,4350,0.319158,0.4763,0.0000,mask
